match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_aerialLost,stat_aerialWon,stat_shotOffTarget,stat_blockedScoringAttempt,stat_expectedGoals,stat_keyPass,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,player_sofascoreId,stat_accurateCross,stat_hitWoodwork,stat_totalOffside,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_lastManTackle,stat_goalAssist,stat_bigChanceCreated,stat_bigChanceMissed,stat_goals
11368646,home,Getafe,David Soria,david-soria,D. Soria,G,13,192.0,676,M,604258,EUR,733881600,G,13,13,False,True,17.0,15.0,4.0,2.0,14.0,14.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,90.0,20.0,6.2,2.0,0.00032532,0,-1.2835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368646,home,Getafe,José Ángel Carmona,jose-angel-carmona,J. Á. Carmona,D,2,183.0,1021,M,1015240,EUR,1012262400,D,18,18,False,,55.0,50.0,3.0,3.0,22.0,22.0,28.0,36.0,3.0,2.0,,,,90.0,84.0,6.7,14.0,0.102865,0,,,,3.0,7.0,5.0,1.0,1.0,4.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,
11368646,home,Getafe,Gastón Álvarez,gaston-alvarez,G. Álvarez,D,17,184.0,491,M,980578,EUR,953856000,D,4,4,False,,62.0,60.0,3.0,2.0,40.0,40.0,20.0,22.0,2.0,4.0,,,,90.0,70.0,6.3,3.0,0.0158981,0,,,,,4.0,3.0,1.0,1.0,,,,1.0,2.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
11368646,home,Getafe,Omar Alderete,omar-alderete,O. Alderete,D,15,187.0,5163,M,805137,EUR,851558400,D,15,15,False,,79.0,61.0,22.0,8.0,38.0,38.0,23.0,41.0,,6.0,,,,90.0,89.0,6.6,18.0,0.107032,2,,,,,4.0,3.0,1.0,,1.0,1.0,1.0,3.0,1.0,1.0,,,3.0,,1.0,1.0,1.0,0.0878,,,,,,,,,,,,,,,
11368646,home,Getafe,Diego Rico,diego-rico,D. Rico,D,16,181.0,662,M,350560,EUR,730425600,D,16,16,False,,17.0,12.0,2.0,,6.0,7.0,6.0,10.0,1.0,2.0,,,,45.0,23.0,5.8,7.0,0.00156429,0,,,,,4.0,,,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
11368646,home,Getafe,Carles Aleñá,carles-alena,C. Aleñá,M,10,180.0,1587,M,794937,EUR,883958400,M,11,11,False,,15.0,12.0,1.0,,4.0,5.0,8.0,10.0,,3.0,,,,45.0,21.0,6.5,3.0,0.00278987,0,,,,,3.0,2.0,2.0,,1.0,1.0,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,
11368646,home,Getafe,Nemanja Maksimović,nemanja-maksimovic,N. Maksimović,M,88,184.0,1287,M,331449,EUR,791078400,M,20,20,False,,31.0,29.0,3.0,2.0,14.0,14.0,15.0,17.0,1.0,2.0,,,,90.0,42.0,6.7,3.0,0.044836,0,,,,,1.0,3.0,,,2.0,1.0,,1.0,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,
11368646,home,Getafe,Luis Milla,luis-milla,L. Milla,M,5,175.0,1429,M,811629,EUR,781488000,M,5,5,False,,43.0,41.0,,,19.0,20.0,22.0,25.0,,4.0,,,,57.0,49.0,6.4,6.0,0.014373,0,,,,2.0,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
11368646,home,Getafe,Óscar Rodríguez,oscar-rodriguez,Ó. Rodríguez,M,14,174.0,618,M,794948,EUR,898992000,M,9,9,False,,14.0,11.0,1.0,1.0,2.0,2.0,9.0,15.0,1.0,2.0,,,,70.0,30.0,6.7,11.0,0.0549526,1,,,,3.0,5.0,3.0,,,3.0,1.0,,,1.0,1.0,2.0,,1.0,2.0,1.0,,,0.0367,2.0,1.0,0.1535,,,,,,,,,,,,
11368646,home,Getafe,Ilaix Moriba,ilaix-moriba,I. Moriba,M,6,183.0,6577,M,962890,EUR,1042934400,F,24,24,False,,8.0,6.0,,,2.0,2.0,4.0,7.0,,,,,,45.0,16.0,6.7,5.0,0.00110685,0,,,,1.0,5.0,6.0,,1.0,1.0,1.0,,,,,,4.0,2.0,2.0,1.0,,,,,,,ilaixmk,,,,,,,,,,,
11368646,home,Getafe,Mason Greenwood,mason-greenwood,M. Greenwood,F,10,181.0,65939,M,942116,EUR,1001894400,F,12,12,False,,46.0,43.0,3.0,3.0,14.0,15.0,31.0,36.0,,4.0,,,,90.0,67.0,7.7,9.0,0.203305,4,,,,5.0,5.0,6.0,1.0,1.0,7.0,5.0,,,1.0,1.0,,,1.0,,,1.0,1.0,0.4737,1.0,2.0,0.1266,MGreenwood,2.0,1.0,,,,,,,,,
11368646,home,Getafe,Jordi Martín,jordi-martin,J. Martín,M,8,174.0,159,M,1010513,EUR,978652800,M,32,32,True,,26.0,20.0,,,11.0,11.0,9.0,18.0,,3.0,,,,45.0,35.0,6.6,9.0,0.00405892,0,,,,3.0,2.0,1.0,1.0,,,,,1.0,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,
11368646,home,Getafe,Jaime Mata,jaime-mata,J. Mata,F,17,185.0,448,M,351140,EUR,593654400,F,7,7,True,,5.0,5.0,1.0,1.0,,,6.0,6.0,,1.0,,,,45.0,8.0,6.6,,0.0473433,0,,,,1.0,4.0,,,,,,,,,,,,2.0,2.0,,,,,,,,,1.0,,1.0,,,,,,,,
11368646,home,Getafe,Juanmi Latasa,juanmi-latasa,J. Latasa,F,9,191.0,1993,M,966679,EUR,985305600,F,14,14,True,,10.0,6.0,,,,,6.0,10.0,1.0,,,,,45.0,19.0,6.8,7.0,0.0999631,0,,,,,7.0,5.0,,2.0,,,,,1.0,1.0,,1.0,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,
11368646,home,Getafe,Yellu Santiago,yellu-santiago,J. Santiago,M,20,192.0,223,M,1211005,EUR,1085443200,M,25,25,True,,18.0,14.0,1.0,,3.0,4.0,11.0,15.0,,,,,,33.0,22.0,6.6,5.0,0.00624931,1,,Jesús Santiago,,1.0,1.0,2.0,,,1.0,1.0,,,1.0,,,,1.0,,,,1.0,0.0243,,,,,,,,,,,,,,,
11368646,home,Getafe,Alberto Risco,alberto-risco,A. Risco,M,30,,55,M,1841875,EUR,1125360000,M,37,37,True,,9.0,6.0,,,1.0,1.0,5.0,9.0,,,,,,20.0,13.0,6.5,4.0,0.023742,0,,Alberto Risco,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
11368646,home,Getafe,Daniel Fuzato,daniel-fuzato,D. Fuzato,G,13,190.0,943,M,863276,EUR,867974400,G,1,1,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368646,home,Getafe,Fabrizio Angileri,fabrizio-angileri,F. Angileri,D,,185.0,4185,M,311462,EUR,763689600,D,3,3,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368646,home,Getafe,Nabil Aberdin,nabil-aberdin,N. Aberdin,D,3,182.0,254,M,1136806,EUR,1030060800,D,30,30,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368646,away,Atlético Madrid,Jan Oblak,jan-oblak,J. Oblak,G,13,189.0,12131,M,69768,EUR,726364800,G,13,13,False,,29.0,25.0,11.0,7.0,24.0,25.0,1.0,4.0,,6.0,,,,90.0,39.0,7.5,4.0,0.00015905,0,0.2801,,,,,,,,,,,,,,,,,,,,,,,,,oblakjan,,,,1.0,3.0,3.0,,,,,
11368646,away,Atlético Madrid,Marcos Llorente,marcos-llorente,M. Llorente,D,14,184.0,9206,M,353138,EUR,791424000,D,14,14,False,,47.0,39.0,1.0,,22.0,26.0,17.0,24.0,1.0,6.0,,,,87.0,62.0,6.9,12.0,0.0193093,1,,,,3.0,4.0,2.0,2.0,,,,1.0,,2.0,2.0,,,2.0,,,1.0,,0.0229,,,,marcosllorente,,,1.0,,,,,,,,
