match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalClearance,stat_outfielderBlock,stat_unsuccessfulTouch,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_fouls,stat_challengeLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,player_sofascoreId,stat_bigChanceCreated,stat_wasFouled,stat_onTargetScoringAttempt,captain,stat_totalOffside,stat_hitWoodwork,stat_goodHighClaim,stat_punches,stat_errorLeadToAShot,stat_clearanceOffLine
11453134,home,Al-Ettifaq,Paulo Victor,,,paulo-victor,P. Victor,G,48,187.0,212,M,34142,EUR,537408000,G,48,48,False,21.0,15.0,14.0,8.0,11.0,12.0,4.0,9.0,4.0,2.0,2.0,1.0,1.0,90.0,24.0,7.3,6.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453134,home,Al-Ettifaq,Radhi Al-Oteibi,,,radhi-al-oteibi,R. Al-Oteibi,D,61,170.0,28,M,963642,EUR,960768000,D,61,61,False,26.0,22.0,4.0,1.0,9.0,10.0,17.0,24.0,2.0,,,,,90.0,52.0,6.8,15.0,1,8.0,4.0,6.0,2.0,2.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
11453134,home,Al-Ettifaq,Jack Hendry,,,jack-hendry,J. Hendry,D,4,195.0,333,M,795696,EUR,799804800,D,4,4,False,40.0,40.0,4.0,4.0,25.0,25.0,15.0,15.0,4.0,,,,,90.0,47.0,7.2,,2,,,2.0,4.0,,1.0,1.0,1.0,2.0,1.0,,,1.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
11453134,home,Al-Ettifaq,Ali Hazazi,,,ali-hazazi,A. Hazazi,M,11,185.0,62,M,818699,EUR,761529600,D,11,11,False,58.0,44.0,11.0,6.0,27.0,34.0,17.0,25.0,5.0,,,,,90.0,72.0,7.1,17.0,0,1.0,,3.0,8.0,,,,,1.0,,2.0,,1.0,5.0,,,,2.0,1.0,3.0,1.0,,,,,,,,,,,
11453134,home,Al-Ettifaq,Hamdan Al-Shamrani,,,hamdan-al-shamrani,H. Al-Shamrani,D,27,176.0,29,M,882132,EUR,850521600,D,13,13,False,27.0,18.0,7.0,2.0,6.0,10.0,12.0,22.0,3.0,,,,,72.0,54.0,7.4,15.0,0,5.0,,1.0,5.0,,,,,3.0,1.0,,,1.0,2.0,,,,,4.0,3.0,3.0,,,,,,,,,,,
11453134,home,Al-Ettifaq,Seko Fofana,,,seko-fofana,S. Fofana,M,42,184.0,12170,M,191188,EUR,799804800,M,75,75,False,62.0,55.0,6.0,4.0,31.0,32.0,25.0,31.0,11.0,,,,,90.0,79.0,7.8,12.0,3,1.0,1.0,,7.0,,2.0,2.0,2.0,1.0,,2.0,1.0,,1.0,,1.0,,,,2.0,1.0,sekofofana,1.0,2.0,,,,,,,,
11453134,home,Al-Ettifaq,Álvaro Medrán,,,alvaro-medran,Á. Medrán,M,10,176.0,321,M,537018,EUR,763689600,M,14,14,False,61.0,52.0,15.0,9.0,15.0,17.0,41.0,54.0,10.0,,,,,90.0,85.0,8.1,19.0,1,10.0,4.0,4.0,3.0,1.0,1.0,,,,,2.0,6.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,
11453134,home,Al-Ettifaq,Georginio Wijnaldum,,,georginio-wijnaldum,G. Wijnaldum,M,8,175.0,8339,M,22126,EUR,658281600,M,25,25,False,31.0,27.0,1.0,1.0,10.0,11.0,17.0,20.0,2.0,,,,,84.0,38.0,6.9,8.0,0,,,1.0,2.0,,1.0,,,,,3.0,2.0,,,,,,,,1.0,,gwijnaldum,1.0,1.0,,True,,,,,,
11453134,home,Al-Ettifaq,Karl Toko Ekambi,,,karl-toko-ekambi,K. Toko Ekambi,F,9,183.0,3818,M,842931,EUR,716428800,F,97,97,False,30.0,27.0,1.0,1.0,7.0,8.0,20.0,24.0,2.0,,,,,90.0,44.0,7.1,7.0,1,2.0,,7.0,4.0,1.0,2.0,1.0,1.0,,,,2.0,1.0,1.0,,,4.0,,,1.0,1.0,karltokoekambi,,1.0,,,1.0,,,,,
11453134,home,Al-Ettifaq,Moussa Dembélé,,,moussa-dembele,M. Dembélé,F,9,183.0,2632,M,318653,EUR,837129600,F,9,9,False,12.0,9.0,,,2.0,2.0,8.0,13.0,2.0,,,,,90.0,38.0,7.6,10.0,6,3.0,1.0,5.0,6.0,1.0,3.0,2.0,4.0,6.0,,3.0,1.0,1.0,4.0,3.0,,2.0,,,,,,1.0,,2.0,,1.0,1.0,,,,
