match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,stat_challengeLost,player_sofascoreId,captain,stat_onTargetScoringAttempt,stat_goals,stat_bigChanceMissed,stat_shotOffTarget,stat_fouls,stat_goalAssist,stat_accurateCross,stat_dispossessed,stat_bigChanceCreated,player_firstName,player_lastName,stat_totalOffside,stat_blockedScoringAttempt,stat_punches
10583956,home,Al-Ittihad,Marcelo Grohe,marcelo-grohe,M. Grohe,G,43,188.0,626,M,39427,EUR,537494400.0,G,34,34,False,19.0,16.0,6.0,3.0,15.0,15.0,1.0,4.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,90.0,29.0,7.4,3.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10583956,home,Al-Ittihad,Madallah Al-Olayan,madallah-al-olayan,M. Al-Olayan,D,33,170.0,81,M,818813,EUR,777772800.0,D,33,33,False,40.0,35.0,5.0,2.0,21.0,22.0,14.0,20.0,10.0,2.0,3.0,1.0,,,,90.0,72.0,7.8,12.0,0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,7.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,
10583956,home,Al-Ittihad,Omar Hawsawi,omar-hawsawi,O. Hawsawi,D,,184.0,54,M,350072,EUR,496627200.0,D,5,5,False,55.0,52.0,3.0,1.0,45.0,47.0,7.0,8.0,4.0,6.0,6.0,2.0,,,,90.0,69.0,7.3,3.0,0,,1.0,1.0,2.0,,,1.0,3.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,
10583956,home,Al-Ittihad,Ahmed Hegazy,ahmed-hegazy,A. Hegazy,D,26,194.0,4623,M,159653,EUR,664761600.0,D,26,26,False,58.0,48.0,6.0,3.0,40.0,42.0,8.0,16.0,4.0,3.0,6.0,,,,,90.0,66.0,8.0,10.0,1,,,3.0,,,,1.0,1.0,1.0,,,,,ahmedhegazy6,True,1.0,1.0,,,,,,,,,,,,
10583956,home,Al-Ittihad,Ahmed Bamasud,ahmed-bamasud,A. Bamasud,D,18,175.0,114,M,893197,EUR,816998400.0,D,95,95,False,37.0,31.0,3.0,1.0,26.0,30.0,5.0,7.0,5.0,3.0,4.0,1.0,,,,90.0,53.0,6.9,7.0,1,,1.0,,2.0,,,1.0,,4.0,2.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,,
10583956,home,Al-Ittihad,Igor Coronado,igor-coronado,I. Coronado,M,77,170.0,5336,M,152098,EUR,714096000.0,M,10,10,False,51.0,37.0,8.0,4.0,23.0,25.0,17.0,32.0,3.0,,2.0,,,,,90.0,64.0,7.7,22.0,0,6.0,,1.0,3.0,1.0,,,,2.0,2.0,1.0,4.0,,igor_coronado,,,,,,1.0,1.0,3.0,1.0,1.0,,,,,
10583956,home,Al-Ittihad,Tarek Hamed,hamed-tarek,T. Hamed,M,8,165.0,561,M,560168,EUR,593654400.0,M,3,3,False,45.0,43.0,5.0,4.0,25.0,25.0,18.0,20.0,6.0,,5.0,3.0,,,,90.0,56.0,7.0,4.0,0,,1.0,,4.0,1.0,1.0,,1.0,2.0,2.0,1.0,,,,,,,,,3.0,,,,,,,,,
10583956,home,Al-Ittihad,Hélder Costa,helder-costa,H. Costa,F,,178.0,550,,138891,EUR,758332800.0,M,17,17,False,14.0,11.0,,,2.0,3.0,9.0,13.0,4.0,,2.0,1.0,,,,66.0,29.0,6.6,12.0,1,2.0,,2.0,4.0,2.0,1.0,,,,,3.0,,,,,1.0,,,,2.0,,,1.0,,,,,,
10583956,home,Al-Ittihad,Romarinho,romarinho,Romarinho,M,,176.0,1742,M,797619,EUR,660960000.0,M,90,90,False,25.0,21.0,,,10.0,11.0,11.0,15.0,2.0,1.0,4.0,1.0,,,,83.0,31.0,7.1,5.0,2,1.0,1.0,,1.0,1.0,1.0,,,,,,1.0,,,,2.0,,,,,,,,,,,1.0,,
10583956,home,Al-Ittihad,Abdulrahman Alobud,abdulrahman-alobud,A. Alobud,M,24,174.0,531,M,872275,EUR,801964800.0,M,24,24,False,7.0,5.0,,,1.0,1.0,4.0,8.0,1.0,,,,,,,47.0,16.0,4.8,8.0,0,2.0,,,6.0,2.0,,,,1.0,,1.0,,,,,,,,,3.0,,,1.0,,,,2.0,,
10583956,home,Al-Ittihad,Abderrazak Hamdallah,abderrazak-hamdallah,A. Hamdallah,F,9,182.0,11081,M,826961,EUR,661392000.0,F,9,9,False,15.0,9.0,,,3.0,6.0,6.0,9.0,2.0,1.0,3.0,2.0,,,,89.0,25.0,6.6,11.0,2,,1.0,,3.0,1.0,,,,,,4.0,,,abderrazak_hamdallah,,1.0,,,,1.0,,,,,,,1.0,1.0,
10583956,home,Al-Ittihad,Zakaria Hawsawi,zakaria-al-hawsawi,Z. Hawsawi,D,2,175.0,153,M,1398854,EUR,979171200.0,D,12,12,True,5.0,3.0,,,2.0,2.0,1.0,4.0,4.0,,2.0,,,,,24.0,12.0,6.9,3.0,0,1.0,,,1.0,1.0,1.0,,1.0,3.0,2.0,,,1.0,,,,,,,,,,,,Zakaria Al Hawsawi,,,,
10583956,home,Al-Ittihad,Awad Al-Nashri,awad-al-nashri,A. Al-Nashri,M,14,176.0,241,M,1048371,EUR,1016150400.0,M,14,14,True,3.0,1.0,,,1.0,2.0,,1.0,2.0,,2.0,,,,,18.0,6.0,6.6,3.0,0,,,,1.0,1.0,,,,2.0,1.0,,,,,,,,,,,,,,,Awad Al Nashri,,,,
10583956,home,Al-Ittihad,Mohammed Al-Saiari,mohammed-al-saiari,M. Al-Saiari,F,70,174.0,26,M,828525,EUR,736300800.0,F,80,80,True,1.0,1.0,,,,,1.0,1.0,1.0,,,1.0,,,,1.0,2.0,,,0,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,
10583956,home,Al-Ittihad,Abdullah Al-Jadani,abdullah-al-jadani,A. Al-Jadani,G,30,183.0,41,M,818618,EUR,686707200.0,G,21,21,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10583956,home,Al-Ittihad,Sultan Al Sulayi,sultan-al-sulayi,S. A. Sulayi,D,13,,1,M,1404291,EUR,,D,38,38,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Sultan Al Sulayi,,,,
