match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_accurateLongBalls,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,stat_totalOffside,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_outfielderBlock,stat_goals
12764920,home,APOEL Nicosia,Vid Belec,vid-belec,V. Belec,G,27,193,251,M,106713,EUR,644630400,G,27,27,False,True,9.0,7.0,2.0,0.0,7.0,7.0,2.0,6.0,1.0,1.0,90.0,15.0,6.4,2.0,3.755e-05,0,-0.3788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764920,home,APOEL Nicosia,Issam Chebake,issam-chebake,I. Chebake,D,29,176,241,M,386630,EUR,624153600,D,29,29,False,,58.0,50.0,2.0,0.0,15.0,15.0,46.0,,,,90.0,85.0,7.2,12.0,0.127747,2,,Issam,Chebake,1.0,36.0,3.0,1.0,3.0,1.0,7.0,6.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,0.1479,3.0,,,,,,,,,,,,
12764920,home,APOEL Nicosia,Radosav Petrović,radosav-petrovic,R. Petrović,D,,193,121,M,39586,EUR,605318400,D,3,3,False,,75.0,68.0,5.0,0.0,30.0,30.0,46.0,9.0,,,90.0,84.0,7.3,7.0,0.0333121,1,,Radosav,Petrović,3.0,39.0,1.0,1.0,1.0,5.0,2.0,6.0,,,1.0,,3.0,,1.0,1.0,,1.0,0.2447,1.0,1.0,,,,,,,,,,,
12764920,home,APOEL Nicosia,Konstantinos Laifis,konstantinos-laifis,K. Laifis,D,34,186,340,M,97061,EUR,737769600,D,34,34,False,,85.0,78.0,6.0,0.0,30.0,30.0,57.0,1.0,,,90.0,97.0,7.4,10.0,0.0898525,2,,,,4.0,48.0,2.0,,1.0,3.0,2.0,5.0,1.0,,1.0,1.0,,2.0,,,,,0.0315,1.0,,2.0,2.0,1.0,,,,,,,,
12764920,home,APOEL Nicosia,Mateo Sušić,mateo-susic,M. Sušić,D,16,180,148,M,63766,EUR,658886400,D,16,16,False,,44.0,37.0,3.0,0.0,10.0,14.0,33.0,4.0,,,90.0,73.0,7.1,14.0,0.0631068,0,,,,1.0,28.0,3.0,1.0,2.0,2.0,4.0,6.0,,,,,1.0,4.0,3.0,2.0,1.0,1.0,,,,1.0,,3.0,,,,,,,,
12764920,home,APOEL Nicosia,David Abagna,david-abagna,D. Abagna,M,17,177,336,M,1169364,EUR,905299200,M,17,17,False,,84.0,77.0,5.0,0.0,23.0,25.0,60.0,11.0,,,90.0,99.0,7.7,8.0,0.0721394,4,,David Abagna,,2.0,54.0,1.0,,1.0,,3.0,7.0,1.0,,3.0,1.0,,3.0,1.0,1.0,1.0,1.0,0.0904,,,5.0,5.0,,,,,,,,,
12764920,home,APOEL Nicosia,Sergio Tejera,sergio-tejera,S. Tejera,M,14,181,76,M,82497,EUR,643852800,M,8,8,False,,63.0,58.0,2.0,0.0,17.0,18.0,55.0,2.0,,,90.0,85.0,7.7,12.0,0.503662,2,,,,1.0,47.0,10.0,6.0,3.0,3.0,6.0,5.0,,,1.0,1.0,1.0,2.0,1.0,,1.0,2.0,0.0259,4.0,,1.0,,1.0,,,,,,,,
12764920,home,APOEL Nicosia,Dieumerci Ndongala,dieumerci-ndongala,D. Ndongala,M,17,170,162,M,167247,EUR,676857600,M,77,77,False,,20.0,15.0,,0.0,7.0,7.0,19.0,2.0,,,66.0,38.0,6.5,16.0,0.0765798,0,,,,,9.0,6.0,1.0,2.0,,6.0,3.0,,1.0,,,,,,,3.0,,,1.0,,3.0,,2.0,1.0,,,,,,,
12764920,home,APOEL Nicosia,Max Meyer,max-meyer,M. Meyer,M,7,173,383,M,187431,EUR,811382400,M,7,7,False,,27.0,21.0,,0.0,1.0,2.0,25.0,2.0,,,81.0,32.0,6.7,9.0,0.0437211,1,,,,,20.0,,,1.0,,4.0,1.0,,1.0,,,,,,,1.0,2.0,0.0066,1.0,,,,1.0,,1.0,0.0209,,,,,
12764920,home,APOEL Nicosia,Marquinhos,marquinhos,Marquinhos,M,10,172,348,M,939527,EUR,854236800,M,10,10,False,,21.0,18.0,1.0,0.0,6.0,7.0,16.0,3.0,,,66.0,36.0,7.2,8.0,0.0159264,0,,,,1.0,12.0,2.0,,,1.0,2.0,7.0,1.0,1.0,,,,1.0,1.0,,5.0,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,
12764920,home,APOEL Nicosia,Youssef El Arabi,youssef-el-arabi,Y. E. Arabi,F,19,183,2444,M,45512,EUR,539308800,F,9,9,False,,27.0,21.0,1.0,0.0,4.0,4.0,23.0,4.0,,,90.0,39.0,7.2,11.0,0.0565622,4,,,,1.0,17.0,,,1.0,,6.0,1.0,,2.0,1.0,1.0,,,,,,2.0,0.4445,2.0,2.0,2.0,1.0,2.0,,2.0,0.5648,1.0,,,,
12764920,home,APOEL Nicosia,Marius Corbu,marius-corbu,M. Corbu,M,17,179,380,M,1108216,EUR,1020729600,M,30,30,True,,18.0,17.0,,0.0,1.0,1.0,20.0,1.0,,,24.0,31.0,6.9,7.0,0.0529474,2,,,,,16.0,3.0,,,1.0,3.0,3.0,,3.0,,2.0,,,1.0,1.0,,,0.0276,3.0,,1.0,1.0,,,,,,,,,
12764920,home,APOEL Nicosia,Algassime Bah,bah-algassime,A. Bah,F,12,182,1116,M,1128879,EUR,1037059200,F,12,12,True,,11.0,10.0,,0.0,3.0,3.0,10.0,1.0,,,24.0,21.0,6.8,5.0,0.00721902,4,,Algassime Bah,,,7.0,2.0,,3.0,2.0,5.0,4.0,,,2.0,2.0,,,1.0,1.0,1.0,,0.1802,,,2.0,,,,,,,,,,
12764920,home,APOEL Nicosia,Panagiotis Kattirtzis,kattirtzis-panagiotis,P. Kattirtzis,M,23,176,127,M,1427544,EUR,1144800000,M,23,23,True,,10.0,9.0,1.0,0.0,2.0,2.0,8.0,2.0,,,9.0,12.0,6.6,1.0,0.00356472,1,,Panagiotis Kattirtzis,,,7.0,,,,,,,,,1.0,,,,,,,,0.0118,,,,,,,,,,,,,
12764920,home,APOEL Nicosia,Andreas Christodoulou,andreas-nikolas-christodoulou,A. Christodoulou,G,22,188,71,M,806436,EUR,859334400,G,22,22,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764920,home,APOEL Nicosia,Savvas Michos,savvas-michos,S. Michos,G,78,183,68,M,1523708,EUR,1196640000,G,78,78,True,,,,,,,,,,,,,,,,,0,,Savvas Michos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764920,home,APOEL Nicosia,Lasha Dvali,lasha-dvali,L. Dvali,D,21,191,556,M,182025,EUR,800409600,D,5,5,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764920,home,APOEL Nicosia,Paris Polikarpou,polikarpou-paris,P. Polikarpou,M,35,182,52,M,902064,EUR,969667200,M,35,35,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764920,home,APOEL Nicosia,Giannis Satsias,giannis-satsias,G. Satsias,M,18,176,255,M,998998,EUR,1041033600,M,18,18,True,,,,,,,,,,,,,,,,,0,,Giannis,Satsias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764920,home,APOEL Nicosia,Georgi Kostadinov,georgi-kostadinov,G. Kostadinov,M,70,184,229,M,81239,EUR,652665600,M,70,70,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764920,away,FK Borac Banja Luka,Filip Manojlović,filip-manojlovic,F. Manojlović,G,45,197,155,M,796266,EUR,830390400,G,13,13,False,,25.0,11.0,20.0,0.0,7.0,8.0,17.0,6.0,2.0,3.0,90.0,33.0,7.2,14.0,0.00019947,0,0.5857,,,6.0,4.0,,,,,,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,,1.0,1.0,,
12764920,away,FK Borac Banja Luka,Marko Vukčević,marko-vukcevic,M. Vukčević,D,15,183,90,M,137822,EUR,739411200,D,93,93,False,,9.0,5.0,,0.0,3.0,5.0,6.0,3.0,,,59.0,32.0,6.9,11.0,0.0239782,0,,,,,3.0,2.0,1.0,1.0,,1.0,2.0,,,,,1.0,,2.0,2.0,,1.0,,1.0,,,,3.0,,,,,,,,
12764920,away,FK Borac Banja Luka,Bart Meijers,bart-meijers,B. Meijers,D,22,185,498,M,809290,EUR,852854400,D,2,2,False,,24.0,22.0,5.0,0.0,17.0,18.0,6.0,2.0,,,90.0,39.0,7.5,2.0,0.00086728,0,,,,4.0,5.0,,,1.0,,2.0,3.0,,,,,9.0,,1.0,,2.0,1.0,,,,,,,,,,,,,2.0,
12764920,away,FK Borac Banja Luka,Jurich Carolina,jurich-carolina,J. Carolina,D,24,178,64,M,804905,EUR,900460800,D,24,24,False,,25.0,19.0,4.0,0.0,15.0,15.0,10.0,1.0,,,90.0,35.0,7.4,7.0,0.00090922,0,,Jurich,Carolina,,4.0,,,,2.0,,4.0,,,,,3.0,,1.0,1.0,,,,,,1.0,1.0,1.0,,,,,,,2.0,
12764920,away,FK Borac Banja Luka,Sebastian Herrera,sebastian-herrera,S. Herrera,D,16,178,122,M,808381,EUR,790819200,D,16,16,False,True,22.0,12.0,10.0,0.0,7.0,9.0,15.0,5.0,,,90.0,57.0,8.1,16.0,0.00274039,0,,,,2.0,5.0,2.0,,,4.0,3.0,12.0,,,,,4.0,5.0,6.0,6.0,1.0,3.0,,,,1.0,1.0,1.0,,,,,,,1.0,
12764920,away,FK Borac Banja Luka,Sandi Ogrinec,sandi-ogrinec,S. Ogrinec,M,98,183,111,M,827370,EUR,897004800,M,98,98,False,,16.0,12.0,1.0,0.0,6.0,8.0,9.0,2.0,,,90.0,32.0,6.5,9.0,0.00373314,1,,Sandi,Ogrinec,,6.0,1.0,,3.0,3.0,11.0,6.0,5.0,1.0,1.0,,,,,,2.0,2.0,0.071,,,1.0,1.0,3.0,,,,,,,2.0,
12764920,away,FK Borac Banja Luka,Dino Skorup,dino-skorup,D. Skorup,M,8,187,101,M,897602,EUR,938995200,M,88,88,False,,18.0,12.0,5.0,0.0,6.0,8.0,10.0,5.0,,,82.0,25.0,6.6,9.0,0.00239518,0,,,,2.0,6.0,,,1.0,,3.0,1.0,1.0,1.0,,,1.0,1.0,,,1.0,,,,,,,1.0,,,,,,,,
12764920,away,FK Borac Banja Luka,Enver Kulašin,enver-kulasin,E. Kulašin,M,27,168,373,M,1124590,EUR,1063238400,M,27,27,False,,7.0,6.0,1.0,0.0,3.0,3.0,5.0,,,,58.0,15.0,6.2,6.0,0.00690524,0,,Enver Kulasin,,1.0,3.0,1.0,,,,8.0,1.0,2.0,3.0,,,1.0,,1.0,1.0,,3.0,,,,,,1.0,,,,,,,,
12764920,away,FK Borac Banja Luka,Stefan Savić,stefan-savic,S. Savić,M,77,169,122,M,138144,EUR,758073600,M,77,77,False,,9.0,6.0,3.0,0.0,3.0,5.0,6.0,2.0,,,90.0,24.0,7.5,9.0,0.411397,1,,Stefan,Savić,2.0,3.0,2.0,,1.0,,3.0,5.0,,,,,,1.0,1.0,,2.0,,0.0338,1.0,,4.0,2.0,2.0,1.0,1.0,0.2233,,,,,1.0
12764920,away,FK Borac Banja Luka,Nikola Srećković,nikola-sreckovic,N. Srećković,M,20,180,42,M,810663,EUR,830476800,M,7,7,False,,6.0,5.0,,0.0,3.0,3.0,3.0,1.0,,,58.0,17.0,6.5,5.0,0.00069669,1,,,,,2.0,,,2.0,2.0,7.0,3.0,,2.0,1.0,,1.0,,1.0,1.0,,2.0,0.0079,1.0,1.0,1.0,,1.0,,,,,,,,
12764920,away,FK Borac Banja Luka,Đorđe Despotović,djordje-despotovic,Đ. Despotović,F,,190,240,M,137700,EUR,699667200,F,99,99,False,,16.0,9.0,,0.0,6.0,8.0,8.0,1.0,,,72.0,20.0,6.4,9.0,0.00076419,0,,,,,3.0,,,3.0,4.0,6.0,5.0,,1.0,,,,,1.0,,,2.0,,,,,,1.0,,,,,,,,
12764920,away,FK Borac Banja Luka,Zoran Kvržić,zoran-kvrzic,Z. Kvržić,D,88,180,112,M,117692,EUR,586915200,M,20,20,True,,6.0,1.0,3.0,0.0,1.0,3.0,3.0,2.0,,,32.0,16.0,6.7,7.0,2.592e-05,0,,Zoran,Kvržić,1.0,,,,,1.0,,2.0,,,,,3.0,,1.0,,,,,,,,,1.0,,,,,,,,
12764920,away,FK Borac Banja Luka,Damir Hrelja,damir-hrelja,D. Hrelja,M,11,191,68,M,1118215,EUR,1002931200,F,11,11,True,,4.0,3.0,1.0,0.0,1.0,1.0,3.0,2.0,,,32.0,11.0,6.4,4.0,0.00081448,0,,,,1.0,2.0,,,2.0,1.0,5.0,2.0,1.0,1.0,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,
12764920,away,FK Borac Banja Luka,Boban Nikolov,boban-nikolov,B. Nikolov,M,24,180,87,M,195974,EUR,775353600,M,5,5,True,,5.0,4.0,,0.0,3.0,4.0,1.0,2.0,,,31.0,10.0,6.7,1.0,0.00016678,0,,,,,1.0,,,1.0,,1.0,1.0,,,,,2.0,,1.0,,,,,,,,,,,,,,,,1.0,
