match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_totalTackle,stat_wasFouled,captain,stat_duelLost,stat_dispossessed,stat_unsuccessfulTouch,player_firstName,player_lastName,stat_aerialLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_wonTackle,stat_accurateCross,stat_fouls,stat_keyPass,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_goals,stat_penaltyWon,stat_penaltyFaced,stat_punches,stat_goalAssist,stat_clearanceOffLine,stat_penaltyConceded,stat_errorLeadToAShot
10438127,home,Casa Pia,Ricardo Batista,ricardo-batista,R. Batista,G,33,193,111,M,9668,EUR,532656000,G,33,33,False,24.0,19.0,6.0,2.0,18.0,18.0,1.0,6.0,1.0,1.0,1.0,6.0,1.0,2.0,1.0,1.0,90.0,30.0,6.3,5.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438127,home,Casa Pia,Fernando Varela,fernando-varela,F. Varela,D,5,183,60,M,51705,EUR,564883200,D,15,15,False,36.0,32.0,4.0,1.0,22.0,23.0,10.0,14.0,1.0,5.0,3.0,3.0,,,,,45.0,47.0,6.9,5.0,0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438127,home,Casa Pia,Vasco Fernandes,vasco-fernandes,V. Fernandes,D,,181,45,M,41650,EUR,532137600,D,13,13,False,72.0,65.0,10.0,7.0,47.0,49.0,18.0,23.0,1.0,5.0,3.0,4.0,,,,,90.0,83.0,6.8,9.0,0,,1.0,3.0,True,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
10438127,home,Casa Pia,Duplexe Tchamba,duplexe-tchamba,D. Tchamba,D,2,191,133,M,891792,EUR,900028800,D,12,12,False,72.0,62.0,6.0,2.0,42.0,45.0,20.0,27.0,3.0,8.0,1.0,5.0,,,,,90.0,89.0,6.7,12.0,1,,1.0,1.0,,5.0,2.0,,,,1.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
10438127,home,Casa Pia,Derick Poloni,derick-poloni,D. Poloni,D,6,173,38,M,892169,EUR,746841600,M,6,6,False,22.0,21.0,,,7.0,8.0,15.0,17.0,,4.0,1.0,6.0,,,,,79.0,40.0,7.0,5.0,1,3.0,,1.0,,5.0,,,,,1.0,2.0,4.0,3.0,1.0,1.0,,,1.0,1.0,3.0,,,,,,,,,,,,
10438127,home,Casa Pia,Beni Mukendi,beni-mukendi,B. Mukendi,M,16,180,646,M,1002367,EUR,1021939200,M,80,80,False,23.0,22.0,2.0,1.0,14.0,14.0,8.0,9.0,1.0,9.0,,3.0,,,,,81.0,39.0,7.0,5.0,1,,3.0,2.0,,5.0,1.0,2.0,,,,2.0,4.0,3.0,1.0,,1.0,2.0,,1.0,1.0,,,,,,,,,,,,
10438127,home,Casa Pia,Diogo Pinto,pinto-diogo,D. Pinto,M,23,175,174,M,991929,EUR,930614400,M,10,10,False,19.0,16.0,2.0,,5.0,5.0,11.0,14.0,,2.0,,3.0,,,,,80.0,24.0,6.3,4.0,1,,1.0,1.0,,5.0,,,,,,3.0,1.0,,,,1.0,1.0,,1.0,2.0,1.0,1.0,,,,,,,,,,
10438127,home,Casa Pia,Leonardo Lelo,leonardo-lelo,L. Lelo,M,5,175,353,M,1006865,EUR,954374400,M,5,5,False,37.0,33.0,1.0,1.0,21.0,22.0,12.0,18.0,,5.0,,10.0,,,,,90.0,69.0,6.6,14.0,3,3.0,2.0,1.0,,9.0,,4.0,,,1.0,4.0,5.0,2.0,3.0,,2.0,1.0,,1.0,1.0,,,,,,,,,,,,
10438127,home,Casa Pia,Yuki Soma,soma-yuki,Y. Soma,F,7,165,617,M,945290,EUR,856828800,F,24,24,False,17.0,15.0,,,4.0,5.0,11.0,19.0,2.0,7.0,,2.0,,,,,89.0,40.0,8.2,9.0,6,7.0,3.0,2.0,,4.0,,,,,1.0,1.0,,,1.0,1.0,1.0,3.0,,2.0,3.0,,4.0,1.0,1.0,,,,,,,,
10438127,home,Casa Pia,Saviour Godwin,saviour-godwin,S. Godwin,M,77,170,247,M,359650,EUR,840672000,F,7,7,False,12.0,9.0,1.0,1.0,,1.0,10.0,15.0,,5.0,,4.0,,,,,90.0,41.0,7.3,18.0,5,4.0,,2.0,,11.0,5.0,4.0,,,,1.0,5.0,3.0,2.0,,1.0,,1.0,3.0,4.0,1.0,2.0,1.0,1.0,1.0,,,,,,,
