match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_errorLeadToAGoal,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_shotOffTarget,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,player_firstName,player_lastName,captain,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_interceptionWon,stat_expectedGoalsOnTarget,stat_dispossessed,stat_totalContest,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_totalOffside,stat_wonContest,stat_unsuccessfulTouch,stat_fouls,stat_challengeLost,stat_bigChanceCreated,stat_hitWoodwork,stat_punches
14053617,home,Heracles Almelo,Timo Jansink,jansink-timo,T. Jansink,G,16,197.0,38,M,1189737,EUR,1047772800,G,16,16,False,33.0,16.0,27.0,10.0,0.0,11.0,13.0,5.0,20.0,1.0,1.0,11.0,1.0,2.0,1.0,2.0,90.0,42.0,6.7,17.0,0.00859114,28.322452620667,5.0,2.625,4.725,0.799,0,0.0458,0.14,0.0,-0.46,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053617,home,Heracles Almelo,Mike te Wierik,mike-te-wierik,M. t. Wierik,D,23,191.0,47,M,127554,EUR,707961600,D,23,23,False,39.0,34.0,2.0,,0.0,18.0,19.0,16.0,20.0,3.0,7.0,7.0,,,,,90.0,55.0,7.7,5.0,0.51562,43.370974127746,9.0,-15.225,4.305,,2,,0.77,-0.02,-0.18,,1.0,1.0,1.0,1.0,2.0,5.0,2.0,2.0,2.0,0.0724,3.0,-0.15,,,,,,,,,,,,,,,,,,,,
14053617,home,Heracles Almelo,Damon Mirani,damon-mirani,D. Mirani,D,4,182.0,56,M,318575,EUR,831945600,D,4,4,False,50.0,48.0,5.0,4.0,0.0,30.0,31.0,18.0,19.0,2.0,3.0,4.0,,,,,90.0,61.0,8.6,2.0,0.0244548,94.75225074229,11.0,5.67,7.875,,2,,0.31,0.08,-0.26,,,,1.0,1.0,,5.0,,,1.0,0.4489,,0.7,,,True,2.0,2.0,1.0,1.0,1.1834,,,,,,,,,,,,
14053617,home,Heracles Almelo,Alec Van Hoorenbeeck,alec-van-hoorenbeeck,A. V. Hoorenbeeck,D,18,187.0,120,M,974203,EUR,914976000,D,18,18,False,53.0,47.0,7.0,5.0,0.0,29.0,30.0,18.0,23.0,2.0,5.0,1.0,,,,,90.0,70.0,6.7,6.0,0.0089019,150.76569182023,18.0,101.955,24.78,,1,,0.26,0.18,-0.2,,,,2.0,2.0,1.0,12.0,1.0,,2.0,0.2,,-0.66,,,,,,,1.0,,,,,,,,,,,,,
14053617,home,Heracles Almelo,Ivan Mesík,ivan-mesik,I. Mesík,D,24,187.0,163,M,918484,EUR,991353600,D,24,24,False,32.0,24.0,5.0,2.0,0.0,10.0,11.0,14.0,21.0,,5.0,3.0,,,,,90.0,65.0,6.8,10.0,0.071658,62.242940150102,10.0,-10.815,7.35,,2,,0.21,0.01,-0.1,,,,1.0,3.0,,7.0,4.0,4.0,1.0,0.2477,,-0.27,,,,1.0,,,,0.3582,1.0,1.0,1.0,1.0,1.0,,,,,,,
14053617,home,Heracles Almelo,Bryan Limbombe,bryan-limbombe,B. Limbombe,M,7,172.0,160,M,996988,EUR,989798400,M,7,7,False,21.0,19.0,,,0.0,10.0,10.0,9.0,11.0,,2.0,4.0,,,,,81.0,30.0,6.4,6.0,0.0163878,129.51474718594,14.0,84.945,24.36,,1,,-0.09,0.32,-0.07,,1.0,,,3.0,1.0,1.0,,,1.0,0.078,,-0.42,,,,,,,,,1.0,2.0,,,,1.0,1.0,1.0,,,,
14053617,home,Heracles Almelo,Ajdin Hrustić,ajdin-hrustic,A. Hrustić,M,70,183.0,342,M,788284,EUR,836524800,M,70,70,False,46.0,41.0,4.0,2.0,1.0,23.0,24.0,18.0,22.0,,4.0,3.0,1.0,,,,90.0,68.0,7.5,14.0,0.506324,134.16767355006,19.0,28.035,15.645,,3,,0.63,0.29,-0.48,,10.0,2.0,1.0,3.0,1.0,,2.0,2.0,1.0,0.1372,5.0,0.08,,,,1.0,,1.0,,0.2845,,2.0,,1.0,,1.0,,,1.0,2.0,,
14053617,home,Heracles Almelo,Jan Žambůrek,jan-zamburek,J. Žambůrek,M,13,182.0,81,M,930295,EUR,982022400,M,13,13,False,38.0,27.0,2.0,,0.0,13.0,18.0,14.0,20.0,2.0,4.0,9.0,,,,,82.0,51.0,6.1,14.0,0.0112587,94.274679848223,10.0,21.42,14.7,,0,,-0.31,0.21,-0.13,,1.0,,2.0,7.0,,4.0,1.0,1.0,1.0,,,,,,,,,,1.0,,1.0,,,,,,1.0,2.0,2.0,,,
14053617,home,Heracles Almelo,Walid Ould-Chikh,walid-ould-chikh,W. Ould-Chikh,M,73,186.0,187,M,1066450,EUR,941846400,M,73,73,False,25.0,17.0,8.0,4.0,1.0,9.0,10.0,8.0,15.0,1.0,6.0,5.0,,,,,82.0,52.0,7.0,19.0,0.203724,200.37385553444,14.0,117.915,47.88,,2,,0.38,0.33,-0.1,,3.0,1.0,1.0,10.0,,3.0,1.0,1.0,2.0,0.0489,1.0,0.0,,,,2.0,,,,0.2431,2.0,6.0,,,,2.0,2.0,2.0,1.0,,,
14053617,home,Heracles Almelo,Jizz Hornkamp,jizz-hornkamp,J. Hornkamp,F,19,180.0,683,M,914392,EUR,889228800,F,9,9,False,13.0,8.0,1.0,,0.0,2.0,3.0,6.0,10.0,1.0,5.0,1.0,,,,,87.0,32.0,8.0,9.0,0.850641,43.219824655476,7.0,25.515,16.695,,4,,0.83,0.01,0.13,,3.0,3.0,3.0,5.0,,1.0,1.0,,1.0,0.672,4.0,0.34,,,,3.0,1.0,,,0.9653,,3.0,1.0,1.0,,2.0,3.0,1.0,,1.0,,
