match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_aerialWon,stat_dispossessed,stat_wonContest,stat_interceptionWon,stat_wonTackle,captain,stat_onTargetScoringAttempt,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_shotOffTarget,stat_accurateCross,stat_blockedScoringAttempt,stat_hitWoodwork,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_bigChanceCreated,stat_bigChanceMissed,stat_goals,stat_goalAssist,player_sofascoreId
11401974,home,FC Volendam,Lequincio Zeefuik,Lequincio Zeefuik,,lequincio-zeefuik,L. Zeefuik,F,25,197.0,305,M,1118181,EUR,1101427200,F,25,25,False,12.0,9.0,2.0,2.0,1.0,1.0,8.0,11.0,2.0,,90.0,33.0,6.7,13.0,0.0138172,2,,,3.0,11.0,10.0,,7.0,,,1.0,3.0,2.0,4.0,3.0,3.0,,,,1.0,1.0,0.1567,0.0382,,,,1.0,,,,,,,,,
11401974,home,FC Volendam,Zach Booth,Zach Booth,,booth-zach,Z. Booth,M,21,184.0,134,M,1138450,EUR,1076976000,M,7,7,True,3.0,3.0,1.0,1.0,,,3.0,3.0,1.0,,27.0,9.0,6.9,1.0,0.00266188,1,,,,,1.0,,1.0,,,,1.0,,,,1.0,,,,,,0.0927,,,1.0,,,1.0,,,,,,,,
11401974,home,FC Volendam,Robin Maulun,,,robin-maulun,R. Maulun,M,,176.0,35,M,787388,EUR,848707200,M,10,10,True,8.0,7.0,2.0,1.0,4.0,4.0,3.0,6.0,1.0,,14.0,10.0,6.7,3.0,0.0795093,0,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
11401974,home,FC Volendam,Vivaldo,,,vivaldo,V. Semedo,F,18,192.0,419,M,1414275,EUR,1106870400,F,9,9,True,3.0,1.0,,,,,1.0,3.0,,,14.0,4.0,6.5,3.0,0.00610465,0,,,,1.0,2.0,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
11401974,home,FC Volendam,Robert Mühren,,,robert-muhren,R. Mühren,M,21,187.0,188,M,156676,EUR,611452800,F,21,21,True,,,,,,,,,,,13.0,3.0,6.6,,,0,,,1.0,1.0,1.0,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,
11401974,home,FC Volendam,Kayne van Oevelen,Kayne van Oevelen,,kayne-van-oevelen,K. v. Oevelen,G,1,199.0,269,M,1393970,EUR,1060300800,G,20,20,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401974,home,FC Volendam,Barry Lauwers,Barry,Lauwers,barry-lauwers,B. Lauwers,G,,187.0,20,M,959060,EUR,943833600,G,22,22,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401974,home,FC Volendam,Axel Guessand,Axel Guessand,,axel-guessand,A. Guessand,D,19,192.0,125,M,1136819,EUR,1099699200,D,50,50,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401974,home,FC Volendam,Quincy Hoeve,,,quincy-hoeve,Q. Hoeve,M,,190.0,38,M,1381645,EUR,1049328000,M,27,27,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401974,home,FC Volendam,Mika van der Horst,Mika,van der Horst,mika-van-der-horst,M. v. d. Horst,M,36,,1,M,1632294,EUR,1115769600,M,46,46,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401974,home,FC Volendam,Garang Kuol,Garang Kuol,,garang-kuol,G. Kuol,F,36,175.0,1238,M,1169124,EUR,1095120000,F,14,14,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401974,home,FC Volendam,Achraf Douiri,Achraf Douiri,,achraf-douiri,A. Douiri,F,,180.0,38,M,1084535,EUR,943660800,D,24,24,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401974,away,Fortuna Sittard,Michael Verrips,,,michael-verrips,M. Verrips,G,34,195.0,102,M,583506,EUR,849571200,G,99,99,False,22.0,14.0,15.0,7.0,9.0,10.0,5.0,12.0,8.0,3.0,90.0,33.0,7.5,8.0,0.00340351,0,0.0649,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,,,,,
11401974,away,Fortuna Sittard,Ivo Pinto,,,ivo-pinto,I. Pinto,D,12,184.0,113,M,78730,EUR,631670400,D,12,12,False,32.0,27.0,6.0,3.0,11.0,11.0,18.0,29.0,5.0,,90.0,58.0,7.3,15.0,0.375327,0,,8.0,1.0,3.0,1.0,2.0,,1.0,,1.0,1.0,,,,,1.0,1.0,True,,,,,1.0,,2.0,,,,,,1.0,,,,
11401974,away,Fortuna Sittard,Rodrigo Guth,Rodrigo,Guth,rodrigo-guth,R. Guth,D,14,191.0,291,M,905458,EUR,973814400,D,14,14,False,49.0,42.0,6.0,3.0,19.0,21.0,23.0,30.0,4.0,,90.0,65.0,7.5,9.0,0.166108,1,,2.0,1.0,2.0,3.0,,,6.0,,1.0,,,2.0,,,2.0,1.0,,,1.0,0.0943,,1.0,1.0,,,,,,,,,,,
11401974,away,Fortuna Sittard,Dimitrios Siovas,Dimitrios,Siovas,dimitrios-siovas,D. Siovas,D,,191.0,184,M,41165,EUR,590284800,D,33,33,False,40.0,36.0,6.0,4.0,31.0,33.0,5.0,7.0,3.0,,90.0,54.0,7.2,5.0,0.00380424,0,,,1.0,4.0,7.0,1.0,1.0,5.0,,5.0,,,2.0,,,,4.0,,,1.0,,,,,,,,,,,,,,,
11401974,away,Fortuna Sittard,Mitchell Dijks,,,mitchell-dijks,M. Dijks,D,24,192.0,201,M,235400,EUR,729216000,D,35,35,False,31.0,24.0,5.0,1.0,13.0,15.0,11.0,19.0,2.0,,63.0,44.0,7.1,11.0,0.00429501,0,,3.0,,,3.0,,,1.0,,3.0,,,,,,,3.0,,,,,,1.0,,,,,,,,,,,,
11401974,away,Fortuna Sittard,Arianit Ferati,,,arianit-ferati,A. Ferati,M,10,168.0,71,M,548088,EUR,873590400,D,19,19,False,16.0,15.0,1.0,1.0,9.0,9.0,6.0,7.0,2.0,,45.0,20.0,6.5,1.0,0.00776065,1,,,,4.0,1.0,2.0,,,,1.0,,,,,,,,,,2.0,0.0181,,,1.0,,,,,,,,,,,
11401974,away,Fortuna Sittard,Alen Halilović,,,alen-halilovic,A. Halilović,M,10,169.0,1721,M,277331,EUR,835056000,M,10,10,False,31.0,29.0,5.0,5.0,12.0,12.0,17.0,21.0,5.0,,83.0,40.0,6.9,6.0,0.0151669,4,,2.0,1.0,3.0,1.0,1.0,,,,,1.0,1.0,,1.0,,,,,,,0.1853,,,3.0,,1.0,,,,,,,,,
11401974,away,Fortuna Sittard,Rosier Loreintz,,,loreintz-rosier,R. Loreintz,M,32,190.0,104,M,954812,EUR,903052800,M,32,32,False,31.0,24.0,4.0,3.0,14.0,15.0,10.0,17.0,4.0,,90.0,49.0,7.4,9.0,0.0176346,0,,1.0,3.0,6.0,8.0,,,7.0,,5.0,,,3.0,1.0,,3.0,3.0,,,3.0,,,1.0,,,,,,,,,,,,
11401974,away,Fortuna Sittard,Justin Lonwijk,,,justin-lonwijk,J. Lonwijk,M,17,189.0,264,M,875673,EUR,945734400,M,21,21,False,12.0,10.0,,,6.0,6.0,5.0,7.0,2.0,,64.0,20.0,7.3,2.0,0.0537551,1,,1.0,,,5.0,,,,,3.0,,1.0,1.0,,,1.0,3.0,,,,0.0962,,1.0,,1.0,1.0,,,,,,,,,
11401974,away,Fortuna Sittard,Kaj Sierhuis,,,kaj-sierhuis,K. Sierhuis,F,9,180.0,498,M,855847,EUR,893635200,F,9,9,False,18.0,14.0,,,6.0,6.0,8.0,12.0,2.0,,89.0,22.0,6.5,4.0,0.0174247,1,,,3.0,7.0,5.0,2.0,,,,1.0,,2.0,2.0,,,,,,,2.0,0.4169,,1.0,1.0,,,,,,,,1.0,,,
11401974,away,Fortuna Sittard,Íñigo Cordoba,,,inigo-cordoba,I. Cordoba,M,21,178.0,215,M,605650,EUR,858211200,F,7,7,False,20.0,14.0,,,3.0,4.0,11.0,16.0,5.0,,90.0,39.0,7.7,12.0,0.0186296,1,,,2.0,7.0,11.0,2.0,2.0,,,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,,1.0,1.0,0.4118,0.4297,1.0,,,,,,,,,,1.0,,
11401974,away,Fortuna Sittard,Kristoffer Peterson,,,kristoffer-peterson,K. Peterson,M,7,180.0,133,M,366942,EUR,785980800,F,8,8,True,12.0,8.0,2.0,,3.0,4.0,6.0,9.0,2.0,,45.0,20.0,7.2,6.0,0.501549,1,,1.0,1.0,2.0,1.0,1.0,1.0,,,,2.0,,,,1.0,,,,,,0.028,,2.0,1.0,1.0,,,,,,1.0,,,1.0,
11401974,away,Fortuna Sittard,Siemen Voet,Siemen,Voet,siemen-voet,S. Voet,D,3,190.0,123,M,997344,EUR,952300800,D,2,2,True,5.0,3.0,1.0,,2.0,3.0,1.0,2.0,1.0,,27.0,9.0,6.6,3.0,0.00098541,0,,,1.0,1.0,1.0,,,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,
11401974,away,Fortuna Sittard,Ragnar Oratmangoen,,,ragnar-oratmangoen,R. Oratmangoen,M,11,181.0,5722,M,899651,EUR,885340800,F,34,34,True,7.0,5.0,1.0,1.0,1.0,1.0,4.0,6.0,,,26.0,13.0,6.7,4.0,0.0243536,0,,,,3.0,2.0,1.0,2.0,,,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,0ratmangoen
11401974,away,Fortuna Sittard,Oğuzhan Özyakup,,,oguzhan-ozyakup,O. Özyakup,M,,180.0,252,M,137642,EUR,717206400,M,15,15,True,7.0,5.0,,,,,5.0,7.0,,,13.0,11.0,6.7,3.0,0.00853813,2,,,,1.0,,,,1.0,,,1.0,,,,,,,,,1.0,0.2254,,,1.0,,1.0,,,,,,,,,
11401974,away,Fortuna Sittard,Alessio Da Cruz,,,alessio-da-cruz,A. D. Cruz,F,77,184.0,273,M,780206,EUR,853545600,F,23,23,True,5.0,4.0,,,,,4.0,5.0,1.0,,1.0,7.0,,2.0,0.0425735,0,,,,,2.0,,,,,,1.0,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,
11401974,away,Fortuna Sittard,Luuk Koopmans,,,luuk-koopmans,L. Koopmans,G,1,191.0,51,M,128992,EUR,753580800,G,1,1,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401974,away,Fortuna Sittard,Tom Hendriks,,,tom-hendriks,T. Hendriks,G,22,186.0,30,M,967463,EUR,1021334400,G,22,22,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401974,away,Fortuna Sittard,Nathan Markelo,,,nathan-markelo,N. Markelo,M,24,182.0,73,M,920489,EUR,915667200,D,24,24,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401974,away,Fortuna Sittard,Sadik Fofana,,,sadik-fofana,S. Fofana,M,8,192.0,530,M,1130662,EUR,1053043200,M,3,3,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401974,away,Fortuna Sittard,Jayden Braaf,,,jayden-braaf,J. Braaf,F,,179.0,349,M,961688,EUR,1030752000,F,27,27,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401974,away,Fortuna Sittard,Marko Lazetić,,,marko-lazetic,M. Lazetić,F,27,192.0,1043,M,997215,EUR,1074729600,F,11,11,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401974,away,Fortuna Sittard,Iman Griffith,,,griffith-iman,I. Griffith,F,11,170.0,61,M,1002670,EUR,1007251200,F,17,17,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
