match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_bigChanceCreated,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_aerialWon,stat_challengeLost,stat_outfielderBlock,stat_wasFouled,captain,stat_accurateCross,stat_wonContest,player_sofascoreId,stat_blockedScoringAttempt,stat_hitWoodwork,stat_bigChanceMissed,stat_totalOffside,stat_goodHighClaim,stat_punches,stat_onTargetScoringAttempt
10388495,home,1. FC Köln,Steffen Tigges,,,steffen-tigges,S. Tigges,F,27,195,329,M,826884,EUR,901843200,F,21,21,False,25.0,14.0,1.0,,5.0,6.0,10.0,21.0,1.0,,,73.0,37.0,6.6,17.0,0.0186,0.0,0.241257,1,,2.0,4.0,8.0,7.0,1.0,2.0,,1.0,,1.0,,,2.0,1.0,2.0,5.0,,,2.0,,1.0,,,,,,1.0,,,
10388495,home,1. FC Köln,Denis Huseinbašić,,,denis-huseinbasic,D. Huseinbašić,M,8,184,959,M,1064842,EUR,994118400,M,8,8,True,14.0,9.0,1.0,,4.0,5.0,5.0,9.0,4.0,,,35.0,23.0,6.4,9.0,0.0524,0.0,0.00220133,1,,,,3.0,1.0,,3.0,,,,,1.0,,1.0,,,,,,,,,,,1.0,,,,,,
10388495,home,1. FC Köln,Jan Thielmann,,,thielmann-jan,J. Thielmann,M,29,178,397,M,1010726,EUR,1022371200,M,29,29,True,5.0,2.0,1.0,,1.0,1.0,1.0,4.0,,,,17.0,9.0,6.6,4.0,0.0,0.0,0.00019327,0,,,,1.0,1.0,,1.0,,,1.0,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,
10388495,home,1. FC Köln,Davie Selke,,,davie-selke,D. Selke,F,9,195,1255,M,187437,EUR,790560000,F,27,27,True,1.0,,,,,,,1.0,,,,12.0,2.0,6.5,1.0,0.0,0.0,0.0,0,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,
10388495,home,1. FC Köln,Tim Lemperle,,,tim-lemperle,T. Lemperle,F,19,186,851,M,1014290,EUR,1012867200,F,25,25,True,3.0,1.0,,,1.0,2.0,,1.0,1.0,,,10.0,4.0,6.3,3.0,0.0,0.0,2.079e-05,0,,,1.0,3.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,
10388495,home,1. FC Köln,Sargis Adamyan,,,sargis-adamyan,S. Adamyan,F,22,184,434,M,129927,EUR,738115200,F,23,23,True,2.0,2.0,,,1.0,1.0,1.0,1.0,1.0,,,10.0,3.0,6.5,,0.0,0.0,0.00837886,0,,,,2.0,,,,,,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,
10388495,home,1. FC Köln,Timo Horn,,,timo-horn,T. Horn,G,1,192,267,M,97923,EUR,737164800,G,1,1,True,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388495,home,1. FC Köln,Nikola Soldo,,,nikola-soldo,N. Soldo,D,4,189,229,M,991290,EUR,980380800,D,5,5,True,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388495,home,1. FC Köln,Mathias Olesen,,,mathias-olesen,M. Olesen,M,6,186,162,M,994490,EUR,985132800,M,47,47,True,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388495,home,1. FC Köln,Kingsley Schindler,,,kingsley-schindler,K. Schindler,F,19,179,869,M,169113,EUR,742435200,M,17,17,True,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388495,away,RB Leipzig,Janis Blaswich,,,janis-blaswich,J. Blaswich,G,28,193,639,M,96832,EUR,673142400,G,21,21,False,48.0,41.0,8.0,1.0,41.0,42.0,,6.0,8.0,,,90.0,59.0,7.0,7.0,0.0,0.0,9.603e-05,0,,,,,1.0,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,3.0,1.0,
10388495,away,RB Leipzig,Lukas Klostermann,,,lukas-klostermann,L. Klostermann,D,16,188,717,M,319853,EUR,833760000,D,16,16,False,82.0,68.0,11.0,4.0,60.0,67.0,8.0,15.0,6.0,,,90.0,93.0,7.1,14.0,0.0,0.0,0.0065691,0,,,2.0,3.0,3.0,,,,,3.0,1.0,2.0,,,1.0,,1.0,,,,,,,,,,,,,,
10388495,away,RB Leipzig,Willi Orbán,,,willi-orban,W. Orbán,D,4,186,3115,M,136924,EUR,720748800,D,4,4,False,75.0,66.0,6.0,3.0,55.0,57.0,11.0,18.0,8.0,,,90.0,94.0,7.7,11.0,0.0,0.0,0.00359632,0,,,5.0,7.0,9.0,,1.0,,,4.0,2.0,3.0,2.0,2.0,2.0,,5.0,,2.0,,True,,1.0,,,,,,,,
10388495,away,RB Leipzig,Joško Gvardiol,,,josko-gvardiol,J. Gvardiol,D,24,186,50096,M,964994,EUR,1011744000,D,32,32,False,93.0,79.0,13.0,9.0,68.0,77.0,11.0,16.0,15.0,,,90.0,110.0,8.0,14.0,0.0,0.0,0.0119357,0,,,,3.0,6.0,,,,,7.0,4.0,3.0,,,3.0,1.0,2.0,,1.0,1.0,,,,JGvardiol,,,,,,,
10388495,away,RB Leipzig,Benjamin Henrichs,,,benjamin-henrichs,B. Henrichs,D,39,182,1142,M,319857,EUR,856656000,M,39,39,False,52.0,39.0,7.0,3.0,23.0,31.0,16.0,24.0,12.0,,,90.0,88.0,6.9,20.0,0.0735,0.0,0.0232019,1,,3.0,,5.0,5.0,1.0,1.0,,,3.0,1.0,1.0,1.0,1.0,3.0,,1.0,1.0,,2.0,,,1.0,,1.0,,,,,,
10388495,away,RB Leipzig,Konrad Laimer,,,konrad-laimer,K. Laimer,D,27,180,7452,M,355492,EUR,864691200,M,27,27,False,33.0,25.0,2.0,1.0,11.0,12.0,14.0,21.0,5.0,,,90.0,48.0,7.5,11.0,0.0,0.0,0.235121,0,,,,3.0,6.0,1.0,1.0,1.0,,,,5.0,2.0,1.0,1.0,3.0,,1.0,,,,,1.0,KonradLaimer,,,,1.0,,,
10388495,away,RB Leipzig,Xaver Schlager,,,xaver-schlager,X. Schlager,M,24,174,1069,M,791079,EUR,875404800,M,24,24,False,30.0,20.0,,,15.0,20.0,5.0,10.0,8.0,,,83.0,51.0,7.3,12.0,0.0,0.0,0.0135803,0,,,,2.0,6.0,,2.0,,,3.0,1.0,5.0,1.0,1.0,,1.0,,1.0,1.0,,,,1.0,,,,,,,,
10388495,away,RB Leipzig,David Raum,,,david-raum,D. Raum,D,22,180,2192,M,856076,EUR,893203200,M,22,22,False,35.0,19.0,9.0,1.0,14.0,23.0,5.0,12.0,5.0,,,61.0,50.0,6.8,17.0,0.0843,0.0,0.0135528,2,,,,,3.0,,,,1.0,1.0,1.0,2.0,1.0,1.0,,,,,1.0,1.0,,,,,1.0,,,,,,
10388495,away,RB Leipzig,Dominik Szoboszlai,,,dominik-szoboszlai,D. Szoboszlai,M,8,187,77008,M,869856,EUR,972432000,F,17,17,False,24.0,15.0,2.0,2.0,8.0,13.0,7.0,12.0,3.0,,,68.0,40.0,6.6,16.0,0.0227,0.0,0.00659413,0,,1.0,1.0,5.0,1.0,2.0,,,,2.0,,1.0,1.0,3.0,1.0,,,1.0,,,,,,DomSzobo,,,,,,,
10388495,away,RB Leipzig,Timo Werner,,,timo-werner,T. Werner,F,36,180,18941,M,232306,EUR,826070400,F,11,11,False,28.0,20.0,1.0,,8.0,12.0,12.0,17.0,4.0,,,90.0,46.0,6.7,14.0,0.3398,0.3429,0.0602793,2,,1.0,,4.0,7.0,,8.0,,1.0,,,,,1.0,,1.0,,1.0,,2.0,,,5.0,timowerner,,,1.0,,,,1.0
10388495,away,RB Leipzig,André Silva,,,andre-silva,A. Silva,F,9,185,5788,M,190159,EUR,815616000,F,19,19,False,19.0,15.0,,,5.0,7.0,10.0,12.0,4.0,,,83.0,35.0,6.5,9.0,0.7703,0.735,0.236083,2,,,1.0,7.0,5.0,2.0,2.0,1.0,,,,,,,2.0,1.0,2.0,,,3.0,,,,andresilva9,1.0,,1.0,2.0,,,1.0
10388495,away,RB Leipzig,Marcel Halstenberg,,,marcel-halstenberg,M. Halstenberg,D,,187,311,M,103364,EUR,685929600,D,23,23,True,29.0,17.0,4.0,3.0,12.0,16.0,5.0,13.0,5.0,,,29.0,39.0,6.7,15.0,0.0,0.0,0.00832134,0,,,,1.0,2.0,,1.0,,,,,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,
10388495,away,RB Leipzig,Emil Forsberg,,,emil-forsberg,E. Forsberg,M,10,179,2256,M,51785,EUR,688176000,F,10,10,True,11.0,7.0,,,4.0,7.0,4.0,6.0,2.0,,,22.0,17.0,6.6,7.0,0.0,0.0,0.0392627,0,,2.0,,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,,,,1.0,,,,,,,,,
10388495,away,RB Leipzig,Amadou Haidara,,,amadou-haidara,A. Haidara,M,21,174,6620,M,822708,EUR,886204800,M,8,8,True,6.0,5.0,1.0,,1.0,2.0,4.0,4.0,,,,12.0,9.0,6.1,2.0,0.0,0.0,0.00199059,0,,,,2.0,,1.0,,,,,,,,,,,,1.0,,,,,,amadou_haidara04,,,,,,,
10388495,away,RB Leipzig,Yussuf Poulsen,,,yussuf-poulsen,Y. Poulsen,F,15,193,1781,M,135264,EUR,771638400,F,9,9,True,4.0,3.0,,,1.0,1.0,2.0,3.0,,,,12.0,8.0,6.5,3.0,0.0,0.0,0.00105807,0,,,,2.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,
10388495,away,RB Leipzig,Ørjan Nyland,,,orjan-nyland,Ø. Nyland,G,13,192,1031,M,22209,EUR,652924800,G,13,13,True,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388495,away,RB Leipzig,Mohamed Simakan,,,mohamed-simakan,M. Simakan,D,3,187,5879,M,945063,EUR,957312000,D,2,2,True,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388495,away,RB Leipzig,Sanoussy Ba,Sanoussy,Ba,sanoussy-ba,S. Ba,D,25,178,145,M,1142701,EUR,1073260800,D,25,25,True,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388495,away,RB Leipzig,Kevin Kampl,,,kevin-kampl,K. Kampl,M,,178,752,M,84251,EUR,655430400,M,44,44,True,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
