match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_dispossessed,stat_outfielderBlock,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_shotOffTarget,stat_expectedGoals,stat_accurateCross,stat_blockedScoringAttempt,captain,stat_totalOffside,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_errorLeadToAShot,stat_bigChanceCreated
12421077,home,Cercle Brugge,Warleson,,,warleson,Warleson,G,1,191.0,144,M,861071,EUR,841449600,G,1,1,False,29.0,7.0,28.0,6.0,0.0,2.0,3.0,5.0,26.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,90.0,32.0,6.4,22.0,0.0132197,0,-0.1157,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421077,home,Cercle Brugge,Emmanuel Kakou,Emmanuel Kakou,,emmanuel-kakou,E. Kakou,D,5,,182,M,1847412,EUR,1120089600,D,90,90,False,34.0,19.0,7.0,1.0,0.0,7.0,11.0,12.0,24.0,6.0,11.0,3.0,5.0,3.0,,,90.0,58.0,6.8,23.0,0.0101991,0,,1.0,3.0,7.0,4.0,2.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
12421077,home,Cercle Brugge,Christiaan Ravych,,,ravych-christiaan,C. Ravych,D,66,187.0,206,M,1191212,EUR,1027987200,D,66,66,False,21.0,13.0,4.0,,0.0,4.0,5.0,9.0,16.0,2.0,8.0,8.0,6.0,3.0,,,90.0,42.0,7.0,11.0,0.0743545,0,,,4.0,7.0,1.0,,,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,
12421077,home,Cercle Brugge,Senna Miangue,Senna,Miangue,senna-miangue,S. Miangue,D,18,195.0,115,M,827573,EUR,855100800,D,18,18,False,33.0,17.0,8.0,2.0,0.0,6.0,9.0,11.0,24.0,8.0,8.0,6.0,5.0,,,,90.0,58.0,7.0,28.0,0.0526811,1,,,1.0,1.0,,,,1.0,,,,,,,,1.0,0.0543,,,,,,,,,,,,
12421077,home,Cercle Brugge,Erick Nunes,,,erick-nunes,E. Nunes,M,8,180.0,148,M,1894087,EUR,1078012800,M,8,8,False,14.0,10.0,3.0,2.0,0.0,4.0,4.0,7.0,15.0,,11.0,4.0,2.0,,,,83.0,44.0,7.6,13.0,0.0256017,1,,5.0,2.0,9.0,4.0,4.0,3.0,,8.0,6.0,1.0,,2.0,1.0,1.0,,0.0182,1.0,1.0,,,,,,,,,,
12421077,home,Cercle Brugge,Abu Francis,,,francis-abu,A. Francis,M,17,182.0,1501,M,988801,EUR,988329600,M,17,17,False,48.0,36.0,3.0,,1.0,12.0,13.0,24.0,35.0,2.0,5.0,3.0,10.0,,,,90.0,58.0,7.1,12.0,0.123114,1,,,1.0,2.0,1.0,,,1.0,3.0,1.0,,,,,2.0,,0.0611,,1.0,,,,,,,,,,
12421077,home,Cercle Brugge,Lawrence Agyekum,Lawrence Agyekum,,lawrence-agyekum,L. Agyekum,M,6,174.0,952,M,1185568,EUR,1069545600,M,6,6,False,30.0,20.0,3.0,1.0,0.0,4.0,6.0,16.0,24.0,2.0,4.0,1.0,6.0,,,,45.0,41.0,6.9,13.0,0.0541175,0,,,1.0,3.0,,1.0,1.0,2.0,1.0,,2.0,,1.0,,,,,,,,,,,,,,,,
12421077,home,Cercle Brugge,Flávio Nazinho,,,nazinho-flavio,F. Nazinho,D,20,180.0,637,M,1006113,EUR,1058659200,M,20,20,False,20.0,7.0,3.0,,0.0,2.0,6.0,5.0,21.0,,4.0,1.0,3.0,1.0,,,83.0,49.0,7.1,24.0,0.16917,2,,7.0,3.0,4.0,,2.0,2.0,4.0,1.0,,1.0,,2.0,,2.0,,0.1381,,2.0,,,,,,,,,,
12421077,home,Cercle Brugge,Thibo Somers,,,somers-thibo,T. Somers,F,24,183.0,225,M,1002804,EUR,921542400,F,34,34,False,15.0,12.0,,,0.0,3.0,4.0,9.0,11.0,1.0,2.0,,1.0,,,,45.0,18.0,6.7,5.0,0.0381057,0,,,2.0,2.0,,,,,1.0,,,,1.0,,,,,,,True,1.0,,,,,,,,
12421077,home,Cercle Brugge,Kazeem Olaigbe,,,kazeem-olaigbe,K. Olaigbe,F,70,178.0,763,M,1004346,EUR,1041465600,F,19,19,False,15.0,12.0,,,0.0,2.0,2.0,10.0,19.0,1.0,5.0,1.0,3.0,,,,66.0,35.0,7.0,13.0,0.021852,3,,6.0,1.0,5.0,3.0,2.0,2.0,,2.0,1.0,1.0,,3.0,,1.0,2.0,0.2136,,1.0,,1.0,,,,,,,,
