match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_dispossessed,stat_totalContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_outfielderBlock,stat_lastManTackle,stat_fouls,player_sofascoreId,captain,stat_challengeLost,stat_keyPass,stat_blockedScoringAttempt,stat_expectedGoals,stat_bigChanceCreated,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_expectedGoalsOnTarget,stat_hitWoodwork,stat_wonContest,stat_shotOffTarget,stat_accurateCross
12448337,home,NEC Nijmegen,Robin Roefs,robin-roefs,R. Roefs,G,22,193,2142,M,1012928,EUR,1042761600,G,22,22,False,42.0,19.0,32.0,9.0,0.0,12.0,17.0,7.0,25.0,1.0,15.0,1.0,3.0,1.0,3.0,3.0,3.0,90.0,57.0,6.7,25.0,0.00365801,0,-0.622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448337,home,NEC Nijmegen,Brayann Pereira,brayann-pereira,B. Pereira,D,2,172,178,M,1012639,EUR,1053475200,D,2,2,False,19.0,18.0,,,0.0,9.0,9.0,9.0,12.0,15.0,6.0,6.0,,,,,,90.0,62.0,7.4,14.0,0.0455634,0,,,,2.0,1.0,2.0,5.0,1.0,3.0,7.0,1.0,7.0,7.0,2.0,,,,,,,,,,,,,,,,,,,
12448337,home,NEC Nijmegen,Philippe Sandler,philippe-sandler,P. Sandler,D,3,188,233,M,842275,EUR,855532800,D,3,3,False,36.0,30.0,3.0,1.0,0.0,20.0,23.0,10.0,13.0,3.0,4.0,,,,,,,61.0,46.0,7.1,7.0,0.00374321,0,,,,,1.0,1.0,1.0,,,3.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
12448337,home,NEC Nijmegen,Iván Márquez,ivan-marquez,I. Márquez,D,44,191,78,M,862479,EUR,771120000,D,4,4,False,30.0,22.0,4.0,2.0,0.0,15.0,20.0,7.0,10.0,5.0,1.0,,,,,,,75.0,40.0,6.3,10.0,0.0058627,0,,,,,3.0,5.0,5.0,,,6.0,1.0,,,2.0,,,2.0,,,,,,,,,,,,,,,,
12448337,home,NEC Nijmegen,Calvin Verdonk,calvin-verdonk,C. Verdonk,D,24,174,14345,M,361780,EUR,862012800,D,24,24,False,58.0,45.0,11.0,3.0,0.0,20.0,22.0,25.0,38.0,6.0,5.0,,,,,,,90.0,79.0,6.8,17.0,0.112349,0,,,,2.0,,1.0,2.0,1.0,,4.0,,5.0,3.0,,,,1.0,c.verdonk,,,,,,,,,,,,,,,
12448337,home,NEC Nijmegen,Dirk Proper,dirk-proper,D. Proper,M,71,167,193,M,961685,EUR,1014508800,M,71,71,False,37.0,27.0,8.0,4.0,0.0,10.0,15.0,17.0,22.0,8.0,6.0,1.0,,,,,,90.0,53.0,6.8,13.0,0.018168,0,,,,,5.0,3.0,10.0,1.0,1.0,1.0,2.0,4.0,1.0,,1.0,,1.0,,True,2.0,1.0,,,,,,,,,,,,
12448337,home,NEC Nijmegen,Mees Hoedemakers,mees-hoedemakers,M. Hoedemakers,M,4,181,102,M,893748,EUR,887760000,M,6,6,False,40.0,31.0,5.0,1.0,0.0,23.0,26.0,8.0,14.0,5.0,2.0,1.0,,,,,,75.0,51.0,6.6,9.0,0.0053254,1,,,,,,1.0,1.0,,,3.0,1.0,3.0,1.0,,,,,,,1.0,,1.0,0.0537,,,,,,,,,,
12448337,home,NEC Nijmegen,Sami Ouaissa,sami-ouaissa,S. Ouaissa,M,25,180,488,M,1394147,EUR,1096675200,M,25,25,False,11.0,7.0,1.0,,0.0,4.0,5.0,3.0,7.0,,1.0,,,,,,,66.0,26.0,6.8,12.0,0.00183136,2,,Sami Ouaissa,,1.0,1.0,,5.0,2.0,1.0,3.0,,,,4.0,,,1.0,,,1.0,1.0,1.0,0.4464,1.0,1.0,1.0,1.0,1.0,0.2556,,,,
12448337,home,NEC Nijmegen,Vito van Crooij,vito-van-crooij,V. van Crooij,M,32,172,213,M,385708,EUR,822873600,M,32,32,False,24.0,17.0,2.0,1.0,0.0,4.0,6.0,13.0,23.0,6.0,4.0,,,,,,,90.0,41.0,7.6,14.0,0.100429,2,,,,5.0,3.0,2.0,9.0,,1.0,,1.0,4.0,1.0,1.0,,,4.0,,,1.0,3.0,,0.1417,,,2.0,1.0,,0.5435,1.0,,,
12448337,home,NEC Nijmegen,Sontje Hansen,sontje-hansen,S. Hansen,M,27,172,611,M,1199057,EUR,1021680000,M,10,10,False,21.0,14.0,1.0,,0.0,6.0,9.0,8.0,12.0,4.0,1.0,,,,,,,90.0,40.0,6.7,13.0,0.171245,1,,,,,6.0,,12.0,2.0,3.0,,1.0,2.0,2.0,3.0,,,1.0,,,2.0,1.0,,0.1528,,,,,1.0,,,2.0,1.0,
