match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,player_firstName,stat_aerialWon,stat_outfielderBlock,stat_interceptionWon,stat_wasFouled,stat_blockedScoringAttempt,stat_expectedGoals,player_sofascoreId,captain,stat_dispossessed,stat_bigChanceCreated,stat_challengeLost,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,player_lastName,stat_hitWoodwork,stat_punches,stat_totalOffside,stat_errorLeadToAShot
12357162,home,Bahia,Marcos Felipe,marcos-felipe,M. Felipe,G,1,189,1142,M,358524,EUR,829353600,G,22,22,False,37.0,29.0,9.0,1.0,0.0,29.0,30.0,7.0,2.0,7.0,2.0,4.0,6.0,4.0,4.0,90.0,48.0,8.4,8.0,0.00010907,0,0.7822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12357162,home,Bahia,Gilberto,gilberto,Gilberto,D,2,181,1500,M,261687,EUR,731462400,D,2,2,False,51.0,42.0,1.0,1.0,0.0,20.0,21.0,34.0,1.0,3.0,,,,,,75.0,65.0,7.0,14.0,0.054397,0,,23.0,4.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12357162,home,Bahia,Gabriel Xavier,gabriel-xavier,G. Xavier,D,3,190,1259,M,1117710,EUR,989107200,D,3,3,False,47.0,44.0,3.0,3.0,0.0,31.0,33.0,15.0,5.0,5.0,,,,,,90.0,62.0,8.0,4.0,0.00380104,0,,13.0,1.0,,,1.0,5.0,,,2.0,2.0,,1.0,,Gabriel Xavier,2.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,
12357162,home,Bahia,Rezende,rezende,Rezende,D,5,186,736,M,868030,EUR,789004800,D,5,5,False,60.0,55.0,4.0,2.0,0.0,44.0,45.0,15.0,7.0,4.0,,,,,,90.0,73.0,7.4,6.0,0.00539641,0,,11.0,,,2.0,2.0,5.0,,,1.0,1.0,1.0,,,,3.0,1.0,,1.0,,,,,,,,,,,,,,,,,
12357162,home,Bahia,Luciano Juba,luciano-juba,L. Juba,D,46,176,3659,M,1017264,EUR,935884800,D,46,46,False,62.0,51.0,8.0,3.0,0.0,31.0,36.0,28.0,4.0,6.0,,,,,,90.0,77.0,7.1,13.0,0.0100666,1,,20.0,2.0,,1.0,1.0,3.0,,,,,,,,,2.0,,1.0,1.0,1.0,0.0132,,,,,,,,,,,,,,,
12357162,home,Bahia,Everton Ribeiro,everton-ribeiro,E. Ribeiro,M,10,174,5845,M,145063,EUR,608169600,M,10,10,False,49.0,38.0,4.0,,1.0,8.0,8.0,43.0,1.0,4.0,,,,,,84.0,62.0,7.8,15.0,0.425274,1,,31.0,2.0,1.0,4.0,6.0,3.0,,,1.0,1.0,1.0,,2.0,,,,1.0,2.0,1.0,0.0177,evertonri,True,2.0,2.0,,,,,,,,,,,
12357162,home,Bahia,Caio Alexandre,caio-alexandre,C. Alexandre,M,19,174,1777,M,1008832,EUR,919814400,M,19,19,False,69.0,62.0,3.0,1.0,0.0,31.0,32.0,38.0,,3.0,,,,,,90.0,80.0,7.1,11.0,0.0270654,0,,31.0,1.0,,,4.0,5.0,2.0,1.0,3.0,2.0,2.0,4.0,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,
12357162,home,Bahia,Jean Lucas,jean-lucas,J. Lucas,M,6,181,3752,M,927975,EUR,898473600,M,6,6,False,32.0,24.0,3.0,,0.0,9.0,10.0,23.0,,7.0,,,,,,90.0,48.0,7.2,13.0,0.0259443,4,,15.0,1.0,,1.0,4.0,4.0,1.0,1.0,2.0,2.0,4.0,1.0,,,1.0,,1.0,,,1.0119,,,,,2.0,2.0,2.0,2.0,1.0,0.8548,,,,,
12357162,home,Bahia,Cauly,cauly,Cauly,M,8,175,2903,M,255873,EUR,811123200,M,8,8,False,29.0,25.0,,,0.0,6.0,7.0,22.0,2.0,3.0,,,,,,62.0,38.0,6.9,7.0,0.0256579,0,,19.0,,,,3.0,3.0,2.0,2.0,,,1.0,1.0,1.0,,,,,1.0,,,,,2.0,,,,,,,,,,,,
12357162,home,Bahia,Everaldo,everaldo,Everaldo,F,9,181,2414,M,386212,EUR,678672000,F,9,9,False,8.0,5.0,,,0.0,3.0,5.0,3.0,,2.0,,,,,,45.0,10.0,6.5,4.0,0.0024418,0,,2.0,,,,3.0,1.0,,,1.0,1.0,,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,
