match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalTackle,stat_fouls,stat_challengeLost,stat_outfielderBlock,stat_wasFouled,stat_aerialLost,stat_interceptionWon,stat_wonTackle,stat_totalCross,stat_accurateCross,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,captain,stat_bigChanceCreated,stat_shotOffTarget,stat_bigChanceMissed,stat_hitWoodwork,stat_totalOffside,stat_errorLeadToAGoal
12450221,home,RC Strasbourg,Đorđe Petrović,dorde-petrovic,Đ. Petrović,G,1,194,8562,M,dj.petrovic12,882604,EUR,939340800,G,1,1,False,52.0,45.0,11.0,5.0,0.0,43.0,49.0,2.0,3.0,1.0,10.0,2.0,3.0,5.0,1.0,1.0,90.0,66.0,7.5,7.0,0.0004648,0,0.5917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450221,home,RC Strasbourg,Ismael Doukouré,ismael-doukoure,I. Doukouré,D,6,183,1100,M,,1049517,EUR,1059004800,D,29,29,False,41.0,36.0,,,0.0,19.0,22.0,17.0,19.0,2.0,,,,,,,64.0,52.0,6.5,8.0,0.00834549,0,,Ismael Doukoure,,1.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
12450221,home,RC Strasbourg,Andrew Omobamidele,andrew-omobamidele,A. Omobamidele,D,2,188,720,M,,983066,EUR,1024790400,D,2,2,False,66.0,63.0,1.0,,0.0,53.0,53.0,10.0,13.0,4.0,2.0,,,,,,90.0,75.0,6.7,3.0,0.00650382,0,,,,1.0,3.0,4.0,,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
12450221,home,RC Strasbourg,Mamadou Sarr,sarr-mamadou,M. Sarr,D,19,194,21849,M,,1154657,EUR,1125273600,D,23,23,False,66.0,64.0,3.0,2.0,0.0,47.0,49.0,17.0,17.0,3.0,8.0,,,,,,90.0,80.0,7.3,3.0,0.0130242,0,,Mamadou Sarr,,,3.0,3.0,1.0,3.0,1.0,,1.0,,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,
12450221,home,RC Strasbourg,Dilane Bakwa,dilane-bakwa,D. Bakwa,M,29,179,2042,M,,963298,EUR,1030320000,M,26,26,False,43.0,40.0,5.0,5.0,0.0,13.0,13.0,28.0,35.0,1.0,4.0,,,,,,89.0,67.0,7.6,15.0,0.193216,3,,,,,8.0,4.0,,,3.0,,,,1.0,1.0,,5.0,1.0,8.0,4.0,1.0,2.0,1.0,1.0,0.1851,0.5239,1.0,,,,,,,
12450221,home,RC Strasbourg,Andrey Santos,santos-andrey,A. Santos,M,17,180,27949,M,andreysantos_5,1105779,EUR,1083542400,M,8,8,False,61.0,57.0,4.0,3.0,0.0,37.0,38.0,20.0,23.0,2.0,4.0,,,,,,90.0,75.0,7.9,4.0,0.0472745,3,,Andrey Santos,,2.0,2.0,8.0,,5.0,1.0,1.0,1.0,1.0,,,3.0,,,,,1.0,,,,0.1043,0.4041,1.0,True,1.0,2.0,,,,
12450221,home,RC Strasbourg,Valentín Barco,valentin-barco,V. Barco,M,32,172,11515,M,colo.barco,1127057,EUR,1090540800,M,32,32,False,68.0,65.0,,,0.0,45.0,45.0,21.0,26.0,3.0,10.0,,,,,,90.0,86.0,7.6,5.0,0.412199,1,,Valentín Barco,,1.0,,7.0,,3.0,,,1.0,1.0,,1.0,2.0,3.0,1.0,2.0,2.0,,1.0,,,0.0637,,2.0,,,,,,,
12450221,home,RC Strasbourg,Diego Moreira,diego-moreira,D. Moreira,F,7,179,6007,M,diegzyyy,1142233,EUR,1091750400,M,7,7,False,53.0,47.0,3.0,2.0,1.0,24.0,28.0,26.0,30.0,,5.0,,,,,,90.0,85.0,8.7,19.0,0.811483,1,,Diego,Moreira,1.0,4.0,5.0,1.0,2.0,,1.0,,,,,2.0,5.0,3.0,4.0,2.0,1.0,,1.0,5.0,0.1059,0.5109,3.0,,1.0,,,,,
12450221,home,RC Strasbourg,Félix Lemaréchal,felix-lemarechal,F. Lemaréchal,M,80,181,791,M,,1130942,EUR,1060214400,F,6,6,False,38.0,31.0,,,1.0,12.0,14.0,20.0,27.0,2.0,1.0,,,,,,84.0,60.0,7.4,15.0,0.334127,2,,,,1.0,7.0,5.0,,4.0,,2.0,1.0,,3.0,,3.0,3.0,1.0,2.0,,,1.0,,3.0,0.3542,,2.0,,1.0,1.0,,,,
12450221,home,RC Strasbourg,Sebastian Nanasi,sebastian-nanasi,S. Nanasi,M,11,178,2778,M,,962068,EUR,1021507200,F,15,15,False,30.0,28.0,1.0,1.0,0.0,10.0,10.0,19.0,23.0,,1.0,,,,,,64.0,39.0,7.6,6.0,0.391695,2,,Sebastian Nanasi,,,1.0,2.0,1.0,1.0,,,,1.0,,,1.0,3.0,1.0,,,1.0,,,1.0,0.2179,0.0385,3.0,,2.0,1.0,1.0,1.0,,
