match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_duelLost,stat_bigChanceCreated,stat_shotOffTarget,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_fouls,stat_totalOffside,stat_expectedGoals,stat_keyPass,stat_aerialLost,stat_challengeLost,stat_totalContest,stat_interceptionWon,stat_unsuccessfulTouch,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_dispossessed,captain,stat_bigChanceMissed,stat_blockedScoringAttempt,player_sofascoreId,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_lastManTackle
12514193,home,CD Nacional,Lucas França,lucas-franca,L. França,G,37,194,104,M,832672,EUR,822009600,G,37,37,False,41.0,19.0,31.0,10.0,0.0,10.0,15.0,9.0,26.0,2.0,2.0,1.0,10.0,1.0,1.0,3.0,3.0,1.0,90.0,49.0,7.6,22.0,0.00181451,0,0.2353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514193,home,CD Nacional,Gustavo García,gustavo-garcia,G. García,D,2,175,678,M,1002443,EUR,1010102400,D,22,22,False,29.0,20.0,8.0,3.0,1.0,12.0,16.0,9.0,15.0,,3.0,3.0,5.0,,,,,,90.0,53.0,7.9,12.0,0.464937,1,,,,2.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,0.0154,2.0,,,,,,,,,,,,,,,,,
12514193,home,CD Nacional,Ulisses,ulisses,Ulisses,D,4,183,102,M,926869,EUR,938476800,D,4,4,False,35.0,25.0,9.0,3.0,0.0,21.0,24.0,4.0,11.0,1.0,6.0,5.0,6.0,,,,,,90.0,54.0,7.1,14.0,0.00427595,0,,,,,,4.0,,,,5.0,2.0,,,,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,
12514193,home,CD Nacional,Ze Vitor,ze-vitor,Zé Vitor,D,38,189,125,M,1112474,EUR,981676800,D,38,38,False,30.0,14.0,18.0,3.0,0.0,12.0,13.0,2.0,17.0,5.0,10.0,9.0,5.0,1.0,,,,,90.0,46.0,8.1,16.0,0.00060482,1,,,,,,1.0,,,,3.0,3.0,,,0.0713,,1.0,,1.0,1.0,,1.0,1.0,1.0,0.293,,,,,,,,
12514193,home,CD Nacional,José Gomes,jose-gomes,J. Gomes,D,5,185,33,M,344181,EUR,837820800,D,5,5,False,17.0,13.0,1.0,,0.0,7.0,9.0,6.0,9.0,,1.0,,3.0,1.0,,,,,90.0,31.0,6.8,8.0,0.00465611,0,,,,1.0,,3.0,,,,,,2.0,,,1.0,,,1.0,,1.0,,,,,,,,,,,,
12514193,home,CD Nacional,Matheus Dias,dias-matheus,Matheus Dias,M,6,187,228,M,1020610,EUR,1020902400,M,88,88,False,21.0,20.0,1.0,1.0,0.0,16.0,17.0,4.0,4.0,1.0,2.0,5.0,2.0,,,,,,89.0,33.0,6.8,2.0,0.00086034,0,,,,,,3.0,,,2.0,1.0,,1.0,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,
12514193,home,CD Nacional,Djibril Soumaré,djibril-soumare,D. Soumaré,M,18,185,289,M,1394929,EUR,1041897600,M,27,27,False,30.0,25.0,2.0,2.0,0.0,20.0,22.0,5.0,8.0,2.0,9.0,3.0,7.0,3.0,,,,,90.0,51.0,7.1,12.0,0.0123331,1,,El Hadji Djibril,Soumaré,,,5.0,,1.0,,3.0,3.0,1.0,,0.0548,,,,3.0,1.0,3.0,1.0,,,,2.0,,,,,,,
12514193,home,CD Nacional,Dudu,dudu,Dudu,F,7,179,136,M,937743,EUR,934243200,M,99,99,False,8.0,5.0,2.0,,0.0,4.0,6.0,1.0,2.0,,,,3.0,,,,,,70.0,16.0,6.9,7.0,0.00018,1,,,,,,3.0,,,,,,,,0.3902,,2.0,,1.0,,2.0,,1.0,1.0,0.9291,,,,,,,,
12514193,home,CD Nacional,Luís Esteves,luis-esteves,L. Esteves,M,10,171,237,M,1097527,EUR,892080000,M,10,10,False,26.0,20.0,5.0,2.0,0.0,11.0,13.0,9.0,13.0,1.0,3.0,,5.0,1.0,,,,,89.0,37.0,6.8,11.0,0.0151932,1,,Luís,Esteves,,,2.0,,,,1.0,1.0,,1.0,0.1407,1.0,,,2.0,,1.0,,1.0,,0.1377,,True,1.0,,,,,
12514193,home,CD Nacional,Bruno Costa,bruno-costa,B. Costa,M,,174,140,M,343619,EUR,861408000,M,8,8,False,15.0,9.0,3.0,1.0,1.0,3.0,4.0,7.0,12.0,,3.0,,1.0,1.0,,,,,83.0,26.0,6.9,10.0,0.0678811,0,,,,1.0,1.0,4.0,1.0,,,1.0,1.0,,,,2.0,1.0,,3.0,2.0,1.0,1.0,,,,1.0,,,,,,,
12514193,home,CD Nacional,Isaac,isaac,Isaac,F,41,181,546,M,1471239,EUR,1080259200,F,23,23,False,9.0,7.0,,,0.0,4.0,4.0,3.0,5.0,3.0,6.0,,2.0,1.0,,,,,69.0,22.0,6.2,7.0,0.0007973,2,,Isaac,,,,10.0,,,,1.0,1.0,1.0,2.0,0.3266,,4.0,2.0,4.0,,2.0,1.0,1.0,,0.3023,,,1.0,1.0,,,,
12514193,home,CD Nacional,João Aurélio,joao-aurelio,J. Aurélio,D,2,185,24,M,44684,EUR,587779200,D,2,2,True,3.0,1.0,,,0.0,,1.0,1.0,2.0,,4.0,1.0,,2.0,,,,,20.0,11.0,6.8,3.0,0.00059174,0,,,,,,,,,,2.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,
12514193,home,CD Nacional,Dyego Sousa,dyego-sousa,D. Sousa,F,,190,127,M,128360,EUR,621734400,F,89,89,True,8.0,4.0,,,0.0,2.0,4.0,2.0,4.0,,,1.0,,,,,,,21.0,12.0,6.5,6.0,0.00089486,0,,,,,,2.0,,,,,,1.0,,,,1.0,,,,1.0,,,,,1.0,,,,,,,
12514193,home,CD Nacional,Daniel Penha,daniel-penha,D. Penha,M,14,170,229,M,862256,EUR,908582400,M,17,17,True,7.0,6.0,,,0.0,4.0,5.0,2.0,3.0,,2.0,,4.0,,,,,,7.0,10.0,,2.0,0.00027898,0,,,,1.0,,1.0,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,
