match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,captain,stat_bigChanceMissed,stat_shotOffTarget,stat_clearanceOffLine,stat_unsuccessfulTouch,stat_expectedGoals,stat_dispossessed,player_sofascoreId,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_punches,stat_ownGoals,stat_errorLeadToAShot,stat_totalOffside
12441723,home,FC Utrecht,Vasilis Barkas,,,vasilis-barkas,V. Barkas,G,1,196,390,M,347726,EUR,770256000,G,1,1,False,28.0,21.0,16.0,9.0,0.0,17.0,18.0,4.0,10.0,7.0,1.0,1.0,90.0,31.0,7.2,7.0,0.00099989,0,0.2077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12441723,home,FC Utrecht,Siebe Horemans,,,siebe-horemans,S. Horemans,D,2,186,201,M,794990,EUR,896745600,D,2,2,False,39.0,29.0,5.0,1.0,1.0,15.0,17.0,16.0,26.0,2.0,,,90.0,71.0,7.9,14.0,0.195305,0,,4.0,2.0,1.0,2.0,4.0,7.0,1.0,2.0,1.0,8.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,
12441723,home,FC Utrecht,Mike van der Hoorn,,,mike-van-der-hoorn,M. v. d. Hoorn,D,3,190,158,M,152414,EUR,719107200,D,3,3,False,61.0,56.0,12.0,8.0,0.0,34.0,34.0,22.0,27.0,2.0,,,90.0,72.0,7.7,5.0,0.0172682,0,,,,,1.0,1.0,4.0,1.0,,,6.0,,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
12441723,home,FC Utrecht,Nick Viergever,,,nick-viergever,N. Viergever,D,24,182,150,M,46900,EUR,618105600,D,24,24,False,65.0,57.0,7.0,1.0,0.0,35.0,35.0,22.0,30.0,6.0,,,90.0,77.0,7.4,10.0,0.0323477,1,,,,2.0,,5.0,1.0,1.0,,,4.0,1.0,2.0,,,1.0,2.0,,True,1.0,1.0,1.0,2.0,0.3159,,,,,,,,,,,
12441723,home,FC Utrecht,Souffian El Karouani,,,souffian-el-karouani,S. El Karouani,D,16,178,3591,M,991679,EUR,971913600,D,16,16,False,39.0,30.0,6.0,2.0,0.0,16.0,18.0,16.0,29.0,9.0,,,90.0,79.0,7.1,23.0,0.163927,0,,8.0,2.0,3.0,,9.0,8.0,1.0,5.0,2.0,2.0,,1.0,4.0,1.0,2.0,1.0,2.0,,,,,2.0,,1.0,,,,,,,,,,
12441723,home,FC Utrecht,Zidane Iqbal,,,zidane-iqbal,Z. Iqbal,M,14,180,7223,M,1014225,EUR,1051401600,M,14,14,False,57.0,54.0,3.0,1.0,0.0,26.0,26.0,28.0,31.0,11.0,,,90.0,67.0,7.2,6.0,0.0461419,0,,,,,,1.0,2.0,,1.0,1.0,1.0,2.0,,1.0,,,,1.0,,,,,2.0,,1.0,zidaneiqbal,,,,,,,,,
12441723,home,FC Utrecht,Miguel Rodríguez,,,miguel-rodriguez,M. Rodríguez,M,22,179,648,M,1014118,EUR,1051574400,M,22,22,False,31.0,26.0,2.0,1.0,0.0,7.0,7.0,19.0,27.0,4.0,,,84.0,57.0,8.3,13.0,0.0818276,5,,3.0,,1.0,,11.0,9.0,4.0,7.0,5.0,,,,1.0,,3.0,3.0,2.0,,,3.0,,2.0,0.3231,1.0,,2.0,1.0,0.809,,,,,,
12441723,home,FC Utrecht,Paxten Aaronson,Paxten Aaronson,,paxten-aaronson,P. Aaronson,M,31,175,898,M,1035515,EUR,1061856000,M,21,21,False,18.0,15.0,,,0.0,4.0,4.0,13.0,17.0,4.0,,,90.0,38.0,7.3,11.0,0.302994,1,,3.0,2.0,,1.0,8.0,7.0,1.0,2.0,,,,1.0,5.0,4.0,1.0,2.0,1.0,,,1.0,,2.0,0.1728,3.0,,,,,1.0,,,,,
12441723,home,FC Utrecht,Oscar Fraulo,,,oscar-fraulo,O. Fraulo,M,29,180,841,M,1008245,EUR,1070668800,M,6,6,False,26.0,15.0,3.0,,0.0,2.0,5.0,13.0,22.0,1.0,,,83.0,39.0,6.2,17.0,0.0243445,0,,1.0,,1.0,1.0,11.0,5.0,2.0,1.0,,,,1.0,4.0,1.0,,4.0,1.0,,,,,1.0,,3.0,,,,,,,,,,
12441723,home,FC Utrecht,Adrian Blake,Adrian Blake,,blake-adrian,A. Blake,F,10,170,323,M,1214695,EUR,1121385600,M,15,15,False,16.0,14.0,1.0,,0.0,7.0,8.0,7.0,10.0,4.0,,,61.0,35.0,7.0,12.0,0.0405871,2,,2.0,,1.0,,4.0,4.0,,3.0,1.0,,,,2.0,2.0,1.0,1.0,1.0,,,,,6.0,0.0761,,,2.0,,0.0433,,,,,,
