match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_duelWon,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,player_firstName,player_lastName,stat_aerialLost,stat_fouls,captain,stat_aerialWon,stat_outfielderBlock,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_penaltyConceded,stat_dispossessed,stat_goals,stat_totalOffside,stat_goodHighClaim,stat_penaltyWon,stat_bigChanceCreated,stat_bigChanceMissed,stat_shotOffTarget
10665953,home,Al Raed,Silviu Lung Jr.,silviu-lung-jr,S. Lung Jr.,G,1,189.0,122,M,44556,EUR,612921600,G,1,1,False,11.0,9.0,4.0,2.0,8.0,8.0,1.0,3.0,1.0,1.0,1.0,7.0,2.0,1.0,3.0,1.0,90.0,21.0,5.7,2.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10665953,home,Al Raed,Mohammed Al-Dosari,mohammed-al-dosari,M. Al-Dosari,D,32,,12,M,970908,EUR,931651200,D,32,32,False,54.0,47.0,3.0,1.0,16.0,17.0,34.0,44.0,2.0,,2.0,9.0,,,,,90.0,102.0,6.9,18.0,0,1.0,7.0,3.0,6.0,3.0,1.0,1.0,4.0,1.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10665953,home,Al Raed,Mubarak Al-Rajeh,mubarak-al-rajeh,M. Al-Rajeh,D,94,,39,M,1429814,EUR,1059696000,D,94,94,False,63.0,48.0,7.0,1.0,30.0,37.0,18.0,26.0,6.0,,,4.0,,,,,90.0,66.0,5.7,16.0,0,,,,1.0,,,,1.0,1.0,1.0,,,Mubarak Abdul Rahman Al Rajeh,,5.0,1.0,,,,,,,,,,,,,,
10665953,home,Al Raed,Mohammed Salem,mohammed-salem,M. Salem,D,,175.0,5,M,818554,EUR,492134400,D,12,12,False,58.0,48.0,18.0,11.0,33.0,33.0,15.0,25.0,5.0,,6.0,5.0,,,,,90.0,75.0,6.5,13.0,0,,,,7.0,,,,1.0,1.0,3.0,5.0,,Mohammed,Salem,4.0,1.0,True,1.0,,,,,,,,,,,,
10665953,home,Al Raed,Awdh Faraj,awdh-faraj,A. Faraj,D,,172.0,16,M,791404,EUR,584928000,D,27,27,False,44.0,32.0,5.0,1.0,17.0,20.0,15.0,24.0,1.0,,1.0,6.0,,,,,90.0,60.0,6.3,14.0,0,,,,5.0,1.0,1.0,1.0,1.0,1.0,,3.0,1.0,,,,1.0,,,1.0,,,,,,,,,,,
10665953,home,Al Raed,Mansour Al Bishi,mansour-al-bishi,M. A. Bishi,M,14,168.0,20,M,982351,EUR,956534400,M,14,14,False,56.0,50.0,1.0,,20.0,21.0,30.0,37.0,4.0,1.0,,5.0,,,,,90.0,70.0,6.1,12.0,0,,2.0,,3.0,3.0,1.0,1.0,1.0,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,
10665953,home,Al Raed,Abdulaziz Al Jebreen,abdulaziz-al-jebreen,A. A. Jebreen,M,,178.0,12,M,791406,EUR,640483200,M,16,16,False,58.0,57.0,2.0,1.0,35.0,36.0,22.0,23.0,1.0,1.0,,5.0,,,,,69.0,65.0,6.7,2.0,0,,1.0,,3.0,1.0,1.0,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,
10665953,home,Al Raed,Damjan Đoković,damjan-dokovic,D. Djoković,M,88,188.0,128,M,108740,EUR,640396800,M,88,88,False,56.0,51.0,7.0,5.0,25.0,25.0,26.0,31.0,2.0,,,4.0,,,,,90.0,65.0,6.4,6.0,3,,,,2.0,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,,2.0,1.0,1.0,,,,,,,,
10665953,home,Al Raed,Mohamed Fouzair,mohamed-fouzair,M. Fouzair,M,,168.0,271,M,893191,EUR,693532800,F,10,10,False,26.0,19.0,2.0,,7.0,8.0,13.0,30.0,9.0,,,3.0,,,,,90.0,60.0,7.7,30.0,2,1.0,12.0,1.0,4.0,6.0,1.0,1.0,2.0,,4.0,1.0,1.0,,,,2.0,,,,2.0,,,2.0,1.0,,,,,,
10665953,home,Al Raed,Júlio Tavares,julio-tavares,J. Tavares,F,11,187.0,109,M,218652,EUR,595900800,F,17,17,False,16.0,14.0,,,5.0,5.0,9.0,12.0,5.0,,,1.0,,,,,90.0,26.0,6.5,8.0,0,,1.0,,2.0,,,,,,3.0,1.0,,,,3.0,1.0,,1.0,1.0,,,,1.0,,1.0,,,,,
