match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,captain,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_bigChanceCreated,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_keyPass,stat_outfielderBlock,stat_fouls,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_totalOffside,stat_shotOffTarget,stat_blockedScoringAttempt,player_sofascoreId,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
10433822,home,Hatayspor,Erce Kardeşler,erce-kardesler,E. Kardeşler,G,31,186,93,M,758606,EUR,763603200,G,1,1,False,37.0,21.0,29.0,13.0,18.0,22.0,3.0,15.0,5.0,5.0,2.0,10.0,1.0,4.0,1.0,4.0,2.0,90.0,57.0,7.3,18.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433822,home,Hatayspor,Kamil Ahmet Çörekçi,kamil-ahmet-corekci,K. A. Çörekçi,D,22,173,57,M,124728,EUR,696902400,D,12,12,False,44.0,37.0,5.0,2.0,21.0,26.0,17.0,21.0,,3.0,3.0,9.0,,,,,,90.0,69.0,7.4,11.0,0,,,True,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,,,,,,,,,,,,,,
10433822,home,Hatayspor,Ognjen Vranješ,ognjen-vranjes,O. Vranješ,D,,183,137,M,44310,EUR,625190400,D,5,5,False,34.0,28.0,5.0,2.0,23.0,28.0,5.0,6.0,3.0,6.0,7.0,6.0,1.0,,,,,90.0,52.0,7.3,7.0,0,,,,,,,1.0,2.0,,,,1.0,2.0,2.0,,2.0,1.0,,,,,,,,,,,,
10433822,home,Hatayspor,Burak Öksüz,burak-oksuz,B. Öksüz,D,53,185,10,M,816313,EUR,822528000,D,53,53,False,29.0,23.0,5.0,2.0,21.0,24.0,2.0,5.0,3.0,5.0,10.0,1.0,,,,,,90.0,48.0,7.2,6.0,0,,,,,,,3.0,3.0,,,,2.0,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,,,
10433822,home,Hatayspor,Sam Adekugbe,sam-adekugbe,S. Adekugbe,D,3,175,284,M,362042,EUR,790214400,D,23,23,False,39.0,34.0,4.0,3.0,20.0,23.0,14.0,18.0,2.0,4.0,4.0,3.0,1.0,,,,,90.0,65.0,6.9,11.0,0,,,,,2.0,,1.0,1.0,,,,2.0,1.0,,,,,,,1.0,1.0,,,,,,,,
10433822,home,Hatayspor,Mehdi Boudjemaa,mehdi-boudjemaa,M. Boudjemaa,M,4,182,595,M,960088,EUR,891907200,M,8,8,False,16.0,11.0,2.0,1.0,2.0,4.0,9.0,13.0,,2.0,,,,,,,,62.0,26.0,6.2,10.0,0,,,,,1.0,,,5.0,,3.0,,,2.0,,,,2.0,,,1.0,,,,,,,,,
10433822,home,Hatayspor,Onur Ergün,onur-ergun,O. Ergün,M,4,185,45,M,893009,EUR,721785600,M,4,4,False,50.0,40.0,12.0,6.0,23.0,24.0,17.0,27.0,2.0,6.0,4.0,8.0,1.0,,,,,90.0,64.0,7.0,12.0,0,,,,,1.0,,2.0,5.0,1.0,1.0,,,3.0,1.0,,2.0,1.0,,,,,,,,,,,,
10433822,home,Hatayspor,Rayane Aabid,rayane-aabid,R. Aabid,M,14,178,224,M,297510,EUR,695779200,M,10,10,False,30.0,26.0,1.0,,14.0,14.0,12.0,16.0,,1.0,2.0,8.0,1.0,,,,,89.0,37.0,7.0,5.0,2,,,,,,,,2.0,1.0,,,,,,1.0,,,1.0,,,,1.0,1.0,,,,,,
10433822,home,Hatayspor,Ayoub El Kaabi,ayoub-el-kaabi,A. E. Kaabi,F,9,182,27969,M,919793,EUR,740966400,F,25,25,False,26.0,17.0,3.0,,8.0,9.0,9.0,17.0,,4.0,3.0,5.0,1.0,,,,,90.0,44.0,6.3,14.0,3,,,,,,,2.0,9.0,2.0,3.0,,,3.0,2.0,,1.0,1.0,1.0,,1.0,,2.0,,ayoub_elkaabii,1.0,1.0,,,
10433822,home,Hatayspor,Zé Luís,ze-luis,Z. Luís,F,,185,233,M,101973,EUR,664675200,F,29,29,False,17.0,11.0,,,9.0,11.0,2.0,6.0,2.0,4.0,1.0,1.0,2.0,,,,,80.0,28.0,7.2,10.0,1,,,,,,,2.0,7.0,,1.0,,,1.0,1.0,,,3.0,1.0,,2.0,,,,,,1.0,1.0,,
10433822,home,Hatayspor,Saba Lobjanidze,saba-lobjanidze,S. Lobjanidze,M,9,175,886,M,286923,EUR,787708800,F,11,11,False,12.0,8.0,1.0,,3.0,6.0,6.0,8.0,,2.0,2.0,4.0,,,,,,80.0,25.0,6.9,9.0,0,,,,,2.0,1.0,,1.0,,,1.0,,2.0,1.0,2.0,,,1.0,,2.0,,,,,,,,,
10433822,home,Hatayspor,Rúben Ribeiro,ruben-ribeiro,R. Ribeiro,F,,175,55,M,44653,EUR,554774400,M,7,7,True,19.0,17.0,1.0,,10.0,10.0,7.0,9.0,,1.0,,2.0,1.0,,,,,28.0,26.0,6.6,6.0,0,,,,1.0,,,,2.0,,1.0,,,,,1.0,,,1.0,,2.0,,,,,,,,,
10433822,home,Hatayspor,Kaan Kanak,kaan-kanak,K. Kanak,D,,173,15,M,78839,EUR,655171200,D,26,26,True,9.0,8.0,1.0,,4.0,5.0,4.0,4.0,,2.0,1.0,4.0,1.0,,,,,10.0,14.0,7.9,1.0,1,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,1.0,1.0,,
10433822,home,Hatayspor,Bertuğ Yıldırım,bertug-ozgur-yildirim,B. Yıldırım,F,91,186,1621,M,1382235,EUR,1026432000,F,99,99,True,2.0,1.0,,,,,1.0,3.0,2.0,3.0,,,,,,,,10.0,5.0,6.7,2.0,1,Bertug Yildirim,,,,1.0,,1.0,2.0,,,,,1.0,1.0,,,1.0,,,,1.0,,1.0,,,,,,
10433822,home,Hatayspor,Musa Çağıran,musa-cagiran,M. Çağıran,D,35,185,36,M,60363,EUR,721958400,M,6,6,True,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,1.0,1.0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433822,home,Hatayspor,Abdullah Yiğiter,abdullah-yigiter,A. Yiğiter,G,21,189,39,M,827515,EUR,951004800,G,31,31,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433822,home,Hatayspor,Kerim Alıcı,kerim-alici,K. Alıcı,D,27,183,22,M,758870,EUR,867110400,D,22,22,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433822,home,Hatayspor,Sadik Bas,sadik-bas,S. Bas,D,,180,4,M,859172,EUR,768614400,M,77,77,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433822,home,Hatayspor,Recep Burak Yılmaz,recep-burak-yilmaz,R. B. Yılmaz,D,15,185,31,M,904172,EUR,817430400,D,15,15,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433822,home,Hatayspor,Kevin Varga,kevin-varga,K. Varga,M,21,178,216,M,602730,EUR,828144000,M,21,21,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433822,home,Hatayspor,Dylan Saint-Louis,dylan-saint-louis,D. Saint-Louis,F,,184,99,M,788833,EUR,798854400,F,9,9,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433822,away,Beşiktaş JK,Ersin Destanoğlu,ersin-destanoglu,E. Destanoğlu,G,30,195,1609,M,913656,EUR,978307200,G,1,1,False,17.0,17.0,,,17.0,17.0,,,1.0,1.0,2.0,7.0,,1.0,1.0,1.0,1.0,90.0,25.0,6.3,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
