match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialLost,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_interceptionWon,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_dispossessed,stat_wonContest,stat_accurateCross,stat_blockedScoringAttempt,stat_unsuccessfulTouch,captain,stat_totalOffside,player_sofascoreId,stat_bigChanceCreated,stat_goodHighClaim,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_goals,stat_goalAssist,stat_hitWoodwork
11369443,away,Sevilla,Kike Salas,,,kike-salas,K. Salas,D,4,186,890,M,1097719,EUR,1019433600,D,27,27,False,52.0,42.0,6.0,1.0,34.0,37.0,8.0,15.0,6.0,,,90.0,71.0,7.3,13.0,0.00271571,0,,,1.0,3.0,4.0,,,6.0,,3.0,3.0,,2.0,,1.0,,,,3.0,,,,,,,1.0,,,,,,,,,,,
11369443,away,Sevilla,Juanlu Sánchez,,,juanlu-sanchez,J. Sánchez,M,16,186,1123,M,1010655,EUR,1060905600,M,26,26,False,45.0,41.0,1.0,,18.0,22.0,23.0,23.0,3.0,,,90.0,71.0,7.2,8.0,0.0163064,0,,,,5.0,6.0,2.0,2.0,2.0,,3.0,3.0,3.0,1.0,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,
11369443,away,Sevilla,Suso,,,suso,Suso,M,11,176,1350,M,96370,EUR,753667200,M,7,7,False,45.0,40.0,4.0,4.0,12.0,15.0,32.0,37.0,4.0,,,71.0,60.0,8.2,13.0,0.281056,0,,7.0,,1.0,2.0,,2.0,,,,,,1.0,4.0,,,,,,,,1.0,2.0,4.0,,4.0,,,,,,,,,,2.0,
11369443,away,Sevilla,Boubakary Soumaré,,,boubakary-soumare,B. Soumaré,M,34,188,1043,M,887581,EUR,920073600,M,24,24,False,46.0,42.0,3.0,1.0,24.0,24.0,18.0,22.0,5.0,,,87.0,58.0,6.6,9.0,0.0108371,0,,,,9.0,3.0,2.0,1.0,,,,,2.0,4.0,1.0,,,,,2.0,,,3.0,1.0,,,2.0,,,,,,,,,,,
11369443,away,Sevilla,Óliver Torres,,,oliver-torres,Ó. Torres,M,8,178,952,M,231776,EUR,784425600,M,21,21,False,74.0,63.0,8.0,3.0,39.0,41.0,24.0,33.0,10.0,,,90.0,89.0,7.1,17.0,0.110308,0,,,1.0,7.0,4.0,1.0,2.0,,,1.0,1.0,,1.0,3.0,3.0,,,,,,,2.0,2.0,,,2.0,,,,,,,,,,,
11369443,away,Sevilla,Adrià Pedrosa,,,adria-pedrosa,A. Pedrosa,D,3,176,847,M,928672,EUR,895017600,M,3,3,False,26.0,22.0,4.0,3.0,7.0,9.0,15.0,20.0,2.0,,,90.0,47.0,8.1,10.0,0.0139728,3,,3.0,,2.0,5.0,1.0,1.0,,,2.0,2.0,2.0,,,,,1.0,1.0,1.0,0.0808,0.5567,1.0,1.0,,1.0,2.0,,,,,,,,,1.0,,1.0
11369443,away,Sevilla,Lucas Ocampos,,,lucas-ocampos,L. Ocampos,M,29,187,3431,M,155702,EUR,773884800,F,5,5,False,19.0,10.0,3.0,,5.0,6.0,5.0,15.0,6.0,,,71.0,37.0,7.2,17.0,0.00177784,2,,2.0,4.0,8.0,5.0,,4.0,2.0,,,,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,0.0313,0.2328,2.0,1.0,,,1.0,,1.0,Locampos15,,,,,,1.0,,
11369443,away,Sevilla,Youssef En-Nesyri,,,youssef-en-nesyri,Y. En-Nesyri,F,21,190,34177,M,846470,EUR,865123200,F,15,15,False,10.0,7.0,,,4.0,4.0,3.0,6.0,2.0,,,81.0,26.0,7.1,9.0,0.0143574,2,,,4.0,7.0,6.0,,1.0,1.0,,,,2.0,2.0,1.0,3.0,,1.0,1.0,1.0,0.2424,0.0985,1.0,,,,4.0,,,ennesyri15,,,,,,,1.0,
11369443,away,Sevilla,Manu Bueno,,,bueno-manu,M. Bueno,M,28,178,222,M,1142094,EUR,1090886400,M,28,28,True,13.0,11.0,3.0,2.0,5.0,5.0,6.0,8.0,2.0,,,23.0,18.0,6.7,4.0,0.0120827,0,,,,2.0,1.0,,,,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,2.0,,,,,,,,,,,
11369443,away,Sevilla,Rafa Mir,,,rafa-mir,R. Mir,F,10,189,2029,M,825754,EUR,866592000,F,9,9,True,12.0,9.0,,,6.0,7.0,3.0,5.0,1.0,,,19.0,15.0,6.6,3.0,0.00307982,2,,,1.0,,1.0,,,,,,,,,,,,1.0,,,0.0421,,,,,1.0,,,,,,,,,,,,
11369443,away,Sevilla,Adnan Januzaj,,,adnan-januzaj,A. Januzaj,M,24,186,1621,M,328145,EUR,791942400,M,25,25,True,9.0,6.0,2.0,1.0,2.0,2.0,4.0,7.0,,,,9.0,11.0,6.4,4.0,0.00390425,0,,,1.0,2.0,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
11369443,away,Sevilla,Marcão,,,marcao,Marcão,D,23,185,1053,M,840951,EUR,833932800,D,23,23,True,7.0,5.0,1.0,,4.0,5.0,1.0,2.0,1.0,,,3.0,8.0,,2.0,0.00017401,0,,,,1.0,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
11369443,away,Sevilla,Alberto Flores,,,alberto-flores,A. Flores,G,31,187,119,M,1108577,EUR,1068422400,G,31,31,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369443,away,Sevilla,Matías Árbol,,,matias-arbol,M. Árbol,G,13,184,28,M,1192489,EUR,1031788800,G,33,33,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369443,away,Sevilla,Federico Gattoni,,,federico-gattoni,F. Gattoni,D,22,183,675,M,941464,EUR,919123200,D,2,2,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369443,away,Sevilla,Darío Benavides,,,dario-benavides,D. Benavides,D,19,178,45,M,1142092,EUR,1042329600,D,29,29,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369443,away,Sevilla,Diego Hormigo,,,diego-hormigo,D. Hormigo,D,3,182,41,M,1142091,EUR,1050451200,D,38,38,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369443,away,Sevilla,Miguel Capitas,,,miguel-capitas,M. Capitas,M,16,175,12,M,1139739,EUR,983836800,M,40,40,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369443,away,Sevilla,Ibra Sow,,,ibrahima-sow,I. Sow,M,17,184,193,M,1402929,EUR,1169769600,F,30,30,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369443,away,Sevilla,Lulo Dasilva,,,lulo-dasilva,L. Dasilva,M,22,189,19,M,1160293,EUR,1033689600,D,39,39,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
