match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_unsuccessfulTouch,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,captain,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_keyPass,stat_challengeLost,stat_dispossessed,stat_outfielderBlock,stat_fouls,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_expectedGoals,stat_interceptionWon,stat_bigChanceCreated,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_accurateCross,stat_totalOffside,stat_bigChanceMissed,stat_goals,player_firstName,player_lastName,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_lastManTackle
12501589,home,Napoli,Giacomo Raspadori,giacomo-raspadori,G. Raspadori,F,18,172,8190,M,865651,EUR,950832000,F,81,81,False,16.0,12.0,1.0,,0.0,3.0,3.0,25.0,,1.0,3.0,,,,77.0,39.0,6.9,19.0,0.362603,4,,giacomo.raspadori,,10.0,12.0,,,1.0,3.0,2.0,1.0,,1.0,,,,,2.0,1.0,4.0,0.2874,,,,,,1.0,1.0,,,,,,,,
12501589,home,Napoli,Noah Okafor,noah-okafor,N. Okafor,F,19,185,5947,M,865523,EUR,959126400,F,9,9,True,4.0,2.0,1.0,,0.0,1.0,1.0,5.0,1.0,1.0,,,,,13.0,11.0,6.5,6.0,0.00019792,0,,noah.arinze,,1.0,2.0,1.0,2.0,3.0,3.0,,,,,,1.0,,,2.0,1.0,,,,,,,,,,,,,,,,,
12501589,home,Napoli,Philip Billing,philip-billing,P. Billing,M,8,193,1790,M,548660,EUR,834451200,M,15,15,True,3.0,3.0,,,0.0,3.0,3.0,,,1.0,,,,,11.0,6.0,7.2,,5.808e-05,2,,,,,,2.0,,3.0,1.0,1.0,1.0,,,,,,1.0,,,,0.7326,,,,2.0,1.1347,,,1.0,1.0,,,,,,
12501589,home,Napoli,Mathías Olivera,mathias-olivera,M. Olivera,D,17,184,3517,M,805078,EUR,878256000,D,17,17,True,6.0,5.0,,,0.0,4.0,5.0,2.0,,,,,,,8.0,11.0,6.5,2.0,0.0021922,0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12501589,home,Napoli,Cyril Ngonge,cyril-ngonge,C. Ngonge,F,16,179,1937,M,877037,EUR,959299200,F,26,26,True,2.0,2.0,,,0.0,2.0,2.0,2.0,1.0,,,,,,8.0,11.0,6.9,3.0,4.16e-06,1,,,,,2.0,2.0,,3.0,2.0,1.0,1.0,1.0,,,,,,1.0,,,0.0848,,,,1.0,0.2157,,,,,,,,,,
12501589,home,Napoli,Simone Scuffet,simone-scuffet,S. Scuffet,G,22,193,684,M,284349,EUR,833500800,G,96,96,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12501589,home,Napoli,Nikita Contini,nikita-contini,N. Contini,G,14,190,976,M,352728,EUR,832636800,G,14,14,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12501589,home,Napoli,Juan Jesus,juan-jesus,Juan Jesus,D,5,185,2485,M,108484,EUR,676512000,D,5,5,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12501589,home,Napoli,Rafa Marín,rafa-marin,R. Marín,D,4,190,2354,M,984623,EUR,1021766400,D,16,16,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12501589,home,Napoli,Luis Hasa,luis-hasa,L. Hasa,M,70,172,994,M,1082407,EUR,1073347200,M,29,29,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12501589,home,Napoli,Giovanni Simeone,giovanni-simeone,G. Simeone,F,18,179,9782,M,341143,EUR,804902400,F,18,18,True,,,,,,,,,,,,,,,,,,,,0,,simeonegiovanni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12501589,away,Inter,Josep Martínez,josep-martinez,J. Martínez,G,13,191,2817,M,845291,EUR,896227200,G,13,13,False,46.0,31.0,26.0,12.0,0.0,23.0,25.0,21.0,1.0,11.0,,1.0,1.0,,90.0,58.0,7.6,15.0,0.00072271,0,0.401,,,8.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,4.0,
12501589,away,Inter,Yann Bisseck,yann-bisseck,Y. Bisseck,D,31,194,5415,M,906275,EUR,975456000,D,31,31,False,28.0,26.0,1.0,1.0,0.0,20.0,20.0,8.0,7.0,1.0,,,,,90.0,45.0,7.2,4.0,0.0378047,0,,,,6.0,,1.0,4.0,4.0,6.0,1.0,1.0,1.0,,1.0,2.0,2.0,1.0,,,,,1.0,,,,,,,,,,,,,,
12501589,away,Inter,Francesco Acerbi,francesco-acerbi,F. Acerbi,D,15,192,5573,M,126816,EUR,571449600,D,15,15,False,30.0,26.0,9.0,5.0,0.0,24.0,25.0,5.0,7.0,,1.0,,,,90.0,46.0,7.1,5.0,0.00085895,0,,,,2.0,,1.0,2.0,4.0,3.0,1.0,1.0,,,,,2.0,3.0,,,,,1.0,,,,,,,,,,,,,,1.0
12501589,away,Inter,Alessandro Bastoni,alessandro-bastoni,A. Bastoni,D,95,190,15274,M,826188,EUR,923961600,D,95,95,False,38.0,33.0,9.0,4.0,0.0,26.0,27.0,12.0,4.0,3.0,,,,,80.0,56.0,7.4,6.0,0.0194706,0,,alessandrobastoni,,8.0,1.0,,,3.0,,,,,,1.0,,4.0,2.0,,,,,3.0,,,,,1.0,,,,,,,,,
12501589,away,Inter,Denzel Dumfries,denzel-dumfries,D. Dumfries,M,2,189,15021,M,759520,EUR,829785600,M,2,2,False,11.0,6.0,2.0,,0.0,2.0,4.0,8.0,1.0,1.0,2.0,,,,90.0,39.0,6.6,17.0,0.0163049,0,,ddumfries2,,4.0,1.0,3.0,6.0,9.0,7.0,1.0,,,1.0,1.0,2.0,1.0,2.0,2.0,,,,1.0,,,,,,,,,,,,,,
12501589,away,Inter,Nicolò Barella,nicolo-barella,N. Barella,M,23,175,21290,M,363856,EUR,855273600,M,23,23,False,37.0,32.0,5.0,3.0,0.0,24.0,24.0,14.0,2.0,8.0,1.0,,,,90.0,45.0,6.6,7.0,0.00280008,0,,nicolo_barella,,8.0,1.0,3.0,,4.0,3.0,1.0,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
12501589,away,Inter,Hakan Çalhanoğlu,hakan-calhanoglu,H. Çalhanoğlu,M,20,178,32988,M,135700,EUR,760665600,M,20,20,False,18.0,15.0,1.0,1.0,0.0,8.0,10.0,10.0,,3.0,1.0,,,,51.0,27.0,6.9,6.0,0.00328067,2,,HÇalhanoğlu,,7.0,2.0,,,,,,,,,,,,,,,1.0,0.0335,3.0,,1.0,,,,,,,,,,,,
12501589,away,Inter,Henrikh Mkhitaryan,henrikh-mkhitaryan,H. Mkhitaryan,M,22,178,8680,M,37151,EUR,601344000,M,22,22,False,31.0,27.0,2.0,1.0,0.0,15.0,18.0,13.0,5.0,6.0,,,,,80.0,47.0,7.3,5.0,0.0127751,0,,micki_taryan,,12.0,,,,1.0,2.0,1.0,1.0,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,
12501589,away,Inter,Federico Dimarco,federico-dimarco,F. Dimarco,M,32,174,15308,M,284361,EUR,879120000,M,32,32,False,9.0,8.0,1.0,1.0,0.0,4.0,5.0,9.0,1.0,2.0,,,,,51.0,23.0,7.4,4.0,0.0716707,3,,dimarco32,,7.0,5.0,,,3.0,,,,,1.0,,,,2.0,1.0,,2.0,0.2496,,,,1.0,0.6292,3.0,,,1.0,,,,,,
12501589,away,Inter,Marcus Thuram,marcus-thuram,M. Thuram,F,9,192,25521,M,791702,EUR,870825600,F,9,9,False,14.0,12.0,,,0.0,9.0,10.0,4.0,,2.0,2.0,,,,65.0,25.0,6.7,5.0,0.396782,1,,m_thuram,,3.0,,2.0,1.0,3.0,3.0,1.0,,1.0,1.0,,1.0,,,,,,0.0351,,,1.0,,,,,,,,,,,,
12501589,away,Inter,Lautaro Martínez,lautaro-martinez,L. Martínez,F,10,175,122092,M,823984,EUR,872208000,F,10,10,False,13.0,9.0,2.0,2.0,0.0,5.0,5.0,8.0,5.0,,6.0,,,,90.0,34.0,6.8,13.0,0.32141,0,,LautaroM,True,4.0,,3.0,2.0,9.0,7.0,1.0,,2.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,
12501589,away,Inter,Benjamin Pavard,benjamin-pavard,B. Pavard,D,28,186,10877,M,787505,EUR,827971200,D,28,28,True,9.0,7.0,3.0,2.0,0.0,5.0,6.0,3.0,1.0,,1.0,,,,39.0,17.0,6.6,3.0,0.00030469,0,,benpavard21,,2.0,,1.0,,1.0,2.0,2.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,
12501589,away,Inter,Piotr Zieliński,piotr-zielinski,P. Zieliński,M,7,180,18478,M,138605,EUR,769392000,M,7,7,True,8.0,7.0,,,0.0,3.0,3.0,5.0,,,,,,,39.0,11.0,6.4,2.0,0.0034693,0,,zielu_94,,4.0,,,,1.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,
12501589,away,Inter,Joaquín Correa,joaquin-correa,J. Correa,F,30,188,5676,M,249929,EUR,776736000,F,11,11,True,4.0,3.0,,,0.0,1.0,1.0,3.0,,1.0,2.0,,,,25.0,10.0,6.5,4.0,0.0018999,0,,tucocorrea,,2.0,,2.0,1.0,5.0,2.0,1.0,1.0,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,
12501589,away,Inter,Stefan de Vrij,stefan-de-vrij,S. de Vrij,D,6,188,5674,M,91046,EUR,697248000,D,6,6,True,4.0,2.0,,,0.0,1.0,1.0,3.0,3.0,,,,,,10.0,8.0,6.4,2.0,0.00011796,0,,Stefandevrij,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12501589,away,Inter,Davide Frattesi,davide-frattesi,D. Frattesi,M,16,178,5601,M,835600,EUR,937958400,M,16,16,True,,,,,0.0,,,,,,1.0,,,,10.0,1.0,6.2,1.0,,0,,davidefrrattesi_22,,,,1.0,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
12501589,away,Inter,Alessandro Calligaris,calligaris-alessandro,A. Calligaris,G,40,185,545,M,1103084,EUR,1110153600,G,40,40,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12501589,away,Inter,Raffaele Di Gennaro,raffaele-di-gennaro,R. D. Gennaro,G,12,188,1343,M,301162,EUR,749606400,G,12,12,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12501589,away,Inter,Matteo Cocchi,matteo-cocchi,M. Cocchi,D,43,178,1004,M,1416579,EUR,1170288000,D,58,58,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matteo Cocchi,,,,,
12501589,away,Inter,Mike Aidoo,mike-aidoo,M. Aidoo,D,27,175,453,M,1154903,EUR,1117411200,D,50,50,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mike Aidoo,,,,,
12501589,away,Inter,Kristjan Asllani,kristjan-asllani,K. Asllani,M,23,179,5914,M,996820,EUR,1015632000,M,21,21,True,,,,,,,,,,,,,,,,,,,,0,,KristjanAsllani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12501589,away,Inter,Mehdi Taremi,mehdi-taremi,M. Taremi,F,99,187,20235,M,812533,EUR,711417600,F,99,99,True,,,,,,,,,,,,,,,,,,,,0,,mehditaremi9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12501589,away,Inter,Marko Arnautović,marko-arnautovic,M. Arnautović,F,89,192,8675,M,21927,EUR,608947200,F,8,8,True,,,,,,,,,,,,,,,,,,,,0,,m.arnautovic7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
