match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_expectedGoals,stat_expectedGoalsOnTarget,captain,stat_wonContest,stat_shotOffTarget,stat_clearanceOffLine,stat_blockedScoringAttempt,stat_goals,stat_keyPass,stat_accurateCross,stat_bigChanceCreated,stat_lastManTackle,stat_bigChanceMissed,stat_totalOffside
12421054,home,Sint-Truidense VV,Léo Kokubo,,,leo-kokubo,L. Kokubo,G,16,193,966,M,997020,EUR,980208000,G,16,16,False,27.0,24.0,10.0,7.0,0.0,21.0,21.0,3.0,6.0,2.0,10.0,3.0,4.0,6.0,2.0,90.0,45.0,8.3,3.0,0.00063965,0,0.3379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421054,home,Sint-Truidense VV,Louis Patris,,,louis-patris,L. Patris,M,27,187,275,M,923972,EUR,991872000,D,19,19,False,18.0,11.0,,,0.0,4.0,5.0,7.0,14.0,2.0,3.0,,,,,76.0,36.0,6.5,12.0,0.0100245,0,,1.0,1.0,1.0,8.0,5.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,3.0,,,,,,,,,,,,,,,,
12421054,home,Sint-Truidense VV,Rein Van Helden,,,rein-van-helden,R. V. Helden,D,20,187,193,M,1047163,EUR,1027468800,D,20,20,False,49.0,38.0,10.0,5.0,0.0,26.0,28.0,12.0,21.0,7.0,2.0,,,,,90.0,73.0,7.2,14.0,0.0176482,1,,,3.0,2.0,8.0,6.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,0.0429,0.1307,,,,,,,,,,,,
12421054,home,Sint-Truidense VV,Shogo Taniguchi,Shogo,Taniguchi,shogo-taniguchi,S. Taniguchi,D,5,182,732,M,386958,EUR,679536000,D,5,5,False,47.0,43.0,9.0,5.0,0.0,37.0,38.0,6.0,9.0,8.0,2.0,,,,,90.0,60.0,7.1,4.0,0.00240459,0,,,1.0,1.0,1.0,2.0,,,,2.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,
12421054,home,Sint-Truidense VV,Bruno Godeau,,,bruno-godeau,B. Godeau,D,31,190,68,M,247321,EUR,705456000,D,31,31,False,50.0,45.0,10.0,9.0,0.0,31.0,32.0,14.0,18.0,3.0,5.0,,,,,90.0,70.0,7.9,5.0,0.00803783,1,,,3.0,3.0,5.0,7.0,1.0,,1.0,1.0,3.0,3.0,,,2.0,1.0,3.0,0.0416,0.1226,True,1.0,,,,,,,,,,
12421054,home,Sint-Truidense VV,Ryoya Ogawa,,,ryoya-ogawa,R. Ogawa,M,7,182,155,M,790973,EUR,848793600,D,2,2,False,28.0,21.0,4.0,1.0,0.0,10.0,12.0,11.0,18.0,2.0,6.0,,,,,90.0,53.0,7.5,14.0,0.0192656,1,,2.0,1.0,2.0,8.0,9.0,2.0,3.0,2.0,1.0,5.0,3.0,,1.0,1.0,,1.0,0.0076,,,1.0,1.0,1.0,,,,,,,,
12421054,home,Sint-Truidense VV,Adriano Bertaccini,,,adriano-bertaccini,A. Bertaccini,F,91,173,746,M,867250,EUR,966124800,M,91,91,False,13.0,8.0,1.0,,0.0,1.0,2.0,7.0,11.0,,3.0,,,,,84.0,27.0,7.5,8.0,0.00769933,2,,,,1.0,1.0,7.0,,,2.0,,3.0,1.0,3.0,1.0,1.0,1.0,1.0,0.4058,0.5039,,2.0,,,1.0,1.0,,,,,,
12421054,home,Sint-Truidense VV,Joel Chima Fujita,,,joel-chima-fujita,J. C. Fujita,M,16,175,1436,M,1002461,EUR,1013817600,M,8,8,False,28.0,24.0,5.0,2.0,0.0,16.0,17.0,8.0,12.0,2.0,4.0,,,,,76.0,38.0,6.6,7.0,0.0121079,1,,1.0,1.0,,4.0,,2.0,,,1.0,,,2.0,,1.0,,1.0,0.0224,,,,1.0,,,,,,,,,
12421054,home,Sint-Truidense VV,Rihito Yamamoto,,,rihito-yamamoto,R. Yamamoto,M,6,179,455,M,1030211,EUR,1008115200,M,6,6,False,33.0,27.0,6.0,5.0,1.0,13.0,15.0,14.0,19.0,4.0,2.0,,,,,90.0,43.0,7.1,8.0,0.0199288,0,,1.0,1.0,1.0,4.0,4.0,2.0,,,,1.0,1.0,1.0,2.0,1.0,,1.0,,,,,,,,,1.0,,,,,
12421054,home,Sint-Truidense VV,Billal Brahimi,,,billal-brahimi,B. Brahimi,F,26,183,3098,M,948250,EUR,952992000,M,7,7,False,39.0,36.0,1.0,1.0,0.0,15.0,16.0,25.0,34.0,,3.0,,,,,89.0,60.0,7.8,14.0,0.1641,1,,11.0,1.0,,5.0,2.0,1.0,1.0,,2.0,1.0,1.0,3.0,1.0,2.0,1.0,,0.0473,0.093,,,,,,1.0,4.0,4.0,,,,
