match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_unsuccessfulTouch,stat_aerialWon,stat_blockedScoringAttempt,stat_interceptionWon,stat_fouls,captain,stat_challengeLost,stat_shotOffTarget,stat_totalTackle,stat_accurateCross,stat_wonTackle,stat_keyPass,player_firstName,player_lastName,stat_onTargetScoringAttempt,stat_goals,stat_wasFouled,stat_penaltyWon,stat_goalAssist,stat_dispossessed,stat_bigChanceCreated,stat_totalOffside,stat_bigChanceMissed,stat_penaltyFaced,stat_penaltyConceded
10382142,home,Sparta Rotterdam,Nick Olij,nick-olij,N. Olij,G,1,185,555,M,227192,EUR,807235200,G,1,1,False,22.0,13.0,14.0,5.0,9.0,9.0,4.0,13.0,1.0,4.0,2.0,1.0,2.0,1.0,90.0,30.0,6.9,9.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382142,home,Sparta Rotterdam,Shurandy Sambo,shurandy-sambo,S. Sambo,D,12,174,235,M,916926,EUR,998179200,D,2,2,False,19.0,14.0,4.0,3.0,6.0,6.0,8.0,19.0,1.0,1.0,,,,,65.0,37.0,6.6,15.0,0,6.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
10382142,home,Sparta Rotterdam,Bart Vriends,bart-vriends,B. Vriends,D,3,188,217,M,41495,EUR,673747200,D,3,3,False,33.0,30.0,7.0,4.0,21.0,21.0,9.0,12.0,5.0,8.0,,,,,90.0,41.0,6.8,3.0,1,,,2.0,2.0,,,1.0,,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,
10382142,home,Sparta Rotterdam,Adil Auassar,adil-auassar,A. Auassar,D,,185,31,,28319,EUR,528940800,D,4,4,False,50.0,42.0,10.0,5.0,22.0,23.0,20.0,27.0,6.0,5.0,,,,,90.0,61.0,6.9,8.0,1,,,3.0,2.0,,,1.0,,1.0,,1.0,2.0,True,1.0,1.0,1.0,,,,,,,,,,,,,,,,
10382142,home,Sparta Rotterdam,Mica Pinto,mica-pinto,Mica,D,5,176,157,M,785815,EUR,739152000,D,5,5,False,49.0,43.0,6.0,5.0,16.0,18.0,28.0,36.0,,5.0,,,,,76.0,68.0,6.9,11.0,0,5.0,2.0,6.0,4.0,1.0,1.0,,,,,1.0,2.0,,2.0,,3.0,1.0,2.0,1.0,,,,,,,,,,,,,
10382142,home,Sparta Rotterdam,Arno Verschueren,arno-verschueren,A. Verschueren,M,32,182,168,M,578344,EUR,870652800,M,8,8,False,26.0,24.0,3.0,3.0,9.0,10.0,15.0,17.0,3.0,3.0,,,,,89.0,36.0,8.3,3.0,2,1.0,,4.0,1.0,,,,,1.0,,,1.0,,3.0,,,,,1.0,,,2.0,2.0,,,,,,,,,
10382142,home,Sparta Rotterdam,Joshua Kitolano,joshua-kitolano,J. Kitolano,M,8,170,272,M,913584,EUR,984009600,M,6,6,False,39.0,37.0,2.0,2.0,13.0,13.0,24.0,26.0,1.0,10.0,,,,,90.0,46.0,6.9,3.0,0,,1.0,1.0,3.0,1.0,1.0,,1.0,,,1.0,,,,,1.0,,,,,,,,1.0,,,,,,,,
10382142,home,Sparta Rotterdam,Koki Saito,koki-saito,K. Saito,M,14,170,1063,M,905356,EUR,997401600,M,11,11,False,21.0,19.0,,,6.0,6.0,14.0,19.0,,7.0,,,,,65.0,36.0,7.2,7.0,2,4.0,,2.0,4.0,1.0,,,1.0,,,,1.0,,,1.0,1.0,1.0,,,,,1.0,,3.0,1.0,,,,,,,
10382142,home,Sparta Rotterdam,Sven Mijnans,sven-mijnans,S. Mijnans,M,10,190,1199,M,980671,EUR,952560000,M,10,10,False,50.0,46.0,3.0,3.0,15.0,16.0,32.0,36.0,,4.0,,,,,89.0,69.0,7.3,12.0,4,2.0,1.0,8.0,4.0,2.0,,1.0,2.0,,2.0,,1.0,,1.0,2.0,3.0,1.0,2.0,2.0,,,,,1.0,,1.0,3.0,1.0,1.0,,,
10382142,home,Sparta Rotterdam,Vito van Crooij,vito-van-crooij,V. van Crooij,M,32,172,213,M,385708,EUR,822873600,M,7,7,False,35.0,27.0,6.0,3.0,8.0,11.0,24.0,40.0,,6.0,,,,,90.0,64.0,8.5,26.0,2,16.0,,3.0,2.0,2.0,1.0,,3.0,,,,,,1.0,,,5.0,,6.0,,,2.0,1.0,1.0,,1.0,1.0,2.0,,,,
