match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_accurateCross,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_keyPass,player_sofascoreId,stat_aerialWon,stat_duelLost,stat_fouls,stat_aerialLost,stat_interceptionWon,stat_challengeLost,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_expectedGoals,stat_dispossessed,player_firstName,player_lastName,stat_shotOffTarget,stat_totalOffside,stat_penaltyConceded,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_savedShotsFromInsideTheBox,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_goals,stat_bigChanceCreated,stat_bigChanceMissed
12504633,home,Cagliari,Simone Scuffet,simone-scuffet,S. Scuffet,G,22,193,684,M,284349,EUR,833500800,G,22,22,False,34.0,13.0,31.0,10.0,0.0,5.0,12.0,8.0,22.0,15.0,1.0,1.0,2.0,90.0,43.0,6.2,22.0,0.00240508,0,-0.8776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504633,home,Cagliari,Gabriele Zappa,gabriele-zappa,G. Zappa,D,28,183,617,M,927304,EUR,945820800,D,28,28,False,36.0,29.0,5.0,4.0,0.0,13.0,16.0,17.0,23.0,,,,,90.0,54.0,6.8,10.0,0.0589927,0,,True,3.0,1.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
12504633,home,Cagliari,Yerry Mina,yerry-mina,Y. Mina,D,26,195,5988,M,360396,EUR,780278400,D,26,26,False,11.0,10.0,1.0,,0.0,7.0,7.0,3.0,4.0,,,,,45.0,20.0,6.9,1.0,0.00084499,0,,,,,4.0,,,3.0,1.0,1.0,,2.0,,yerrymina,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
12504633,home,Cagliari,Sebastiano Luperto,sebastiano-luperto,S. Luperto,D,6,191,784,M,352736,EUR,841968000,D,6,6,False,26.0,23.0,3.0,1.0,0.0,17.0,18.0,6.0,8.0,4.0,,,,90.0,40.0,6.7,3.0,0.00135164,0,,,,,3.0,,,6.0,,1.0,1.0,2.0,,,,2.0,,2.0,3.0,,,,,,,,,,,,,,,,,,
12504633,home,Cagliari,Adam Obert,adam-obert,A. Obert,D,33,186,654,M,964153,EUR,1030060800,D,33,33,False,14.0,8.0,4.0,2.0,0.0,5.0,9.0,3.0,6.0,2.0,,,,59.0,22.0,6.3,8.0,0.00137589,0,,,1.0,,1.0,,,1.0,,1.0,,,,,,3.0,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,
12504633,home,Cagliari,Michel Adopo,michel-ndary-adopo,M. N. Adopo,M,8,187,534,M,928777,EUR,963964800,M,8,8,False,36.0,31.0,,,0.0,13.0,16.0,18.0,20.0,2.0,,,,90.0,45.0,6.5,7.0,0.0138542,2,,,,,4.0,3.0,2.0,1.0,,1.0,,,1.0,,1.0,4.0,3.0,1.0,,,2.0,1.0,0.2192,,,,,,,,,,,,,,
12504633,home,Cagliari,Antoine Makoumbou,antoine-makoumbou,A. Makoumbou,M,29,186,535,M,920391,EUR,900720000,M,29,29,False,24.0,23.0,,,0.0,14.0,15.0,9.0,9.0,4.0,,,,71.0,29.0,6.5,1.0,0.00390716,0,,,,,,,,,1.0,,,,,,,3.0,,3.0,,,,,,,,,,,,,,,,,,,
12504633,home,Cagliari,Nadir Zortea,zortea-nadir,N. Zortea,M,20,187,1108,M,928104,EUR,929750400,M,19,19,False,14.0,11.0,1.0,1.0,0.0,3.0,3.0,8.0,15.0,2.0,,,,90.0,29.0,6.4,13.0,0.00311393,0,,,4.0,,4.0,4.0,3.0,1.0,,,,,,,1.0,3.0,,,,,,3.0,,2.0,,,,,,,,,,,,,
12504633,home,Cagliari,Gianluca Gaetano,gaetano-gianluca,G. Gaetano,M,10,183,1108,M,902019,EUR,957484800,M,70,70,False,13.0,9.0,,,0.0,2.0,4.0,8.0,13.0,3.0,,,,59.0,24.0,6.6,10.0,0.219894,1,,,4.0,1.0,3.0,3.0,1.0,,,1.0,,,2.0,,1.0,5.0,1.0,2.0,,,,1.0,0.0088,,,,1.0,2.0,,,,,,,,,
12504633,home,Cagliari,Tommaso Augello,tommaso-augello,T. Augello,M,3,181,354,M,596736,EUR,778204800,M,3,3,False,21.0,12.0,4.0,,0.0,3.0,6.0,10.0,23.0,3.0,,,,90.0,39.0,6.2,19.0,0.0158575,1,,,8.0,1.0,2.0,1.0,,2.0,,,,,,,2.0,5.0,,4.0,1.0,,,,0.0289,,,,1.0,,,,,,,,,,
