match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_unsuccessfulTouch,stat_fouls,stat_possessionLostCtrl,player_firstName,player_lastName,stat_accurateCross,stat_aerialLost,stat_challengeLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_keyPass,stat_dispossessed,stat_shotOffTarget,stat_expectedGoals,stat_shotValueNormalized,stat_totalContest,stat_wonContest,stat_wasFouled,stat_totalOffside,captain,stat_errorLeadToAGoal,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoalsOnTarget,player_sofascoreId,stat_punches,stat_outfielderBlock,stat_goals,stat_bigChanceCreated,stat_bigChanceMissed
13981453,home,Udinese,Răzvan Sava,razvan-sava,R. Sava,G,90,195.0,1061,M,1001997,EUR,1024617600,G,90,90,False,16.0,16.0,1.0,1.0,0.0,16.0,16.0,1.0,4.0,1.0,3.0,4.0,2.0,2.0,90.0,24.0,6.5,4.786e-05,0.3084,0,-1.3947,0.01,0.0,-0.3,-0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981453,home,Udinese,Kingsley Ehizibue,kingsley-ehizibue,K. Ehizibue,M,19,189.0,682,M,609206,EUR,801360000,D,19,19,False,17.0,13.0,2.0,,0.0,9.0,12.0,3.0,2.0,,,,,,59.0,27.0,5.7,0.00144428,,0,,0.04,0.08,-0.55,,4.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981453,home,Udinese,Thomas Kristensen,thomas-kristensen,T. Kristensen,D,31,197.0,904,M,1063373,EUR,1011225600,D,31,31,False,56.0,53.0,2.0,1.0,0.0,30.0,30.0,9.0,1.0,,,,,,90.0,71.0,6.5,0.0755389,,0,,0.25,0.2,-0.34,,23.0,26.0,1.0,2.0,4.0,3.0,,1.0,3.0,Thomas Kristensen,,1.0,2.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
13981453,home,Udinese,Oumar Solet,oumar-solet,O. Solet,D,28,192.0,1946,M,892979,EUR,949881600,D,28,28,False,80.0,72.0,6.0,3.0,0.0,35.0,37.0,3.0,5.0,,,,,,90.0,96.0,6.8,0.0354243,,1,,0.01,0.36,-0.21,,37.0,43.0,,,1.0,4.0,2.0,,12.0,,,,,,1.0,4.0,4.0,1.0,1.0,1.0,0.0678,-0.09,,,,,,,,,,,,,,,
13981453,home,Udinese,Jordan Zemura,jordan-zemura,J. Zemura,D,33,173.0,795,M,964119,EUR,942537600,D,33,33,False,36.0,26.0,1.0,,0.0,9.0,12.0,1.0,4.0,,,,,,90.0,64.0,5.3,0.102675,,0,,-0.14,0.08,-0.61,,17.0,24.0,5.0,,9.0,2.0,2.0,1.0,19.0,,,4.0,,2.0,,,,1.0,3.0,,,,4.0,1.0,1.0,1.0,,,,,,,,,,,
13981453,home,Udinese,Jürgen Ekkelenkamp,jurgen-ekkelenkamp,J. Ekkelenkamp,M,32,188.0,1146,M,904887,EUR,954892800,M,32,32,False,10.0,8.0,,,0.0,4.0,5.0,,,,,,,,59.0,19.0,6.6,0.0015353,,0,,-0.03,0.01,-0.15,,4.0,5.0,,,,4.0,,,2.0,,,,,,,2.0,2.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,
13981453,home,Udinese,Jesper Karlström,jesper-karlstrom,J. Karlström,M,8,179.0,729,M,227894,EUR,803692800,M,8,8,False,44.0,41.0,3.0,1.0,0.0,20.0,20.0,,4.0,,,,,,90.0,54.0,6.2,0.0176133,,0,,0.17,0.13,-0.44,,21.0,24.0,,,3.0,3.0,1.0,1.0,5.0,,,,,1.0,4.0,3.0,3.0,,1.0,,,,,,,,True,1.0,,,,,,,,,
13981453,home,Udinese,Oier Zarraga,oier-zarraga,O. Zarraga,M,6,175.0,217,M,1009661,EUR,915408000,M,6,6,False,40.0,38.0,1.0,,0.0,15.0,17.0,2.0,7.0,,,,,,90.0,54.0,6.8,0.0226708,,0,,0.23,0.25,-0.08,,23.0,23.0,2.0,3.0,6.0,5.0,2.0,1.0,8.0,,,,1.0,2.0,2.0,1.0,1.0,,1.0,,,,1.0,,1.0,,,,,,,,,,,,
13981453,home,Udinese,Arthur Atta,atta-arthur,A. Atta,M,14,189.0,2507,M,1444690,EUR,1042502400,M,14,14,False,42.0,36.0,1.0,,0.0,5.0,5.0,,2.0,,,,,,81.0,60.0,6.5,0.0399088,,4,,-0.09,0.47,-0.27,,31.0,37.0,1.0,,4.0,2.0,3.0,1.0,11.0,,,1.0,,1.0,1.0,,,2.0,1.0,,0.1006,-0.28,3.0,2.0,,1.0,,,3.0,1.0,0.0847,,,,,,
13981453,home,Udinese,Keinan Davis,keinan-davis,K. Davis,F,9,189.0,1417,M,830858,EUR,887328000,F,9,9,False,8.0,8.0,,,0.0,5.0,5.0,1.0,3.0,,,,,,59.0,14.0,6.5,0.00845539,,0,,0.16,0.05,-0.01,,3.0,3.0,,1.0,3.0,2.0,2.0,1.0,4.0,,,,,,,,,,1.0,,,,1.0,,1.0,1.0,,,,,,,,,,,
