match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_aerialWon,stat_duelWon,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_aerialLost,stat_duelLost,stat_outfielderBlock,stat_penaltyConceded,stat_fouls,captain,stat_totalCross,stat_accurateCross,stat_challengeLost,stat_dispossessed,stat_shotOffTarget,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_hitWoodwork,stat_goals,stat_totalOffside,player_sofascoreId,stat_blockedScoringAttempt,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceMissed,stat_penaltyWon
14083098,home,Getafe,David Soria,david-soria,D. Soria,G,13,192,676,M,604258,EUR,733881600,G,13,13,False,18.0,9.0,18.0,9.0,0.0,1.0,2.0,8.0,16.0,1.0,6.0,1.0,1.0,3.0,90.0,24.0,6.9,10.0,0.00446299,0.1457,0,0.2958,0.1,0.0,-0.08,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083098,home,Getafe,Kiko Femenía,kiko-femenia,K. Femenía,D,17,176,444,M,53739,EUR,665452800,D,17,17,False,15.0,10.0,2.0,1.0,0.0,4.0,5.0,6.0,10.0,,,,,,45.0,30.0,7.1,7.0,0.00892993,,0,,0.07,,0.16,,,,3.0,6.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083098,home,Getafe,Domingos Duarte,domingos-duarte,D. Duarte,D,22,191,695,M,576276,EUR,794793600,D,22,22,False,22.0,15.0,7.0,2.0,0.0,11.0,12.0,4.0,10.0,7.0,1.0,,,,90.0,33.0,6.3,7.0,0.00500734,,0,,0.04,0.01,-0.43,,,,2.0,3.0,1.0,1.0,,2.0,5.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083098,home,Getafe,Djené,djene,Djené,D,2,178,2527,M,307702,EUR,694137600,D,2,2,False,16.0,13.0,1.0,,0.0,10.0,10.0,3.0,6.0,1.0,6.0,,,,45.0,22.0,6.8,3.0,0.00068757,,0,,0.0,0.02,0.14,,,,2.0,4.0,,2.0,1.0,1.0,2.0,,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,
14083098,home,Getafe,Diego Rico,diego-rico,D. Rico,D,16,181,662,M,350560,EUR,730425600,D,16,16,False,24.0,16.0,5.0,1.0,0.0,6.0,7.0,10.0,17.0,1.0,4.0,,,,90.0,57.0,6.6,17.0,0.166607,,1,,0.3,0.05,-0.38,,,,1.0,4.0,2.0,1.0,,,3.0,,,,,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0568,1.0,-0.07,,,,,,,,,,,,,,,
14083098,home,Getafe,Juan Iglesias,juan-iglesias,J. Iglesias,D,21,185,520,M,949707,EUR,899424000,M,21,21,False,22.0,12.0,6.0,3.0,0.0,3.0,4.0,9.0,18.0,1.0,3.0,,,,90.0,56.0,7.3,22.0,0.140982,,0,,0.25,0.09,-0.1,,,,,9.0,,3.0,2.0,,6.0,,,2.0,,3.0,1.0,2.0,,,,2.0,4.0,,1.0,,4.0,2.0,,,,,,,,,,,,,
14083098,home,Getafe,Luis Milla,luis-milla,L. Milla,M,5,175,1429,M,811629,EUR,781488000,M,5,5,False,32.0,19.0,2.0,,1.0,6.0,7.0,13.0,25.0,,5.0,,,,89.0,64.0,6.7,31.0,0.205131,,1,,0.25,0.04,-0.04,,,,1.0,4.0,2.0,1.0,,1.0,4.0,,,,,13.0,2.0,1.0,1.0,,,4.0,,0.0255,1.0,-0.03,3.0,2.0,1.0,1.0,0.0407,,,,,,,,,,
14083098,home,Getafe,Mauro Arambarri,mauro-arambarri,M. Arambarri,M,8,175,1414,M,385888,EUR,812419200,M,8,8,False,25.0,20.0,1.0,1.0,0.0,8.0,8.0,12.0,17.0,1.0,5.0,,,,90.0,41.0,7.0,7.0,0.0116183,,2,,0.05,0.17,-0.1,,,,2.0,9.0,1.0,2.0,2.0,5.0,8.0,,,2.0,,,,1.0,,1.0,,2.0,3.0,0.0563,2.0,0.29,2.0,2.0,,1.0,0.5451,1.0,,,,,,,,,
14083098,home,Getafe,Coba da Costa,da-costa-coba-gomes,C. d. Costa,M,77,182,408,M,1392054,EUR,1027641600,M,20,20,False,13.0,9.0,,,0.0,2.0,2.0,7.0,11.0,,2.0,,,,45.0,23.0,6.6,10.0,0.00258702,,1,,-0.08,0.04,-0.01,,,,4.0,6.0,,1.0,,,4.0,,,2.0,,,,,1.0,1.0,,4.0,,0.1682,,-0.27,2.0,1.0,,,,,,,,,,,,,
14083098,home,Getafe,Borja Mayoral,borja-mayoral,B. Mayoral,F,9,182,2532,M,604954,EUR,860198400,F,9,9,False,22.0,17.0,,,0.0,6.0,6.0,11.0,16.0,1.0,4.0,,,,90.0,35.0,6.7,13.0,0.00927102,,1,,-0.12,0.12,-0.07,,,,3.0,3.0,,,,6.0,16.0,1.0,,3.0,,1.0,,3.0,4.0,,,3.0,,0.245,,0.51,,,,1.0,0.675,,1.0,,,,,,,,
