match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,player_sofascoreId,stat_goalAssist,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_bigChanceCreated,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_challengeLost,stat_outfielderBlock,stat_wonContest,stat_totalCross,stat_onTargetScoringAttempt,stat_interceptionWon,captain,stat_accurateCross,stat_shotOffTarget,stat_blockedScoringAttempt,stat_goals,stat_errorLeadToAGoal,stat_ownGoals,stat_bigChanceMissed,stat_totalOffside,stat_hitWoodwork
10390119,away,Lille,Lucas Chevalier,chevalier-lucas,L. Chevalier,G,30,188,21320,M,996953,EUR,1005004800,G,30,30,False,15.0,8.0,10.0,3.0,6.0,8.0,2.0,7.0,1.0,5.0,1.0,3.0,90.0,25.0,5.8,8.0,0.0,0.0,0.00024491,0,-1.2322,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,
10390119,away,Lille,Bafodé Diakité,bafode-diakite,B. Diakité,D,18,182,1863,M,962408,EUR,978739200,D,18,18,False,33.0,29.0,,,12.0,14.0,17.0,20.0,1.0,4.0,,,70.0,53.0,6.4,7.0,0.0827,0.0,0.0332874,2,,,,,,3.0,5.0,6.0,6.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,,1.0,,,1.0,1.0,,,1.0,,,
10390119,away,Lille,José Fonte,jose-fonte,J. Fonte,D,6,191,691,M,27622,EUR,440899200,D,6,6,False,62.0,55.0,2.0,1.0,34.0,36.0,21.0,26.0,2.0,4.0,,,90.0,75.0,6.9,8.0,0.2081,0.0,0.231405,3,,,,,,1.0,4.0,3.0,8.0,1.0,,,3.0,2.0,,1.0,,1.0,1.0,1.0,,,,,True,,2.0,1.0,,,,,,
10390119,away,Lille,Tiago Djaló,tiago-djalo,T. Djaló,D,35,190,2965,M,892735,EUR,955238400,D,3,3,False,62.0,59.0,3.0,3.0,40.0,41.0,19.0,21.0,1.0,6.0,,,90.0,69.0,6.4,4.0,0.1701,0.0,0.0149073,1,,,,,,,2.0,3.0,5.0,,2.0,,,,,2.0,2.0,,,,1.0,,,1.0,,,1.0,,,,,1.0,,
10390119,away,Lille,Ismaily,ismaily,Ismaily,D,,177,339,M,78352,EUR,632016000,D,31,31,False,40.0,35.0,1.0,1.0,12.0,13.0,23.0,28.0,,3.0,,,90.0,64.0,6.7,8.0,0.1186,0.1762,0.054693,2,,,,,,,1.0,2.0,5.0,1.0,2.0,,3.0,1.0,,,,1.0,,,1.0,1.0,1.0,1.0,,,,1.0,,,,1.0,,
10390119,away,Lille,Benjamin André,benjamin-andre,B. André,M,21,180,759,M,51665,EUR,649641600,M,21,21,False,49.0,36.0,1.0,,18.0,21.0,18.0,28.0,,7.0,,,86.0,62.0,6.6,16.0,0.0,0.0,0.0650171,0,,,,,,1.0,1.0,7.0,7.0,1.0,,,5.0,3.0,2.0,1.0,2.0,,3.0,,,,,1.0,,,,,,,,,1.0,
10390119,away,Lille,Jonas Martin,jonas-martin,J. Martin,M,90,184,95,M,123264,EUR,639619200,M,8,8,False,30.0,25.0,,,15.0,15.0,10.0,16.0,,2.0,,,45.0,35.0,6.2,6.0,0.0,0.0,0.00666875,0,,,,,,,,6.0,2.0,,,,1.0,1.0,,1.0,3.0,,3.0,,,1.0,,,,,,,,,,,,
10390119,away,Lille,Adam Ounas,adam-ounas,A. Ounas,M,10,172,8650,M,818440,EUR,847670400,M,11,11,False,46.0,39.0,4.0,4.0,5.0,5.0,36.0,63.0,,5.0,,,90.0,86.0,7.7,33.0,0.1137,0.0,0.420451,2,,,,ounas_11,,,1.0,7.0,7.0,2.0,7.0,,,,,2.0,2.0,3.0,,,4.0,22.0,,1.0,,2.0,2.0,,,,,,,1.0
10390119,away,Lille,Angel Gomes,angel-gomes,A. Gomes,M,47,168,3430,M,867441,EUR,967680000,M,20,20,False,35.0,30.0,3.0,2.0,9.0,10.0,22.0,27.0,,3.0,,,70.0,47.0,6.6,8.0,0.1979,0.0,0.0699871,3,,,,,,2.0,,7.0,3.0,1.0,1.0,,1.0,,1.0,1.0,3.0,,1.0,,1.0,2.0,,1.0,,1.0,2.0,1.0,,,,,,
10390119,away,Lille,Jonathan Bamba,jonathan-bamba,J. Bamba,F,19,175,1936,M,595576,EUR,827798400,M,7,7,False,33.0,28.0,1.0,,7.0,9.0,22.0,30.0,,2.0,,,90.0,54.0,6.2,18.0,0.0169,0.0,0.467562,1,,,,,1.0,1.0,1.0,10.0,2.0,3.0,5.0,1.0,,,,1.0,1.0,2.0,,,,6.0,,1.0,,1.0,,1.0,,,,,,
10390119,away,Lille,Jonathan David,jonathan-david,J. David,F,30,180,21023,M,935564,EUR,947808000,F,9,9,False,17.0,15.0,,,4.0,4.0,11.0,13.0,,2.0,,,90.0,29.0,7.8,5.0,1.2243,0.7707,0.0433732,5,,,,jodavid,,4.0,,6.0,2.0,,1.0,,1.0,1.0,2.0,1.0,,2.0,1.0,,,,3.0,,,,2.0,,1.0,,,,,1.0
10390119,away,Lille,Rémy Cabella,remy-cabella,R. Cabella,M,20,171,1177,M,72998,EUR,636854400,M,10,10,True,54.0,43.0,2.0,,3.0,3.0,41.0,56.0,,7.0,,,45.0,67.0,7.7,18.0,0.0,0.0,1.06301,0,,,,,,,,2.0,3.0,,3.0,2.0,2.0,,1.0,,,4.0,,,1.0,5.0,,,,1.0,,,,,,,,
10390119,away,Lille,Akim Zedadka,akim-zedadka,A. Zedadka,D,80,173,1095,M,558524,EUR,801792000,D,13,13,True,19.0,17.0,,,4.0,4.0,13.0,16.0,,4.0,,,20.0,22.0,6.6,3.0,0.0,0.0,0.523858,0,,,,,,,,1.0,2.0,,,,,,,2.0,,2.0,1.0,,,1.0,,,,,,,,,,,,
10390119,away,Lille,André Gomes,andre-gomes,A. Gomes,M,26,188,1679,M,235460,EUR,743990400,M,28,28,True,20.0,19.0,1.0,1.0,,,19.0,21.0,,2.0,,,20.0,28.0,6.9,4.0,0.0315,0.0,0.0323777,1,,,,,,,,2.0,3.0,1.0,2.0,,2.0,1.0,,,,,,,1.0,1.0,,,,,,1.0,,,,,,
10390119,away,Lille,Mohamed Bayo,mohamed-bayo,M. Bayo,F,9,188,4444,M,909318,EUR,896918400,F,27,27,True,1.0,1.0,,,1.0,1.0,,,,,,,9.0,1.0,6.4,,0.0,0.0,7.231e-05,0,,,,mohamedbayo27,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
10390119,away,Lille,Léo Jardim,leo-jardim,L. Jardim,G,1,188,5877,M,595598,EUR,795657600,G,1,1,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,leocjardim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10390119,away,Lille,Gabriel Gudmundsson,gabriel-gudmundsson,G. Gudmundsson,D,3,181,1194,M,834308,EUR,925344000,D,5,5,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10390119,away,Lille,Alexsandro Ribeiro,alexsandro-ribeiro,A. Ribeiro,D,4,192,4572,M,1049775,EUR,934156800,D,4,4,True,,,,,,,,,,,,,,,,,,0.0,,0,,Alexsandro Ribeiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10390119,away,Lille,Leny Yoro,leny-yoro,L. Yoro,D,15,190,20033,M,1153315,EUR,1131840000,D,15,15,True,,,,,,,,,,,,,,,,,,0.0,,0,,Leny Yoro,,YL15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10390119,away,Lille,Timothy Weah,weah-timothy,T. Weah,M,22,185,11671,M,855810,EUR,951177600,F,22,22,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,timothyweah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
