match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_bigChanceCreated,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_interceptionWon,stat_fouls,stat_hitWoodwork,stat_outfielderBlock,stat_wonContest,stat_shotOffTarget,stat_blockedScoringAttempt,captain,stat_onTargetScoringAttempt,stat_goals,player_sofascoreId,stat_bigChanceMissed,stat_penaltyWon,stat_totalOffside,stat_penaltyFaced,stat_penaltyConceded,stat_errorLeadToAShot,stat_goalAssist
11409185,home,Vizela,Fabijan Buntić,,,fabijan-buntic,F. Buntić,G,97,194,2915,M,827377,EUR,856742400,G,97,97,False,19.0,16.0,8.0,5.0,13.0,14.0,3.0,5.0,13.0,1.0,3.0,4.0,90.0,33.0,7.1,3.0,0.0,0.0,0.003217,0,0.252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409185,home,Vizela,Tomás Silva,,,tomas-silva,Tomás,D,10,172,134,M,1176102,EUR,939945600,D,82,82,False,37.0,26.0,5.0,1.0,16.0,21.0,14.0,22.0,7.0,,,,90.0,60.0,6.9,16.0,0.0,0.0,0.434114,0,,6.0,4.0,1.0,2.0,5.0,5.0,2.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,
11409185,home,Vizela,Bruno Wilson,,,bruno-wilson,B. Wilson,D,,192,89,M,830293,EUR,851644800,D,3,3,False,28.0,23.0,5.0,2.0,18.0,19.0,5.0,9.0,2.0,,,,90.0,37.0,6.4,7.0,0.0,0.0,0.00106686,0,,,,1.0,,3.0,1.0,,,,,2.0,1.0,1.0,2.0,,,2.0,2.0,,,,,,,,,,,,,,,,
11409185,home,Vizela,Anderson,,,anderson,Anderson,D,3,185,60,M,922629,EUR,794102400,D,5,5,False,22.0,19.0,2.0,2.0,13.0,14.0,6.0,8.0,4.0,,,,90.0,35.0,6.9,3.0,0.0,0.0,0.00253436,0,,,,,1.0,5.0,3.0,3.0,,,,5.0,2.0,2.0,,,,2.0,2.0,1.0,2.0,,,,,,,,,,,,,,
11409185,home,Vizela,Matheus Pereira,,,matheus-pereira,M. Pereira,M,3,172,198,M,1016898,EUR,977356800,D,6,6,False,38.0,22.0,10.0,1.0,10.0,12.0,12.0,28.0,5.0,,,,90.0,70.0,6.4,27.0,0.026,0.0,0.0583414,1,,2.0,,,,4.0,3.0,1.0,2.0,1.0,,3.0,1.0,1.0,4.0,1.0,,,1.0,,2.0,1.0,1.0,,,,,,,,,,,,
11409185,home,Vizela,Rafael Bustamante,,,rafael-bustamante,R. Bustamante,M,5,176,34,M,934421,EUR,938822400,M,12,12,False,27.0,22.0,2.0,1.0,11.0,14.0,11.0,13.0,7.0,,,,67.0,38.0,6.6,9.0,0.0,0.0,0.0490235,0,,,,,,5.0,1.0,2.0,1.0,2.0,,,,,2.0,,2.0,,1.0,,1.0,1.0,,,,,,,,,,,,,
11409185,home,Vizela,Aleksandar Busnić,,,aleksandar-busnic,A. Busnić,M,22,191,34,M,905761,EUR,881193600,M,22,22,False,23.0,20.0,4.0,2.0,16.0,17.0,4.0,6.0,4.0,,,,86.0,38.0,6.7,3.0,0.0,0.0,0.00472878,0,,,,1.0,1.0,4.0,6.0,2.0,,1.0,,3.0,4.0,1.0,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,
11409185,home,Vizela,Nuno Moreira,,,nuno-moreira,N. Moreira,M,17,173,4313,M,851285,EUR,929491200,M,79,79,False,14.0,9.0,1.0,,3.0,5.0,7.0,10.0,6.0,,,,58.0,27.0,6.1,11.0,0.034,0.0,0.0150767,1,,1.0,1.0,,,6.0,2.0,,1.0,4.0,,,1.0,1.0,1.0,1.0,,,1.0,,,,,1.0,,,,,,,,,,,
11409185,home,Vizela,Samu,,,samu,Samu,M,20,170,212,M,785808,EUR,830044800,M,20,20,False,40.0,30.0,5.0,2.0,11.0,13.0,19.0,28.0,7.0,,,,90.0,57.0,7.1,14.0,0.8572,0.9907,0.195928,3,,1.0,,,,6.0,5.0,2.0,1.0,2.0,,1.0,2.0,,1.0,1.0,,,3.0,,,2.0,,2.0,True,1.0,1.0,,,,,,,,
11409185,home,Vizela,Matías Lacava,,,matias-lacava,M. Lacava,F,36,167,825,M,1016029,EUR,1034208000,M,17,17,False,16.0,15.0,,,8.0,9.0,7.0,7.0,6.0,,,,58.0,25.0,6.6,5.0,0.0851,0.0598,0.00354135,1,,,,2.0,,6.0,3.0,1.0,2.0,,,,3.0,3.0,2.0,,,,2.0,,,,,,,1.0,,,,,,,,,
