match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalClearance,stat_ballRecovery,stat_minutesPlayed,stat_touches,stat_rating,stat_totalShots,player_jerseyNumber,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalCross,stat_outfielderBlock,stat_interceptionWon,stat_possessionLostCtrl,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_shotOffTarget,stat_totalTackle,stat_fouls,stat_keyPass,player_firstName,player_lastName,stat_accurateCross,stat_totalContest,stat_blockedScoringAttempt,stat_wasFouled,stat_wonContest,stat_unsuccessfulTouch,stat_wonTackle,stat_goalAssist,stat_onTargetScoringAttempt,stat_dispossessed,stat_bigChanceMissed,captain,stat_bigChanceCreated,stat_goals,stat_totalOffside,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches
10438188,home,Rio Ave,Jhonatan,jhonatan,Jhonatan,G,189,96,M,798688,EUR,673660800,G,18,18,False,15.0,15.0,4.0,4.0,15.0,15.0,1.0,5.0,90.0,20.0,6.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438188,home,Rio Ave,Renato Pantalon,renato-pantalon,R. Pantalon,D,196,88,M,826561,EUR,877910400,D,42,42,False,29.0,27.0,7.0,6.0,11.0,12.0,,2.0,37.0,33.0,6.7,0,84,16.0,18.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438188,home,Rio Ave,Aderllan Santos,aderllan-santos,A. Santos,D,193,103,M,129617,EUR,608083200,D,33,33,False,79.0,72.0,10.0,7.0,31.0,34.0,2.0,12.0,90.0,87.0,6.8,1,33,41.0,45.0,,1.0,1.0,7.0,2.0,8.0,7.0,9.0,2.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,
10438188,home,Rio Ave,Patrick William,patrick-william,P. William,D,186,83,M,921624,EUR,865296000,D,4,4,False,59.0,52.0,4.0,4.0,21.0,24.0,4.0,5.0,90.0,81.0,6.5,1,,33.0,39.0,4.0,,1.0,14.0,2.0,4.0,8.0,6.0,,,,4.0,2.0,,,2.0,2.0,1.0,2.0,,,,,,,,,,,,,,,
10438188,home,Rio Ave,Paulo Vitor,paulo-vitor,P. Vitor,M,170,121,M,881153,EUR,930182400,M,93,93,False,27.0,25.0,2.0,1.0,6.0,7.0,,3.0,45.0,47.0,6.4,2,7,19.0,24.0,4.0,,2.0,8.0,,,2.0,2.0,,,,1.0,,,,,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,
10438188,home,Rio Ave,Andreas Samaris,andreas-samaris,A. Samaris,M,189,309,,108398,EUR,613699200,M,30,30,False,58.0,51.0,9.0,7.0,19.0,23.0,1.0,5.0,79.0,66.0,6.6,1,,32.0,35.0,,,,7.0,,2.0,6.0,6.0,4.0,1.0,2.0,2.0,,,,,,,2.0,,,2.0,,,,,,,,,,,,
10438188,home,Rio Ave,Gonçalo Rodrigues,goncalo-rodrigues,G. Rodrigues,M,168,231,M,357740,EUR,869184000,M,6,6,False,58.0,53.0,6.0,5.0,10.0,10.0,,6.0,90.0,74.0,8.1,2,16,48.0,53.0,5.0,,,6.0,1.0,,5.0,5.0,1.0,1.0,2.0,3.0,5.0,,,5.0,1.0,,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,
10438188,home,Rio Ave,Fábio Ronaldo,fabio-ronaldo,F. Ronaldo,F,178,236,M,1134514,EUR,988416000,M,77,77,False,22.0,18.0,2.0,,7.0,7.0,,5.0,90.0,46.0,5.9,2,11,11.0,18.0,3.0,,,14.0,1.0,,8.0,4.0,1.0,2.0,1.0,,,,,,6.0,,1.0,2.0,1.0,1.0,,,2.0,1.0,,,,,,,,
10438188,home,Rio Ave,Ukra,ukra,Ukra,M,175,54,M,59586,EUR,574473600,F,17,17,False,26.0,23.0,,,5.0,5.0,,4.0,79.0,54.0,6.9,0,,19.0,35.0,14.0,,,20.0,,2.0,5.0,4.0,1.0,,1.0,1.0,2.0,Ukra,,1.0,2.0,,1.0,,,1.0,,,1.0,,True,1.0,,,,,,
10438188,home,Rio Ave,Leonardo Ruiz,leonardo-ruiz,L. Ruiz,F,185,112,M,605426,EUR,829785600,F,9,9,False,14.0,13.0,,,5.0,5.0,,1.0,90.0,26.0,7.7,7,17,8.0,9.0,,,,6.0,1.0,2.0,5.0,2.0,,4.0,,3.0,,,,,,,,,4.0,,,3.0,1.0,,,,1.0,1.0,,,,
10438188,home,Rio Ave,Bruno Ventura,ventura-bruno,B. Ventura,M,172,22,M,1087301,EUR,983232000,F,11,11,False,20.0,15.0,1.0,1.0,3.0,3.0,,,68.0,26.0,6.6,2,10,12.0,18.0,1.0,,,7.0,,,3.0,,,1.0,,2.0,1.0,Bruno,Ventura,,,1.0,,,,,,,1.0,,,,,,,,,
10438188,home,Rio Ave,Sávio,savio,Sávio,D,175,141,M,866369,EUR,801532800,D,16,16,True,52.0,46.0,5.0,4.0,6.0,7.0,1.0,3.0,53.0,63.0,8.0,0,16,42.0,51.0,6.0,1.0,,10.0,,,,1.0,,,1.0,,4.0,,,2.0,,,,,,,1.0,,,,,1.0,,,,,,
10438188,home,Rio Ave,Emmanuel Boateng,emmanuel-boateng,E. Boateng,F,175,588,M,580392,EUR,832809600,F,22,22,True,7.0,7.0,,,3.0,3.0,,,45.0,11.0,7.3,3,9,4.0,4.0,,,,1.0,1.0,3.0,3.0,3.0,,,,2.0,1.0,,,,,2.0,,,,,,1.0,,,,,1.0,,,,,
10438188,home,Rio Ave,Hernâni,hernani,Hernâni,F,181,163,M,143587,EUR,682646400,M,27,27,True,7.0,5.0,2.0,2.0,1.0,1.0,,1.0,22.0,12.0,6.7,1,27,4.0,7.0,1.0,,,5.0,,,1.0,1.0,,1.0,,,,,,,2.0,,,1.0,1.0,,,,,,,,,1.0,,,,
10438188,home,Rio Ave,Miguel Baeza,miguel-baeza,M. Baeza,M,177,123,M,902051,EUR,954115200,M,15,15,True,8.0,8.0,,,2.0,2.0,,,11.0,12.0,6.4,0,8,6.0,6.0,,,,1.0,,,2.0,1.0,,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,
10438188,home,Rio Ave,Jorge Karseladze,karse,Karse,M,175,48,M,1605334,EUR,1111104000,D,81,81,True,4.0,3.0,1.0,,,,,,11.0,20.0,6.3,0,23,3.0,7.0,3.0,,,6.0,2.0,,4.0,2.0,1.0,,,,,Jorge Karseladze,,,3.0,,,2.0,,,,,,,,,,,,,,
10438188,home,Rio Ave,Lucas Flores,flores-lucas,L. Flores,G,196,32,M,1170703,EUR,1025740800,G,40,40,True,,,,,,,,,,,,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
