match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_blockedScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,player_sofascoreId,stat_aerialLost,stat_totalContest,stat_bigChanceMissed,stat_shotOffTarget,stat_hitWoodwork,stat_interceptionWon,stat_unsuccessfulTouch,stat_challengeLost,stat_wonContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,captain,stat_totalOffside,stat_goals,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_ownGoals,stat_errorLeadToAShot
12504398,home,Cagliari,Elia Caprile,,,elia-caprile,E. Caprile,G,1,191.0,1685,M,947954,EUR,998697600,G,25,25,False,33.0,23.0,22.0,12.0,0.0,15.0,18.0,8.0,15.0,7.0,90.0,35.0,6.6,10.0,0.00151705,0,-0.2452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504398,home,Cagliari,Gabriele Zappa,,,gabriele-zappa,G. Zappa,D,28,183.0,617,M,927304,EUR,945820800,D,28,28,False,27.0,18.0,6.0,3.0,0.0,9.0,11.0,11.0,19.0,3.0,90.0,45.0,7.2,12.0,0.167025,1,,3.0,2.0,3.0,2.0,6.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0799,2.0,,,,,,,,,,,,,,,,,,,,,
12504398,home,Cagliari,Yerry Mina,,,yerry-mina,Y. Mina,D,26,195.0,5988,M,360396,EUR,780278400,D,26,26,False,44.0,41.0,5.0,3.0,0.0,33.0,34.0,8.0,10.0,2.0,90.0,58.0,6.9,5.0,0.0090342,1,,,,1.0,3.0,4.0,,,7.0,,1.0,1.0,2.0,1.0,0.2988,,yerrymina,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
12504398,home,Cagliari,Sebastiano Luperto,,,sebastiano-luperto,S. Luperto,D,6,191.0,784,M,352736,EUR,841968000,D,6,6,False,33.0,27.0,3.0,,0.0,22.0,24.0,5.0,9.0,5.0,90.0,41.0,6.7,6.0,0.00104403,0,,,,1.0,2.0,2.0,,,4.0,1.0,1.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,
12504398,home,Cagliari,Tommaso Augello,,,tommaso-augello,T. Augello,M,3,181.0,354,M,596736,EUR,778204800,D,3,3,False,37.0,26.0,7.0,1.0,0.0,16.0,21.0,13.0,21.0,9.0,90.0,60.0,7.4,17.0,0.169185,0,,5.0,3.0,1.0,1.0,3.0,,,4.0,,1.0,,,,,4.0,,,1.0,,,,,2.0,1.0,1.0,2.0,,,,,,,,,,
12504398,home,Cagliari,Nadir Zortea,,,zortea-nadir,N. Zortea,M,20,187.0,1108,M,928104,EUR,929750400,M,19,19,False,20.0,12.0,1.0,,0.0,6.0,9.0,6.0,11.0,5.0,90.0,36.0,6.5,14.0,0.00605649,2,,,,2.0,7.0,4.0,2.0,,1.0,,,,1.0,3.0,0.1335,,,2.0,1.0,,2.0,,1.0,3.0,,1.0,,,,,,,,,,,
12504398,home,Cagliari,Michel Adopo,,,michel-ndary-adopo,M. N. Adopo,M,8,187.0,534,M,928777,EUR,963964800,M,8,8,False,27.0,26.0,1.0,1.0,0.0,14.0,14.0,12.0,13.0,4.0,84.0,40.0,7.3,4.0,0.0270242,1,,,,,3.0,6.0,1.0,,,1.0,6.0,4.0,,,0.1127,2.0,,,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,
12504398,home,Cagliari,Antoine Makoumbou,,,antoine-makoumbou,A. Makoumbou,M,29,186.0,535,M,920391,EUR,900720000,M,29,29,False,39.0,37.0,1.0,1.0,0.0,28.0,28.0,9.0,11.0,4.0,85.0,54.0,7.0,3.0,0.00642689,0,,,,,6.0,5.0,,,2.0,,3.0,1.0,,3.0,,,,2.0,3.0,,,,4.0,,,2.0,,,,,,,,,,,
12504398,home,Cagliari,Mattia Felici,,,felici-mattia,M. Felici,M,17,180.0,329,M,975811,EUR,987465600,M,97,97,False,15.0,11.0,1.0,1.0,0.0,3.0,6.0,10.0,15.0,1.0,69.0,35.0,6.7,17.0,0.0275671,2,,6.0,2.0,1.0,9.0,3.0,2.0,,,,,,1.0,1.0,0.1089,1.0,,2.0,5.0,,,,,2.0,,1.0,1.0,2.0,0.3613,,,,,,,,
12504398,home,Cagliari,Nicolas Viola,,,nicolas-viola,N. Viola,F,10,180.0,280,M,21608,EUR,624153600,F,10,10,False,11.0,9.0,2.0,1.0,0.0,3.0,3.0,6.0,9.0,,54.0,24.0,6.7,3.0,0.0166768,4,,1.0,,1.0,1.0,4.0,,2.0,,,1.0,,2.0,,0.3164,,,1.0,,1.0,2.0,,,,,,,,,True,,,,,,,
