match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAShot,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_hitWoodwork,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_challengeLost,captain,stat_outfielderBlock,stat_totalOffside,stat_blockedScoringAttempt,stat_penaltyWon,stat_dispossessed,player_firstName,player_lastName,stat_accurateCross,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_keyPass,stat_goals,player_sofascoreId,stat_penaltyFaced,stat_bigChanceMissed,stat_penaltyConceded
11540888,home,Kayserispor,Onurcan Piri,onurcan-piri,O. Piri,G,1,190,61,M,213542,EUR,780710400,G,1,1,False,35.0,18.0,26.0,10.0,0.0,11.0,12.0,7.0,23.0,2.0,11.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,90.0,45.0,6.6,18.0,0.00148842,0,-0.0904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11540888,home,Kayserispor,Gökhan Sazdağı,gokhan-sazdagi,G. Sazdağı,D,25,179,949,M,595396,EUR,780019200,D,11,11,False,39.0,25.0,5.0,3.0,0.0,8.0,9.0,17.0,33.0,3.0,5.0,,,,,,,,90.0,87.0,7.1,27.0,0.0133502,2,,3.0,3.0,6.0,7.0,15.0,6.0,3.0,2.0,1.0,3.0,3.0,1.0,2.0,3.0,1.0,0.0412,,,,,,,,,,,,,,,,,,,
11540888,home,Kayserispor,Julian Jeanvier,julian-jeanvier,J. Jeanvier,D,,183,619,M,250477,EUR,702000000,D,92,92,False,36.0,32.0,6.0,2.0,0.0,26.0,26.0,6.0,10.0,3.0,3.0,,,,,,,,90.0,44.0,6.2,5.0,0.00252224,0,,,,,2.0,2.0,,,,,,1.0,,1.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,
11540888,home,Kayserispor,Dimitris Kolovetsios,dimitris-kolovetsios,D. Kolovetsios,D,,183,103,M,68228,EUR,687571200,D,4,4,False,27.0,24.0,2.0,,0.0,21.0,23.0,3.0,4.0,4.0,,,,,,,,,90.0,32.0,6.2,3.0,0.0011057,0,,,1.0,,1.0,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
11540888,home,Kayserispor,Lionel Carole,lionel-carole,L. Carole,D,23,180,84,M,122922,EUR,671414400,D,23,23,False,33.0,22.0,8.0,4.0,0.0,13.0,16.0,9.0,17.0,9.0,3.0,,,,,,,,90.0,54.0,6.8,12.0,0.00504439,0,,,2.0,3.0,3.0,4.0,,,,,2.0,,,,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,
11540888,home,Kayserispor,Mehdi Bourabia,mehdi-bourabia,M. Bourabia,M,,183,403,M,98003,EUR,681523200,M,10,10,False,29.0,20.0,4.0,1.0,0.0,10.0,12.0,10.0,17.0,5.0,4.0,,,,,,,,90.0,45.0,7.5,9.0,0.00487476,3,,,3.0,3.0,4.0,8.0,3.0,3.0,2.0,,2.0,,,,2.0,1.0,0.0402,,,,,1.0,1.0,,,,,,,,,,,,,
11540888,home,Kayserispor,Kartal Kayra Yılmaz,kartal-kayra-yilmaz,K. K. Yılmaz,M,17,177,1057,M,966811,EUR,973296000,M,8,8,False,20.0,15.0,3.0,2.0,0.0,8.0,8.0,7.0,12.0,2.0,3.0,,,,,,,,89.0,27.0,6.3,7.0,0.00566897,0,,,1.0,,4.0,2.0,1.0,,,,1.0,,,,2.0,,,1.0,,,,,,1.0,,,,,,,,,,,,
11540888,home,Kayserispor,Aylton Boa Morte,aylton-boa-morte,A. B. Morte,M,10,182,83,M,883918,EUR,748742400,M,70,70,False,11.0,7.0,1.0,,0.0,3.0,4.0,4.0,7.0,1.0,1.0,,,,,,,,79.0,21.0,6.1,8.0,0.00265245,0,,,2.0,,4.0,2.0,1.0,,,,,1.0,,2.0,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,
11540888,home,Kayserispor,Miguel Cardoso,miguel-cardoso,M. Cardoso,M,7,176,326,M,344009,EUR,771984000,M,7,7,False,22.0,14.0,2.0,2.0,1.0,7.0,8.0,8.0,16.0,,2.0,,,,,,,,90.0,36.0,6.7,16.0,0.225103,1,,2.0,3.0,,12.0,2.0,4.0,1.0,,,1.0,,,,1.0,1.0,0.2454,1.0,,,,,,4.0,,,1.0,1.0,1.0,0.4246,2.0,,,,,
11540888,home,Kayserispor,Carlos Mané,carlos-mane,C. Mané,M,20,172,381,M,859748,EUR,763344000,M,20,20,False,22.0,14.0,2.0,,0.0,7.0,10.0,7.0,14.0,2.0,3.0,,,,,,,,88.0,33.0,7.9,12.0,0.00610424,2,,2.0,,2.0,4.0,4.0,2.0,1.0,,,,1.0,1.0,,,2.0,1.1818,,,,,,,1.0,,,,,2.0,1.7433,,2.0,,,,
