match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,player_firstName,player_lastName,stat_outfielderBlock,stat_wasFouled,stat_blockedScoringAttempt,stat_goalAssist,stat_bigChanceCreated,stat_errorLeadToAShot,stat_keyPass,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,captain,stat_hitWoodwork,stat_bigChanceMissed,player_sofascoreId
10433942,home,MKE Ankaragücü,Gökhan Akkan,gokhan-akkan,G. Akkan,G,22,188.0,109,M,225012,EUR,788918400,G,32,32,False,24.0,10.0,16.0,2.0,10.0,12.0,12.0,2.0,2.0,2.0,2.0,5.0,16.0,4.0,7.0,3.0,3.0,2.0,90.0,47.0,7.3,14.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433942,home,MKE Ankaragücü,Kévin Malcuit,kevin-malcuit,K. Malcuit,D,,178.0,215,,115666,EUR,680918400,D,24,24,False,34.0,24.0,4.0,1.0,14.0,17.0,18.0,4.0,4.0,7.0,1.0,3.0,4.0,,,,,,90.0,49.0,6.0,13.0,1,11.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
10433942,home,MKE Ankaragücü,Arda Kızıldağ,arda-kizildag,A. Kızıldağ,D,4,187.0,127,M,904228,EUR,908409600,D,37,37,False,36.0,29.0,5.0,1.0,24.0,29.0,7.0,,4.0,2.0,2.0,6.0,5.0,,,,,,90.0,53.0,6.1,8.0,0,5.0,,,1.0,,,,,3.0,1.0,1.0,,1.0,,,2.0,1.0,,,,,,,,,,,,
10433942,home,MKE Ankaragücü,Nihad Mujakić,nihad-mujakic,N. Mujakić,D,5,189.0,775,M,858004,EUR,892598400,D,18,18,False,53.0,46.0,7.0,4.0,30.0,35.0,18.0,2.0,5.0,5.0,3.0,3.0,10.0,,,,,,90.0,67.0,6.0,9.0,0,16.0,,,,1.0,2.0,2.0,,2.0,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,
10433942,home,MKE Ankaragücü,Hasan Ali Kaldırım,hasan-ali-kaldirim,H. A. Kaldırım,D,3,182.0,94,M,39847,EUR,629164800,D,33,33,False,14.0,10.0,1.0,,8.0,9.0,8.0,1.0,3.0,3.0,2.0,1.0,3.0,,,,,,45.0,26.0,6.1,8.0,1,2.0,3.0,,,,,,,,2.0,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,
10433942,home,MKE Ankaragücü,Taylan Antalyalı,taylan-antalyali,T. Antalyalı,M,14,180.0,286,M,190197,EUR,789523200,M,48,48,False,35.0,28.0,5.0,3.0,15.0,19.0,16.0,1.0,6.0,4.0,2.0,1.0,4.0,,,,,,81.0,49.0,6.8,11.0,0,13.0,,,3.0,,1.0,,,3.0,,,3.0,,,,,3.0,,1.0,1.0,1.0,3.0,,,,,,,
10433942,home,MKE Ankaragücü,Lamine Diack,lamine-diack,L. Diack,M,25,186.0,193,M,982317,EUR,974246400,M,14,14,False,18.0,18.0,,,11.0,11.0,7.0,,5.0,2.0,1.0,,4.0,,,,,,45.0,26.0,6.6,1.0,0,7.0,,,2.0,,1.0,1.0,,1.0,1.0,1.0,1.0,3.0,,,,,,,,,1.0,,,,,,,
10433942,home,MKE Ankaragücü,Andrej Đokanović,andrej-dokanovic,A. Đokanović,M,88,177.0,78,M,985366,EUR,983404800,M,16,16,False,46.0,38.0,5.0,2.0,25.0,26.0,20.0,,6.0,5.0,3.0,2.0,9.0,,,,,,90.0,61.0,6.4,13.0,0,13.0,,,1.0,,2.0,1.0,,,2.0,2.0,4.0,1.0,,,1.0,2.0,,,,,,,,,,,,
10433942,home,MKE Ankaragücü,Milson,milson,Milson,M,77,170.0,4189,M,939721,EUR,939686400,F,70,70,False,12.0,8.0,1.0,,2.0,3.0,11.0,1.0,6.0,3.0,1.0,,4.0,,,,,,64.0,28.0,6.8,13.0,2,6.0,2.0,,,,5.0,,,,2.0,1.0,1.0,,,,,1.0,1.0,,,,,1.0,1.0,1.0,,,,
10433942,home,MKE Ankaragücü,Ali Sowe,ali-sowe,A. Sowe,F,9,186.0,1037,M,238394,EUR,771552000,F,22,22,False,18.0,14.0,1.0,1.0,7.0,7.0,11.0,1.0,11.0,4.0,1.0,1.0,2.0,,,,,,90.0,30.0,6.9,7.0,3,7.0,,,7.0,,3.0,2.0,1.0,,,,2.0,2.0,,,,1.0,,,,,1.0,2.0,,,,,,
10433942,home,MKE Ankaragücü,Ghayas Zahid,ghayas-zahid,G. Zahid,M,29,173.0,472,M,252121,EUR,785116800,F,19,19,False,11.0,10.0,,,2.0,2.0,14.0,,2.0,2.0,,,2.0,,,,,,45.0,25.0,7.5,9.0,2,10.0,5.0,2.0,,2.0,1.0,1.0,1.0,,1.0,1.0,3.0,,,,,,,,,,2.0,1.0,,,True,1.0,,
10433942,home,MKE Ankaragücü,Stelios Kitsiou,stelios-kitsiou,S. Kitsiou,D,70,173.0,90,M,189627,EUR,749174400,D,17,17,True,20.0,17.0,3.0,1.0,11.0,13.0,9.0,,1.0,5.0,1.0,2.0,3.0,,,,,,45.0,36.0,6.8,7.0,1,6.0,2.0,,,,1.0,1.0,,1.0,3.0,3.0,1.0,,,,,1.0,,,,,,1.0,,,,,,
10433942,home,MKE Ankaragücü,Matěj Hanousek,matej-hanousek,M. Hanousek,D,23,182.0,56,M,320905,EUR,738979200,D,5,5,True,16.0,9.0,1.0,,5.0,9.0,10.0,,3.0,,1.0,,3.0,,,,,,45.0,35.0,6.1,11.0,0,5.0,3.0,1.0,1.0,,1.0,,,,,,,,,,,,,,1.0,,1.0,,,,,,,
