match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_totalTackle,stat_wonTackle,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_duelLost,stat_challengeLost,stat_totalClearance,stat_interceptionWon,stat_totalContest,stat_wonContest,stat_fouls,stat_keyPass,stat_aerialWon,stat_shotOffTarget,stat_dispossessed,stat_totalCross,stat_accurateCross,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_wasFouled,stat_outfielderBlock,stat_aerialLost,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_totalOffside,player_sofascoreId,stat_hitWoodwork,stat_bigChanceCreated,stat_goals,stat_goodHighClaim,stat_errorLeadToAShot,stat_goalAssist
10389793,home,RC Strasbourg,Matz Sels,matz-sels,M. Sels,G,26,188,2413,M,78152,EUR,699062400,G,1,1,False,True,8.0,6.0,5.0,3.0,5.0,6.0,1.0,2.0,2.0,6.0,2.0,2.0,1.0,1.0,90.0,15.0,6.7,2.0,0.0,0.0,0.00583191,0,-0.6707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389793,home,RC Strasbourg,Ismael Doukouré,ismael-doukoure,I. Doukouré,D,6,183,1100,M,1049517,EUR,1059004800,D,29,29,False,,28.0,23.0,3.0,2.0,20.0,22.0,3.0,6.0,2.0,3.0,2.0,1.0,,,90.0,34.0,6.6,5.0,0.0,0.0,0.00160797,0,,Ismael Doukoure,,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
10389793,home,RC Strasbourg,Gerzino Nyamsi,gerzino-nyamsi,G. Nyamsi,D,5,193,756,M,901470,EUR,853891200,D,22,22,False,,45.0,40.0,6.0,1.0,33.0,33.0,7.0,12.0,5.0,7.0,3.0,2.0,,,90.0,51.0,6.8,5.0,0.0,0.0,0.00412084,0,,,,2.0,1.0,1.0,,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
10389793,home,RC Strasbourg,Lucas Perrin,lucas-perrin,L. Perrin,D,4,187,210,M,941077,EUR,911433600,D,5,5,False,,38.0,36.0,,,26.0,27.0,10.0,11.0,2.0,1.0,1.0,,,,90.0,42.0,6.4,3.0,0.0659,0.0,0.0031155,1,,,,2.0,1.0,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
10389793,home,RC Strasbourg,Colin Dagba,dagba-colin,C. Dagba,D,2,168,499,M,941300,EUR,905299200,M,2,2,False,,13.0,13.0,,,2.0,2.0,11.0,11.0,,1.0,,,,,66.0,21.0,6.2,2.0,0.0,0.0,0.0071541,0,,,,4.0,2.0,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,
10389793,home,RC Strasbourg,Habib Diarra,habib-diarra,H. Diarra,M,19,179,12696,M,1128532,EUR,1073088000,M,19,19,False,,37.0,33.0,,,9.0,10.0,25.0,29.0,10.0,7.0,3.0,1.0,,,90.0,55.0,7.2,9.0,0.0239,0.0,0.188356,1,,Habib,Diarra,7.0,2.0,1.0,,7.0,5.0,2.0,5.0,1.0,,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,
10389793,home,RC Strasbourg,Ibrahima Sissoko,ibrahima-sissoko,I. Sissoko,M,28,193,1228,M,829093,EUR,877910400,M,27,27,False,,44.0,38.0,3.0,3.0,18.0,20.0,20.0,24.0,6.0,7.0,3.0,2.0,,,76.0,60.0,6.8,9.0,0.0249,0.0,0.0511101,1,,,,7.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,,,,,1.0,1.0,,,,,,,,,,,
10389793,home,RC Strasbourg,Morgan Sanson,morgan-sanson,M. Sanson,M,8,182,499,M,250133,EUR,777168000,M,8,8,False,,45.0,41.0,5.0,3.0,12.0,13.0,30.0,34.0,4.0,5.0,1.0,1.0,,,90.0,69.0,6.6,11.0,0.2505,0.5816,0.0932358,3,,,,7.0,2.0,,2.0,5.0,3.0,1.0,,,,2.0,2.0,1.0,1.0,1.0,,,1.0,1.0,2.0,,,,,,,,
10389793,home,RC Strasbourg,Frédéric Guilbert,frederic-guilbert,F. Guilbert,D,,178,402,M,372430,EUR,788227200,M,32,32,False,,34.0,34.0,1.0,1.0,21.0,21.0,14.0,15.0,6.0,4.0,5.0,4.0,,,90.0,51.0,7.2,3.0,0.0676,0.0,0.0792035,2,,,,3.0,2.0,,1.0,1.0,1.0,1.0,1.0,,,,2.0,1.0,2.0,,,,,,,,,,,,,,
10389793,home,RC Strasbourg,Jean-Ricner Bellegarde,jean-ricner-bellegarde,J.-R. Bellegarde,M,27,170,28999,M,845273,EUR,898905600,F,17,17,False,,45.0,40.0,2.0,1.0,13.0,13.0,28.0,33.0,5.0,3.0,1.0,1.0,,,90.0,60.0,7.3,10.0,0.0787,0.0253,0.0648104,2,,,,3.0,,,1.0,2.0,1.0,1.0,3.0,,1.0,1.0,1.0,1.0,,2.0,3.0,,,,1.0,1.0,,,,,,,
10389793,home,RC Strasbourg,Habib Diallo,habib-diallo,H. Diallo,F,30,186,7542,M,802159,EUR,803433600,F,20,20,False,,7.0,6.0,,,3.0,3.0,3.0,5.0,7.0,3.0,,,,,90.0,27.0,6.7,9.0,0.4709,0.0587,0.0159349,5,,,,6.0,2.0,1.0,,4.0,3.0,,,3.0,3.0,1.0,1.0,,1.0,5.0,1.0,,2.0,1.0,1.0,1.0,habibdiallo28,1.0,,,,,
10389793,home,RC Strasbourg,Dimitri Liénard,dimitri-lienard,D. Liénard,M,,184,77,M,365358,EUR,571708800,M,11,11,True,,17.0,17.0,2.0,2.0,10.0,10.0,7.0,9.0,2.0,,1.0,1.0,,,24.0,26.0,7.0,2.0,0.1044,0.0,0.0138596,1,,,,,,,,1.0,1.0,,1.0,,1.0,,2.0,,,,,,,,,,,,,,,,
10389793,home,RC Strasbourg,Kévin Gameiro,kevin-gameiro,K. Gameiro,F,9,172,598,M,3504,EUR,547516800,F,9,9,True,,8.0,8.0,,,2.0,2.0,6.0,6.0,1.0,,,,,,14.0,10.0,7.7,,0.1986,0.8314,0.0729917,1,,,,,,,,,,,1.0,,,,,,,,1.0,,,,1.0,,,,1.0,1.0,,,
10389793,home,RC Strasbourg,Robin Risser,robin-risser,R. Risser,G,40,193,833,M,1387161,EUR,1101945600,G,40,40,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,Robin Risser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389793,home,RC Strasbourg,Eduard Sobol,eduard-sobol,E. Sobol,D,23,186,579,M,186017,EUR,798336000,D,77,77,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389793,home,RC Strasbourg,Thomas Delaine,thomas-delaine,T. Delaine,M,,180,116,M,153218,EUR,701395200,D,3,3,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389793,home,RC Strasbourg,Sanjin Prcić,sanjin-prcic,S. Prcić,M,,182,171,M,94822,EUR,753753600,M,14,14,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
