match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_interceptionWon,stat_outfielderBlock,captain,stat_shotOffTarget,stat_keyPass,stat_totalContest,stat_dispossessed,stat_wonContest,stat_totalOffside,stat_accurateCross,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,player_sofascoreId,stat_goodHighClaim,stat_bigChanceCreated,stat_goals,stat_bigChanceMissed,stat_goalAssist
10438208,home,Vizela,Fabijan Buntić,,,fabijan-buntic,F. Buntić,G,97,194,2915,M,827377,EUR,856742400,G,97,97,False,33.0,15.0,24.0,6.0,9.0,10.0,6.0,23.0,4.0,3.0,3.0,90.0,38.0,6.6,18.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438208,home,Vizela,Tomás Silva,,,tomas-silva,Tomás,D,10,172,134,M,1176102,EUR,939945600,D,82,82,False,21.0,10.0,8.0,1.0,6.0,9.0,4.0,14.0,1.0,,,87.0,55.0,6.7,14.0,0,2.0,2.0,1.0,8.0,9.0,3.0,7.0,5.0,4.0,1.0,3.0,3.0,,,,,,,,,,,,,,,,,,
10438208,home,Vizela,Bruno Wilson,,,bruno-wilson,B. Wilson,D,,192,89,M,830293,EUR,851644800,D,3,3,False,28.0,19.0,11.0,5.0,16.0,19.0,3.0,9.0,4.0,,,90.0,45.0,7.1,10.0,0,,1.0,6.0,2.0,7.0,,13.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
10438208,home,Vizela,Anderson,,,anderson,Anderson,D,3,185,60,M,922629,EUR,794102400,D,5,5,False,18.0,12.0,5.0,3.0,9.0,11.0,3.0,7.0,4.0,,,90.0,32.0,6.8,8.0,0,,4.0,2.0,4.0,3.0,,8.0,,,2.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,
10438208,home,Vizela,Kiki Afonso,,,kiki-afonso,K. Afonso,D,24,181,59,M,324345,EUR,787017600,D,24,24,False,23.0,13.0,4.0,1.0,4.0,5.0,9.0,23.0,6.0,,,90.0,56.0,7.0,21.0,1,5.0,3.0,2.0,9.0,9.0,1.0,3.0,6.0,4.0,4.0,1.0,5.0,1.0,,True,1.0,1.0,,,,,,,,,,,,,
10438208,home,Vizela,Diego Rosa,,,diego-rosa,D. Rosa,M,33,180,531,M,1002415,EUR,1034380800,M,17,17,False,17.0,13.0,2.0,,9.0,10.0,4.0,9.0,6.0,,,87.0,27.0,6.4,7.0,0,2.0,,1.0,4.0,3.0,2.0,2.0,1.0,,,1.0,1.0,,1.0,,,,1.0,,,,,,,,,,,,
10438208,home,Vizela,Raphael Guzzo,,,raphael-guzzo,R. Guzzo,M,14,180,92,M,190151,EUR,789350400,M,8,8,False,34.0,25.0,8.0,4.0,17.0,20.0,8.0,15.0,1.0,,,90.0,46.0,6.5,12.0,0,1.0,2.0,,4.0,1.0,,3.0,,,,,,1.0,,,,,2.0,1.0,1.0,,,,,,,,,,
10438208,home,Vizela,Samu,,,samu,Samu,M,20,170,212,M,785808,EUR,830044800,M,20,20,False,18.0,13.0,1.0,1.0,7.0,9.0,6.0,11.0,2.0,,,90.0,32.0,6.5,10.0,0,2.0,,1.0,4.0,4.0,,2.0,1.0,,1.0,2.0,3.0,1.0,,,,1.0,,1.0,,1.0,,,,,,,,,
10438208,home,Vizela,Kévin Zohi,,,kevin-zohi,K. Zohi,F,9,177,150,M,891793,EUR,850953600,F,22,22,False,15.0,10.0,1.0,1.0,2.0,3.0,9.0,13.0,3.0,,,74.0,27.0,6.7,10.0,1,1.0,4.0,,6.0,1.0,,,,,2.0,,,,,,,,3.0,,1.0,,1.0,1.0,,,,,,,
10438208,home,Vizela,Kiko Bondoso,,,bondoso-kiko,K. Bondoso,M,10,171,86,M,1082948,EUR,816566400,F,10,10,False,11.0,11.0,,,7.0,7.0,4.0,4.0,5.0,,,81.0,20.0,7.0,,0,,3.0,,4.0,7.0,,1.0,3.0,3.0,,2.0,1.0,,,,,,2.0,,2.0,,,,,,,,,,
