match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_totalTackle,stat_wonTackle,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_onTargetScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_wasFouled,stat_fouls,stat_totalOffside,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,captain,stat_shotOffTarget,stat_unsuccessfulTouch,stat_totalContest,stat_wonContest,stat_goals,stat_dispossessed,stat_blockedScoringAttempt,stat_errorLeadToAShot,stat_goalAssist,stat_bigChanceCreated,player_sofascoreId,stat_punches,stat_bigChanceMissed,stat_hitWoodwork
11399398,home,FC Utrecht,Vasilis Barkas,,,vasilis-barkas,V. Barkas,G,1,196,390,M,347726,EUR,770256000,G,1,1,False,24.0,21.0,5.0,2.0,20.0,22.0,1.0,2.0,1.0,13.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,90.0,38.0,7.1,3.0,0.00016589,0,-0.4647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11399398,home,FC Utrecht,Hidde ter Avest,,,hidde-ter-avest,H. t. Avest,D,24,182,95,M,361788,EUR,864086400,D,5,5,False,56.0,44.0,4.0,4.0,21.0,24.0,25.0,36.0,9.0,7.0,2.0,1.0,,,,,,90.0,85.0,7.4,14.0,0.236449,1,,4.0,2.0,2.0,6.0,5.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,0.0184,0.0553,2.0,,,,,,,,,,,,,,,
11399398,home,FC Utrecht,Mike van der Hoorn,,,mike-van-der-hoorn,M. v. d. Hoorn,D,3,190,158,M,152414,EUR,719107200,D,3,3,False,36.0,28.0,8.0,1.0,18.0,21.0,10.0,15.0,3.0,3.0,1.0,,,,,,,41.0,42.0,6.6,9.0,0.00234033,1,,,,,2.0,1.0,,,,,1.0,,1.0,,0.0381,,,True,1.0,1.0,,,,,,,,,,,,
11399398,home,FC Utrecht,Modibo Sagnan,,,modibo-sagnan,M. Sagnan,D,27,187,577,M,904759,EUR,924048000,D,27,27,False,61.0,56.0,5.0,3.0,34.0,37.0,22.0,25.0,4.0,5.0,,,,,,,,90.0,74.0,7.8,7.0,0.0397749,1,,1.0,,2.0,3.0,3.0,,1.0,4.0,2.0,1.0,,,,0.202,0.5487,1.0,,,,2.0,1.0,1.0,,,,,,,,,
11399398,home,FC Utrecht,Yannick Leliendal,Yannick,Leliendal,yannick-leliendal,Y. Leliendal,D,32,168,172,M,996982,EUR,1019520000,D,36,36,False,17.0,13.0,1.0,,6.0,7.0,7.0,10.0,6.0,2.0,2.0,1.0,,,,,,45.0,31.0,7.0,6.0,0.0137974,0,,,,1.0,1.0,1.0,,,2.0,,1.0,2.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,
11399398,home,FC Utrecht,Ryan Flamingo,Ryan Flamingo,,ryan-flamingo,R. Flamingo,D,6,186,1614,M,1046960,EUR,1041292800,M,34,34,False,57.0,49.0,3.0,,22.0,24.0,27.0,33.0,2.0,7.0,,,,,,,,90.0,66.0,6.6,11.0,0.019753,0,,,,5.0,,6.0,,,,,,1.0,,,,,2.0,,,1.0,1.0,1.0,,1.0,,,,,,,,
11399398,home,FC Utrecht,Oscar Fraulo,,,oscar-fraulo,O. Fraulo,M,29,180,841,M,1008245,EUR,1070668800,M,8,8,False,45.0,34.0,,,18.0,21.0,17.0,25.0,7.0,1.0,2.0,,,,,,,90.0,56.0,6.8,13.0,0.0540075,1,,1.0,1.0,,2.0,1.0,,,1.0,,,1.0,,,0.0225,,,,,1.0,2.0,2.0,,1.0,1.0,1.0,,,,,,
11399398,home,FC Utrecht,Marouan Azarkan,,,marouan-azarkan,M. Azarkan,M,17,165,221,M,987524,EUR,1007769600,M,11,11,False,27.0,21.0,3.0,2.0,6.0,7.0,15.0,26.0,10.0,5.0,2.0,1.0,,,,,,66.0,58.0,7.1,23.0,0.0244066,1,,6.0,,,2.0,8.0,1.0,,1.0,,2.0,2.0,,,0.0489,,2.0,,1.0,4.0,4.0,4.0,,7.0,,,,,,,,
11399398,home,FC Utrecht,Jens Toornstra,,,jens-toornstra,J. Toornstra,M,18,178,203,M,99960,EUR,607651200,M,18,18,False,18.0,11.0,,,5.0,6.0,7.0,14.0,2.0,1.0,1.0,,,,,,,66.0,28.0,6.9,11.0,0.0814872,1,,2.0,1.0,,,,,1.0,1.0,,,,,,0.034,0.021,2.0,,,3.0,1.0,1.0,,,,,,,,,,
11399398,home,FC Utrecht,Taylor Booth,,,taylor-booth,T. Booth,M,8,173,530,M,906024,EUR,991267200,M,10,10,False,11.0,11.0,,,5.0,5.0,6.0,7.0,2.0,,,,,,,,,66.0,23.0,6.2,6.0,0.00698467,2,,1.0,,,,4.0,1.0,,,,,,,,0.0291,,,,1.0,1.0,4.0,2.0,,1.0,1.0,,,,,,,
