match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_expectedGoals,stat_keyPass,player_firstName,player_lastName,captain,stat_aerialLost,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_accurateCross,stat_challengeLost,stat_wonContest,stat_shotOffTarget,stat_goals,stat_punches,stat_totalOffside,player_sofascoreId
12117094,home,Grêmio,Agustín Marchesín,agustin-marchesin,A. Marchesín,G,1,188,1568,M,47339,EUR,574473600,G,1,1,False,33.0,19.0,24.0,10.0,0.0,11.0,12.0,8.0,21.0,7.0,1.0,1.0,3.0,90.0,37.0,7.3,14.0,0.00165479,0,0.2744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117094,home,Grêmio,João Pedro,joao-pedro,J. Pedro,D,18,179,1116,M,605528,EUR,848016000,D,18,18,False,44.0,40.0,2.0,2.0,1.0,17.0,18.0,23.0,27.0,4.0,,,,90.0,63.0,7.5,7.0,0.501207,1,,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0359,1.0,,,,,,,,,,,,,,,,,,,
12117094,home,Grêmio,Pedro Geromel,pedro-geromel,P. Geromel,D,3,190,681,M,13338,EUR,496108800,D,3,3,False,53.0,44.0,4.0,1.0,0.0,37.0,40.0,7.0,14.0,4.0,,,,90.0,64.0,7.0,11.0,0.00484999,0,,1.0,1.0,2.0,2.0,,,,,,,1.0,,,,,True,1.0,4.0,1.0,1.0,1.0,1.0,,,,,,,,,,
12117094,home,Grêmio,Rodrigo Ely,rodrigo-ely,R. Ely,D,5,188,865,M,168745,EUR,752284800,D,5,5,False,40.0,31.0,7.0,2.0,0.0,22.0,24.0,9.0,16.0,3.0,,,,90.0,50.0,7.1,9.0,0.00399951,1,,,1.0,2.0,4.0,,,,,2.0,1.0,1.0,0.0212,,,,,1.0,4.0,,,,1.0,1.0,0.0905,,,,,,,,
12117094,home,Grêmio,Reinaldo,reinaldo,Reinaldo,D,6,178,2574,M,243109,EUR,622944000,D,6,6,False,39.0,38.0,4.0,4.0,0.0,11.0,12.0,29.0,32.0,7.0,,,,90.0,68.0,8.4,6.0,0.20109,3,,5.0,,,4.0,,,,,3.0,3.0,1.0,0.0943,2.0,,,,,,,1.0,1.0,,3.0,0.3274,2.0,,,,,,,
12117094,home,Grêmio,Dodi,dodi,Dodi,M,17,169,1040,M,870804,EUR,829699200,M,17,17,False,29.0,26.0,1.0,1.0,0.0,9.0,12.0,17.0,18.0,3.0,,,,89.0,40.0,7.3,5.0,0.00792625,1,,1.0,1.0,5.0,9.0,1.0,2.0,,,6.0,6.0,,0.0205,,,,,,,,,,3.0,,,,1.0,2.0,1.0,,,,
12117094,home,Grêmio,Pepê,pepe,Pepê,M,6,183,730,M,946945,EUR,884044800,M,23,23,False,48.0,43.0,4.0,4.0,0.0,18.0,20.0,26.0,29.0,5.0,,,,70.0,65.0,7.5,10.0,0.21381,1,,1.0,,6.0,7.0,1.0,3.0,,,4.0,4.0,1.0,0.1303,2.0,,,,1.0,2.0,,,3.0,2.0,,,1.0,1.0,2.0,1.0,,,,
12117094,home,Grêmio,Cristian Pavón,cristian-pavon,C. Pavón,M,7,169,2406,M,358956,EUR,822182400,M,21,21,False,29.0,21.0,1.0,1.0,0.0,7.0,8.0,16.0,27.0,,,,,84.0,49.0,7.3,16.0,0.112513,3,,6.0,,6.0,4.0,1.0,5.0,,,,,,0.2103,1.0,,,,1.0,,,,1.0,1.0,1.0,0.3376,2.0,2.0,4.0,2.0,,,,
12117094,home,Grêmio,Edenilson,edenilson,Edenilson,M,8,175,1388,M,221636,EUR,629942400,M,15,15,False,20.0,16.0,,,0.0,1.0,2.0,15.0,18.0,1.0,,,,70.0,30.0,7.1,5.0,0.0697545,1,,,2.0,3.0,6.0,1.0,,,1.0,1.0,,4.0,0.0546,2.0,,,,,,1.0,1.0,,2.0,,,,,,,,,,
12117094,home,Grêmio,Gustavo Nunes,gustavo-nunes,Gustavo Nunes,M,18,173,2173,M,1514747,EUR,1132444800,M,39,39,False,30.0,22.0,2.0,,0.0,4.0,6.0,18.0,26.0,3.0,,,,90.0,58.0,7.8,20.0,0.132275,2,,2.0,,9.0,7.0,5.0,6.0,,,,,3.0,0.3619,2.0,Gustavo Nunes,,,1.0,,,,3.0,1.0,2.0,0.9834,,,4.0,,1.0,,,
