match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialLost,stat_duelLost,stat_onTargetScoringAttempt,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,player_firstName,player_lastName,stat_challengeLost,stat_outfielderBlock,stat_bigChanceMissed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_hitWoodwork,stat_totalTackle,stat_wonTackle,captain,stat_totalContest,stat_wasFouled,stat_keyPass,stat_dispossessed,stat_wonContest,stat_goals,stat_totalOffside,stat_accurateCross,stat_bigChanceCreated,stat_punches,stat_totalKeeperSweeper,stat_lastManTackle
11453041,home,Al Tai,Moataz Al-Baqaawi,moataz-al-baqaawi,M. Al-Baqaawi,G,33,180.0,23,M,892891,EUR,883872000,G,44,44,False,23.0,11.0,18.0,7.0,5.0,7.0,6.0,16.0,1.0,1.0,1.0,4.0,3.0,4.0,90.0,30.0,7.7,12.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453041,home,Al Tai,Ibrahim Alnakhli,ibrahim-alnakhli,I. Alnakhli,D,88,176.0,35,M,847004,EUR,857865600,D,88,88,False,18.0,14.0,2.0,1.0,7.0,7.0,7.0,12.0,3.0,3.0,10.0,2.0,,,90.0,53.0,7.3,10.0,1,1.0,2.0,4.0,1.0,2.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
11453041,home,Al Tai,Robert Bauer,robert-bauer,R. Bauer,D,,183.0,117,M,253871,EUR,797385600,D,27,27,False,25.0,19.0,7.0,2.0,15.0,17.0,4.0,8.0,1.0,1.0,5.0,3.0,,,90.0,32.0,6.8,6.0,0,,3.0,6.0,,1.0,,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
11453041,home,Al Tai,Enzo Roco,enzo-roco,E. Roco,D,3,191.0,398,M,105971,EUR,713923200,D,5,5,False,19.0,16.0,6.0,3.0,13.0,14.0,3.0,5.0,4.0,7.0,7.0,3.0,,,90.0,38.0,7.3,7.0,2,,2.0,3.0,,,2.0,,,,1.0,,1.0,1.0,1.0,1.0,3.0,2.0,,,,,,,,,,,,,
11453041,home,Al Tai,Safwan Aljohani,safwan-aljohani,S. Aljohani,D,80,,20,M,1476792,EUR,1056758400,D,80,80,False,23.0,11.0,6.0,,4.0,13.0,7.0,10.0,1.0,2.0,2.0,3.0,,,90.0,41.0,6.4,20.0,0,,2.0,6.0,,1.0,2.0,,,,4.0,1.0,,,,,1.0,,,,,,,,,,,,,,
11453041,home,Al Tai,Alfa Semedo,alfa-semedo,A. Semedo,M,30,190.0,367,M,887343,EUR,872899200,M,30,30,False,30.0,25.0,3.0,2.0,11.0,13.0,14.0,18.0,1.0,8.0,5.0,9.0,,,90.0,52.0,7.1,10.0,0,1.0,3.0,9.0,,1.0,1.0,2.0,,,2.0,1.0,,,,,5.0,3.0,True,2.0,2.0,1.0,,,,,,,,,
11453041,home,Al Tai,Bernard Mensah,bernard-mensah,B. Mensah,M,43,180.0,416,M,546220,EUR,782352000,M,43,43,False,34.0,30.0,4.0,3.0,7.0,8.0,23.0,26.0,,9.0,,10.0,,,90.0,55.0,7.9,8.0,1,,,6.0,1.0,,1.0,2.0,,,2.0,,,,,,3.0,2.0,,5.0,2.0,,1.0,4.0,1.0,1.0,,,,,
11453041,home,Al Tai,Andrei Cordea,andrei-cordea,A. Cordea,M,24,176.0,392,M,944628,EUR,930182400,M,11,11,False,18.0,13.0,1.0,1.0,2.0,3.0,13.0,24.0,1.0,5.0,1.0,5.0,,,79.0,41.0,6.8,16.0,4,9.0,2.0,8.0,1.0,,1.0,1.0,,,2.0,,1.0,2.0,1.0,,,,,4.0,3.0,1.0,,1.0,,,2.0,,,,
11453041,home,Al Tai,Rakan Shamlan,rakan-shamlan,R. Shamlan,M,70,175.0,13,M,948599,EUR,900374400,M,70,70,False,20.0,16.0,,,1.0,1.0,15.0,19.0,3.0,10.0,,2.0,,,88.0,38.0,7.8,7.0,0,,7.0,8.0,,2.0,2.0,1.0,,,,,,,,,1.0,1.0,,3.0,3.0,2.0,1.0,3.0,,1.0,,1.0,,,
11453041,home,Al Tai,Virgil Misidjan,virgil-misidjan,V. Misidjan,F,7,173.0,281,M,148623,EUR,743472000,M,10,10,False,17.0,11.0,2.0,1.0,6.0,7.0,7.0,15.0,,2.0,,3.0,,,88.0,39.0,6.6,16.0,4,5.0,,11.0,3.0,,1.0,4.0,,,2.0,,1.0,,1.0,,,,,6.0,1.0,2.0,,1.0,,2.0,2.0,2.0,,,
