match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_aerialWon,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_keyPass,captain,stat_accurateCross,stat_dispossessed,stat_bigChanceMissed,stat_shotOffTarget,stat_expectedGoals,stat_shotValueNormalized,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_aerialLost,stat_totalOffside,stat_goodHighClaim,stat_punches
14083198,home,Elche,Iñaki Peña,inaki-pena,I. Peña,G,13,185.0,45964,M,inakipenya,794949,EUR,920332800,G,13,13,False,43.0,40.0,8.0,5.0,0.0,35.0,36.0,5.0,7.0,7.0,1.0,1.0,1.0,1.0,90.0,49.0,6.2,4.0,0.00391388,84.107469899237,13.0,52.71,12.18,0.4975,0,-0.8776,0.08,0.03,-0.26,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083198,home,Elche,Víctor Chust,victor-chust,V. Chust,D,23,182.0,605,M,,855831,EUR,952214400,D,23,23,False,93.0,85.0,11.0,7.0,0.0,26.0,29.0,59.0,64.0,6.0,,,,,90.0,108.0,6.6,13.0,0.0773704,372.73074899765,38.0,219.975,26.04,,0,,0.48,0.21,-0.64,,,,2.0,4.0,1.0,2.0,2.0,1.0,4.0,1.0,1.0,99.652242983062,4.0,,,,,,,,,,,,,,,,,,,,,,,
14083198,home,Elche,David Affengruber,david-affengruber,D. Affengruber,D,22,185.0,1024,M,,988672,EUR,984960000,D,22,22,False,55.0,52.0,3.0,2.0,0.0,34.0,35.0,18.0,20.0,4.0,,,,,61.0,70.0,7.1,5.0,0.0401771,182.87088850171,22.0,47.355,10.5,,0,,0.24,0.13,-0.16,,,,1.0,2.0,8.0,,2.0,1.0,3.0,,1.0,,,1.0,1.0,1.0,5.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,
14083198,home,Elche,Pedro Bigas,pedro-bigas,P. Bigas,D,6,180.0,322,M,,141832,EUR,635040000,D,6,6,False,119.0,107.0,7.0,4.0,0.0,43.0,47.0,64.0,72.0,7.0,,,,,90.0,144.0,7.0,17.0,0.0999692,379.94383740944,38.0,177.03,23.31,,2,,0.36,0.31,-0.53,,,,3.0,1.0,10.0,,2.0,2.0,,1.0,,79.990154071847,4.0,5.0,1.0,,3.0,1.0,,2.0,True,1.0,1.0,1.0,2.0,0.3846,-0.62,,,,,,,,,
14083198,home,Elche,Alvaro Núñez,nunez-alvaro,A. Núñez,D,15,174.0,496,M,,1012410,EUR,962928000,M,15,15,False,62.0,56.0,2.0,1.0,0.0,14.0,14.0,42.0,48.0,3.0,,,,,79.0,83.0,7.1,14.0,0.586987,139.87436565374,19.0,51.135,34.755,,1,,0.39,0.07,-0.14,,,,9.0,,2.0,,,,,1.0,,36.163932875173,1.0,,,,1.0,,1.0,1.0,,2.0,,,,0.0483,0.02,1.0,1.0,,,,,,,
14083198,home,Elche,Martim Neto,neto-martim,M. Neto,M,16,185.0,858,M,,1100646,EUR,1042502400,M,16,16,False,36.0,34.0,,,0.0,7.0,7.0,27.0,29.0,4.0,,,,,79.0,52.0,7.6,9.0,0.085168,168.39022521877,16.0,48.51,35.385,,2,,0.23,0.12,-0.07,,,,2.0,4.0,3.0,,3.0,2.0,,1.0,,35.511269887178,1.0,,1.0,,1.0,1.0,,1.0,,,3.0,1.0,1.0,0.2656,0.51,,,1.0,1.0,0.4727,,,,
14083198,home,Elche,Marc Aguado,marc-aguado,M. Aguado,M,8,178.0,373,M,,1014595,EUR,951177600,M,8,8,False,48.0,45.0,1.0,,0.0,21.0,22.0,24.0,26.0,2.0,,,,,71.0,58.0,6.7,4.0,0.0110495,119.25459656119,12.0,-12.285,11.655,,0,,0.04,0.05,-0.06,,,,,1.0,4.0,,,,1.0,1.0,,,,,,,2.0,1.0,2.0,,,,,,,,,,,,,,1.0,,,
14083198,home,Elche,Aleix Febas,aleix-febas,A. Febas,M,14,168.0,1040,M,,286167,EUR,823219200,M,14,14,False,116.0,106.0,6.0,4.0,1.0,28.0,28.0,78.0,88.0,5.0,,,,,90.0,131.0,7.2,14.0,0.107258,260.1177721504,29.0,139.335,26.145,,2,,0.17,0.48,-0.18,,,,1.0,5.0,6.0,1.0,3.0,2.0,1.0,,1.0,73.768305001306,4.0,,,,,,4.0,1.0,,,2.0,,1.0,0.1213,-0.55,,1.0,,,,,,,
14083198,home,Elche,Germán Valera,german-valera,G. Valera,M,11,170.0,823,M,,962710,EUR,1016236800,M,11,11,False,80.0,76.0,,,0.0,22.0,22.0,54.0,58.0,5.0,,,,,90.0,113.0,6.5,20.0,0.166882,240.27855347519,30.0,84.735,19.425,,2,,0.25,0.07,-0.08,,,,6.0,9.0,7.0,,5.0,3.0,,7.0,4.0,16.171286776259,1.0,,,1.0,2.0,1.0,2.0,2.0,,1.0,1.0,,1.0,0.0671,-0.22,1.0,1.0,,,,2.0,,,
14083198,home,Elche,Álvaro Rodriguez,alvaro-rodriguez,Á. Rodriguez,F,20,193.0,14656,M,alvarorodrigz_,1154587,EUR,1089763200,F,20,20,False,16.0,10.0,1.0,1.0,0.0,1.0,2.0,9.0,14.0,1.0,,,,,90.0,32.0,6.8,10.0,0.297169,70.318089990029,8.0,37.17,14.28,,3,,0.18,0.01,-0.12,,,,2.0,6.0,9.0,2.0,3.0,2.0,,3.0,1.0,,,5.0,,,1.0,,1.0,2.0,,2.0,,,2.0,0.2541,-0.33,,1.0,,,,2.0,1.0,,
14083198,home,Elche,Rafa Mir,rafa-mir,R. Mir,F,10,189.0,2029,M,,825754,EUR,866592000,F,10,10,False,27.0,25.0,1.0,1.0,0.0,6.0,8.0,19.0,19.0,2.0,,,,,79.0,39.0,6.5,7.0,0.0395068,63.480723541187,7.0,12.6,15.12,,2,,0.01,0.15,0.16,,,,1.0,6.0,1.0,,1.0,,,2.0,,13.189064599129,1.0,,2.0,,1.0,,,1.0,,,1.0,,1.0,0.099,-0.41,,,1.0,,0.2223,4.0,,,
14083198,home,Elche,Bambo Diaby,bambo-diaby,B. Diaby,D,17,186.0,190,M,,849731,EUR,882316800,D,4,4,True,30.0,29.0,1.0,1.0,0.0,19.0,20.0,10.0,10.0,2.0,,,,,29.0,33.0,6.3,1.0,0.00393154,65.081069309564,7.0,29.925,11.445,,0,,0.07,0.05,-0.21,,,,,3.0,1.0,1.0,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,2.0,,,
