match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_duelWon,stat_challengeLost,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_progressiveBallCarriesCount,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_keyPass,stat_shotValueNormalized,stat_aerialWon,stat_outfielderBlock,stat_aerialLost,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,captain,stat_errorLeadToAGoal,stat_dispossessed,stat_blockedScoringAttempt,stat_totalOffside,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_errorLeadToAShot,stat_punches,stat_hitWoodwork,stat_goals
14109796,home,Çaykur Rizespor,Yahia Fofana,yahia-fofana,Y. Fofana,G,75,194,3551,M,yahia.fofana_,877977,EUR,966816000,G,75,75,False,25.0,11.0,17.0,3.0,0.0,9.0,12.0,2.0,13.0,1.0,1.0,1.0,9.0,1.0,1.0,2.0,2.0,90.0,34.0,6.0,14.0,0.00051589,19.024459545163,4.0,11.862896088791,0.0,0.5981,0,-0.6739,-0.03,0.08,-0.25,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109796,home,Çaykur Rizespor,Taha Şahin,taha-sahin,T. Şahin,D,37,178,238,M,,1394729,EUR,972172800,D,37,37,False,40.0,35.0,7.0,6.0,0.0,14.0,17.0,21.0,23.0,,3.0,,4.0,,,,,90.0,67.0,6.9,11.0,0.253577,197.14865388547,22.0,80.821160771356,3.0,,1,,0.41,0.29,-0.35,,Taha Sahin,,6.0,2.0,2.0,2.0,1.0,1.0,6.0,1.0,1.0,0.0312,32.634617555575,66.567429991593,3.0,-0.31,,,,,,,,,,,,,,,,,,
14109796,home,Çaykur Rizespor,Attila Mocsi,attila-mocsi,A. Mocsi,D,4,188,454,M,,889382,EUR,959558400,D,4,4,False,38.0,29.0,9.0,3.0,0.0,15.0,18.0,14.0,20.0,,3.0,,3.0,,,,,90.0,47.0,6.4,9.0,0.0060294,79.09653214022,13.0,14.596010142567,0.0,,0,,0.02,0.04,-0.25,,,,,,,,,,4.0,2.0,2.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
14109796,home,Çaykur Rizespor,Samet Akaydın,samet-akaydin,S. Akaydın,D,3,190,969,M,,863600,EUR,763516800,D,3,3,False,33.0,28.0,5.0,4.0,0.0,19.0,20.0,9.0,13.0,2.0,11.0,,3.0,1.0,,,,90.0,59.0,7.3,7.0,0.00446928,73.901023310867,10.0,19.536293256574,0.0,,0,,0.0,0.04,-0.04,,,,,,1.0,1.0,,,10.0,5.0,2.0,,,,,,4.0,,2.0,3.0,2.0,1.0,,,,,,,,,,,,
14109796,home,Çaykur Rizespor,Casper Højer,casper-hojer,C. Højer,D,5,183,148,M,,281233,EUR,785289600,D,5,5,False,26.0,23.0,4.0,2.0,0.0,5.0,6.0,18.0,20.0,,1.0,,3.0,,,,,75.0,40.0,6.0,8.0,0.0177545,48.177367487451,8.0,8.4742662583549,0.0,,0,,0.27,0.03,-0.72,,,,2.0,,,,,,2.0,1.0,1.0,,,,1.0,,,1.0,,1.0,1.0,,True,1.0,,,,,,,,,,
14109796,home,Çaykur Rizespor,Mithat Pala,mithat-pala,M. Pala,D,54,172,57,M,,1016393,EUR,966297600,D,54,54,False,33.0,32.0,2.0,2.0,0.0,10.0,10.0,22.0,23.0,5.0,4.0,1.0,4.0,1.0,,,,90.0,49.0,6.0,7.0,0.0617059,166.38090686967,18.0,99.431183373195,3.0,,3,,0.19,0.21,-0.58,,,,,,1.0,,,2.0,,3.0,3.0,0.0649,22.239699628461,55.938334814162,1.0,-0.44,,,,,3.0,2.0,,,1.0,1.0,,,,,,,,
14109796,home,Çaykur Rizespor,Ibrahim Olawoyin,ibrahim-olawoyin,I. Olawoyin,M,10,178,461,M,,1008173,EUR,880934400,M,10,10,False,24.0,19.0,1.0,,0.0,7.0,10.0,12.0,14.0,2.0,4.0,,3.0,,,,,64.0,38.0,6.6,9.0,0.00959118,71.288810629491,13.0,-1.4807658822309,0.0,,1,,-0.03,0.07,0.2,,,,3.0,,1.0,1.0,,1.0,2.0,2.0,,0.0204,,,,-0.19,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,,,,,,
14109796,home,Çaykur Rizespor,Qazim Laci,qazim-laci,Q. Laci,M,20,173,992,M,,284395,EUR,822009600,M,20,20,False,37.0,33.0,3.0,3.0,0.0,11.0,12.0,22.0,25.0,5.0,3.0,1.0,3.0,1.0,,,,84.0,51.0,6.9,9.0,0.0826071,121.78667082516,18.0,15.487083252776,0.0,,3,,0.25,0.23,-0.1,,,,2.0,,2.0,1.0,1.0,,1.0,1.0,1.0,0.0733,,,1.0,-0.15,,1.0,1.0,,,1.0,,,1.0,2.0,,1.0,0.0255,,,,,
14109796,home,Çaykur Rizespor,Taylan Antalyalı,taylan-antalyali,T. Antalyalı,M,14,180,286,M,,190197,EUR,789523200,M,14,14,False,40.0,34.0,2.0,1.0,0.0,13.0,16.0,21.0,24.0,3.0,4.0,,4.0,,,,,75.0,54.0,6.9,8.0,0.0410296,101.35284541549,13.0,14.186990355034,2.0,,1,,0.26,0.15,0.16,,,,1.0,,1.0,1.0,,,2.0,3.0,2.0,0.0189,12.077151921996,27.044657643902,,0.0,,1.0,2.0,1.0,,,,,1.0,1.0,,,,,,,,
14109796,home,Çaykur Rizespor,Valentin Mihăilă,valentin-mihaila,V. Mihăilă,M,7,177,3270,M,,925242,EUR,949449600,M,7,7,False,21.0,13.0,1.0,1.0,0.0,4.0,6.0,9.0,15.0,4.0,6.0,,1.0,5.0,,,,90.0,42.0,6.5,16.0,0.0317297,144.12564399309,17.0,43.494441589151,2.0,,3,,0.01,0.29,-0.14,,,,1.0,,2.0,1.0,,,,,,0.0945,17.600679694914,24.934402800479,1.0,-0.04,,,,,6.0,3.0,,,,2.0,1.0,1.0,0.4333,,,,,
