match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAShot,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_interceptionWon,stat_fouls,captain,stat_bigChanceCreated,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_keyPass,stat_unsuccessfulTouch,stat_accurateCross,stat_dispossessed,stat_totalContest,stat_blockedScoringAttempt,stat_wasFouled,stat_expectedGoals,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_shotOffTarget,stat_bigChanceMissed,stat_hitWoodwork,stat_totalOffside,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
12764964,home,NK Olimpija Ljubljana,Matevž Vidovšek,matevz-vidovsek,M. Vidovšek,G,26,199.0,166,M,921405,EUR,941241600,G,69,69,False,42.0,25.0,25.0,9.0,0.0,18.0,25.0,7.0,17.0,2.0,10.0,1.0,1.0,3.0,5.0,1.0,90.0,53.0,7.7,17.0,0.00148939,0,0.7627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764964,home,NK Olimpija Ljubljana,Jorge Silva,jorge-silva,J. Silva,D,7,183.0,110,M,790787,EUR,827452800,D,2,2,False,18.0,12.0,4.0,1.0,0.0,4.0,7.0,8.0,14.0,6.0,4.0,,,,,,90.0,48.0,7.0,16.0,0.00548714,0,,Jorge,Silva,3.0,2.0,1.0,4.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
12764964,home,NK Olimpija Ljubljana,Marcel Ratnik,ratnik-marcel,M. Ratnik,D,14,186.0,331,M,1131229,EUR,1072137600,D,14,14,False,35.0,28.0,9.0,3.0,0.0,23.0,23.0,5.0,12.0,7.0,1.0,,,,,,90.0,44.0,6.9,8.0,0.00214435,0,,,,,,,1.0,,,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,
12764964,home,NK Olimpija Ljubljana,Marko Ristić,marko-ristic,M. Ristić,D,15,178.0,57,M,1398913,EUR,1099267200,D,15,15,False,22.0,17.0,4.0,1.0,1.0,15.0,15.0,2.0,7.0,3.0,2.0,,,,,,90.0,30.0,7.6,5.0,0.0719246,0,,Marko Ristic,,,2.0,,2.0,1.0,,2.0,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
12764964,home,NK Olimpija Ljubljana,Ahmet Muhamedbegović,ahmet-muhamedbegovic,A. Muhamedbegović,D,17,186.0,79,M,863265,EUR,909705600,D,17,17,False,33.0,26.0,8.0,4.0,0.0,18.0,19.0,8.0,14.0,9.0,2.0,,,,,,90.0,50.0,7.4,8.0,0.00461904,0,,,,,2.0,1.0,3.0,1.0,,3.0,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,
12764964,home,NK Olimpija Ljubljana,David Sualehe,david-sualehe,D. Sualehe,D,33,183.0,78,M,796161,EUR,859075200,D,3,3,False,27.0,21.0,1.0,,0.0,11.0,13.0,11.0,17.0,4.0,3.0,,,,,,85.0,63.0,6.6,15.0,0.0448362,1,,,,3.0,1.0,1.0,9.0,5.0,4.0,1.0,,,,,3.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0509,,,,,,,,,,
12764964,home,NK Olimpija Ljubljana,Álex Blanco,alex-blanco,Á. Blanco,M,11,175.0,62,M,807119,EUR,913766400,M,11,11,False,12.0,11.0,,,0.0,7.0,7.0,4.0,5.0,2.0,6.0,,,,,,85.0,28.0,7.4,8.0,0.414039,1,,,,,1.0,,5.0,1.0,,1.0,2.0,,1.0,,,,1.0,4.0,,1.0,3.0,,,0.5221,1.0,1.0,1.0,0.8783,,,,,,
12764964,home,NK Olimpija Ljubljana,Agustín Doffo,agustin-doffo,A. Doffo,M,34,179.0,87,M,796118,EUR,801360000,M,34,34,False,31.0,19.0,4.0,1.0,0.0,8.0,13.0,11.0,18.0,3.0,8.0,,,,,,90.0,49.0,6.8,17.0,0.00586162,1,,,,,,,6.0,8.0,3.0,,2.0,,,,5.0,1.0,,3.0,,1.0,1.0,,2.0,0.0171,1.0,,,,1.0,,,,,
12764964,home,NK Olimpija Ljubljana,Dino Kojić,dino-kojic,D. Kojić,M,9,187.0,126,M,1893261,EUR,1112572800,M,9,9,False,12.0,8.0,3.0,1.0,0.0,4.0,6.0,4.0,6.0,1.0,3.0,,,,,,71.0,27.0,6.6,9.0,0.00292778,0,,Dino Kojic,,,1.0,1.0,5.0,6.0,1.0,1.0,,,,,3.0,1.0,,2.0,,2.0,3.0,,,,2.0,,,,,,,,,
12764964,home,NK Olimpija Ljubljana,Pedro Lucas,pedro-lucas,P. Lucas,F,37,185.0,99,M,973750,EUR,904953600,M,37,37,False,18.0,11.0,1.0,,0.0,2.0,2.0,9.0,20.0,2.0,7.0,,,,,,84.0,38.0,7.5,16.0,0.00346024,4,,,,4.0,,6.0,2.0,7.0,1.0,1.0,,,,,,,,3.0,,1.0,,1.0,1.0,1.3222,,2.0,1.0,1.4452,1.0,1.0,1.0,,,
12764964,home,NK Olimpija Ljubljana,Raul Florucz,raul-florucz,R. Florucz,F,30,182.0,962,M,1022491,EUR,992131200,F,10,10,False,9.0,7.0,1.0,1.0,1.0,2.0,2.0,6.0,9.0,,1.0,,,,,,64.0,28.0,7.4,10.0,0.0895853,0,,,,2.0,1.0,2.0,6.0,8.0,,,2.0,,1.0,,,,2.0,3.0,1.0,2.0,6.0,,1.0,,5.0,,,,,,,2.0,,
12764964,home,NK Olimpija Ljubljana,Reda Boultam,reda-boultam,R. Boultam,M,24,187.0,83,M,795259,EUR,888883200,M,24,24,True,1.0,1.0,,,0.0,1.0,1.0,,,,1.0,,,,,,26.0,3.0,6.6,1.0,4.311e-05,0,,,,,,,,1.0,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,1.0,,
12764964,home,NK Olimpija Ljubljana,Thalisson,thalisson,Thalisson,M,88,183.0,60,M,1138175,EUR,920332800,M,88,88,True,4.0,3.0,1.0,1.0,0.0,,,3.0,4.0,2.0,1.0,,,,,,19.0,13.0,7.1,2.0,0.0079586,1,,Thalisson,,,,1.0,1.0,4.0,,,,,,,,,1.0,,,1.0,1.0,,2.0,0.0416,1.0,1.0,,0.0931,,,,,,
