match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_totalClearance,stat_totalTackle,stat_unsuccessfulTouch,captain,stat_interceptionWon,stat_wonTackle,stat_fouls,stat_aerialLost,stat_challengeLost,stat_goalAssist,stat_bigChanceCreated,stat_wasFouled,stat_keyPass,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_bigChanceMissed,stat_totalOffside,stat_accurateCross,stat_shotOffTarget,stat_goodHighClaim,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyConceded
11096541,home,Manchester United,David De Gea,,,david-de-gea,D. De Gea,G,43,192,23571,M,d_degea,69378,EUR,657936000,G,1,1,False,23.0,21.0,8.0,6.0,20.0,21.0,1.0,2.0,3.0,4.0,5.0,90.0,31.0,7.4,2.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11096541,home,Manchester United,Aaron Wan-Bissaka,,,aaron-wan-bissaka,A. Wan-Bissaka,D,29,183,18232,M,awbissaka,863653,EUR,880502400,D,29,29,False,32.0,28.0,1.0,1.0,14.0,15.0,14.0,18.0,3.0,,,90.0,54.0,6.6,10.0,1,1.0,1.0,2.0,4.0,1.0,3.0,2.0,1.0,2.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,
11096541,home,Manchester United,Harry Maguire,,,harry-maguire,H. Maguire,D,5,194,27967,M,harrymaguire93,149380,EUR,731289600,D,5,5,False,69.0,62.0,10.0,6.0,48.0,50.0,14.0,19.0,8.0,,,90.0,79.0,7.0,8.0,0,,2.0,2.0,5.0,,,,,3.0,3.0,,True,1.0,3.0,2.0,,,,,,,,,,,,,,,,,,
11096541,home,Manchester United,Lisandro Martínez,,,lisandro-martinez,L. Martínez,D,6,175,51493,M,LichaMartínez,859999,EUR,885081600,D,6,6,False,82.0,75.0,8.0,5.0,56.0,60.0,19.0,22.0,7.0,,,90.0,92.0,7.0,8.0,0,,1.0,4.0,4.0,,1.0,1.0,,3.0,2.0,1.0,,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,
11096541,home,Manchester United,Luke Shaw,,,luke-shaw,L. Shaw,D,23,178,17999,M,lukeshaw23,190839,EUR,805507200,D,23,23,False,64.0,57.0,2.0,,36.0,38.0,21.0,26.0,5.0,,,90.0,84.0,6.9,10.0,0,,,8.0,4.0,1.0,,,,2.0,3.0,2.0,,1.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,
11096541,home,Manchester United,Scott McTominay,,,scott-mctominay,S. McTominay,M,8,193,25842,M,ScottMcTominay,879346,EUR,850003200,M,39,39,False,20.0,17.0,1.0,,13.0,15.0,4.0,5.0,8.0,,,58.0,31.0,6.5,6.0,1,,,1.0,2.0,,2.0,1.0,1.0,3.0,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,
11096541,home,Manchester United,Marcel Sabitzer,,,marcel-sabitzer,M. Sabitzer,M,20,177,8472,M,marcel7sabitzer,133908,EUR,763862400,M,15,15,False,34.0,27.0,,,15.0,17.0,12.0,17.0,1.0,,,90.0,45.0,7.7,7.0,4,,1.0,5.0,2.0,,,,1.0,,1.0,,,2.0,,1.0,1.0,3.0,,,,1.0,3.0,1.0,1.0,,,,,,,,,
11096541,home,Manchester United,Jadon Sancho,,,sancho-jadon,J. Sancho,M,19,180,67786,M,JSancho,851100,EUR,953942400,M,25,25,False,28.0,26.0,,,11.0,12.0,15.0,17.0,4.0,,,90.0,41.0,6.7,7.0,2,1.0,,5.0,5.0,,4.0,2.0,1.0,,2.0,2.0,,,1.0,1.0,,2.0,,,1.0,3.0,1.0,,,1.0,1.0,,,,,,,
11096541,home,Manchester United,Bruno Fernandes,,,bruno-fernandes,B. Fernandes,M,8,179,237692,M,BrunoFernandes,288205,EUR,778982400,M,8,8,False,62.0,47.0,11.0,6.0,18.0,20.0,30.0,49.0,9.0,,,90.0,81.0,9.0,23.0,3,7.0,,7.0,5.0,1.0,,,,1.0,4.0,1.0,,,1.0,2.0,1.0,3.0,,,1.0,3.0,2.0,2.0,,,,1.0,1.0,,,,,
11096541,home,Manchester United,Marcus Rashford,,,marcus-rashford,M. Rashford,M,14,185,363363,M,Rashford,814590,EUR,878256000,M,10,10,False,14.0,11.0,1.0,1.0,6.0,7.0,5.0,9.0,2.0,,,83.0,30.0,6.4,12.0,1,2.0,,4.0,1.0,,4.0,,,1.0,1.0,2.0,,,1.0,,,,,,,2.0,1.0,,,,,,,,,,,
