match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_clearanceOffLine,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_aerialLost,stat_aerialWon,stat_keyPass,captain,stat_bigChanceCreated,stat_unsuccessfulTouch,stat_dispossessed,stat_shotOffTarget,stat_expectedGoals,stat_shotValueNormalized,stat_accurateCross,stat_blockedScoringAttempt,stat_hitWoodwork,stat_totalOffside,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_goodHighClaim,stat_goals
14131875,home,Tondela,Bernardo Fontes,Bernardo,Fontes,bernardo-fontes,B. Fontes,G,31,196,193,M,1394935,EUR,1027382400,G,31,31,False,30.0,22.0,16.0,8.0,0.0,15.0,16.0,7.0,14.0,5.0,11.0,2.0,3.0,3.0,1.0,1.0,90.0,42.0,6.9,8.0,0.00285722,0.2885,0,0.074,0.06,-0.02,0.13,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131875,home,Tondela,Tiago Manso,Tiago Manso,,tiago-manso,T. Manso,M,48,174,50,M,1133070,EUR,945043200,D,48,48,False,41.0,33.0,4.0,1.0,0.0,17.0,19.0,16.0,22.0,3.0,4.0,,,,,,90.0,76.0,7.9,21.0,0.0108687,,0,,-0.12,0.1,0.25,,7.0,5.0,6.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
14131875,home,Tondela,Christian Marques,,,christian-marques,C. Marques,D,4,187,126,M,988964,EUR,1042588800,D,4,4,False,50.0,50.0,6.0,6.0,0.0,32.0,32.0,18.0,18.0,5.0,2.0,,,,,,90.0,61.0,7.1,1.0,0.00736298,,0,,0.19,0.04,0.19,,,4.0,1.0,3.0,,,,1.0,2.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
14131875,home,Tondela,João Afonso,,,joao-afonso,J. Afonso,D,5,188,33,M,584158,EUR,643852800,D,5,5,False,46.0,44.0,5.0,5.0,0.0,28.0,29.0,16.0,17.0,7.0,4.0,,,,,,90.0,65.0,7.0,2.0,0.00761536,,0,,0.2,0.03,-0.01,,,7.0,8.0,1.0,,,,1.0,4.0,3.0,1.0,1.0,,6.0,4.0,,True,,,,,,,,,,,,,,,
14131875,home,Tondela,Emmanuel Maviram,,,maviram-emmanuel,E. Maviram,D,60,168,61,M,1111880,EUR,986342400,D,60,60,False,39.0,25.0,12.0,5.0,0.0,16.0,23.0,9.0,16.0,3.0,10.0,,,,,,90.0,66.0,7.2,22.0,0.33646,,0,,0.26,0.18,-0.02,,2.0,3.0,7.0,1.0,2.0,2.0,,,1.0,3.0,3.0,2.0,1.0,1.0,,2.0,,1.0,1.0,,,,,,,,,,,,,
14131875,home,Tondela,Joe Hodge,,,hodge-joe,J. Hodge,M,10,172,268,M,988882,EUR,1031961600,M,10,10,False,33.0,29.0,3.0,2.0,0.0,8.0,9.0,21.0,24.0,3.0,4.0,,,,,,87.0,55.0,6.5,10.0,0.0145621,,2,,0.16,-0.56,-0.03,,3.0,5.0,2.0,2.0,2.0,1.0,,,2.0,1.0,1.0,,,1.0,,,,,,1.0,2.0,0.0666,-0.18,,,,,,,,,
14131875,home,Tondela,Cicero,,,cicero,Cicero,M,97,178,46,M,861283,EUR,863222400,M,97,97,False,15.0,9.0,2.0,1.0,0.0,,3.0,9.0,12.0,2.0,2.0,,,,,,41.0,22.0,6.7,6.0,0.00587019,,0,,0.01,0.08,0.18,,,2.0,2.0,,,,,,2.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
14131875,home,Tondela,Moudjatovic,Moudja Sié Ouattara,,moudja-sie-ouattara,Moudjatovic,F,70,167,45,M,1397915,EUR,1021852800,M,70,70,False,25.0,22.0,1.0,,0.0,7.0,7.0,15.0,18.0,1.0,,,,,,,67.0,43.0,6.7,9.0,0.117292,,2,,0.01,0.63,0.16,,3.0,6.0,3.0,,2.0,1.0,,,,,,2.0,4.0,1.0,,2.0,,,3.0,1.0,1.0,0.0858,-0.12,2.0,1.0,1.0,1.0,,,,,
14131875,home,Tondela,Xabi Huarte,,,xabi-huarte,X. Huarte,M,14,172,30,M,1100596,EUR,983059200,M,14,14,False,10.0,9.0,,,0.0,2.0,3.0,7.0,7.0,1.0,3.0,,,,,,45.0,20.0,6.8,6.0,0.00419886,,1,,0.08,0.28,0.19,,,5.0,2.0,,2.0,,,,,2.0,2.0,,,2.0,,1.0,,,2.0,1.0,,0.1726,0.08,,,,,1.0,0.609,,,
14131875,home,Tondela,Yarlen,,,yarlen,Yarlen,F,67,178,671,M,1807776,EUR,1140393600,M,67,67,False,6.0,4.0,,,0.0,3.0,3.0,1.0,3.0,1.0,3.0,,,,,,67.0,22.0,6.7,8.0,0.0120546,,2,,0.12,0.21,-0.02,,1.0,5.0,3.0,1.0,3.0,2.0,,,2.0,,,1.0,2.0,,,1.0,,,3.0,1.0,,0.055,-0.05,,,,,2.0,0.2179,,,
