match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_unsuccessfulTouch,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialLost,stat_duelLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,player_sofascoreId,stat_shotOffTarget,stat_expectedGoals,stat_shotValueNormalized,player_firstName,player_lastName,stat_challengeLost,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalOffside,captain,stat_accurateCross,stat_dispossessed,stat_punches,stat_lastManTackle,stat_bigChanceMissed,stat_hitWoodwork,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget
14065166,home,Borussia M'gladbach,Moritz Nicolas,moritz-nicolas,M. Nicolas,G,33,193,411,M,578166,EUR,877392000,G,33,33,False,35.0,26.0,18.0,9.0,0.0,19.0,23.0,7.0,12.0,1.0,1.0,12.0,1.0,1.0,2.0,4.0,90.0,49.0,7.7,10.0,0.00385156,52.457995908586,9.0,1.05,7.14,0.3408,0,0.2925,0.04,-0.11,0.23,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065166,home,Borussia M'gladbach,Joseph Scally,scally-joseph,J. Scally,D,29,184,1087,M,1002920,EUR,1041292800,D,29,29,False,45.0,31.0,9.0,1.0,0.0,20.0,23.0,11.0,22.0,,5.0,3.0,2.0,,,,90.0,74.0,6.7,20.0,0.0103315,138.36963804487,18.0,70.035,24.255,,0,,-0.1,0.18,0.14,,1.0,1.0,5.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,
14065166,home,Borussia M'gladbach,Nico Elvedi,nico-elvedi,N. Elvedi,D,30,188,1059,M,282229,EUR,844041600,D,30,30,False,54.0,48.0,3.0,1.0,0.0,34.0,37.0,14.0,17.0,2.0,5.0,3.0,,,,,90.0,66.0,7.3,6.0,0.00922061,167.46121537954,21.0,88.62,18.585,,0,,0.07,0.08,0.34,,,1.0,2.0,,,5.0,1.0,2.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
14065166,home,Borussia M'gladbach,Kevin Diks,kevin-diks,K. Diks,D,4,186,14792,M,583806,EUR,844560000,D,4,4,False,55.0,51.0,6.0,2.0,0.0,40.0,42.0,11.0,13.0,,2.0,3.0,2.0,,,,90.0,65.0,7.0,6.0,0.00858701,94.407959683746,16.0,20.895,11.97,,1,,0.16,0.24,0.19,,,,,,,4.0,,2.0,1.0,,,,KevinDiks_,1.0,0.0699,-0.18,,,,,,,,,,,,,,,,
14065166,home,Borussia M'gladbach,Luca Netz,netz-luca,L. Netz,D,25,180,641,M,979144,EUR,1052956800,D,20,20,False,23.0,20.0,3.0,2.0,0.0,13.0,14.0,7.0,9.0,,3.0,4.0,,,,,90.0,34.0,7.3,3.0,0.0239626,58.580113582458,6.0,40.635,17.01,,0,,-0.03,0.13,0.39,,,,,,,4.0,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
14065166,home,Borussia M'gladbach,Jens Castrop,jens-castrop,J. Castrop,M,17,177,962,M,1019312,EUR,1059436800,M,17,17,False,24.0,16.0,1.0,1.0,0.0,7.0,9.0,9.0,15.0,,6.0,3.0,3.0,,,,83.0,46.0,6.7,15.0,0.0236544,105.71250438652,12.0,53.55,20.895,,1,,-0.27,0.07,0.17,,,,6.0,5.0,2.0,3.0,,3.0,2.0,1.0,1.0,1.0,,,0.1447,0.01,,,2.0,1.0,1.0,1.0,,,,,,,,,,
14065166,home,Borussia M'gladbach,Rocco Reitz,rocco-reitz,R. Reitz,M,27,175,1025,M,1048650,EUR,1022630400,M,27,27,False,33.0,25.0,3.0,3.0,0.0,13.0,17.0,12.0,16.0,,5.0,2.0,2.0,,,,90.0,59.0,7.1,19.0,0.141791,114.68550773879,14.0,50.82,31.71,,1,,0.2,0.1,-0.05,,4.0,,6.0,2.0,,2.0,,3.0,1.0,2.0,,1.0,,1.0,0.0166,-0.03,,,3.0,,2.0,,True,1.0,1.0,,,,,,,
14065166,home,Borussia M'gladbach,Yannik Engelhardt,yannik-engelhardt,Y. Engelhardt,M,6,184,362,M,990209,EUR,981504000,M,6,6,False,43.0,38.0,1.0,,0.0,22.0,25.0,16.0,18.0,,,5.0,,,,,90.0,49.0,6.7,6.0,0.0378554,125.36410903849,16.0,28.98,34.86,,0,,0.24,0.08,0.25,,,,3.0,,,2.0,1.0,,,,2.0,,,,,,,,,,2.0,,,,1.0,,,,,,,
14065166,home,Borussia M'gladbach,Florian Neuhaus,florian-neuhaus,F. Neuhaus,M,10,185,880,M,837205,EUR,858470400,M,10,10,False,38.0,27.0,4.0,2.0,0.0,14.0,20.0,13.0,18.0,,5.0,4.0,,,,,73.0,54.0,6.6,14.0,0.0104182,102.15227774879,13.0,21.945,10.92,,2,,-0.16,0.08,-0.04,,,1.0,5.0,3.0,2.0,3.0,,2.0,2.0,1.0,,1.0,,1.0,0.1002,-0.13,,,2.0,1.0,,,,,1.0,,,,,,,
14065166,home,Borussia M'gladbach,Franck Honorat,franck-honorat,F. Honorat,M,9,180,718,M,280453,EUR,839721600,F,9,9,False,18.0,12.0,1.0,,0.0,4.0,5.0,8.0,13.0,1.0,3.0,4.0,4.0,,,,89.0,38.0,6.9,14.0,0.110842,165.20077070088,11.0,124.74,41.055,,2,,0.15,0.34,-0.02,,6.0,1.0,3.0,1.0,,1.0,,1.0,1.0,1.0,,,,1.0,0.0864,-0.17,,,1.0,1.0,1.0,2.0,,3.0,,,,,,,,
