match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_keyPass,player_sofascoreId,stat_aerialWon,stat_challengeLost,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_dispossessed,stat_lastManTackle,stat_unsuccessfulTouch,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_wasFouled,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_totalOffside,stat_bigChanceCreated,stat_savedShotsFromInsideTheBox,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAGoal,stat_ownGoals,stat_errorLeadToAShot
12448395,home,FC Twente,Lars Unnerstall,lars-unnerstall,L. Unnerstall,G,1,198.0,265,M,94835,EUR,648432000,G,1,1,False,True,20.0,14.0,7.0,1.0,0.0,14.0,17.0,3.0,2.0,6.0,1.0,90.0,27.0,6.9,6.0,4.705e-05,0,0.169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448395,home,FC Twente,Bart van Rooij,bart-van-rooij,B. v. Rooij,D,28,174.0,343,M,946506,EUR,990835200,D,28,28,False,,62.0,52.0,6.0,4.0,0.0,25.0,26.0,38.0,5.0,4.0,,90.0,82.0,7.8,12.0,0.0698777,1,,,,28.0,2.0,1.0,1.0,2.0,4.0,1.0,1.0,4.0,3.0,1.0,0.0438,1.0,,,,,,,,,,,,,,,,,,,,,,,,
12448395,home,FC Twente,Mees Hilgers,mees-hilgers,M. Hilgers,D,2,185.0,8875,M,1014288,EUR,989712000,D,2,2,False,,27.0,26.0,,,0.0,19.0,19.0,8.0,5.0,1.0,,62.0,43.0,7.8,1.0,0.00468158,1,,,,7.0,,,1.0,2.0,4.0,,2.0,2.0,1.0,,0.1162,,meeshilgerss,2.0,1.0,1.0,1.0,0.091,,,,,,,,,,,,,,,,,,
12448395,home,FC Twente,Max Bruns,max-bruns,M. Bruns,D,38,186.0,104,M,1091627,EUR,1036540800,D,38,38,False,,40.0,39.0,2.0,2.0,0.0,21.0,22.0,18.0,4.0,1.0,,78.0,49.0,7.0,3.0,0.00797327,0,,Max Bruns,,18.0,,,2.0,4.0,3.0,,1.0,1.0,,1.0,,,,2.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,
12448395,home,FC Twente,Anass Salah-Eddine,anass-salah-eddine,A. Salah-Eddine,D,2,179.0,6705,M,961684,EUR,1011312000,D,34,34,False,,56.0,53.0,,,0.0,17.0,17.0,44.0,3.0,6.0,,90.0,86.0,8.9,11.0,0.39509,2,,,,36.0,5.0,,1.0,1.0,11.0,,1.0,5.0,2.0,,0.355,2.0,,1.0,,2.0,1.0,0.3732,,,1.0,3.0,3.0,1.0,2.0,,,,,,,,,,,
12448395,home,FC Twente,Youri Regeer,youri-regeer,Y. Regeer,M,6,177.0,742,M,996940,EUR,1061164800,M,8,8,False,,74.0,67.0,3.0,2.0,0.0,19.0,21.0,54.0,1.0,11.0,,90.0,82.0,7.4,9.0,0.0652336,0,,,,48.0,1.0,,1.0,4.0,5.0,,2.0,,,2.0,,1.0,,4.0,,,,,1.0,,,,,,1.0,,,,,,,,,,,
12448395,home,FC Twente,Daan Rots,daan-rots,D. Rots,M,11,179.0,509,M,1048430,EUR,996019200,M,11,11,False,,26.0,18.0,2.0,1.0,0.0,4.0,6.0,21.0,1.0,4.0,,62.0,44.0,6.9,14.0,0.0808831,2,,,,15.0,1.0,1.0,2.0,8.0,3.0,1.0,,2.0,2.0,,0.5224,3.0,,,3.0,1.0,,0.7944,3.0,,3.0,,,,1.0,1.0,,,,,,,,,,
12448395,home,FC Twente,Sem Steijn,sem-steijn,S. Steijn,M,14,173.0,3417,M,944467,EUR,1005523200,M,14,14,False,,34.0,25.0,2.0,1.0,0.0,10.0,12.0,23.0,1.0,6.0,,84.0,45.0,6.8,10.0,0.0258091,3,,,,16.0,1.0,1.0,,1.0,1.0,1.0,,,,,0.154,1.0,,,1.0,,,,,,1.0,,,,1.0,,2.0,,,,,,,,,
12448395,home,FC Twente,Michel Vlap,michel-vlap,M. Vlap,M,14,189.0,423,M,798181,EUR,865209600,M,18,18,False,,66.0,62.0,3.0,2.0,2.0,22.0,22.0,53.0,3.0,5.0,,90.0,98.0,10.0,14.0,0.575592,3,,,,43.0,9.0,3.0,1.0,2.0,7.0,1.0,2.0,3.0,3.0,1.0,0.6528,6.0,,2.0,,2.0,1.0,0.8317,1.0,,2.0,,,,2.0,,,,,,,,,,,
12448395,home,FC Twente,Sayfallah Ltaief,sayfallah-ltaief,S. Ltaief,M,47,180.0,1619,M,1032926,EUR,956361600,M,30,30,False,,30.0,23.0,,,0.0,2.0,2.0,30.0,,,,78.0,50.0,7.5,13.0,0.164642,4,,,,21.0,2.0,,1.0,6.0,8.0,2.0,,1.0,1.0,3.0,0.3579,,,1.0,1.0,1.0,,0.5488,2.0,,2.0,4.0,4.0,,2.0,,1.0,1.0,,,,,,,,
