match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_aerialWon,stat_dispossessed,stat_interceptionWon,stat_wonTackle,captain,player_firstName,player_lastName,stat_keyPass,stat_shotOffTarget,stat_expectedGoals,stat_shotValueNormalized,stat_accurateCross,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_hitWoodwork,stat_totalOffside,player_sofascoreId,stat_errorLeadToAShot,stat_clearanceOffLine,stat_bigChanceCreated,stat_blockedScoringAttempt
14053696,home,Fortuna Sittard,Mattijs Branderhorst,mattijs-branderhorst,M. Branderhorst,G,31,192.0,151,M,146871,EUR,757296000,G,31,31,False,30.0,15.0,24.0,9.0,0.0,7.0,7.0,8.0,23.0,1.0,15.0,1.0,5.0,5.0,1.0,1.0,90.0,40.0,8.4,15.0,0.00376173,0.6799,0,0.6052,0.09,0.0,0.29,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053696,home,Fortuna Sittard,Dimitris Limnios,dimitris-limnios,D. Limnios,M,18,178.0,427,M,591044,EUR,896227200,D,18,18,False,39.0,26.0,6.0,2.0,0.0,15.0,20.0,11.0,19.0,6.0,7.0,,,,,,82.0,56.0,6.8,16.0,0.00902547,,0,,-0.19,0.02,0.26,,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
14053696,home,Fortuna Sittard,Shawn Adewoye,shawn-adewoye,S. Adewoye,D,4,183.0,156,M,989586,EUR,962236800,D,4,4,False,43.0,37.0,4.0,,0.0,35.0,36.0,2.0,7.0,5.0,2.0,,,,,,90.0,61.0,7.5,9.0,0.00094941,,0,,-0.03,0.0,0.73,,,2.0,4.0,7.0,,,,2.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,
14053696,home,Fortuna Sittard,Iván Márquez,ivan-marquez,I. Márquez,D,44,191.0,78,M,862479,EUR,771120000,D,44,44,False,38.0,34.0,6.0,3.0,0.0,30.0,31.0,4.0,7.0,13.0,1.0,,,,,,90.0,58.0,7.4,5.0,0.00166084,,0,,0.05,0.04,0.67,,,3.0,4.0,5.0,,,,1.0,1.0,,1.0,1.0,4.0,,1.0,1.0,True,,,,,,,,,,,,,,,,,,
14053696,home,Fortuna Sittard,Jasper Dahlhaus,jasper-dahlhaus,J. Dahlhaus,D,8,176.0,33,M,1048758,EUR,1006819200,D,8,8,False,32.0,25.0,4.0,1.0,0.0,17.0,18.0,8.0,14.0,7.0,6.0,,,,,,90.0,59.0,6.8,12.0,0.00557795,,0,,-0.04,0.06,0.23,,,3.0,9.0,6.0,3.0,3.0,1.0,,4.0,,,1.0,1.0,,2.0,3.0,,,,,,,,,,,,,,,,,,,
14053696,home,Fortuna Sittard,Philip Brittijn,philip-brittijn,P. Brittijn,M,23,182.0,100,M,1132766,EUR,1081468800,M,23,23,False,32.0,28.0,5.0,3.0,0.0,17.0,18.0,11.0,14.0,1.0,1.0,,,,,,90.0,48.0,6.7,7.0,0.0275181,,0,,0.09,0.15,0.13,,,2.0,8.0,4.0,2.0,1.0,,,4.0,1.0,,2.0,,1.0,2.0,3.0,,Philip Brittijn,,1.0,,,,,,,,,,,,,,,
14053696,home,Fortuna Sittard,Ryan Fosso,ryan-fosso,R. Fosso,M,80,183.0,187,M,1142147,EUR,1024272000,M,80,80,False,28.0,26.0,1.0,,0.0,13.0,14.0,13.0,14.0,2.0,8.0,,,,,,90.0,41.0,7.2,2.0,0.00898309,,1,,0.09,0.33,0.18,,,1.0,3.0,6.0,1.0,1.0,1.0,,4.0,,,1.0,1.0,,3.0,3.0,,Ryan,Fosso,,1.0,0.0183,-0.13,,,,,,,,,,,,
14053696,home,Fortuna Sittard,Justin Lonwijk,justin-lonwijk,J. Lonwijk,M,17,189.0,258,M,875673,EUR,945734400,M,17,17,False,8.0,7.0,,,0.0,3.0,4.0,4.0,4.0,,2.0,,,,,,65.0,12.0,6.3,4.0,0.00133769,,0,,-0.05,-0.1,0.13,,,1.0,5.0,1.0,,2.0,,,1.0,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,
14053696,home,Fortuna Sittard,Mohamed Ihattaren,mohamed-ihattaren,M. Ihattaren,M,52,182.0,2907,M,929633,EUR,1013472000,M,52,52,False,30.0,25.0,4.0,2.0,0.0,10.0,10.0,15.0,20.0,1.0,4.0,,,,,,65.0,48.0,7.9,10.0,0.0438777,,3,,0.03,0.53,-0.01,,2.0,,3.0,4.0,1.0,1.0,1.0,,1.0,3.0,2.0,1.0,,1.0,,,,,,1.0,,1.009,0.28,1.0,1.0,3.0,1.0,0.5656,,,,,,,
14053696,home,Fortuna Sittard,Kristoffer Peterson,kristoffer-peterson,K. Peterson,M,7,180.0,132,M,366942,EUR,785980800,M,7,7,False,15.0,11.0,,,0.0,7.0,7.0,4.0,8.0,,4.0,,,,,,45.0,19.0,6.6,6.0,0.0014105,,1,,-0.22,0.36,-0.04,,,,2.0,1.0,1.0,,,,,1.0,,,1.0,1.0,1.0,,,,,,1.0,0.0578,-0.29,,,,,,1.0,,,,,,
