match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_errorLeadToAShot,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_outfielderBlock,stat_interceptionWon,stat_fouls,stat_dispossessed,stat_totalContest,stat_shotOffTarget,stat_penaltyConceded,stat_expectedGoals,captain,stat_wonContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_hitWoodwork,stat_totalOffside,stat_bigChanceMissed,stat_ownGoals,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_blockedScoringAttempt,stat_goals,player_sofascoreId,stat_penaltyWon
12448255,home,Willem II Tilburg,Thomas Didillon,,,thomas-didillon,T. Didillon,G,1,193,124,M,339809,EUR,817516800,G,1,1,False,33.0,20.0,19.0,7.0,0.0,17.0,20.0,3.0,13.0,10.0,1.0,1.0,2.0,3.0,2.0,90.0,40.0,6.4,13.0,0.00101456,0,0.3471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448255,home,Willem II Tilburg,Mickael Tirpan,,,mickael-tirpan,M. Tirpan,D,25,177,59,M,800340,EUR,751334400,D,25,25,False,36.0,31.0,8.0,4.0,0.0,18.0,20.0,14.0,21.0,2.0,,,,,,90.0,64.0,6.9,11.0,0.0865574,0,,5.0,1.0,1.0,1.0,4.0,4.0,3.0,7.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
12448255,home,Willem II Tilburg,Raffael Behounek,,,behounek-raffael,R. Behounek,D,30,187,82,M,799723,EUR,861148800,D,30,30,False,61.0,49.0,9.0,3.0,0.0,34.0,40.0,15.0,22.0,5.0,,,,,,90.0,76.0,6.9,14.0,0.0199172,0,,1.0,,1.0,1.0,3.0,1.0,2.0,6.0,,,,,,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
12448255,home,Willem II Tilburg,Tommy St. Jago,,,tommy-st-jago,T. S. Jago,D,33,186,182,M,876232,EUR,946857600,D,33,33,False,39.0,33.0,9.0,4.0,0.0,27.0,29.0,6.0,10.0,5.0,,,,,,90.0,53.0,7.1,6.0,0.0116906,0,,,,1.0,2.0,1.0,6.0,,4.0,2.0,1.0,,3.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
12448255,home,Willem II Tilburg,Rúnar Þór Sigurgeirsson,,,runar-thor-sigurgeirsson,R. Þ. Sigurgeirsson,D,21,186,110,M,902229,EUR,946339200,D,5,5,False,29.0,22.0,6.0,1.0,0.0,16.0,19.0,6.0,12.0,4.0,,,,,,90.0,58.0,6.1,13.0,0.00475318,1,,2.0,,,,5.0,4.0,2.0,2.0,4.0,1.0,1.0,,,,2.0,1.0,1.0,1.0,1.0,1.0,0.0175,,,,,,,,,,,,,,,
12448255,home,Willem II Tilburg,Jesse Bosch,,,jesse-bosch,J. Bosch,M,5,176,81,M,989859,EUR,949363200,M,8,8,False,17.0,14.0,1.0,1.0,0.0,3.0,4.0,11.0,16.0,,,,,,,69.0,28.0,6.4,9.0,0.0165603,0,,3.0,,3.0,,9.0,2.0,,1.0,,,1.0,,,,1.0,4.0,1.0,3.0,,,,True,2.0,,,,,,,,,,,,,
12448255,home,Willem II Tilburg,Amine Lachkar,Amine Lachkar,,lachkar-amine,A. Lachkar,M,34,189,135,M,1418129,EUR,1050624000,M,34,34,False,40.0,34.0,6.0,3.0,0.0,17.0,17.0,17.0,23.0,5.0,,,,,,90.0,67.0,7.7,7.0,0.0293248,1,,,,1.0,1.0,3.0,10.0,2.0,4.0,8.0,4.0,,1.0,1.0,1.0,3.0,,,,1.0,,0.0191,,,,,,,,,,,,,,,
12448255,home,Willem II Tilburg,Nick Doodeman,,,nick-doodeman,N. Doodeman,M,7,173,115,M,822166,EUR,845942400,M,7,7,False,19.0,15.0,3.0,,0.0,6.0,9.0,11.0,17.0,2.0,,,,,,85.0,31.0,6.9,11.0,0.336169,0,,7.0,2.0,,,,1.0,,1.0,,,2.0,1.0,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,
12448255,home,Willem II Tilburg,Cisse Sandra,,,cisse-sandra,C. Sandra,M,11,183,563,M,1004449,EUR,1071532800,M,14,14,False,10.0,6.0,1.0,1.0,0.0,2.0,5.0,4.0,5.0,2.0,,,,,,69.0,20.0,6.5,10.0,0.0110843,1,,,,5.0,,10.0,,2.0,,,,5.0,,1.0,,1.0,2.0,1.0,,,,0.0257,,,,1.0,0.0095,,,,,,,,,,
12448255,home,Willem II Tilburg,Ringo Meerveld,,,ringo-meerveld,R. Meerveld,M,10,177,424,M,992018,EUR,1040428800,M,16,16,False,29.0,25.0,5.0,2.0,0.0,9.0,9.0,17.0,24.0,8.0,,,,,,90.0,46.0,7.3,11.0,0.118252,1,,4.0,1.0,,,3.0,6.0,,1.0,,,,4.0,3.0,,1.0,,3.0,2.0,1.0,,0.0523,,2.0,,,,,,,,,,,,,
12448255,home,Willem II Tilburg,Jeremy Bokila,,,jeremy-bokila,J. Bokila,F,18,188,210,M,32497,EUR,595468800,F,18,18,False,9.0,3.0,1.0,,0.0,2.0,2.0,1.0,8.0,3.0,,,,,,90.0,27.0,6.9,17.0,0.00053267,4,,1.0,,5.0,4.0,16.0,5.0,,,,,5.0,,,,,6.0,4.0,2.0,3.0,,0.3619,,1.0,,1.0,0.0688,1.0,1.0,,,,,,,,
