match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,player_firstName,player_lastName,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_bigChanceCreated,player_sofascoreId,stat_goals,stat_totalOffside,stat_shotOffTarget,stat_savedShotsFromInsideTheBox,stat_errorLeadToAGoal
12499474,home,TSG Hoffenheim,Oliver Baumann,oliver-baumann,O. Baumann,G,1,185,1392,M,40244,EUR,644284800,G,1,1,False,True,43.0,25.0,36.0,18.0,0.0,9.0,10.0,16.0,33.0,2.0,7.0,1.0,1.0,1.0,2.0,2.0,90.0,51.0,7.3,19.0,0.00803211,1.0,0,0.0201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499474,home,TSG Hoffenheim,Valentin Gendrey,valentin-gendrey,V. Gendrey,D,15,179,294,M,944899,EUR,961545600,D,15,15,False,,24.0,17.0,3.0,,0.0,7.0,10.0,11.0,16.0,7.0,1.0,,,,,,90.0,51.0,6.8,15.0,0.029508,,0,,2.0,1.0,3.0,3.0,7.0,5.0,1.0,2.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,
12499474,home,TSG Hoffenheim,Arthur Chaves,arthur-chaves,A. Chaves,D,34,187,470,M,1122806,EUR,980726400,D,35,35,False,,29.0,24.0,5.0,1.0,0.0,15.0,18.0,9.0,12.0,8.0,2.0,,,,,,90.0,50.0,7.4,8.0,0.00324426,,1,,1.0,,1.0,4.0,6.0,8.0,1.0,2.0,3.0,2.0,,2.0,Arthur Chaves,,1.0,1.0,1.0,1.0,0.0804,0.1663,,,,,,,,,,
12499474,home,TSG Hoffenheim,Kevin Akpoguma,kevin-akpoguma,K. Akpoguma,D,25,192,335,M,187423,EUR,798249600,D,25,25,False,,18.0,17.0,3.0,2.0,0.0,13.0,13.0,4.0,5.0,9.0,,,,,,,90.0,38.0,7.5,1.0,0.00111045,,0,,,,1.0,3.0,1.0,11.0,,,4.0,1.0,,,,,,,1.0,4.0,,,,,,,,,,,,
12499474,home,TSG Hoffenheim,Stanley N'Soki,stanley-nsoki,S. N'Soki,D,34,184,416,M,904991,EUR,923616000,D,34,34,False,,23.0,17.0,2.0,,0.0,12.0,16.0,5.0,7.0,4.0,3.0,,,,,,90.0,36.0,7.0,7.0,0.00212072,,0,,,,1.0,,4.0,1.0,1.0,,,,,2.0,,,,2.0,1.0,,,,1.0,1.0,,,,,,,,
12499474,home,TSG Hoffenheim,Anton Stach,anton-stach,A. Stach,M,18,192,1470,M,889861,EUR,911088000,M,16,16,False,,24.0,14.0,3.0,,0.0,5.0,10.0,9.0,14.0,2.0,5.0,,,,,,90.0,46.0,7.1,16.0,0.00614711,,2,,,,,2.0,5.0,9.0,,1.0,5.0,4.0,2.0,2.0,,,1.0,,3.0,2.0,0.1236,0.0226,2.0,,1.0,,,,,,,
12499474,home,TSG Hoffenheim,Tom Bischof,tom-bischof,T. Bischof,M,20,176,6361,M,1129935,EUR,1119916800,M,7,7,False,,38.0,29.0,4.0,2.0,0.0,13.0,18.0,19.0,26.0,5.0,8.0,,,,,,90.0,65.0,6.9,16.0,0.11972,2.0,0,,6.0,3.0,1.0,,4.0,2.0,,1.0,2.0,,3.0,2.0,,,,1.0,,,,,,,,,,,,,,
12499474,home,TSG Hoffenheim,Bazoumana Touré,bazoumana-toure,B. Touré,M,29,175,3686,M,1568123,EUR,1141257600,M,29,29,False,,19.0,13.0,1.0,,2.0,2.0,3.0,13.0,20.0,,5.0,,,,,,67.0,35.0,7.4,17.0,0.563159,2.0,0,,4.0,2.0,2.0,1.0,9.0,2.0,1.0,1.0,,,6.0,3.0,Bazoumana Touré,,,,,,,,3.0,1.0,,2.0,,,,,,
12499474,home,TSG Hoffenheim,Andrej Kramarić,andrej-kramaric,A. Kramarić,F,27,177,7591,M,67647,EUR,677289600,M,27,27,False,,20.0,13.0,,,0.0,7.0,11.0,6.0,11.0,,6.0,,,,,,86.0,32.0,8.5,11.0,0.00621529,1.0,2,,2.0,,1.0,,2.0,2.0,,1.0,1.0,1.0,1.0,,,,2.0,,1.0,1.0,1.3255,1.8477,,,,,andrejkramaric,2.0,1.0,,,
12499474,home,TSG Hoffenheim,Marius Bülter,marius-bulter,M. Bülter,F,30,188,454,M,378340,EUR,733363200,M,21,21,False,,11.0,5.0,2.0,,0.0,4.0,4.0,1.0,10.0,1.0,,,,,,,74.0,27.0,6.9,9.0,0.00036938,,1,,3.0,,1.0,3.0,3.0,4.0,1.0,,1.0,1.0,,1.0,,,1.0,,1.0,,0.0422,0.0367,,,,,,,,,,
12499474,home,TSG Hoffenheim,Haris Tabaković,haris-tabakovic,H. Tabaković,F,15,196,2741,M,259803,EUR,772070400,F,26,26,False,,16.0,11.0,,,0.0,4.0,6.0,7.0,10.0,1.0,1.0,,,,,,85.0,26.0,6.7,7.0,0.00507668,,1,,,,4.0,4.0,7.0,5.0,,,,,2.0,3.0,,,,,,1.0,0.0651,,,,,,,,1.0,1.0,,
12499474,home,TSG Hoffenheim,Adam Hložek,adam-hlozek,A. Hložek,F,23,186,3087,M,963801,EUR,1027555200,F,23,23,True,,8.0,4.0,1.0,1.0,0.0,,2.0,4.0,6.0,2.0,1.0,,,,,,23.0,14.0,6.7,5.0,0.0107295,1.0,1,,,,1.0,,2.0,1.0,,1.0,,,,,,,,,,1.0,0.0514,,,,1.0,,ahlozek,,,,,
12499474,home,TSG Hoffenheim,David Jurásek,david-jurasek,D. Jurásek,D,39,183,1517,M,1030711,EUR,965606400,D,19,19,True,,2.0,2.0,,,0.0,1.0,1.0,1.0,3.0,,,,,,,,16.0,8.0,6.5,4.0,0.00011317,,0,,2.0,,,,1.0,,,,,,1.0,,,,,,1.0,,,,1.0,,,,,,,,,
12499474,home,TSG Hoffenheim,Erencan Yardımcı,erencan-yardimci,E. Yardımcı,F,9,186,693,M,989168,EUR,1012780800,F,53,53,True,,2.0,2.0,,,0.0,1.0,1.0,1.0,2.0,,1.0,,,,,,12.0,7.0,6.7,3.0,0.00117712,,0,,1.0,,1.0,1.0,1.0,2.0,,,,,2.0,,,,,,,1.0,,,,,,,,,,,,
12499474,home,TSG Hoffenheim,Dennis Geiger,dennis-geiger,D. Geiger,M,8,172,160,M,795004,EUR,897436800,M,8,8,True,,2.0,2.0,,,0.0,,,2.0,2.0,,1.0,,,,,,12.0,6.0,6.6,1.0,0.00099821,,0,,,,,,2.0,1.0,,,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,
12499474,home,TSG Hoffenheim,Luca Philipp,luca-philipp,L. Philipp,G,37,192,119,M,943550,EUR,975369600,G,37,37,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499474,home,TSG Hoffenheim,Finn Ole Becker,becker-finn-ole,F. O. Becker,M,25,177,144,M,979821,EUR,960422400,M,20,20,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499474,home,TSG Hoffenheim,Umut Tohumcu,umut-tohumcu,U. Tohumcu,M,8,176,432,M,1083410,EUR,1092182400,M,17,17,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,Umut Tohumcu,,,,,,,,,,,,,,,,,
12499474,home,TSG Hoffenheim,Pavel Kadeřábek,pavel-kaderabek,P. Kadeřábek,M,3,182,266,M,109296,EUR,704160000,D,3,3,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499474,home,TSG Hoffenheim,Gift Orban,gift-orban,G. Orban,F,16,178,5532,M,1217613,EUR,1026864000,F,14,14,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,giftorban,,,,,
12499474,away,1. FSV Mainz 05,Robin Zentner,robin-zentner,R. Zentner,G,27,193,298,M,174345,EUR,783302400,G,27,27,False,True,30.0,21.0,13.0,4.0,0.0,20.0,20.0,1.0,10.0,,12.0,1.0,3.0,,2.0,2.0,90.0,40.0,6.9,9.0,0.00075645,,0,0.0732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
12499474,away,1. FSV Mainz 05,Danny da Costa,danny-da-costa,D. Costa,D,21,186,305,M,97926,EUR,742521600,D,21,21,False,,73.0,64.0,10.0,5.0,0.0,23.0,25.0,41.0,50.0,4.0,3.0,,,,,,90.0,89.0,6.9,12.0,0.102066,,0,,2.0,,2.0,1.0,2.0,3.0,,,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,
12499474,away,1. FSV Mainz 05,Moritz Jenz,jenz-moritz,M. Jenz,D,15,190,340,M,920525,EUR,925430400,D,3,3,False,,51.0,44.0,8.0,3.0,0.0,21.0,21.0,23.0,30.0,7.0,3.0,,,,,,90.0,62.0,6.8,7.0,0.0541813,,1,,,,3.0,5.0,5.0,5.0,,,,,,2.0,,,,,2.0,,0.0193,,,,,,,,1.0,1.0,,
12499474,away,1. FSV Mainz 05,Dominik Kohr,dominik-kohr,D. Kohr,D,31,183,342,M,152206,EUR,759974400,D,31,31,False,,51.0,44.0,6.0,2.0,0.0,31.0,31.0,13.0,22.0,7.0,6.0,,,,,,83.0,71.0,7.2,9.0,0.00699858,,0,,2.0,,1.0,3.0,2.0,10.0,,,3.0,2.0,,1.0,,,,1.0,,4.0,,,,,,,,,,,,
12499474,away,1. FSV Mainz 05,Anthony Caci,anthony-caci,A. Caci,M,19,184,357,M,846471,EUR,867715200,M,19,19,False,,65.0,47.0,9.0,3.0,0.0,10.0,13.0,39.0,63.0,,3.0,,,,,,90.0,93.0,6.9,32.0,0.576415,6.0,1,,11.0,2.0,1.0,,5.0,,1.0,,,,,1.0,,,,,1.0,,0.1595,,2.0,,1.0,,,,,,,
12499474,away,1. FSV Mainz 05,Kaishu Sano,kaishu-sano,K. Sano,M,6,176,2306,M,1028307,EUR,978134400,M,6,6,False,,58.0,51.0,2.0,,0.0,15.0,18.0,36.0,40.0,4.0,5.0,,,,,,90.0,74.0,7.4,7.0,0.0597824,1.0,1,,,,,3.0,1.0,6.0,1.0,,1.0,1.0,,,,,,,3.0,1.0,0.1091,,1.0,1.0,,,,,,1.0,,
12499474,away,1. FSV Mainz 05,Jae-sung Lee,jae-sung-lee,J. Lee,F,7,180,2646,M,537552,EUR,713404800,M,7,7,False,,40.0,36.0,1.0,,0.0,15.0,17.0,21.0,23.0,3.0,6.0,,,,,,90.0,56.0,6.9,8.0,0.0388339,1.0,1,,,,4.0,2.0,6.0,6.0,,1.0,1.0,,3.0,1.0,,,,,1.0,3.0,0.1039,,,,,,,,,1.0,,
12499474,away,1. FSV Mainz 05,Phillipp Mwene,phillipp-mwene,P. Mwene,M,2,170,470,M,138126,EUR,759801600,M,2,2,False,,13.0,9.0,1.0,1.0,0.0,5.0,6.0,4.0,7.0,,2.0,,,,,,40.0,23.0,5.8,7.0,0.00434937,,0,,,,1.0,,2.0,1.0,,,,,3.0,1.0,,,,,,1.0,,,,,,,,,,,,1.0
12499474,away,1. FSV Mainz 05,Paul Nebel,paul-nebel,P. Nebel,F,8,169,1155,M,980621,EUR,1034208000,F,8,8,False,,54.0,44.0,2.0,1.0,0.0,9.0,10.0,40.0,52.0,,9.0,,,,,,90.0,76.0,7.5,17.0,0.421556,3.0,1,,8.0,5.0,,,3.0,5.0,,2.0,2.0,2.0,2.0,1.0,,,,,,1.0,0.0323,,2.0,2.0,1.0,,,,,,,
12499474,away,1. FSV Mainz 05,Nikolas Veratschnig,nikolas-veratschnig,N. Veratschnig,D,22,178,239,M,1138150,EUR,1043366400,F,22,22,False,,13.0,9.0,,,0.0,1.0,3.0,8.0,10.0,1.0,2.0,,,,,,67.0,27.0,7.0,8.0,0.0249172,1.0,1,,,,2.0,,3.0,5.0,,1.0,3.0,2.0,2.0,,Nikolas Veratschnig,,,,,2.0,0.0233,,,,,,,,1.0,1.0,,
