match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalTackle,stat_wonTackle,stat_aerialWon,stat_outfielderBlock,stat_interceptionWon,stat_fouls,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_keyPass,stat_clearanceOffLine,stat_goalAssist,stat_accurateCross,stat_bigChanceCreated,player_firstName,player_lastName,stat_shotOffTarget,stat_bigChanceMissed,stat_hitWoodwork,player_sofascoreId,stat_totalOffside
12117016,home,Vitória,Lucas Arcanjo,lucas-arcanjo,L. Arcanjo,G,1,190,811,M,982558,EUR,902534400,G,1,1,False,18.0,7.0,13.0,2.0,7.0,8.0,10.0,1.0,3.0,1.0,1.0,3.0,1.0,90.0,26.0,6.4,11.0,4.591e-05,0,-0.6543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117016,home,Vitória,Zeca,zeca,Zeca,D,2,170,237,M,555454,EUR,769046400,D,2,2,False,35.0,24.0,7.0,,17.0,21.0,18.0,2.0,4.0,,,,,90.0,47.0,5.7,17.0,0.00469641,0,,True,7.0,4.0,2.0,6.0,1.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
12117016,home,Vitória,Bruno Uvini,bruno-uvini,Bruno Uvini,D,,187,190,M,158267,EUR,675907200,D,25,25,False,25.0,22.0,2.0,1.0,18.0,19.0,6.0,4.0,2.0,,,,,90.0,33.0,6.5,3.0,0.00145301,0,,,4.0,,,1.0,4.0,,,1.0,1.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
12117016,home,Vitória,Wagner Leonardo,wagner-leonardo,W. Leonardo,D,3,186,1490,M,976235,EUR,932688000,D,4,4,False,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,7.0,2.0,3.0,,0.00207021,0,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
12117016,home,Vitória,Willean Lepo,willean-lepo,W. Lepo,D,2,180,184,M,868076,EUR,853372800,M,97,97,False,2.0,2.0,,,1.0,1.0,1.0,,,,,,,13.0,4.0,6.5,,0.00093647,0,,,1.0,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12117016,home,Vitória,Willian Oliveira,willian-oliveira,W. Oliveira,M,29,179,410,M,295167,EUR,737510400,M,29,29,False,28.0,23.0,2.0,2.0,12.0,15.0,13.0,1.0,3.0,,,,,90.0,40.0,7.1,5.0,0.0101157,2,,,11.0,,,5.0,3.0,3.0,,,,,,2.0,2.0,1.0,1.0,1.0,3.0,0.1624,0.6327,,,,,,,,,,,,,,,
12117016,home,Vitória,Dudu,dudu,D. Rodrigues,M,21,186,533,M,1124220,EUR,928540800,M,21,21,False,43.0,39.0,3.0,2.0,17.0,18.0,26.0,,6.0,,,,,90.0,65.0,7.0,9.0,0.0144693,0,,,22.0,1.0,1.0,5.0,8.0,,1.0,4.0,3.0,,,1.0,1.0,,,,2.0,,,4.0,2.0,1.0,1.0,,,,,,,,,,,
12117016,home,Vitória,Patric Calmon,patric-calmon,P. Calmon,D,94,181,131,M,987168,EUR,773366400,M,14,14,False,11.0,8.0,1.0,,6.0,7.0,6.0,2.0,1.0,,,,,45.0,28.0,7.2,6.0,0.00210878,0,,,2.0,2.0,,,2.0,,,1.0,,,1.0,1.0,,,,,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,
12117016,home,Vitória,Matheuzinho,matheuzinho,Matheuzinho,M,10,165,1521,M,795266,EUR,877132800,F,30,30,False,14.0,13.0,,,7.0,7.0,11.0,,1.0,,,,,67.0,34.0,7.2,10.0,0.0958684,0,,,7.0,4.0,1.0,6.0,6.0,,4.0,4.0,3.0,,,,,,,,2.0,,,1.0,,1.0,2.0,,1.0,1.0,1.0,,,,,,,
12117016,home,Vitória,Osvaldo,osvaldo,Osvaldo,M,11,170,559,M,90468,EUR,545097600,F,11,11,False,7.0,4.0,1.0,,2.0,3.0,5.0,,2.0,,,,,45.0,12.0,6.5,5.0,0.00275062,0,,,2.0,1.0,,1.0,2.0,,1.0,,,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,
12117016,home,Vitória,Janderson,janderson,Janderson,F,39,189,658,M,1462989,EUR,925948800,F,39,39,False,13.0,6.0,4.0,1.0,3.0,4.0,9.0,1.0,4.0,,,,,69.0,30.0,6.3,16.0,0.00069476,1,,,3.0,,4.0,10.0,7.0,,3.0,1.0,1.0,4.0,,,1.0,,1.0,,1.0,0.0115,,3.0,1.0,4.0,,,,,,Janderson,,,,,,
12117016,home,Vitória,Reynaldo,reynaldo,Reynaldo,D,,186,185,M,877470,EUR,852249600,D,40,40,True,28.0,22.0,4.0,,20.0,25.0,3.0,7.0,4.0,,,,,77.0,37.0,6.2,6.0,0.00044018,0,,,2.0,,,1.0,1.0,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
12117016,home,Vitória,Lucas Esteves,lucas-esteves,L. Esteves,D,25,171,881,M,1387272,EUR,961804800,D,16,16,True,24.0,21.0,1.0,,6.0,6.0,22.0,,,,,,,45.0,37.0,7.1,6.0,0.0145323,1,,,16.0,4.0,1.0,1.0,1.0,,,,,1.0,2.0,,1.0,,,,,0.0262,,,,,,1.0,,1.0,,,,1.0,,,,
12117016,home,Vitória,Mateus Gonçalves,mateus-goncalves,M. Gonçalves,M,11,172,101,M,787480,EUR,780710400,F,23,23,True,9.0,7.0,,,2.0,3.0,7.0,,1.0,,,,,45.0,14.0,6.7,3.0,0.00564074,0,,,5.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,1.0,,,1.0,1.0,,1.0,,,,,,,,,,,
