match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_bigChanceMissed,stat_shotOffTarget,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_wasFouled,captain,stat_totalCross,stat_accurateCross,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_keyPass,stat_onTargetScoringAttempt,stat_goals,stat_dispossessed,stat_totalOffside,stat_goalAssist,stat_hitWoodwork,stat_errorLeadToAGoal,stat_errorLeadToAShot,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
11369995,home,Sint-Truidense VV,Zion Suzuki,,,zion-suzuki,Z. Suzuki,G,31,189,4910,M,905351,EUR,1029888000,G,1,1,False,52.0,36.0,22.0,7.0,33.0,40.0,3.0,12.0,7.0,1.0,2.0,2.0,90.0,61.0,7.4,16.0,0.00063018,0,1.0192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369995,home,Sint-Truidense VV,Rein Van Helden,,,rein-van-helden,R. V. Helden,D,20,187,193,M,1047163,EUR,1027468800,D,20,20,False,89.0,79.0,9.0,4.0,63.0,67.0,16.0,22.0,7.0,,,,90.0,104.0,7.7,10.0,0.00535858,1,,3.0,5.0,6.0,8.0,1.0,1.0,1.0,5.0,1.0,2.0,3.0,3.0,2.0,0.0855,,,,,,,,,,,,,,,,,,,,,
11369995,home,Sint-Truidense VV,Matte Smets,,,smets-matte,M. Smets,D,6,184,963,M,1392905,EUR,1073174400,D,16,16,False,80.0,77.0,8.0,7.0,63.0,63.0,14.0,17.0,4.0,,,,90.0,92.0,7.5,4.0,0.00575404,0,,4.0,2.0,4.0,4.0,,,,5.0,,3.0,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
11369995,home,Sint-Truidense VV,Bruno Godeau,,,bruno-godeau,B. Godeau,D,31,190,68,M,247321,EUR,705456000,D,31,31,False,96.0,89.0,13.0,7.0,70.0,73.0,19.0,23.0,5.0,,,,90.0,108.0,7.3,8.0,0.0118928,0,,3.0,1.0,3.0,2.0,,,,3.0,1.0,1.0,,,,,,,,1.0,True,,,,,,,,,,,,,,,,
11369995,home,Sint-Truidense VV,Robert-Jan Vanwesemael,,,vanwesemael-robert-jan,R. Vanwesemael,M,60,175,67,M,1047164,EUR,1017100800,M,60,60,False,36.0,32.0,,,16.0,18.0,17.0,19.0,2.0,,,,89.0,57.0,6.7,9.0,0.410782,1,,,,3.0,,2.0,,,3.0,1.0,,,,,0.0185,1.0,,3.0,,,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,
11369995,home,Sint-Truidense VV,Mathias Delorge,Mathias Delorge-Knieper,,mathias-delorge-knieper,M. Delorge,M,17,189,582,M,1124749,EUR,1091232000,M,17,17,False,53.0,46.0,7.0,5.0,31.0,34.0,15.0,19.0,7.0,,,,90.0,69.0,7.5,8.0,0.0811269,1,,2.0,1.0,2.0,5.0,,,1.0,5.0,,1.0,2.0,2.0,,0.031,,,1.0,2.0,,,,,,1.0,,,,,,,,,,,
11369995,home,Sint-Truidense VV,Ryotaro Ito,Ryotaro,Ito,ryotaro-ito,R. Ito,M,13,174,672,M,831697,EUR,886723200,M,13,13,False,37.0,36.0,6.0,5.0,20.0,20.0,16.0,17.0,4.0,,,,71.0,47.0,7.8,2.0,0.0140658,3,,1.0,1.0,3.0,3.0,2.0,,1.0,1.0,,1.0,,,,0.4704,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,
11369995,home,Sint-Truidense VV,Eric Bocat,,,eric-bocat,E. Bocat,D,17,182,70,M,1017684,EUR,932083200,M,77,77,False,36.0,28.0,1.0,,17.0,21.0,11.0,17.0,8.0,,,,90.0,56.0,6.5,18.0,0.00785735,0,,,1.0,5.0,4.0,,,,,,,1.0,,1.0,,4.0,,3.0,2.0,,2.0,,,,2.0,,,1.0,,,,,,,,
11369995,home,Sint-Truidense VV,Jarne Steuckers,,,steuckers-jarne,J. Steuckers,M,7,179,987,M,1099462,EUR,1012780800,F,18,18,False,47.0,41.0,6.0,5.0,16.0,19.0,28.0,32.0,3.0,,,,89.0,60.0,7.6,9.0,0.262788,1,,,,3.0,3.0,1.0,,,,,,3.0,1.0,1.0,0.0658,,,1.0,,,4.0,3.0,2.0,1.0,4.0,,,1.0,2.0,,,,,,,
11369995,home,Sint-Truidense VV,Aboubakary Koita,,,aboubakary-koita,A. Koita,M,11,175,1938,M,890110,EUR,906249600,F,7,7,False,22.0,18.0,3.0,3.0,7.0,7.0,12.0,22.0,4.0,,,,89.0,52.0,6.9,18.0,0.0680624,6,,1.0,,6.0,4.0,,1.0,1.0,,,1.0,1.0,,1.0,0.791,5.0,1.0,4.0,2.0,,7.0,1.0,,3.0,2.0,2.0,,,,1.0,,,,,,
11369995,home,Sint-Truidense VV,Kahveh Zahiroleslam,Kahveh Zahiroleslam,,kahveh-zahiroleslam,K. Zahiroleslam,F,18,193,237,M,1519355,EUR,1023926400,F,15,15,False,17.0,5.0,,,4.0,7.0,1.0,10.0,2.0,,,,71.0,23.0,6.5,16.0,0.00488573,0,,3.0,3.0,6.0,4.0,,,,,,,,,2.0,,1.0,1.0,2.0,,,,,,,,,,1.0,,,,,,,,
11369995,home,Sint-Truidense VV,Joel Chima Fujita,,,joel-chima-fujita,J. C. Fujita,M,16,175,1436,M,1002461,EUR,1013817600,M,8,8,True,11.0,9.0,1.0,,4.0,5.0,5.0,6.0,1.0,,,,19.0,14.0,6.6,2.0,0.00174649,1,,,,1.0,2.0,,1.0,1.0,,,,1.0,1.0,1.0,0.2757,,,,1.0,,,,,,,,,,,,1.0,,,,,
11369995,home,Sint-Truidense VV,Fatih Kaya,,,fatih-kaya,F. Kaya,F,29,183,257,M,930697,EUR,942364800,F,11,11,True,7.0,3.0,3.0,1.0,,1.0,3.0,6.0,3.0,,,,19.0,11.0,6.5,6.0,0.00034838,0,,1.0,2.0,2.0,2.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,
11369995,home,Sint-Truidense VV,Rihito Yamamoto,,,rihito-yamamoto,R. Yamamoto,M,6,179,455,M,1030211,EUR,1008115200,M,6,6,True,,,,,,,,,,,,,1.0,,,,,0,,,,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369995,home,Sint-Truidense VV,Joselpho Barnes,,,joselpho-barnes,J. Barnes,F,,185,65,M,1100555,EUR,1008115200,F,23,23,True,1.0,,1.0,,,,,1.0,1.0,,,,1.0,7.0,,3.0,0.00015239,1,,,,2.0,1.0,,,1.0,,,,1.0,,,0.0832,1.0,,,,,,,,,,,,1.0,,,,,,,,
11369995,home,Sint-Truidense VV,Wolke Janssens,,,janssens-wolke,W. Janssens,D,22,185,37,M,794418,EUR,789782400,D,22,22,True,3.0,3.0,,,1.0,1.0,2.0,2.0,1.0,,,,1.0,3.0,,,0.00107297,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
