match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalClearance,stat_clearanceOffLine,stat_outfielderBlock,stat_wonTackle,stat_shotOffTarget,captain,stat_goalAssist,stat_challengeLost,stat_onTargetScoringAttempt,stat_goals,stat_keyPass,stat_accurateCross,stat_blockedScoringAttempt,stat_totalOffside,stat_penaltyFaced,stat_punches,stat_penaltyConceded,stat_bigChanceCreated,stat_hitWoodwork,player_sofascoreId,stat_bigChanceMissed
11523747,home,Swansea City,Josh Ginnelly,,,josh-ginnelly,J. Ginnelly,F,9,173,150,M,555372,EUR,861840000,F,11,11,False,2.0,1.0,1.0,,,1.0,1.0,1.0,2.0,,,,58.0,13.0,6.5,6.0,0,,,,4.0,5.0,1.0,3.0,1.0,1.0,,2.0,4.0,,,,,,,,,1.0,,,,,,,,,,,,,
11523747,home,Swansea City,Jay Fulton,,,jay-fulton,J. Fulton,M,4,178,58,M,164291,EUR,765417600,M,4,4,True,16.0,10.0,,,4.0,4.0,6.0,12.0,2.0,,,,32.0,21.0,6.5,7.0,0,,1.0,2.0,1.0,2.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
11523747,home,Swansea City,Mykola Kukharevych,,,mykola-kukharevych,M. Kukharevych,F,9,193,1639,M,1029969,EUR,993945600,F,19,19,True,10.0,7.0,,,2.0,2.0,5.0,8.0,,,,,32.0,17.0,6.4,4.0,0,,3.0,,5.0,1.0,,,,,,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
11523747,home,Swansea City,Harrison Ashby,,,ashby-harrison,H. Ashby,D,33,179,462,M,1084284,EUR,1005696000,D,30,30,True,9.0,6.0,3.0,2.0,2.0,2.0,4.0,9.0,,,,,21.0,15.0,6.6,5.0,0,2.0,,,2.0,2.0,,,,1.0,2.0,,,1.0,,,,2.0,,,,1.0,,,,,,,,,,,,,
11523747,home,Swansea City,Jamie Paterson,,,jamie-paterson,J. Paterson,M,7,175,105,M,123717,EUR,693187200,F,12,12,True,14.0,9.0,2.0,1.0,2.0,4.0,7.0,13.0,2.0,,,,21.0,22.0,7.4,10.0,1,3.0,,,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,
11523747,home,Swansea City,Jerry Yates,,,jerry-yates,J. Yates,F,12,175,341,M,785799,EUR,847584000,F,9,9,True,4.0,4.0,,,1.0,1.0,3.0,3.0,2.0,,,,10.0,13.0,6.8,3.0,1,,,,2.0,3.0,,2.0,2.0,,1.0,3.0,,2.0,,,,,1.0,,,,,,,,,,,,,,,,
11523747,home,Swansea City,Andrew Fisher,,,andrew-fisher,A. Fisher,G,1,183,42,M,878130,EUR,887241600,G,1,1,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11523747,home,Swansea City,Brandon Cooper,,,brandon-cooper,B. Cooper,D,15,185,28,M,910585,EUR,947808000,D,16,16,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11523747,home,Swansea City,Nathan Wood,,,nathan-wood,N. Wood,D,15,188,201,M,944200,EUR,1022803200,D,23,23,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11523747,home,Swansea City,Charlie Patiño,,,charlie-patino,C. Patino,M,6,182,1422,M,1101040,EUR,1066348800,M,18,18,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11523747,away,Bournemouth,Ionuț Radu,,,ionut-radu,I. Radu,G,13,188,3688,M,815202,EUR,864777600,G,20,20,False,21.0,15.0,8.0,2.0,15.0,18.0,,3.0,4.0,,,,90.0,24.0,6.2,6.0,0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,1.0,2.0,,,,,
11523747,away,Bournemouth,Max Aarons,,,max-aarons,M. Aarons,D,3,178,1260,M,943645,EUR,946944000,D,37,37,False,56.0,47.0,,,23.0,27.0,24.0,33.0,11.0,,,,90.0,77.0,6.7,16.0,0,4.0,,3.0,2.0,8.0,1.0,,,,,,5.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,
11523747,away,Bournemouth,Chris Mepham,,,chris-mepham,C. Mepham,D,2,191,389,M,865740,EUR,878688000,D,6,6,False,70.0,61.0,8.0,5.0,46.0,50.0,15.0,20.0,8.0,,,,90.0,88.0,7.2,9.0,0,,1.0,3.0,4.0,8.0,,,,2.0,3.0,,2.0,3.0,8.0,,,3.0,,,,1.0,,,2.0,,,,,,1.0,,,,
11523747,away,Bournemouth,Marcos Senesi,,,marcos-senesi,M. Senesi,D,5,184,5647,M,830659,EUR,863222400,D,25,25,False,86.0,74.0,22.0,16.0,47.0,52.0,27.0,34.0,14.0,,,,90.0,97.0,7.3,14.0,0,,1.0,1.0,6.0,2.0,,,,2.0,,2.0,1.0,5.0,3.0,,,,,,,,,,2.0,,,,,,,1.0,,,
11523747,away,Bournemouth,Lloyd Kelly,,,lloyd-kelly,L. Kelly,D,6,191,3168,M,865167,EUR,907632000,D,5,5,False,30.0,28.0,2.0,,17.0,17.0,12.0,17.0,1.0,,,,45.0,44.0,6.6,7.0,0,4.0,,,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,
11523747,away,Bournemouth,Philip Billing,,,philip-billing,P. Billing,M,8,193,1783,M,548660,EUR,834451200,M,29,29,False,43.0,36.0,2.0,1.0,16.0,18.0,20.0,27.0,5.0,,,,90.0,59.0,7.0,12.0,1,2.0,3.0,3.0,5.0,7.0,,3.0,2.0,,,1.0,2.0,1.0,1.0,,,,1.0,,,,,,1.0,,,,,,,,,,
11523747,away,Bournemouth,Joe Rothwell,,,joe-rothwell,J. Rothwell,M,48,185,269,M,190853,EUR,789782400,M,8,8,False,39.0,38.0,7.0,6.0,20.0,20.0,18.0,19.0,4.0,,,,45.0,41.0,6.7,1.0,0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
11523747,away,Bournemouth,David Brooks,,,david-brooks,D. Brooks,M,7,173,1279,M,855731,EUR,868320000,M,7,7,False,35.0,27.0,2.0,1.0,7.0,8.0,23.0,37.0,3.0,,,,82.0,61.0,7.6,18.0,4,10.0,1.0,,7.0,6.0,1.0,4.0,2.0,,2.0,,2.0,2.0,,,,2.0,2.0,True,,1.0,1.0,1.0,4.0,3.0,1.0,1.0,,,,,,,
11523747,away,Bournemouth,Hamed Junior Traorè,,,hamed-junior-traore,H. J. Traorè,M,20,177,3146,M,892924,EUR,950659200,M,22,22,False,23.0,17.0,,,6.0,8.0,12.0,18.0,3.0,,,,76.0,44.0,7.5,15.0,5,3.0,1.0,,5.0,3.0,,4.0,1.0,,,4.0,2.0,1.0,,,,,3.0,,,,2.0,1.0,,1.0,,5.0,,,,,1.0,,
11523747,away,Bournemouth,Jaidon Anthony,,,jaidon-anthony,J. Anthony,M,11,177,1087,M,1020680,EUR,944006400,M,32,32,False,24.0,20.0,3.0,1.0,4.0,5.0,18.0,26.0,1.0,,,,90.0,52.0,7.6,16.0,4,7.0,1.0,,4.0,3.0,,3.0,1.0,,1.0,5.0,1.0,,2.0,,,1.0,,,1.0,1.0,2.0,,4.0,2.0,2.0,,,,,1.0,,,
11523747,away,Bournemouth,Kieffer Moore,,,kieffer-moore,K. Moore,F,19,195,1368,M,298366,EUR,713232000,F,21,21,False,4.0,2.0,1.0,,,1.0,2.0,3.0,2.0,,,,45.0,9.0,6.6,4.0,1,,,2.0,,2.0,,,,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,
11523747,away,Bournemouth,Miloš Kerkez,Milos,Kerkez,milos-kerkez,M. Kerkez,D,6,180,25969,M,1097425,EUR,1068163200,D,3,3,True,22.0,19.0,4.0,3.0,9.0,11.0,10.0,12.0,2.0,,,,45.0,36.0,6.4,7.0,0,1.0,1.0,1.0,5.0,2.0,,1.0,,,1.0,1.0,,1.0,,,,1.0,,,,2.0,,,,,,,,,,,,miloskerkez,
11523747,away,Bournemouth,Lewis Cook,,,lewis-cook,L. Cook,M,4,175,885,M,548188,EUR,854928000,M,4,4,True,25.0,23.0,4.0,3.0,13.0,14.0,11.0,16.0,4.0,,,,45.0,33.0,6.8,7.0,0,5.0,,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,1.0,,,2.0,1.0,,,,,,,,,
11523747,away,Bournemouth,Dominic Solanke,,,dominic-solanke,D. Solanke,F,19,186,11216,M,361420,EUR,874195200,F,9,9,True,6.0,6.0,,,3.0,3.0,3.0,3.0,2.0,,,,45.0,21.0,7.0,7.0,5,,3.0,2.0,7.0,4.0,2.0,1.0,,,,1.0,2.0,1.0,,,,,3.0,,,,2.0,,,,,,,,,,1.0,Dom_Solanke,1.0
11523747,away,Bournemouth,Ryan Christie,,,ryan-christie,R. Christie,M,10,178,1202,M,322391,EUR,793411200,M,10,10,True,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,,,,,14.0,11.0,7.3,1.0,1,,2.0,,4.0,2.0,,1.0,,,2.0,,,1.0,2.0,,,1.0,,,,,1.0,1.0,,,,,,,,,,,
11523747,away,Bournemouth,Justin Kluivert,,,justin-kluivert,J. Kluivert,M,19,171,6947,M,851596,EUR,925862400,F,19,19,True,1.0,1.0,,,,,1.0,2.0,1.0,,,,8.0,5.0,6.9,3.0,0,1.0,,,1.0,1.0,,1.0,,,,1.0,1.0,,,,,,,,1.0,,,,1.0,,,,,,,,,justinkluivert,
11523747,away,Bournemouth,Neto,,,neto,Neto,G,22,190,5136,M,84844,EUR,616809600,G,1,1,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neto_Murara,
11523747,away,Bournemouth,James Hill,,,james-hill,J. Hill,D,23,184,569,M,1156586,EUR,1010620800,D,23,23,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11523747,away,Bournemouth,Gavin Kilkenny,,,gavin-kilkenny,G. Kilkenny,M,18,175,127,M,989345,EUR,949363200,M,26,26,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11523747,away,Bournemouth,Antoine Semenyo,,,antoine-semenyo,A. Semenyo,M,42,185,91394,M,934354,EUR,947203200,F,24,24,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,antoinesemenyo42,
