match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_expectedGoals,stat_keyPass,stat_outfielderBlock,stat_unsuccessfulTouch,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_bigChanceCreated,stat_fouls,player_sofascoreId,captain,stat_blockedScoringAttempt,stat_errorLeadToAGoal,stat_bigChanceMissed,stat_totalOffside,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_hitWoodwork,stat_goals
10385570,home,Leicester City,Daniel Iversen,,,daniel-iversen,D. Iversen,G,1,193,286,M,796986,EUR,869270400,G,31,31,False,23.0,9.0,15.0,1.0,8.0,13.0,1.0,10.0,2.0,7.0,1.0,5.0,6.0,1.0,90.0,39.0,7.6,16.0,0.00053471,0,1.1022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385570,home,Leicester City,Timothy Castagne,,,timothy-castagne,T. Castagne,D,21,185,2321,M,329417,EUR,818121600,D,27,27,False,48.0,37.0,2.0,1.0,22.0,31.0,15.0,17.0,,7.0,,,,,90.0,74.0,7.3,16.0,0.0357888,1,,1.0,1.0,4.0,8.0,1.0,3.0,1.0,1.0,1.0,5.0,1.0,1.0,0.0247,2.0,,,,,,,,,,,,,,,,,,,
10385570,home,Leicester City,Daniel Amartey,,,daniel-amartey,D. Amartey,M,,188,1219,M,308526,EUR,787968000,D,18,18,False,51.0,44.0,2.0,1.0,32.0,36.0,12.0,15.0,10.0,10.0,,,,,90.0,71.0,7.6,9.0,0.00272635,1,,1.0,5.0,1.0,7.0,,,,1.0,,2.0,2.0,,0.016,,3.0,1.0,,,,,,,,,,,,,,,,,
10385570,home,Leicester City,Wout Faes,,,wout-faes,W. Faes,D,25,185,1743,M,361696,EUR,891561600,D,3,3,False,54.0,42.0,3.0,1.0,33.0,38.0,9.0,16.0,4.0,8.0,,,,,90.0,75.0,7.8,12.0,0.00537001,2,,1.0,5.0,2.0,10.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,,0.057,,3.0,,1.0,0.403,,,,,,,,,,,,,,,
10385570,home,Leicester City,Victor Kristiansen,,,kristiansen-victor,V. Kristiansen,D,16,181,1305,M,1092409,EUR,1039996800,D,16,16,False,38.0,29.0,3.0,1.0,12.0,15.0,20.0,30.0,4.0,3.0,,,,,90.0,72.0,7.2,17.0,0.0838855,2,,4.0,,8.0,4.0,,1.0,1.0,2.0,,3.0,1.0,,0.0375,1.0,1.0,,,,7.0,3.0,1.0,1.0,3.0,,,,,,,,,,
10385570,home,Leicester City,Boubakary Soumaré,,,boubakary-soumare,B. Soumaré,M,34,188,1043,M,887581,EUR,920073600,M,42,42,False,52.0,42.0,6.0,2.0,24.0,27.0,18.0,25.0,3.0,7.0,,,,,90.0,68.0,7.0,14.0,0.0298607,0,,1.0,1.0,2.0,6.0,,,,,1.0,3.0,1.0,2.0,,1.0,,3.0,,,,,1.0,,,,,,,,,,,,
10385570,home,Leicester City,Wilfred Ndidi,,,wilfred-ndidi,W. Ndidi,M,4,186,9690,M,787885,EUR,850694400,M,25,25,False,35.0,30.0,1.0,,20.0,21.0,10.0,14.0,2.0,5.0,,,,,81.0,41.0,6.6,5.0,0.00355089,0,,1.0,2.0,4.0,4.0,1.0,1.0,1.0,,,,,1.0,,1.0,,,,,,,,,2.0,,,,,,,,,,
10385570,home,Leicester City,Ricardo Pereira,,,ricardo-pereira,R. Pereira,D,21,175,985,M,221200,EUR,749865600,M,21,21,False,25.0,20.0,2.0,1.0,14.0,17.0,7.0,11.0,,1.0,,,,,58.0,38.0,6.6,10.0,0.0406485,0,,2.0,,5.0,4.0,2.0,,,,1.0,2.0,1.0,2.0,,1.0,,1.0,,,3.0,1.0,1.0,,,,,,,,,,,,
10385570,home,Leicester City,James Maddison,,,james-maddison,J. Maddison,M,10,175,15672,M,356398,EUR,848707200,M,10,10,False,35.0,24.0,3.0,1.0,8.0,10.0,19.0,32.0,,4.0,,,,,90.0,49.0,6.7,15.0,0.0967108,3,,,,2.0,4.0,,1.0,1.0,1.0,,,,3.0,0.0893,2.0,,,1.0,0.0571,7.0,3.0,,,2.0,Madders,True,1.0,1.0,,,,,,
10385570,home,Leicester City,Harvey Barnes,,,harvey-barnes,H. Barnes,F,11,181,5550,M,855647,EUR,881625600,M,7,7,False,20.0,14.0,,,5.0,6.0,9.0,15.0,1.0,3.0,,,,,72.0,26.0,6.3,8.0,0.0165616,1,,,,3.0,1.0,1.0,1.0,,,,,,1.0,0.0546,,,,,,1.0,,,,1.0,,,1.0,,,,,,,
10385570,home,Leicester City,Jamie Vardy,,,jamie-vardy,J. Vardy,F,10,178,23077,M,173827,EUR,537321600,F,9,9,False,6.0,3.0,,,1.0,2.0,2.0,5.0,,1.0,,,,,58.0,13.0,6.3,7.0,0.00049499,1,,6.0,1.0,7.0,2.0,,1.0,1.0,1.0,,,,,0.1032,,1.0,2.0,,,1.0,,1.0,,,Vardy7,,,,1.0,2.0,,,,
10385570,home,Leicester City,Kelechi Iheanacho,,,kelechi-iheanacho,K. Iheanacho,F,17,184,4861,M,359642,EUR,844300800,F,14,14,True,9.0,5.0,3.0,1.0,,1.0,5.0,10.0,1.0,2.0,,,,,32.0,15.0,6.7,7.0,0.00433636,1,,2.0,2.0,3.0,2.0,,,,,,,,,0.1208,,,1.0,1.0,0.0639,2.0,,,,1.0,kelechi72,,,,,,,,,
10385570,home,Leicester City,Patson Daka,,,patson-daka,P. Daka,F,20,185,15501,M,865057,EUR,907891200,F,20,20,True,7.0,3.0,,,1.0,2.0,2.0,5.0,,,,,,,32.0,8.0,6.7,4.0,0.00928747,1,,1.0,1.0,3.0,1.0,1.0,,,,,,,,0.0441,1.0,,,1.0,0.1858,,,,,1.0,patsondaka,,,,,,,,,
10385570,home,Leicester City,Tetê,,,tete,Tetê,F,21,175,3978,M,980327,EUR,950572800,F,37,37,True,15.0,12.0,2.0,2.0,7.0,7.0,5.0,9.0,,1.0,,,,,18.0,23.0,7.0,6.0,0.055685,1,,,,1.0,4.0,,2.0,2.0,1.0,,,,2.0,0.0344,,,1.0,,,1.0,,1.0,,,Tete,,,,,1.0,,,,
10385570,home,Leicester City,Dennis Praet,,,dennis-praet,D. Praet,M,8,181,725,M,135647,EUR,768873600,M,26,26,True,5.0,5.0,,,3.0,3.0,2.0,2.0,,1.0,,,,,9.0,7.0,6.6,,0.00065148,0,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
10385570,home,Leicester City,Danny Ward,,,danny-ward,D. Ward,G,21,191,698,M,197428,EUR,740707200,G,1,1,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385570,home,Leicester City,Jonny Evans,,,jonny-evans,J. Evans,D,,188,4344,M,30144,EUR,568166400,D,6,6,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,6jevans,,,,,,,,,
10385570,home,Leicester City,Luke Thomas,,,luke-thomas,L. Thomas,D,33,178,491,M,991584,EUR,992131200,D,33,33,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385570,home,Leicester City,Harry Souttar,,,harry-souttar,H. Souttar,D,15,198,591,M,808680,EUR,909014400,D,15,15,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385570,home,Leicester City,Nampalys Mendy,,,nampalys-mendy,N. Mendy,M,23,168,5158,M,123166,EUR,709257600,M,24,24,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,papy.mendy,,,,,,,,,
10385570,away,Bournemouth,Neto,,,neto,Neto,G,22,190,5148,M,84844,EUR,616809600,G,13,13,False,34.0,17.0,29.0,12.0,8.0,8.0,9.0,26.0,1.0,10.0,,4.0,4.0,,90.0,43.0,7.7,17.0,0.00142759,0,0.7098,,,,,,,,,,,,,,,,,,,,,,,,Neto_Murara,True,,,,,1.0,1.0,,
10385570,away,Bournemouth,Adam Smith,,,adam-smith,A. Smith,D,15,180,494,M,44566,EUR,672883200,D,15,15,False,34.0,24.0,5.0,1.0,15.0,18.0,10.0,20.0,1.0,8.0,,,,,90.0,60.0,7.2,14.0,0.0221127,1,,,1.0,1.0,4.0,,,,,1.0,1.0,1.0,2.0,0.0353,,1.0,,,,4.0,1.0,,,1.0,,,1.0,,,,,,,
10385570,away,Bournemouth,Jack Stephens,Jack,Stephens,jack-stephens,J. Stephens,D,5,185,213,M,134361,EUR,759628800,D,3,3,False,52.0,42.0,9.0,5.0,26.0,29.0,16.0,23.0,5.0,2.0,,,,,90.0,64.0,7.4,11.0,0.00701183,1,,1.0,3.0,1.0,3.0,,,,,3.0,,,,0.2704,,,1.0,1.0,0.6736,,,,,,,,,,,,,,,
10385570,away,Bournemouth,Chris Mepham,,,chris-mepham,C. Mepham,D,2,191,391,M,865740,EUR,878688000,D,6,6,False,52.0,49.0,4.0,3.0,36.0,38.0,13.0,14.0,9.0,4.0,,,,,90.0,66.0,7.8,4.0,0.0494596,1,,4.0,4.0,4.0,4.0,,,,,2.0,,,,0.2045,1.0,1.0,,1.0,0.148,,,,,,,,,,,,,,,
10385570,away,Bournemouth,Lloyd Kelly,,,lloyd-kelly,L. Kelly,D,6,191,3053,M,865167,EUR,907632000,D,5,5,False,49.0,42.0,5.0,3.0,19.0,20.0,23.0,31.0,1.0,2.0,,,,,90.0,68.0,7.0,14.0,0.00844626,1,,,2.0,2.0,3.0,,1.0,,,1.0,1.0,1.0,,0.0413,,,,,,2.0,,,,1.0,,,1.0,,,,,,,
10385570,away,Bournemouth,Joe Rothwell,,,joe-rothwell,J. Rothwell,M,48,185,268,M,190853,EUR,789782400,M,14,14,False,32.0,29.0,2.0,1.0,14.0,15.0,16.0,22.0,,6.0,,,,,60.0,46.0,7.2,8.0,0.409381,1,,1.0,,4.0,4.0,,3.0,3.0,,,1.0,1.0,,0.0832,2.0,,1.0,,,5.0,1.0,,,3.0,,,1.0,,,,,,,
10385570,away,Bournemouth,Jefferson Lerma,,,jefferson-lerma,J. Lerma,M,8,179,5444,M,355796,EUR,783043200,M,8,8,False,40.0,32.0,,,18.0,21.0,14.0,19.0,1.0,6.0,,,,,90.0,45.0,6.6,8.0,0.0339913,0,,1.0,,4.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,2.0,jeffersonlerma,,,,,,,,,
10385570,away,Bournemouth,Ryan Christie,,,ryan-christie,R. Christie,M,10,178,1213,M,322391,EUR,793411200,M,10,10,False,27.0,21.0,1.0,,8.0,8.0,13.0,19.0,,8.0,,,,,90.0,49.0,6.4,18.0,0.0116234,2,,,3.0,8.0,8.0,1.0,4.0,1.0,,,,,4.0,0.0522,1.0,,4.0,1.0,0.0541,,,3.0,,1.0,,,1.0,,,,,,,
10385570,away,Bournemouth,Philip Billing,,,philip-billing,P. Billing,M,8,193,1790,M,548660,EUR,834451200,M,29,29,False,34.0,28.0,2.0,1.0,5.0,6.0,24.0,30.0,2.0,8.0,,,,,90.0,55.0,8.2,10.0,0.235071,5,,2.0,2.0,4.0,5.0,1.0,,,1.0,1.0,2.0,,1.0,0.4079,2.0,,1.0,2.0,0.5867,2.0,1.0,1.0,1.0,,,,2.0,,,,,,1.0,1.0
10385570,away,Bournemouth,Dango Ouattara,Dango Ouattara,,dango-ouattara,D. Ouattara,F,19,177,33926,M,1106451,EUR,1013385600,M,11,11,False,18.0,13.0,,,4.0,5.0,9.0,13.0,2.0,4.0,,,,,38.0,30.0,6.7,10.0,0.122241,0,,,1.0,2.0,4.0,,3.0,1.0,,,2.0,1.0,,,1.0,,1.0,,,,,,,,d.ouattara15,,,,,1.0,,,,
