match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_duelWon,stat_challengeLost,stat_ballRecovery,stat_wasFouled,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_jerseyNumber,stat_totalCross,stat_aerialWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_penaltyConceded,stat_fouls,stat_keyPass,stat_aerialLost,stat_shotOffTarget,stat_outfielderBlock,stat_errorLeadToAGoal,player_firstName,player_lastName,stat_accurateCross,stat_dispossessed,player_sofascoreId,stat_onTargetScoringAttempt,captain,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_savedShotsFromInsideTheBox,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_totalOffside,stat_bigChanceMissed,stat_goals,stat_goalAssist,stat_bigChanceCreated,stat_errorLeadToAShot
10411636,home,Sassuolo,Gianluca Pegolo,gianluca-pegolo,G. Pegolo,G,182,58,M,43985,EUR,354326400,G,25,25,False,44.0,39.0,8.0,4.0,38.0,42.0,1.0,2.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,90.0,51.0,6.1,5.0,0.0,0.0,0.00015362,0,-0.1383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411636,home,Sassuolo,Jeremy Toljan,jeremy-toljan,J. Toljan,D,182,343,M,149606,EUR,776304000,D,22,22,False,61.0,51.0,3.0,2.0,32.0,34.0,19.0,28.0,2.0,4.0,1.0,5.0,,,,90.0,76.0,6.2,11.0,0.0,0.0,0.0236603,0,,22,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10411636,home,Sassuolo,Martin Erlić,martin-erlic,M. Erlić,D,192,1953,M,789234,EUR,885600000,D,28,28,False,93.0,81.0,19.0,9.0,68.0,72.0,13.0,21.0,2.0,3.0,,7.0,,,,85.0,101.0,7.0,12.0,0.1432,0.0,0.00907171,1,,6,,1.0,,,2.0,1.0,2.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
10411636,home,Sassuolo,Ruan,ruan,Ruan,D,187,1238,M,914487,EUR,928713600,D,44,44,False,75.0,65.0,8.0,5.0,57.0,60.0,8.0,15.0,5.0,3.0,1.0,5.0,,,,90.0,84.0,5.9,10.0,0.0671,0.0,0.00261384,1,,4,,1.0,,,4.0,,2.0,2.0,,1.0,,3.0,1.0,,1.0,,,,,,,,,,,,,,,,,,
10411636,home,Sassuolo,Rogério,rogerio,Rogério,D,178,289,M,830551,EUR,884649600,D,6,6,False,50.0,42.0,9.0,4.0,29.0,32.0,14.0,20.0,3.0,3.0,,5.0,1.0,,,90.0,70.0,6.4,10.0,0.0,0.0,0.00818894,0,,13,2.0,1.0,,,3.0,2.0,1.0,1.0,,2.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,
10411636,home,Sassuolo,Davide Frattesi,davide-frattesi,D. Frattesi,M,178,5601,M,835600,EUR,937958400,M,16,16,False,30.0,27.0,,,9.0,9.0,19.0,23.0,9.0,6.0,,6.0,1.0,,,90.0,51.0,6.9,10.0,0.1517,0.0896,0.201765,2,,16,2.0,,3.0,1.0,,,4.0,1.0,,3.0,2.0,,1.0,,,,,1.0,4.0,davidefrrattesi_22,1.0,,,,,,,,,,,,
10411636,home,Sassuolo,Pedro Obiang,pedro-obiang,P. Obiang,M,192,280,M,46799,EUR,701654400,M,14,14,False,24.0,22.0,3.0,2.0,15.0,16.0,7.0,8.0,5.0,3.0,1.0,6.0,,,,54.0,33.0,6.8,3.0,0.0252,0.0,0.00283279,1,,14,,,1.0,1.0,,2.0,2.0,1.0,,2.0,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,
10411636,home,Sassuolo,Domenico Berardi,domenico-berardi,D. Berardi,M,185,5071,M,253367,EUR,775699200,M,10,10,False,42.0,28.0,8.0,6.0,9.0,11.0,23.0,37.0,10.0,3.0,1.0,6.0,3.0,,,90.0,64.0,6.9,25.0,0.0982,0.0,0.267831,3,,10,6.0,,1.0,,,,,,,3.0,4.0,1.0,2.0,,,,,4.0,5.0,berardi25,,True,1.0,3.0,,,,,,,,,
10411636,home,Sassuolo,Hamed Junior Traorè,hamed-junior-traore,H. J. Traorè,M,177,3127,M,892924,EUR,950659200,M,23,23,False,34.0,27.0,3.0,1.0,14.0,17.0,13.0,19.0,6.0,4.0,,2.0,1.0,,,69.0,49.0,6.6,14.0,0.0,0.0,0.0231901,0,,20,2.0,,1.0,,,2.0,3.0,3.0,,1.0,2.0,2.0,,,,,,,2.0,,,,,2.0,,,,,,,,,
10411636,home,Sassuolo,Armand Laurienté,armand-lauriente,A. Laurienté,M,177,2531,M,932643,EUR,912729600,M,45,45,False,23.0,19.0,1.0,1.0,9.0,9.0,10.0,15.0,2.0,4.0,,1.0,2.0,,,69.0,38.0,6.7,8.0,0.1829,0.0957,0.0217326,4,,45,1.0,,1.0,1.0,1.0,,1.0,,,,,,1.0,,,,,,2.0,,1.0,,2.0,1.0,,,,,,,,,
