match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_sofascoreId,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_accurateCross,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_wasFouled,stat_keyPass,stat_dispossessed,stat_blockedScoringAttempt,stat_hitWoodwork,captain,stat_challengeLost,stat_totalOffside,stat_goals,stat_bigChanceCreated,stat_lastManTackle
14025160,home,Burnley,Lyle Foster,,,foster-lyle,L. Foster,F,9,180,7126,M,901907,EUR,967939200,F,9,9,False,14.0,10.0,1.0,,1.0,2.0,2.0,8.0,12.0,1.0,3.0,,,,,86.0,29.0,7.4,6.0,0.0307707,,1,,0.08,0.19,0.3,,,,1.0,2.0,3.0,8.0,3.0,3.0,1.0,,,,1.0,1.0,,,,,0.0205,,0.01,4.0,2.0,1.0,1.0,,,,,,1.0,
14025160,home,Burnley,Hannibal Mejbri,,,hannibal-mejbri,H. Mejbri,M,28,182,23655,M,1009386,EUR,1043107200,M,28,28,True,1.0,1.0,,,0.0,,,1.0,1.0,,1.0,,,,,9.0,7.0,6.8,2.0,0.0804985,,0,,0.17,0.05,0.14,,hannibal_mj,1.0,1.0,,2.0,2.0,1.0,1.0,,,,,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,
14025160,home,Burnley,Zian Flemming,,,flemming-zian,Z. Flemming,F,19,183,1606,M,875137,EUR,901929600,M,19,19,True,1.0,1.0,,,0.0,,,1.0,1.0,,1.0,,,,,10.0,2.0,6.6,,0.00016639,,1,,-0.01,-0.02,0.0,,,,,,,,,,,,,,,,,,,,0.1134,,-0.15,,,,1.0,,,,,,,
14025160,home,Burnley,Max Weiss,,,max-weiss,M. Weiss,G,13,190,244,M,1128801,EUR,1087257600,G,13,13,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025160,home,Burnley,Joe Worrall,,,joe-worrall,J. Worrall,D,4,193,320,M,838399,EUR,852854400,D,4,4,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025160,home,Burnley,Bashir Humphreys,,,bashir-humphreys,B. Humphreys,D,12,186,1285,M,996910,EUR,1047686400,D,12,12,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025160,home,Burnley,Lucas Pires,,,lucas-pires,L. Pires,D,23,182,554,M,1136896,EUR,985392000,D,23,23,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025160,home,Burnley,Marcus Edwards,,,edwards-marcus,M. Edwards,M,10,167,2823,M,795066,EUR,912643200,F,10,10,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025160,home,Burnley,Ashley Barnes,,,ashley-barnes,A. Barnes,M,35,186,300,M,27028,EUR,625708800,F,35,35,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025160,home,Burnley,Armando Broja,,,armando-broja,A. Broja,F,27,191,8716,M,996985,EUR,1000080000,F,27,27,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,armando.broja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025160,away,Nottingham Forest,Matz Sels,,,matz-sels,M. Sels,G,26,188,2413,M,78152,EUR,699062400,G,26,26,False,24.0,19.0,11.0,6.0,0.0,14.0,16.0,5.0,8.0,2.0,3.0,1.0,2.0,4.0,,90.0,34.0,6.6,5.0,0.0028645,0.3258,0,-0.02,0.16,0.01,-0.05,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025160,away,Nottingham Forest,Neco Williams,,,williams-neco,N. Williams,D,3,183,3198,M,927356,EUR,987120000,D,3,3,False,58.0,52.0,3.0,,0.0,24.0,24.0,28.0,34.0,2.0,4.0,,,,,90.0,89.0,7.8,15.0,0.0145393,,3,,-0.16,0.1,0.42,,,6.0,,2.0,4.0,6.0,1.0,1.0,,3.0,2.0,1.0,3.0,1.0,1.0,,1.0,2.0,0.1497,0.8441,0.67,2.0,,1.0,,,,2.0,,1.0,,1.0
14025160,away,Nottingham Forest,Nikola Milenković,,,nikola-milenkovic,N. Milenković,D,31,195,5064,M,836168,EUR,876614400,D,31,31,False,67.0,64.0,4.0,3.0,0.0,33.0,34.0,31.0,33.0,7.0,2.0,,,,,90.0,75.0,7.1,3.0,0.108541,,0,,0.37,0.27,-0.14,,milenkovicn_4,,2.0,2.0,3.0,2.0,,,,1.0,,,,,,,,,,,,,1.0,,,,,1.0,,,1.0,
14025160,away,Nottingham Forest,Morato,,,morato,F. Morato,D,4,190,2248,M,985086,EUR,993859200,D,4,4,False,76.0,66.0,4.0,2.0,0.0,37.0,43.0,29.0,33.0,4.0,5.0,,,,,90.0,88.0,6.7,10.0,0.00915618,,0,,0.18,0.25,-0.14,,,,2.0,1.0,6.0,5.0,1.0,1.0,,,3.0,1.0,,3.0,,,,,,,,,,,,,,1.0,,,,
14025160,away,Nottingham Forest,Oleksandr Zinchenko,,,oleksandr-zinchenko,O. Zinchenko,D,47,175,18055,M,287643,EUR,850608000,D,35,35,False,92.0,88.0,3.0,2.0,0.0,38.0,39.0,50.0,53.0,5.0,6.0,,,,,90.0,127.0,7.1,9.0,0.0719007,,3,,0.27,0.26,-0.05,,OZinchenko,4.0,3.0,2.0,7.0,5.0,,,1.0,,3.0,2.0,1.0,1.0,,,,1.0,0.0438,0.0334,0.0,1.0,1.0,,2.0,,,3.0,1.0,,,
14025160,away,Nottingham Forest,Elliot Anderson,,,elliot-anderson,E. Anderson,M,8,179,7705,M,994546,EUR,1036540800,M,8,8,False,106.0,98.0,3.0,1.0,0.0,42.0,42.0,56.0,64.0,3.0,9.0,,,,,90.0,125.0,7.5,15.0,0.254072,,1,,0.45,0.38,0.13,,,5.0,1.0,,3.0,3.0,2.0,1.0,,2.0,1.0,1.0,2.0,,2.0,,,,0.0401,,0.01,1.0,2.0,,1.0,,,1.0,,,,
14025160,away,Nottingham Forest,Douglas Luiz,,,douglas-luiz,D. Luiz,M,21,175,11801,M,867887,EUR,894672000,M,12,12,False,56.0,50.0,2.0,,0.0,23.0,23.0,27.0,33.0,,2.0,,,,,76.0,68.0,6.4,12.0,0.0231184,,1,,-0.38,0.22,0.0,,Douglas_Luiz,4.0,1.0,,1.0,3.0,,,,,1.0,1.0,2.0,1.0,,,,,0.0201,,-0.07,2.0,1.0,,1.0,,,,,,,
14025160,away,Nottingham Forest,Dilane Bakwa,,,dilane-bakwa,D. Bakwa,M,29,179,2042,M,963298,EUR,1030320000,M,29,29,False,26.0,21.0,1.0,1.0,0.0,7.0,7.0,14.0,19.0,,5.0,,,,,59.0,45.0,6.3,11.0,0.00831847,,2,,-0.14,0.12,-0.07,,,2.0,,,6.0,3.0,4.0,1.0,1.0,,,,1.0,2.0,,,,2.0,0.0618,0.1059,-0.19,2.0,1.0,,,,,1.0,,,,
14025160,away,Nottingham Forest,Morgan Gibbs-White,,,morgan-gibbs-white,M. Gibbs-White,M,10,171,6974,M,865912,EUR,948931200,M,10,10,False,40.0,36.0,2.0,2.0,0.0,12.0,13.0,24.0,27.0,3.0,3.0,,,,,90.0,56.0,6.8,9.0,0.0533889,,2,,-0.01,0.47,0.16,,Morgangibbs27,2.0,1.0,2.0,3.0,3.0,1.0,,,,,,2.0,2.0,,,,1.0,0.0841,0.1539,-0.43,1.0,2.0,,1.0,,True,,,,,
14025160,away,Nottingham Forest,Dan Ndoye,,,dan-ndoye,D. Ndoye,M,14,184,4721,M,944327,EUR,972432000,M,14,14,False,26.0,20.0,2.0,,0.0,6.0,6.0,14.0,20.0,1.0,3.0,,,,,76.0,42.0,6.4,15.0,0.178562,,0,,-0.24,0.31,-0.1,,,4.0,,1.0,5.0,4.0,1.0,,,1.0,1.0,,4.0,,2.0,,,,,,,2.0,1.0,2.0,,,,2.0,,,,
14025160,away,Nottingham Forest,Chris Wood,,,chris-wood,C. Wood,F,11,191,7494,M,50480,EUR,692064000,F,11,11,False,14.0,10.0,,,0.0,5.0,5.0,5.0,9.0,2.0,2.0,,,,,75.0,19.0,6.0,4.0,0.00416824,,2,,-0.32,-0.41,0.17,,wodsy39,,1.0,,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,0.4074,0.2698,-0.65,1.0,1.0,,,,,,,,,
14025160,away,Nottingham Forest,Callum Hudson-Odoi,,,callum-hudson-odoi,C. Hudson-Odoi,M,7,177,9224,M,867442,EUR,973555200,F,7,7,True,16.0,15.0,,,0.0,,,15.0,16.0,,,,,,,31.0,24.0,6.4,7.0,0.027172,,1,,-0.05,0.25,-0.01,,Calteck10,3.0,,,2.0,,,,,,,,1.0,1.0,,,,,0.0121,,-0.12,,2.0,1.0,1.0,,,,1.0,,,
14025160,away,Nottingham Forest,Igor Jesus,,,igor-jesus,I. Jesus,F,19,179,20784,M,981619,EUR,983059200,F,19,19,True,3.0,3.0,,,0.0,,,3.0,3.0,,,,,,,15.0,4.0,6.5,,0.0296923,,1,,0.03,0.02,0.0,,igorjesus,,2.0,1.0,2.0,1.0,,,,,,,,,,,,1.0,0.0409,0.0584,-0.13,,1.0,,,,,,,,,
14025160,away,Nottingham Forest,Ibrahim Sangaré,,,ibrahim-sangare,I. Sangaré,M,6,191,10181,M,843754,EUR,881020800,M,6,6,True,19.0,18.0,,,0.0,4.0,5.0,14.0,14.0,,1.0,,,,,14.0,21.0,6.8,2.0,0.0109378,,0,,0.15,0.08,0.28,,ibrahim_sangare,,,,1.0,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,
14025160,away,Nottingham Forest,Arnaud Kalimuendo,,,arnaud-kalimuendo,A. Kalimuendo,F,25,175,3552,M,954061,EUR,1011484800,F,15,15,True,8.0,7.0,,,0.0,,,7.0,8.0,,,,,,,14.0,10.0,6.0,1.0,0.0124465,,1,,-0.51,0.01,0.0,,,,1.0,,1.0,,,,,,,,,,,1.0,,,0.2377,,-0.34,,,,1.0,,,,,,,
14025160,away,Nottingham Forest,John Victor,,,john-victor,John,G,12,197,3305,M,840103,EUR,824169600,G,13,13,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025160,away,Nottingham Forest,Jair,,,jair-paula,Jair,D,23,198,2956,M,1170722,EUR,1110153600,D,23,23,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025160,away,Nottingham Forest,Omari Hutchinson,,,omari-hutchinson,O. Hutchinson,M,21,174,3680,M,1090963,EUR,1067385600,F,21,21,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025160,away,Nottingham Forest,Ryan Yates,,,ryan-yates,R. Yates,M,22,190,881,M,846252,EUR,880070400,M,22,22,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025160,away,Nottingham Forest,James McAtee,,,james-mcatee,J. McAtee,M,24,180,10550,M,1003334,EUR,1034899200,M,24,24,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,jamesmcatee_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
