match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_unsuccessfulTouch,player_firstName,player_lastName,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_totalContest,stat_wonContest,stat_totalOffside,stat_keyPass,stat_accurateCross,stat_dispossessed,stat_bigChanceCreated,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_blockedScoringAttempt,stat_hitWoodwork,stat_goals,stat_interceptionWon,stat_bigChanceMissed
14109630,home,Trabzonspor,Uğurcan Çakır,ugurcan-cakir,U. Çakır,G,1,192,4886,M,754330,EUR,828662400,G,1,1,False,True,39.0,32.0,17.0,10.0,0.0,28.0,29.0,4.0,10.0,1.0,2.0,5.0,2.0,2.0,3.0,90.0,46.0,8.1,7.0,0.00139388,0.6946,0,0.5653,0.15,0.01,-0.02,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109630,home,Trabzonspor,Wagner Pina,wagner-pina,W. Pina,M,20,180,484,M,1513625,EUR,1036281600,D,20,20,False,,15.0,11.0,2.0,1.0,0.0,7.0,7.0,4.0,8.0,,,1.0,,,,27.0,22.0,6.5,6.0,0.00171174,,0,,-0.02,-0.04,-0.05,,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
14109630,home,Trabzonspor,Stefan Savić,stefan-savic,S. Savić,D,15,186,1710,M,76265,EUR,663292800,D,15,15,False,,53.0,47.0,5.0,3.0,0.0,27.0,29.0,20.0,24.0,1.0,3.0,1.0,,,,90.0,64.0,6.9,7.0,0.0143515,,0,,0.19,0.18,0.14,,,2.0,3.0,1.0,,,,5.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,
14109630,home,Trabzonspor,Arseniy Batagov,arsenii-batahov,A. Batagov,D,44,185,941,M,981395,EUR,1015286400,D,44,44,False,,52.0,48.0,12.0,8.0,0.0,37.0,38.0,11.0,14.0,1.0,2.0,4.0,,,,90.0,64.0,7.3,4.0,0.00388639,,0,,0.14,0.1,0.28,,,,,,,,,6.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,
14109630,home,Trabzonspor,Mustafa Eskihellaç,mustafa-eskihellac,M. Eskihellaç,D,19,175,571,M,899069,EUR,862790400,D,19,19,False,,54.0,50.0,5.0,4.0,0.0,34.0,34.0,16.0,20.0,,1.0,2.0,,,,90.0,85.0,7.0,15.0,0.108896,,0,,0.29,0.13,-0.08,,3.0,1.0,5.0,,,,,2.0,,,,5.0,1.0,1.0,1.0,,,,,,,,,,,,,,
14109630,home,Trabzonspor,Oleksandr Zubkov,oleksandr-zubkov,O. Zubkov,M,22,182,1318,M,353282,EUR,839030400,M,22,22,False,,36.0,32.0,6.0,4.0,1.0,15.0,15.0,17.0,21.0,,5.0,1.0,1.0,,,82.0,54.0,8.3,10.0,0.231906,,2,,0.38,0.38,-0.08,,6.0,,3.0,2.0,1.0,,,,,3.0,3.0,1.0,1.0,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.1189,0.0388,-0.52,,,,,
14109630,home,Trabzonspor,Okay Yokuşlu,okay-yokuslu,O. Yokuşlu,M,5,190,809,M,97967,EUR,763171200,M,5,5,False,,32.0,27.0,2.0,1.0,0.0,10.0,10.0,17.0,22.0,1.0,4.0,2.0,2.0,,,90.0,44.0,6.6,8.0,0.0116356,,1,,0.08,0.01,-0.04,,,1.0,5.0,1.0,3.0,,,2.0,,1.0,1.0,,,,,,,,1.0,,3.0,0.0568,,0.02,,,,,
14109630,home,Trabzonspor,Tim Jabol-Folcarelli,tim-jabol-folcarelli,T. Jabol-Folcarelli,M,26,187,314,M,1106446,EUR,944438400,M,26,26,False,,46.0,41.0,2.0,,0.0,11.0,12.0,30.0,34.0,,7.0,9.0,,,,90.0,61.0,7.3,10.0,0.0704576,,1,,0.4,0.25,-0.08,,,,3.0,1.0,3.0,Tim Jabol-Folcarelli,,,,3.0,1.0,5.0,4.0,,,,1.0,,1.0,,,0.0383,,-0.15,,,,,
14109630,home,Trabzonspor,Kazeem Olaigbe,kazeem-olaigbe,K. Olaigbe,F,70,178,767,M,1004346,EUR,1041465600,M,70,70,False,,29.0,24.0,2.0,2.0,0.0,4.0,4.0,20.0,25.0,,7.0,3.0,4.0,,,90.0,49.0,6.7,9.0,0.041147,,3,,-0.13,0.33,-0.07,,,2.0,6.0,1.0,,,,1.0,,,,4.0,3.0,1.0,2.0,,2.0,,,1.0,,0.1251,0.0337,-0.01,2.0,,,,
14109630,home,Trabzonspor,Felipe Augusto,felipe-augusto,F. Augusto,F,99,187,1396,M,1106681,EUR,1077062400,F,99,99,False,,13.0,9.0,,,0.0,5.0,8.0,4.0,5.0,2.0,5.0,2.0,1.0,,,62.0,25.0,6.5,9.0,0.00427229,,1,,-0.12,-0.51,-0.1,,,,6.0,2.0,1.0,Felipe Augusto,,,,,,5.0,2.0,,,,1.0,,,,,0.0197,,0.0,1.0,1.0,,,
