match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_clearanceOffLine,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_keyPass,stat_shotValueNormalized,stat_aerialLost,stat_lastManTackle,stat_errorLeadToAShot,stat_ownGoals,stat_penaltyConceded,stat_accurateCross,stat_interceptionWon,captain,stat_challengeLost,player_sofascoreId,stat_dispossessed,stat_totalOffside,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_errorLeadToAGoal,stat_punches,stat_bigChanceMissed,stat_hitWoodwork,stat_penaltyWon
14062162,home,VfL Wolfsburg,Kamil Grabara,grabara-kamil,K. Grabara,G,1,195,3175,M,902080,EUR,915753600,G,1,1,False,46.0,35.0,19.0,8.0,0.0,28.0,29.0,7.0,17.0,1.0,4.0,4.0,1.0,4.0,90.0,52.0,8.5,11.0,0.017145,100.42347568433,11.0,47.04,17.22,1.6685,0,-0.3221,0.21,0.02,-0.29,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14062162,home,VfL Wolfsburg,Saël Kumbedi,sael-kumbedi,S. Kumbedi,D,26,175,838,M,1155226,EUR,1111795200,D,26,26,False,53.0,42.0,3.0,,0.0,30.0,31.0,12.0,22.0,2.0,3.0,,,,88.0,80.0,6.4,17.0,0.010452,188.83735772631,18.0,105.84,37.8,,1,,0.03,0.07,-0.46,,,,2.0,1.0,6.0,5.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,5.0,0.0122,72.137539727342,3.0,1.0,-0.11,,,,,,,,,,,,,,,,,,,,,,
14062162,home,VfL Wolfsburg,Jenson Seelt,jenson-seelt,J. Seelt,D,14,192,601,M,1088897,EUR,1053648000,D,14,14,False,73.0,63.0,6.0,2.0,0.0,43.0,46.0,20.0,27.0,6.0,5.0,,,,90.0,88.0,5.9,12.0,0.0215118,122.33090329387,17.0,57.855,17.535,,0,,0.21,0.13,-1.0,,Jenson Seelt,,,7.0,2.0,10.0,,,,,,3.0,2.0,2.0,,1.0,,34.895744281838,2.0,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
14062162,home,VfL Wolfsburg,Konstantinos Koulierakis,konstantinos-koulierakis,K. Koulierakis,D,4,188,3369,M,1184855,EUR,1069977600,D,4,4,False,54.0,47.0,9.0,4.0,0.0,34.0,36.0,13.0,18.0,4.0,4.0,,,,90.0,60.0,6.0,7.0,0.0133239,99.003101684085,14.0,42.315,10.29,,0,,0.21,0.07,-0.64,,,,,1.0,1.0,2.0,,,,,,1.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
14062162,home,VfL Wolfsburg,Aaron Zehnter,aaron-zehnter,A. Zehnter,M,25,180,593,M,1127788,EUR,1099180800,D,25,25,False,35.0,33.0,4.0,2.0,0.0,23.0,24.0,10.0,11.0,,4.0,,,,90.0,52.0,6.5,4.0,0.332847,45.966759362538,6.0,14.49,11.235,,0,,0.47,-0.02,-0.63,,,,3.0,,2.0,3.0,,,,,1.0,3.0,2.0,2.0,,1.0,,,,2.0,,2.0,,,,,3.0,,,,,,,,,,,,,,,,
14062162,home,VfL Wolfsburg,Yannick Gerhardt,yannick-gerhardt,Y. Gerhardt,M,31,184,166,M,169255,EUR,763516800,M,31,31,False,38.0,34.0,,,0.0,20.0,20.0,14.0,18.0,,3.0,,,,90.0,48.0,6.1,6.0,0.0249509,51.408478883848,10.0,2.1,5.985,,1,,-0.08,0.03,-0.28,,,,,1.0,4.0,4.0,,,1.0,,,2.0,,1.0,1.0,2.0,0.0789,,,,-0.2,2.0,,,,,,2.0,,,,,,,,,,,,,,,
14062162,home,VfL Wolfsburg,Maximilian Arnold,maximilian-arnold,M. Arnold,M,27,184,898,M,147289,EUR,769996800,M,27,27,False,50.0,38.0,7.0,3.0,0.0,20.0,23.0,18.0,27.0,2.0,1.0,,,,90.0,65.0,6.6,16.0,0.0604754,63.980555209583,10.0,-3.78,6.405,,0,,0.3,0.02,-0.16,,,,2.0,1.0,5.0,4.0,1.0,,,,2.0,,,1.0,3.0,1.0,,,,1.0,,2.0,,,,,,1.0,True,1.0,,,,,,,,,,,,,
14062162,home,VfL Wolfsburg,Christian Eriksen,christian-eriksen,C. Eriksen,M,24,182,20706,M,105734,EUR,698025600,M,24,24,False,41.0,31.0,2.0,,0.0,13.0,14.0,18.0,27.0,1.0,5.0,,,,80.0,53.0,6.4,15.0,0.129321,69.279246576444,9.0,17.745,11.445,,1,,0.25,0.13,-0.18,,,,4.0,1.0,2.0,3.0,,,1.0,,,2.0,1.0,1.0,,,0.0203,10.264217895193,1.0,2.0,-0.04,1.0,,,,,1.0,,,,chriseriksen8,1.0,1.0,,,,,,,,,,
14062162,home,VfL Wolfsburg,Lovro Majer,lovro-majer,L. Majer,M,10,179,4795,M,841947,EUR,884995200,M,10,10,False,22.0,16.0,1.0,,0.0,11.0,13.0,5.0,9.0,,3.0,,,,68.0,34.0,6.2,12.0,0.00599181,71.180049320318,10.0,34.06,10.605,,0,,-0.09,-0.58,-0.1,,,,2.0,,3.0,3.0,3.0,2.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,,,lovromajer,2.0,,,,,,,,,,,
14062162,home,VfL Wolfsburg,Patrick Wimmer,patrick-wimmer,P. Wimmer,M,39,182,1034,M,987504,EUR,991180800,M,39,39,False,21.0,15.0,2.0,1.0,2.0,4.0,6.0,11.0,15.0,,1.0,,,,80.0,43.0,7.1,17.0,0.109789,181.38891171733,13.0,124.11,46.095,,2,,0.48,0.32,-0.2,,,,,1.0,8.0,4.0,2.0,,,,,3.0,1.0,7.0,,3.0,0.0855,102.97403174858,3.0,2.0,-0.29,3.0,,,,,,,,,,1.0,,1.0,1.0,1.0,0.1053,,,,,,
