match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_totalOffside,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_aerialWon,stat_outfielderBlock,stat_wasFouled,stat_fouls,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_challengeLost,stat_dispossessed,stat_shotOffTarget,stat_unsuccessfulTouch,captain,stat_hitWoodwork,stat_goals,stat_bigChanceCreated,stat_errorLeadToAGoal
12421257,home,KRC Genk,Mike Penders,Mike Penders,,mike-penders,M. Penders,G,39,199,4402,M,1149148,EUR,1122768000,G,39,39,False,36.0,27.0,14.0,5.0,0.0,25.0,25.0,2.0,11.0,2.0,7.0,2.0,2.0,1.0,90.0,43.0,6.6,9.0,0.00070201,0,0.2336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421257,home,KRC Genk,Zakaria El Ouahdi,,,zakaria-el-ouahdi,Z. E. Ouahdi,D,77,172,3909,M,1134470,EUR,1009756800,D,77,77,False,51.0,35.0,10.0,4.0,0.0,15.0,18.0,21.0,37.0,,3.0,,,,90.0,77.0,7.3,23.0,0.390253,2,,z.elouahdi,4.0,1.0,1.0,2.0,4.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0568,0.3827,1.0,,,,,,,,,,,,,,,
12421257,home,KRC Genk,Mujaid Sadick,,,mujaid-sadick,M. Sadick,D,3,185,237,M,935309,EUR,952992000,D,3,3,False,46.0,40.0,2.0,1.0,0.0,32.0,37.0,8.0,9.0,5.0,7.0,,,,90.0,64.0,7.2,7.0,0.00324207,0,,,,,1.0,4.0,7.0,1.0,,,2.0,5.0,5.0,,,,,1.0,1.0,1.0,2.0,,,,,,,,,,,
12421257,home,KRC Genk,Matte Smets,,,smets-matte,M. Smets,D,6,184,963,M,1392905,EUR,1073174400,D,6,6,False,54.0,49.0,15.0,11.0,0.0,31.0,32.0,18.0,22.0,2.0,2.0,,,,90.0,73.0,7.8,6.0,0.021153,1,,,,,1.0,1.0,7.0,,,,4.0,7.0,4.0,,0.2287,,,,2.0,,,1.0,1.0,,,,,,,,,
12421257,home,KRC Genk,Joris Kayembe,,,joris-kayembe-ditu,J. Kayembe,D,18,180,4977,M,354046,EUR,776304000,D,18,18,False,59.0,51.0,3.0,2.0,0.0,28.0,28.0,23.0,34.0,2.0,7.0,,,,90.0,82.0,7.6,19.0,0.161619,1,,joriskayembe23,3.0,,,5.0,3.0,2.0,,,1.0,2.0,1.0,,0.0165,,4.0,1.0,,,,,,1.0,2.0,1.0,3.0,,,,,
12421257,home,KRC Genk,Ibrahima Sory Bangoura,,,ibrahima-sory-bangoura,I. S. Bangoura,M,21,190,620,M,1396027,EUR,1073260800,M,21,21,False,15.0,14.0,1.0,1.0,0.0,9.0,9.0,5.0,6.0,,3.0,,,,21.0,19.0,6.8,1.0,0.225767,0,,,,,,1.0,3.0,,,,1.0,2.0,2.0,,,,,,,1.0,1.0,,,,,,,,,,,
12421257,home,KRC Genk,Konstantinos Karetsas,,,konstantinos-karetsas,K. Karetsas,M,20,171,6599,M,1468744,EUR,1195430400,M,20,20,False,28.0,22.0,3.0,3.0,0.0,6.0,9.0,17.0,23.0,2.0,4.0,,,,81.0,57.0,6.9,20.0,0.0879367,3,,,4.0,1.0,,5.0,7.0,4.0,1.0,1.0,,1.0,1.0,1.0,0.1701,0.0815,1.0,,,5.0,,,1.0,,2.0,1.0,2.0,,,,,
12421257,home,KRC Genk,Bryan Heynen,,,heynen-bryan,B. Heynen,M,8,181,436,M,801025,EUR,855187200,M,8,8,False,48.0,40.0,7.0,4.0,0.0,21.0,21.0,19.0,27.0,3.0,5.0,,,,90.0,63.0,7.1,10.0,0.11085,1,,,,,,5.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,,0.0318,0.0343,,,1.0,,2.0,,,2.0,1.0,,1.0,True,,,,
12421257,home,KRC Genk,Jarne Steuckers,,,steuckers-jarne,J. Steuckers,M,7,179,987,M,1099462,EUR,1012780800,F,23,23,False,52.0,34.0,15.0,7.0,0.0,8.0,13.0,27.0,43.0,1.0,2.0,,,,89.0,70.0,6.7,28.0,0.196562,3,,,4.0,1.0,1.0,10.0,1.0,5.0,1.0,1.0,,,,1.0,0.1078,0.0217,2.0,,,,1.0,,1.0,4.0,,1.0,2.0,,1.0,,,
12421257,home,KRC Genk,Tolu Arokodare,,,tolu-arokodare,T. Arokodare,F,14,196,5773,M,987734,EUR,974937600,F,99,99,False,12.0,9.0,,,0.0,1.0,2.0,8.0,10.0,2.0,2.0,,,,81.0,25.0,7.8,8.0,0.00793572,4,,,,,2.0,3.0,6.0,,,1.0,,,,,1.305,0.9716,1.0,5.0,,2.0,2.0,,,,,3.0,5.0,,,1.0,,
