match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_keyPass,stat_aerialLost,stat_errorLeadToAShot,stat_fouls,stat_accurateCross,stat_bigChanceCreated,stat_shotOffTarget,stat_unsuccessfulTouch,stat_expectedGoals,stat_shotValueNormalized,stat_dispossessed,stat_wonContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_penaltyWon,stat_expectedGoalsOnTarget,player_firstName,player_lastName,stat_outfielderBlock,captain,stat_hitWoodwork,stat_goals,player_sofascoreId,stat_totalOffside,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_keeperSaveValue,stat_lastManTackle,stat_penaltyConceded
14131881,home,Sporting Braga,Mario Dorgeles,mario-dorgeles,M. Dorgeles,M,20,177,1549,M,1396015,EUR,1091836800,M,20,20,True,24.0,21.0,1.0,,0.0,4.0,5.0,19.0,,1.0,,,,27.0,28.0,6.7,4.0,0.0472514,1,,-0.06,-0.19,0.0,,17.0,1.0,,,,,,,,,,1.0,,,,1.0,,,1.0,0.0342,-0.06,,,,1.0,,,Mario Dorgeles,,,,,,,,,,,,,,
14131881,home,Sporting Braga,Gabriel Martínez,gabriel-martinez,G. Martínez,M,77,185,489,M,1134430,EUR,1043193600,F,77,77,True,14.0,9.0,1.0,1.0,0.0,,,14.0,,,,,,27.0,27.0,6.5,14.0,0.0194445,0,,-0.09,0.31,0.15,,9.0,4.0,,3.0,2.0,,2.0,,1.0,1.0,1.0,,,,1.0,,,,3.0,,,,,,,,,Gabriel Martínez,,,,,,,,,,,,,,
14131881,home,Sporting Braga,Sandro Vidigal,sandro-vidigal,S. Vidigal,F,95,172,139,M,1649069,EUR,1185580800,F,95,95,True,8.0,7.0,,,0.0,2.0,3.0,5.0,2.0,1.0,,,,12.0,13.0,6.7,2.0,0.00682546,1,,-0.04,0.04,0.14,,5.0,1.0,2.0,,3.0,,,,,,1.0,,,,,,,1.0,,0.0236,-0.15,,,,,,,,,,,,,,,,,,,,,
14131881,home,Sporting Braga,Fran Navarro,fran-navarro,F. Navarro,F,39,179,1028,M,914772,EUR,886464000,F,39,39,True,3.0,1.0,1.0,1.0,0.0,,,3.0,,1.0,,,,11.0,5.0,7.5,3.0,0.00017987,1,,-0.24,,0.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,1.0,0.3861,0.51,,,1.0,,,0.5695,,,,,,1.0,,,,,,,,,
14131881,home,Sporting Braga,Tiago Sá,tiago-sa,T. Sá,G,12,188,145,M,344159,EUR,789782400,G,12,12,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131881,home,Sporting Braga,Bright Arrey-Mbi,bright-arrey-mbi,B. Arrey-Mbi,D,26,187,788,M,997173,EUR,1048636800,D,26,26,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131881,home,Sporting Braga,Vítor Carvalho,vitor-carvalho,V. Carvalho,M,6,183,434,M,887754,EUR,864691200,M,6,6,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131881,home,Sporting Braga,Diego Rodrigues,rodrigues-diego,D. Rodrigues,M,50,178,222,M,1184326,EUR,1116892800,M,50,50,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diego Henrique,Rodrigues,,,,,,,,,,,,,
14131881,home,Sporting Braga,Gabriel Moscardo,gabriel-moscardo,G. Moscardo,M,17,185,5068,M,1485309,EUR,1127865600,M,17,17,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gabrielmoscardo,,,,,,,,
14131881,away,AVS - Futebol SAD,Simão,simao,Simão,G,93,187,92,M,981817,EUR,738979200,G,93,93,False,32.0,22.0,18.0,8.0,0.0,15.0,15.0,17.0,2.0,9.0,,,,90.0,39.0,5.8,11.0,0.00100295,0,-0.3615,0.05,0.0,-0.23,-0.61,7.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,2.0,0.0875,,
14131881,away,AVS - Futebol SAD,Guillem Molina,guillem-molina,G. Molina,D,5,183,23,M,964173,EUR,957312000,D,5,5,False,16.0,12.0,4.0,1.0,0.0,9.0,11.0,5.0,8.0,2.0,,,,90.0,52.0,6.6,11.0,0.0198712,0,,0.08,0.03,-0.05,,3.0,2.0,1.0,3.0,3.0,,,,2.0,1.0,,1.0,1.0,,2.0,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
14131881,away,AVS - Futebol SAD,Aderllan Santos,aderllan-santos,A. Santos,D,33,193,103,M,129617,EUR,608083200,D,33,33,False,16.0,11.0,6.0,2.0,0.0,9.0,9.0,7.0,6.0,,,,,90.0,26.0,6.6,5.0,0.00055946,0,,0.03,0.0,-0.25,,2.0,,3.0,,5.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131881,away,AVS - Futebol SAD,Cristian Castro,cristian-castro,C. Castro,D,42,192,155,M,1067320,EUR,980380800,D,42,42,False,19.0,15.0,4.0,2.0,0.0,13.0,14.0,5.0,14.0,1.0,,,,90.0,39.0,7.1,4.0,0.00068728,0,,0.04,0.1,0.65,,2.0,,2.0,1.0,4.0,,,3.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,Cristian Castro,,,,,,,,,,,,,1.0,
14131881,away,AVS - Futebol SAD,Leonardo Rivas,leonardo-rivas,L. Rivas,D,12,177,133,M,988778,EUR,1007596800,D,12,12,False,15.0,8.0,4.0,2.0,0.0,5.0,6.0,9.0,,2.0,,,,88.0,32.0,6.5,13.0,0.00226502,0,,-0.02,0.11,-0.34,,3.0,1.0,2.0,2.0,4.0,1.0,,1.0,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,1.0
14131881,away,AVS - Futebol SAD,Ángel Algobia,angel-algobia,Á. Algobia,M,27,186,39,M,966219,EUR,930096000,M,27,27,False,18.0,12.0,3.0,1.0,0.0,7.0,8.0,10.0,6.0,2.0,,,,90.0,30.0,6.7,8.0,0.00322834,0,,0.04,,0.16,,5.0,1.0,1.0,1.0,3.0,,,,1.0,1.0,1.0,,1.0,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,
14131881,away,AVS - Futebol SAD,Jaume Grau,jaume-grau,J. G. Ciscar,M,15,183,72,M,838633,EUR,862790400,M,15,15,False,17.0,9.0,4.0,,0.0,6.0,11.0,6.0,5.0,3.0,,,,90.0,35.0,6.4,11.0,0.0032644,1,,0.02,0.19,0.28,,3.0,,1.0,4.0,3.0,1.0,1.0,1.0,2.0,2.0,,,,,1.0,,,,1.0,0.0556,-0.04,1.0,,,1.0,,,,,1.0,True,,,,,,,,,,,
14131881,away,AVS - Futebol SAD,Diogo Spencer,diogo-spencer,D. Spencer,D,82,178,353,M,1120043,EUR,1082160000,M,2,2,False,30.0,13.0,6.0,2.0,0.0,6.0,15.0,15.0,2.0,7.0,,,,72.0,48.0,6.6,21.0,0.0212858,0,,0.14,0.24,-0.05,,7.0,,,6.0,4.0,1.0,5.0,3.0,,,,,,,3.0,,,,1.0,,,1.0,4.0,,,,,,,,,,,,,,,,,,,
14131881,away,AVS - Futebol SAD,Rafael Barbosa,rafael-barbosa,R. Barbosa,M,27,170,124,M,823128,EUR,828057600,M,10,10,False,19.0,14.0,,,1.0,11.0,13.0,6.0,,4.0,,,,57.0,27.0,7.2,9.0,0.28488,1,,-0.07,-0.15,-0.09,,3.0,2.0,,4.0,1.0,1.0,,,1.0,,,1.0,1.0,,,1.0,1.0,,,0.3272,0.32,2.0,,1.0,,,0.2798,,,,,,1.0,,,,,,,,,
14131881,away,AVS - Futebol SAD,Babatunde Akinsola,akinsola-babatunde,B. Akinsola,F,11,175,163,M,1133063,EUR,1047254400,M,11,11,False,3.0,2.0,1.0,,1.0,1.0,1.0,2.0,1.0,2.0,,,,57.0,14.0,6.5,6.0,0.00158695,1,,-0.05,0.13,-0.03,,1.0,,,3.0,2.0,,4.0,,,,,1.0,,,,,1.0,1.0,1.0,0.0541,-0.08,1.0,2.0,,,,,,,,,,,,,,,,,,,
14131881,away,AVS - Futebol SAD,Diego Duarte,duarte-diego,D. Duarte,F,20,177,164,M,1003071,EUR,1018224000,F,20,20,False,8.0,3.0,,,0.0,1.0,2.0,6.0,,,,,,88.0,14.0,7.5,7.0,0.00853378,1,,-0.04,-0.15,0.15,,2.0,,3.0,4.0,4.0,,,,,,1.0,,4.0,,2.0,,,,2.0,0.0694,0.51,,,1.0,,,0.4684,,,,,,1.0,,,,,,,,,
14131881,away,AVS - Futebol SAD,Pedro Lima,pedro-lima,P. Lima,M,8,184,482,M,1067648,EUR,1048723200,M,8,8,True,9.0,4.0,4.0,,0.0,,2.0,7.0,,3.0,,,,33.0,16.0,6.2,9.0,0.00166067,0,,-0.06,-0.31,0.14,,4.0,,,5.0,3.0,,3.0,,3.0,3.0,,,1.0,,2.0,,,,1.0,,,,,,,,,Pedro Lima,,,,,,,,,,,,,,
14131881,away,AVS - Futebol SAD,Guilherme Neiva,guilherme-neiva,G. Neiva,F,21,177,75,M,1900362,EUR,984614400,F,21,21,True,9.0,3.0,3.0,,0.0,3.0,4.0,5.0,1.0,3.0,,,,33.0,19.0,6.4,10.0,2.853e-05,0,,-0.37,0.01,0.2,,,1.0,1.0,1.0,3.0,,1.0,,,,1.0,,1.0,,,,,,1.0,,,,1.0,,,,,Guilherme Neiva,,,,,,,,,,,,,,
14131881,away,AVS - Futebol SAD,Tiago Galletto,tiago-galletto,T. Galletto,M,19,181,72,M,1018546,EUR,1021075200,M,19,19,True,1.0,,,,0.0,,,1.0,1.0,,,,,18.0,7.0,6.5,2.0,,0,,-0.01,-0.04,0.18,,,,,3.0,2.0,,,,,,2.0,,1.0,,1.0,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,
14131881,away,AVS - Futebol SAD,Kiki Afonso,kiki-afonso,K. Afonso,D,24,181,59,M,324345,EUR,787017600,D,24,24,True,3.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,,,,,,10.0,4.0,6.7,1.0,0.00167795,0,,0.08,,0.13,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131881,away,AVS - Futebol SAD,Nenê,nene,Nenê,F,18,183,194,M,44685,EUR,428198400,F,18,18,True,4.0,3.0,1.0,1.0,0.0,2.0,2.0,2.0,,1.0,,,,10.0,9.0,6.7,5.0,0.00028387,0,,-0.03,-0.11,0.0,,1.0,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
14131881,away,AVS - Futebol SAD,João Gonçalves,joao-goncalves,J. Gonçalves,G,,188,61,M,987596,EUR,974246400,G,99,99,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131881,away,AVS - Futebol SAD,Kobamelo Kodisang,kobamelo-kodisang,K. Kodisang,M,13,169,215,M,822874,EUR,935798400,F,16,16,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131881,away,AVS - Futebol SAD,Gustavo Mendonca,mendonca-gustavo,G. Mendonça,M,23,176,44,M,1006114,EUR,1047340800,M,23,23,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131881,away,AVS - Futebol SAD,Jordi Escobar,jordi-escobar,J. Escobar,F,7,187,146,M,942907,EUR,1013299200,F,9,9,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
