match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_keyPass,player_sofascoreId,stat_aerialLost,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wasFouled,player_firstName,player_lastName,stat_dispossessed,stat_onTargetScoringAttempt,stat_wonTackle,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotOffTarget,stat_blockedScoringAttempt,stat_fouls,captain,stat_bigChanceCreated,stat_bigChanceMissed,stat_goodHighClaim,stat_errorLeadToAShot,stat_totalOffside,stat_goals
11352368,home,Fulham,Bernd Leno,bernd-leno,B. Leno,G,1,190,2695,M,103335,EUR,699667200,G,17,17,False,39.0,30.0,14.0,5.0,25.0,26.0,5.0,13.0,1.0,6.0,3.0,4.0,1.0,1.0,1.0,90.0,50.0,7.3,10.0,0.0009784,0,-0.2656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352368,home,Fulham,Timothy Castagne,timothy-castagne,T. Castagne,D,21,185,2321,M,329417,EUR,818121600,D,21,21,False,45.0,37.0,5.0,1.0,21.0,26.0,17.0,21.0,,4.0,,,,,,90.0,57.0,6.4,10.0,0.115089,0,,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
11352368,home,Fulham,Tosin Adarabioyo,tosin-adarabioyo,T. Adarabioyo,D,4,196,10523,M,352668,EUR,875059200,D,4,4,False,61.0,51.0,7.0,3.0,34.0,40.0,17.0,21.0,,4.0,,,,,,90.0,71.0,7.2,10.0,0.016916,0,,,,2.0,4.0,4.0,,,,,,tosinadarabioyo,4.0,1.0,5.0,2.0,1.0,,,,,,,,,,,,,,,,,
11352368,home,Fulham,Calvin Bassey,calvin-bassey,C. Bassey,D,3,185,8710,M,861972,EUR,946598400,D,3,3,False,64.0,60.0,6.0,3.0,40.0,43.0,20.0,22.0,1.0,9.0,,,,,,90.0,73.0,6.7,7.0,0.00537862,0,,1.0,,,3.0,2.0,1.0,,,1.0,,,1.0,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,
11352368,home,Fulham,Antonee Robinson,antonee-robinson,A. Robinson,D,33,183,2862,M,803174,EUR,870998400,D,33,33,False,63.0,54.0,7.0,5.0,25.0,27.0,30.0,44.0,2.0,8.0,,,,,,90.0,88.0,7.5,17.0,0.0867626,1,,8.0,1.0,,3.0,4.0,2.0,2.0,2.0,,1.0,,,1.0,,1.0,1.0,,,1.0,1.0,1.0,0.038,0.1775,,,,,,,,,,
11352368,home,Fulham,João Palhinha,joao-palhinha,J. Palhinha,M,6,189,16491,M,364612,EUR,805248000,M,26,26,False,55.0,47.0,8.0,6.0,19.0,21.0,28.0,34.0,1.0,6.0,,,,,,85.0,69.0,7.1,9.0,0.0191266,3,,,,1.0,5.0,8.0,3.0,,,,,Palhinha,,,1.0,6.0,1.0,,,1.0,,1.0,0.1607,,2.0,1.0,1.0,,,,,,,
11352368,home,Fulham,Tom Cairney,tom-cairney,T. Cairney,M,10,185,581,M,82566,EUR,664329600,M,10,10,False,72.0,67.0,2.0,2.0,21.0,22.0,46.0,51.0,,1.0,,,,,,65.0,78.0,7.6,6.0,0.0646122,1,,1.0,,1.0,2.0,4.0,,1.0,1.0,,3.0,,,,,2.0,,,,,,2.0,0.0582,,1.0,,2.0,True,,,,,,
11352368,home,Fulham,Alex Iwobi,alex-iwobi,A. Iwobi,M,17,183,8263,M,352770,EUR,831081600,M,22,22,False,50.0,39.0,6.0,5.0,8.0,14.0,32.0,42.0,,6.0,,,,,,90.0,75.0,7.5,22.0,0.180582,0,,6.0,1.0,,3.0,8.0,,7.0,6.0,3.0,1.0,alexanderiwobi,,,,2.0,,,,2.0,,1.0,,,,,,,,,,,,
11352368,home,Fulham,Andreas Pereira,andreas-pereira,A. Pereira,M,8,177,14092,M,285949,EUR,820454400,M,18,18,False,34.0,29.0,2.0,1.0,9.0,9.0,21.0,31.0,,6.0,,,,,,65.0,53.0,7.8,14.0,0.132244,3,,6.0,1.0,,2.0,3.0,1.0,1.0,1.0,3.0,2.0,andreaspereira,,,1.0,1.0,1.0,,,1.0,2.0,1.0,0.2904,0.4104,1.0,,1.0,,1.0,,,,,
11352368,home,Fulham,Willian,willian,Willian,F,88,175,9698,M,31417,EUR,587088000,M,20,20,False,50.0,43.0,2.0,1.0,12.0,13.0,31.0,39.0,,2.0,,,,,,65.0,61.0,7.4,10.0,0.13824,2,,2.0,,,2.0,5.0,,1.0,1.0,,1.0,willianborges88,1.0,,,1.0,3.0,,,1.0,,1.0,0.1875,,1.0,1.0,,,,,,,,
