match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_aerialLost,stat_challengeLost,stat_bigChanceCreated,stat_outfielderBlock,stat_keyPass,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,player_firstName,player_lastName,stat_wonTackle,stat_accurateCross,stat_dispossessed,stat_shotOffTarget,stat_goals,stat_totalOffside,stat_errorLeadToAShot,stat_savedShotsFromInsideTheBox,stat_errorLeadToAGoal,stat_blockedScoringAttempt
12513639,home,FC Porto,Diogo Costa,diogo-costa,D. Costa,G,99,186,12694,M,diogomcosta99,843115,EUR,937699200,G,99,99,False,True,56.0,41.0,27.0,12.0,0.0,38.0,45.0,3.0,11.0,2.0,10.0,1.0,3.0,1.0,1.0,1.0,90.0,65.0,6.8,16.0,0.00050862,0,-0.5799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12513639,home,FC Porto,Zé Pedro,ze-pedro,Z. Pedro,D,32,187,663,M,,945448,EUR,865555200,D,97,97,False,,65.0,56.0,11.0,5.0,0.0,36.0,39.0,20.0,27.0,10.0,1.0,,,,,,90.0,81.0,6.9,10.0,0.00793034,1,,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,0.2937,0.1599,,,,,,,,,,,,,,,,,,,,
12513639,home,FC Porto,Stephen Eustaquio,stephen-eustaquio,S. Eustaquio,M,6,178,1808,M,,886223,EUR,851126400,D,6,6,False,,63.0,58.0,8.0,7.0,0.0,35.0,37.0,23.0,26.0,8.0,4.0,,,,,,90.0,77.0,7.4,5.0,0.180505,0,,,,2.0,1.0,,,1.0,,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
12513639,home,FC Porto,Iván Marcano,ivan-marcano,I. Marcano,D,,189,542,M,,26056,EUR,551404800,D,5,5,False,,76.0,67.0,10.0,6.0,0.0,41.0,45.0,26.0,33.0,3.0,5.0,,,,,,90.0,92.0,7.2,12.0,0.00557103,0,,2.0,1.0,4.0,5.0,,,4.0,1.0,2.0,1.0,,,2.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,
12513639,home,FC Porto,João Mário,joao-mario,J. Mário,D,17,178,3148,M,,902031,EUR,946857600,M,23,23,False,,43.0,35.0,4.0,2.0,0.0,13.0,16.0,22.0,28.0,1.0,1.0,,,,,,90.0,69.0,6.9,15.0,0.0211965,1,,1.0,,7.0,5.0,,1.0,,3.0,,1.0,0.0931,0.0434,1.0,1.0,,,1.0,6.0,2.0,,,,3.0,,,,,,,,,
12513639,home,FC Porto,Fábio Vieira,fabio-vieira,F. Vieira,M,20,170,6618,M,fabiodfvieira,904835,EUR,959644800,M,10,10,False,,29.0,25.0,,,0.0,10.0,10.0,17.0,24.0,,1.0,,,,,,83.0,39.0,6.8,9.0,0.0645659,2,,5.0,,4.0,1.0,,1.0,,1.0,,2.0,0.0532,0.0798,1.0,,,,,,,1.0,,,1.0,2.0,1.0,1.0,,,,,,
12513639,home,FC Porto,Alan Varela,alan-varela,A. Varela,M,22,177,5689,M,alan_varela01,1066560,EUR,994204800,M,22,22,False,,24.0,21.0,,,0.0,10.0,12.0,11.0,12.0,1.0,1.0,,,,,,83.0,32.0,6.2,4.0,0.0087212,1,,,,8.0,,,,,,,4.0,0.018,,1.0,2.0,,,,,,,Alan Varela,,,,1.0,1.0,,,,,,
12513639,home,FC Porto,Francisco Moura,francisco-moura,F. Moura,D,74,181,1191,M,,985138,EUR,934761600,M,74,74,False,,39.0,29.0,2.0,1.0,1.0,15.0,17.0,14.0,23.0,2.0,3.0,,,,,,90.0,54.0,7.1,12.0,0.00909626,0,,1.0,,,1.0,,,1.0,1.0,,,,,,,,,2.0,,,1.0,,,1.0,,,,,,,,,
12513639,home,FC Porto,Rodrigo Mora,mora-rodrigo,R. Mora,M,86,168,13996,M,,1410240,EUR,1178323200,F,86,86,False,,26.0,22.0,1.0,1.0,0.0,6.0,7.0,16.0,19.0,1.0,5.0,,,,,,76.0,42.0,9.0,5.0,0.0494856,2,,,,4.0,7.0,,2.0,1.0,,4.0,,0.2454,0.8932,1.0,2.0,,,2.0,4.0,3.0,,Rodrigo Mora,,,,,,2.0,,,,,
12513639,home,FC Porto,Pepê,pepe,Pepê,F,11,175,5029,M,pepe,882664,EUR,856742400,F,11,11,False,,21.0,19.0,1.0,1.0,0.0,4.0,4.0,16.0,19.0,,1.0,,,,,,66.0,36.0,7.1,6.0,0.0687581,1,,2.0,1.0,5.0,4.0,,1.0,1.0,2.0,1.0,1.0,0.0157,0.0343,2.0,1.0,,,,,,2.0,,,2.0,1.0,1.0,,,,,,,
12513639,home,FC Porto,Deniz Gül,deniz-gul,D. Gül,F,27,190,3437,M,,1407720,EUR,1088726400,F,27,27,False,,15.0,10.0,,,0.0,7.0,9.0,3.0,6.0,,,,,,,,66.0,18.0,6.5,7.0,0.00359776,0,,,4.0,4.0,5.0,,,,,1.0,,,,3.0,,,,,1.0,,1.0,,,,,,,,,,,,
12513639,home,FC Porto,Samu Aghehowa,omorodion-samuel,S. Aghehowa,F,9,193,14784,M,samuaghehowa9,1503836,EUR,1083715200,F,9,9,True,,5.0,2.0,,,0.0,2.0,2.0,,3.0,,1.0,,,,,,24.0,9.0,6.4,6.0,0.00011774,0,,,3.0,2.0,3.0,,,,,,,,,,,,,,1.0,,,Samuel,Aghehowa,,,1.0,,,,,,,
12513639,home,FC Porto,Danny Namaso,danny-namaso,D. Namaso,F,19,182,4899,M,,867440,EUR,967420800,F,19,19,True,,6.0,5.0,1.0,,0.0,,,5.0,7.0,1.0,3.0,,,,,,24.0,16.0,6.8,5.0,0.00257041,0,,1.0,,4.0,2.0,,,,1.0,1.0,3.0,,,,,,1.0,,,,2.0,,,1.0,,1.0,,,,,,,
12513639,home,FC Porto,Gonçalo Borges,goncalo-borges,G. Borges,F,11,184,1083,M,,979221,EUR,985824000,F,70,70,True,,3.0,2.0,,,0.0,1.0,1.0,1.0,2.0,,1.0,,,,,,18.0,7.0,6.1,3.0,0.00027885,0,,,,2.0,1.0,,,,,1.0,3.0,,,,,,,,,,2.0,,,,,,,,1.0,,,,
12513639,home,FC Porto,Nehuén Pérez,nehuen-perez,N. Pérez,D,18,184,3369,M,,913401,EUR,961804800,D,24,24,True,,4.0,3.0,,,0.0,3.0,3.0,,1.0,,,,,,,,13.0,4.0,6.6,1.0,2.81e-06,0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12513639,home,FC Porto,Tomás Pérez,tomas-perez,T. Pérez,M,25,182,1258,M,,1485090,EUR,1125014400,M,25,25,True,,8.0,7.0,,,0.0,2.0,2.0,5.0,6.0,,,,,,,,13.0,10.0,6.6,1.0,0.00416129,0,,,,1.0,,,,1.0,,,,,,1.0,,,,,,,,Tomás Pérez,,,,,,,,,,,
12513639,home,FC Porto,Cláudio Ramos,claudio-ramos,C. Ramos,G,14,183,1032,M,,116372,EUR,690249600,G,14,14,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12513639,home,FC Porto,Otávio,otavio,Otávio,D,6,188,1431,M,,1069159,EUR,1019347200,D,4,4,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12513639,home,FC Porto,Zaidu Sanusi,zaidu-sanusi,Z. Sanusi,D,12,182,2630,M,,987510,EUR,866160000,D,12,12,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12513639,home,FC Porto,André Franco,andre-franco,A. Franco,M,10,177,622,M,,851286,EUR,892339200,M,20,20,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12513639,away,Famalicão,Lazar Carević,lazar-carevic,L. Carević,G,25,195,237,M,,886204,EUR,921542400,G,25,25,False,,20.0,16.0,5.0,2.0,0.0,16.0,18.0,,2.0,3.0,7.0,,4.0,2.0,1.0,1.0,90.0,32.0,6.8,4.0,0.00013752,0,-0.7893,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,
12513639,away,Famalicão,Calegari,calegari,Calegari,D,2,171,471,M,,988906,EUR,1014768000,D,2,2,False,,43.0,33.0,5.0,4.0,0.0,14.0,20.0,19.0,24.0,3.0,3.0,,,,,,90.0,71.0,6.8,15.0,0.0949354,0,,1.0,1.0,1.0,5.0,,,1.0,1.0,1.0,,,,,,,,1.0,3.0,2.0,1.0,,,1.0,,,,,,,,,
