match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_totalTackle,stat_wonTackle,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_wasFouled,stat_fouls,stat_expectedGoals,captain,stat_unsuccessfulTouch,stat_blockedScoringAttempt,stat_clearanceOffLine,stat_outfielderBlock,stat_interceptionWon,stat_accurateCross,stat_keyPass,player_sofascoreId,stat_errorLeadToAGoal,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_hitWoodwork,stat_bigChanceCreated,stat_goodHighClaim,stat_totalOffside,stat_goals
12450976,home,Le Havre,Mathieu Gorgelin,mathieu-gorgelin,M. Gorgelin,G,16,187,120,M,123226,EUR,649814400,G,1,1,False,21.0,17.0,8.0,4.0,0.0,16.0,16.0,1.0,5.0,1.0,2.0,2.0,9.0,1.0,1.0,4.0,6.0,1.0,1.0,1.0,90.0,38.0,7.9,4.0,0.00115343,0,0.9607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450976,home,Le Havre,Loic Négo,loic-nego,L. Négo,D,7,179,819,M,54308,EUR,663897600,D,7,7,False,49.0,41.0,8.0,3.0,0.0,20.0,21.0,21.0,31.0,,6.0,2.0,3.0,2.0,2.0,,,,,,90.0,75.0,6.9,12.0,0.0071009,1,,,,3.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0309,,,,,,,,,,,,,,,,,,
12450976,home,Le Havre,Arouna Sangante,arouna-sangante,A. Sangante,D,93,189,741,M,1035988,EUR,1018569600,D,93,93,False,49.0,41.0,6.0,4.0,0.0,26.0,30.0,15.0,19.0,2.0,5.0,3.0,1.0,1.0,,,,,,,80.0,60.0,6.6,10.0,0.00679329,1,,,,,1.0,3.0,,,,,1.0,2.0,2.0,0.057,True,2.0,,,,,,,,,,,,,,,,
12450976,home,Le Havre,Gautier Lloris,gautier-lloris,G. Lloris,D,4,188,195,M,287887,EUR,806025600,D,4,4,False,53.0,47.0,8.0,5.0,0.0,30.0,33.0,17.0,20.0,7.0,7.0,9.0,6.0,,,,,,,,90.0,72.0,8.5,7.0,0.0042021,2,,,,,3.0,5.0,2.0,,,,1.0,,,0.0919,,1.0,1.0,2.0,4.0,2.0,,,,,,,,,,,,
12450976,home,Le Havre,Yanis Zouaoui,yanis-zouaoui,Y. Zouaoui,D,18,183,294,M,1397882,EUR,893721600,D,18,18,False,41.0,22.0,13.0,3.0,0.0,9.0,13.0,18.0,37.0,2.0,8.0,5.0,7.0,2.0,1.0,,,,,,90.0,75.0,7.8,26.0,0.290753,0,,Yanis Zouaoui,,9.0,1.0,1.0,,,2.0,2.0,,2.0,,,,3.0,,,,1.0,5.0,3.0,,,,,,,,,,
12450976,home,Le Havre,Rassoul Ndiaye,rassoul-ndiaye,R. Ndiaye,M,14,179,1884,M,992026,EUR,1008028800,M,19,19,False,34.0,23.0,4.0,1.0,0.0,14.0,18.0,9.0,19.0,3.0,3.0,3.0,3.0,,,,,,,,80.0,44.0,6.6,14.0,0.017961,0,,,,3.0,3.0,3.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,
12450976,home,Le Havre,Oussama Targhalline,oussama-targhalline,O. Targhalline,M,28,186,7779,M,1095731,EUR,1021852800,M,5,5,False,10.0,9.0,1.0,1.0,0.0,8.0,9.0,1.0,1.0,,1.0,2.0,1.0,,,,,,,,45.0,24.0,5.8,6.0,0.00101849,0,,Oussama Targhalline,,,2.0,7.0,,4.0,,,,1.0,1.0,,,1.0,,,1.0,2.0,,,targhaoussama,1.0,,,,,,,,
12450976,home,Le Havre,Josué Casimir,josue-casimir,J. Casimir,M,7,178,9086,M,1035986,EUR,1001289600,M,10,10,False,18.0,12.0,1.0,1.0,0.0,5.0,6.0,8.0,18.0,1.0,5.0,,5.0,2.0,1.0,,,,,,90.0,45.0,6.4,22.0,0.0293662,1,,,,6.0,,10.0,1.0,5.0,3.0,1.0,,1.0,2.0,0.2305,,4.0,,,,,1.0,1.0,,,1.0,0.582,,,,,,
12450976,home,Le Havre,Emmanuel Sabbi,emmanuel-sabbi,E. Sabbi,F,11,175,311,M,880765,EUR,882921600,M,11,11,False,6.0,5.0,2.0,2.0,0.0,2.0,3.0,3.0,3.0,,3.0,1.0,3.0,3.0,1.0,,,,,,45.0,14.0,6.5,5.0,0.0829595,0,,,,,,3.0,,2.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,
12450976,home,Le Havre,Issa Soumaré,issa-soumare,I. Soumaré,F,45,182,607,M,1001458,EUR,971136000,M,45,45,False,19.0,14.0,2.0,,0.0,4.0,7.0,10.0,12.0,1.0,5.0,,5.0,3.0,3.0,,,,,,66.0,33.0,6.7,9.0,0.0807184,0,,,,,2.0,7.0,3.0,,2.0,,,2.0,,,,,,,,1.0,,1.0,,,,,,,,,,
