match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalClearance,stat_ballRecovery,stat_minutesPlayed,stat_touches,stat_rating,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,captain,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalCross,stat_clearanceOffLine,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_possessionLostCtrl,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalTackle,stat_aerialWon,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_aerialLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_wasFouled,stat_keyPass,stat_blockedScoringAttempt,stat_shotOffTarget,stat_wonTackle,stat_hitWoodwork,stat_totalOffside,stat_accurateCross,player_firstName,player_lastName,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_goals
10411690,home,Napoli,Alex Meret,alex-meret,A. Meret,G,1,190,4366,M,592794,EUR,858988800,G,1,1,False,23.0,23.0,1.0,1.0,23.0,23.0,1.0,6.0,90.0,27.0,6.3,0.0,0.0,7.019e-05,0,-0.7968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411690,home,Napoli,Giovanni Di Lorenzo,giovanni-di-lorenzo,G. Di Lorenzo,D,22,182,6986,M,153257,EUR,744422400,D,22,22,False,62.0,50.0,5.0,2.0,24.0,26.0,,4.0,90.0,82.0,7.0,0.0,0.0,0.0414744,0,,dilorenzo22,True,26.0,39.0,3.0,1.0,1.0,1.0,1.0,1.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,
10411690,home,Napoli,Amir Rrahmani,amir-rrahmani,A. Rrahmani,D,13,190,3520,M,332155,EUR,762048000,D,13,13,False,127.0,116.0,15.0,7.0,88.0,88.0,2.0,4.0,90.0,135.0,6.8,0.0,0.0,0.00886202,0,,,,28.0,39.0,,,,2.0,,2.0,12.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
10411690,home,Napoli,Min-jae Kim,min-jae-kim,M. Kim,D,3,190,15025,M,896569,EUR,848016000,D,3,3,False,155.0,145.0,5.0,2.0,106.0,110.0,2.0,8.0,90.0,163.0,7.1,0.1361,0.0454,0.0152828,1,,kiminjae3,,39.0,45.0,,,1.0,,,2.0,10.0,2.0,8.0,,,8.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10411690,home,Napoli,Mathías Olivera,mathias-olivera,M. Olivera,D,17,184,3517,M,805078,EUR,878256000,D,17,17,False,78.0,70.0,3.0,,40.0,40.0,,6.0,89.0,109.0,6.5,0.0,0.0,0.0541317,0,,,,30.0,40.0,2.0,,,4.0,2.0,,17.0,10.0,7.0,2.0,1.0,3.0,,,5.0,2.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,
10411690,home,Napoli,Frank Anguissa,frank-anguissa,F. Anguissa,M,99,184,12968,M,787941,EUR,816480000,M,99,99,False,58.0,53.0,2.0,1.0,25.0,26.0,,8.0,71.0,74.0,6.6,0.017,0.0,0.0230788,1,,anguiss_29,,28.0,34.0,2.0,,,1.0,2.0,,11.0,4.0,4.0,2.0,2.0,1.0,,,,2.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,
10411690,home,Napoli,Stanislav Lobotka,stanislav-lobotka,S. Lobotka,M,68,170,4661,M,150383,EUR,785721600,M,68,68,False,64.0,62.0,6.0,6.0,32.0,32.0,,9.0,82.0,71.0,6.9,0.1349,0.0,0.0187945,2,,StanLobotka,,30.0,32.0,,,,,,1.0,3.0,2.0,1.0,,,1.0,,,,1.0,,,,1.0,1.0,1.0,,,,,,,,,,
10411690,home,Napoli,Piotr Zieliński,piotr-zielinski,P. Zieliński,M,7,180,18478,M,138605,EUR,769392000,M,20,20,False,48.0,43.0,,,13.0,14.0,,1.0,82.0,58.0,7.2,0.1126,0.0677,0.0339482,2,,zielu_94,,30.0,35.0,1.0,,,1.0,,,6.0,1.0,5.0,1.0,1.0,,,1.0,,,2.0,2.0,2.0,2.0,,1.0,1.0,,,,,,,,,
10411690,home,Napoli,Hirving Lozano,hirving-lozano,H. Lozano,F,11,175,6583,M,385320,EUR,807062400,F,11,11,False,17.0,14.0,,,4.0,4.0,,3.0,71.0,32.0,6.7,0.0,0.0,0.0101785,0,,hirvinglozano,,10.0,17.0,4.0,,,2.0,,2.0,9.0,6.0,5.0,1.0,2.0,1.0,,,2.0,1.0,3.0,2.0,,,,,1.0,,,,,,,,,
10411690,home,Napoli,Victor Osimhen,victor-osimhen,V. Osimhen,F,45,186,227771,M,822471,EUR,914889600,F,9,9,False,12.0,7.0,1.0,1.0,2.0,4.0,,4.0,90.0,20.0,6.8,0.2809,0.0,0.0324756,3,,Osimhen9,,5.0,8.0,,,,,4.0,1.0,9.0,4.0,4.0,,,3.0,,,3.0,,,,1.0,2.0,2.0,1.0,,1.0,3.0,,,,,,,
