match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_goalAssist,stat_totalCross,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_interceptionWon,stat_fouls,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_challengeLost,stat_bigChanceMissed,stat_shotOffTarget,stat_unsuccessfulTouch,stat_expectedGoals,player_firstName,player_lastName,stat_accurateCross,stat_blockedScoringAttempt,player_sofascoreId,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_savedShotsFromInsideTheBox,stat_totalOffside,stat_lastManTackle
11396313,home,VfL Wolfsburg,Ridle Baku,ridle-baku,R. Baku,M,17,176,1448,M,856553,EUR,891993600,M,20,20,True,,2.0,2.0,,,1.0,1.0,1.0,1.0,,,,,,,,19.0,3.0,6.4,1.0,0.00051867,0,,,,2.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
11396313,home,VfL Wolfsburg,Tiago Tomás,tiago-tomas,T. Tomás,F,8,180,1353,M,983540,EUR,1024185600,F,11,11,True,,6.0,5.0,,,2.0,2.0,3.0,4.0,,1.0,,,,,,19.0,13.0,7.4,2.0,0.193791,4,,,,1.0,4.0,,2.0,1.0,1.0,,,1.0,,2.0,,,,1.0,,,,,0.2525,,,,3.0,,1.0,,0.1116,,,
11396313,home,VfL Wolfsburg,Kilian Fischer,kilian-fischer,K. Fischer,D,2,179,189,M,995316,EUR,971308800,D,2,2,True,,2.0,2.0,,,1.0,1.0,1.0,2.0,,1.0,,,,,,8.0,5.0,6.5,1.0,0.00024414,0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396313,home,VfL Wolfsburg,Dženan Pejčinović,dzenan-pejcinovic,D. Pejčinović,F,17,188,1114,M,1127790,EUR,1108425600,F,18,18,True,,2.0,,,,,,,2.0,,,,,,,,8.0,3.0,6.6,2.0,,0,,,,3.0,,,,,,,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,
11396313,home,VfL Wolfsburg,Pavao Pervan,pavao-pervan,P. Pervan,G,12,193,111,M,35976,EUR,563760000,G,12,12,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396313,home,VfL Wolfsburg,Cedric Zesiger,cedric-zesiger,C. Zesiger,D,16,191,349,M,798926,EUR,898646400,D,5,5,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396313,home,VfL Wolfsburg,Sebastiaan Bornauw,sebastiaan-bornauw,S. Bornauw,D,23,190,839,M,826167,EUR,922060800,D,3,3,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396313,home,VfL Wolfsburg,Jakub Kamiński,jakub-kaminski,J. Kamiński,M,16,178,5205,M,801263,EUR,1023235200,M,16,16,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,jakub.kaminskii,,,,,,
11396313,away,1. FC Köln,Marvin Schwäbe,marvin-schwabe,M. Schwäbe,G,1,189,324,M,187185,EUR,798768000,G,1,1,False,,33.0,23.0,12.0,2.0,21.0,24.0,2.0,9.0,1.0,5.0,,3.0,,,,90.0,41.0,6.8,12.0,0.00179126,0,0.9286,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,3.0,,
11396313,away,1. FC Köln,Benno Schmitz,benno-schmitz,B. Schmitz,D,6,182,70,M,147775,EUR,785030400,D,2,2,False,,29.0,22.0,2.0,1.0,8.0,13.0,14.0,16.0,1.0,3.0,,,,,,63.0,46.0,6.8,8.0,0.0142962,1,,,,3.0,2.0,,,,,1.0,1.0,,1.0,,,1.0,1.0,1.0,1.0,,,,0.0171,,,,,,1.0,,0.0886,,,
11396313,away,1. FC Köln,Timo Hübers,timo-hubers,T. Hübers,D,4,190,271,M,387220,EUR,837820800,D,4,4,False,,54.0,45.0,4.0,1.0,29.0,30.0,16.0,24.0,2.0,3.0,,,,,,90.0,63.0,6.9,10.0,0.00817883,0,,,,1.0,6.0,1.0,,,,1.0,,,,2.0,,3.0,2.0,1.0,,,,,,,,,,,,,,,,
11396313,away,1. FC Köln,Jeff Chabot,julian-chabot,J. Chabot,D,24,194,723,M,863271,EUR,887241600,D,24,24,False,,52.0,40.0,9.0,2.0,26.0,27.0,14.0,25.0,2.0,5.0,,,,,,90.0,66.0,7.3,13.0,0.00724524,0,,,,3.0,9.0,,2.0,2.0,,,,,3.0,5.0,3.0,1.0,,2.0,,,,1.0,,,,,,,,,,,1.0,
11396313,away,1. FC Köln,Max Finkgräfe,finkgrafe-max,M. Finkgräfe,D,35,183,310,M,1146250,EUR,1080345600,D,35,35,False,,43.0,34.0,4.0,3.0,19.0,25.0,18.0,23.0,2.0,9.0,,,,,,90.0,84.0,8.1,15.0,0.195451,1,,,5.0,2.0,11.0,1.0,2.0,1.0,,3.0,,1.0,,2.0,1.0,7.0,7.0,2.0,,,,1.0,0.0172,Max Finkgräfe,,3.0,1.0,,,,,,,1.0
11396313,away,1. FC Köln,Eric Martel,martel-eric,E. Martel,M,6,186,936,M,988639,EUR,1020038400,M,6,6,False,,47.0,38.0,3.0,1.0,19.0,22.0,19.0,25.0,4.0,9.0,,,,,,90.0,63.0,6.8,10.0,0.011894,0,,,,8.0,8.0,1.0,,,,2.0,3.0,,2.0,4.0,1.0,3.0,2.0,1.0,2.0,,,,,,,,,,,,,,,
11396313,away,1. FC Köln,Denis Huseinbašić,denis-huseinbasic,D. Huseinbašić,M,8,184,959,M,1064842,EUR,994118400,M,8,8,False,,36.0,32.0,1.0,,13.0,15.0,19.0,22.0,,6.0,,,,,,90.0,45.0,6.6,8.0,0.0158576,0,,,1.0,4.0,2.0,1.0,1.0,1.0,,,2.0,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,
11396313,away,1. FC Köln,Faride Alidou,alidou-faride,F. Alidou,F,10,186,307,M,994197,EUR,995414400,M,40,40,False,,17.0,13.0,,,8.0,9.0,5.0,12.0,3.0,7.0,,,,,,63.0,41.0,7.0,16.0,0.00159623,1,,,4.0,9.0,4.0,1.0,4.0,1.0,,,2.0,1.0,2.0,1.0,,,,2.0,1.0,,,3.0,0.0999,,,,,,1.0,1.0,0.4759,,1.0,
11396313,away,1. FC Köln,Florian Kainz,florian-kainz,F. Kainz,M,11,176,502,M,78781,EUR,719884800,M,11,11,False,True,45.0,31.0,10.0,6.0,7.0,9.0,24.0,42.0,1.0,4.0,,,,,,87.0,61.0,6.8,23.0,0.0585513,0,,,6.0,6.0,1.0,2.0,1.0,,,1.0,1.0,,2.0,,,1.0,,,,,,,,,,,,,,,,,,
11396313,away,1. FC Köln,Dejan Ljubičić,dejan-ljubicic,D. Ljubičić,M,21,186,826,M,869883,EUR,876268800,M,7,7,False,,25.0,18.0,2.0,,8.0,9.0,10.0,17.0,,3.0,,,,,,76.0,33.0,6.6,12.0,0.0241125,0,,,1.0,1.0,2.0,,1.0,,,,,,,,,1.0,1.0,1.0,,,,3.0,,,,,,,,,,,1.0,
11396313,away,1. FC Köln,Jan Thielmann,thielmann-jan,J. Thielmann,M,29,178,397,M,1010726,EUR,1022371200,F,29,29,False,,12.0,9.0,,,3.0,5.0,6.0,8.0,1.0,1.0,,,,,,87.0,28.0,6.6,11.0,0.124028,2,,,1.0,8.0,3.0,3.0,,,,,1.0,1.0,2.0,1.0,,,,3.0,2.0,,1.0,4.0,0.2218,,,,1.0,,,,,,1.0,
11396313,away,1. FC Köln,Rasmus Carstensen,rasmus-carstensen,R. Carstensen,D,29,187,193,M,988203,EUR,973814400,D,18,18,True,,7.0,5.0,,,2.0,3.0,3.0,5.0,1.0,3.0,,,,,,27.0,16.0,6.8,4.0,0.00455479,0,,,1.0,5.0,2.0,,,,,,2.0,,2.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
11396313,away,1. FC Köln,Linton Maina,linton-maina,L. Maina,M,37,173,490,M,921033,EUR,930096000,M,37,37,True,,6.0,5.0,,,1.0,2.0,4.0,4.0,,,,,,,,27.0,10.0,6.5,3.0,0.0361489,1,,,,2.0,1.0,2.0,,,,,,,,,,1.0,1.0,,,,,,0.2352,,,,1.0,,,,,,,
11396313,away,1. FC Köln,Justin Diehl,diehl-justin,J. Diehl,F,26,174,395,M,1146132,EUR,1101513600,F,45,45,True,,1.0,1.0,,,,,1.0,1.0,,1.0,,,,,,14.0,5.0,6.5,3.0,9.861e-05,0,,,,,1.0,,,,,,,,,,,,,1.0,,,,2.0,,Justin Diehl,,,,,,,,,,
11396313,away,1. FC Köln,Jacob Christensen,jacob-christensen,J. Christensen,M,14,180,165,M,918438,EUR,993427200,M,22,22,True,,,,,,,,,,,,,,,,,3.0,1.0,,1.0,,0,,,,1.0,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,
11396313,away,1. FC Köln,Florian Dietz,florian-dietz,F. Dietz,F,13,188,85,M,842215,EUR,902102400,F,33,33,True,,1.0,,,,,1.0,,,,,,,,,,3.0,3.0,,1.0,,0,,,,2.0,1.0,,,,,,,,2.0,1.0,,,,,,,,,,Florian,Dietz,,,,,,,,,
11396313,away,1. FC Köln,Philipp Pentke,philipp-pentke,P. Pentke,G,,191,32,M,39918,EUR,483753600,G,20,20,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396313,away,1. FC Köln,Dominique Heintz,dominique-heintz,D. Heintz,D,3,188,93,M,136922,EUR,745372800,D,3,3,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396313,away,1. FC Köln,Luca Kilian,kilian-luca,L. Kilian,D,15,190,102,M,855676,EUR,936144000,D,15,15,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396313,away,1. FC Köln,Sargis Adamyan,sargis-adamyan,S. Adamyan,F,22,184,434,M,129927,EUR,738115200,F,23,23,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
