match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_accurateLongBalls,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_duelLost,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wasFouled,stat_penaltyWon,player_sofascoreId,stat_challengeLost,stat_onTargetScoringAttempt,stat_wonTackle,stat_fouls,stat_blockedScoringAttempt,stat_keyPass,captain,stat_goalAssist,stat_dispossessed,stat_bigChanceCreated,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_accurateCross,stat_bigChanceMissed,stat_shotOffTarget,stat_goals,player_firstName,player_lastName,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_penaltyConceded,stat_totalOffside
10447719,home,Spezia,Jeroen Zoet,jeroen-zoet,J. Zoet,G,41,186.0,199,M,40963,EUR,663120000,G,1,1,False,20.0,17.0,3.0,17.0,17.0,3.0,1.0,1.0,1.0,10.0,2.0,1.0,1.0,90.0,30.0,6.7,3.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10447719,home,Spezia,Mattia Caldara,mattia-caldara,M. Caldara,D,,187.0,517,M,362222,EUR,768096000,D,29,29,False,60.0,50.0,8.0,32.0,35.0,26.0,,3.0,,5.0,,,,90.0,70.0,7.2,12.0,0,3.0,18.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
10447719,home,Spezia,Jakub Kiwior,kiwior-jakub,J. Kiwior,D,4,189.0,15126,M,976037,EUR,950572800,D,14,14,False,52.0,50.0,2.0,41.0,42.0,10.0,2.0,5.0,1.0,2.0,,,,90.0,60.0,6.9,2.0,1,2.0,9.0,,2.0,5.0,,2.0,2.0,1.0,,j_kiwior,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,
10447719,home,Spezia,Dimitrios Nikolaou,dimitris-nikolaou,D. Nikolaou,D,43,188.0,245,M,788185,EUR,902966400,D,43,43,False,52.0,47.0,6.0,31.0,33.0,19.0,1.0,3.0,,4.0,,,,90.0,62.0,7.0,5.0,1,3.0,16.0,,3.0,4.0,1.0,2.0,2.0,,,,,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
10447719,home,Spezia,Emmanuel Gyasi,emmanuel-gyasi,E. Gyasi,M,11,182.0,713,M,541578,EUR,758246400,M,11,11,False,16.0,15.0,1.0,6.0,6.0,10.0,,1.0,1.0,1.0,,,,84.0,28.0,6.9,5.0,0,,9.0,,1.0,3.0,,1.0,1.0,,,,,,1.0,,,1.0,True,1.0,2.0,1.0,,,,,,,,,,,,,
10447719,home,Spezia,Mehdi Bourabia,mehdi-bourabia,M. Bourabia,M,,183.0,403,M,98003,EUR,681523200,M,6,6,False,30.0,28.0,3.0,10.0,10.0,20.0,,4.0,,4.0,,,,90.0,41.0,6.7,7.0,0,2.0,18.0,,,4.0,,1.0,2.0,1.0,,,,,2.0,1.0,,,,,3.0,,1.0,1.0,1.0,,,,,,,,,,
10447719,home,Spezia,Jacopo Sala,jacopo-sala,J. Sala,M,,183.0,12,M,100568,EUR,691891200,M,7,7,False,47.0,44.0,2.0,22.0,22.0,26.0,,2.0,,3.0,,,,77.0,51.0,6.6,4.0,1,2.0,22.0,1.0,,3.0,,,1.0,,,,1.0,,,2.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,
10447719,home,Spezia,Kevin Agudelo,kevin-agudelo,K. Agudelo,M,20,178.0,356,M,931290,EUR,911001600,M,33,33,False,24.0,20.0,3.0,6.0,7.0,19.0,,13.0,,5.0,,,,90.0,46.0,7.5,10.0,1,3.0,14.0,2.0,,5.0,,,7.0,2.0,,,,,5.0,2.0,1.0,,,,3.0,,4.0,4.0,1.0,,,,,,,,,,
10447719,home,Spezia,Simone Bastoni,simone-bastoni,S. Bastoni,M,10,183.0,169,M,385330,EUR,847152000,M,20,20,False,20.0,17.0,,8.0,8.0,13.0,,4.0,1.0,4.0,,,,65.0,32.0,6.8,5.0,1,,9.0,1.0,,3.0,,1.0,3.0,1.0,,,2.0,1.0,3.0,1.0,,,,,,,,,1.0,,,,,,,,,,
10447719,home,Spezia,Daniele Verde,daniele-verde,D. Verde,F,10,168.0,335,M,605580,EUR,835228800,F,10,10,False,24.0,17.0,1.0,5.0,5.0,27.0,,1.0,,1.0,,,,65.0,39.0,7.5,13.0,4,1.0,14.0,8.0,,,,,1.0,,,,,2.0,1.0,,,2.0,,,,,,,,2.0,1.0,2.0,1.0,,,,,,
