match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_goalAssist,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,stat_aerialWon,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_errorLeadToAShot,captain,stat_aerialLost,player_firstName,player_lastName,stat_blockedScoringAttempt,stat_goals,stat_wasFouled,stat_fouls,stat_totalOffside,stat_bigChanceMissed,stat_errorLeadToAGoal,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
11096539,home,Brighton & Hove Albion,Robert Sánchez,robert-sanchez,R. Sánchez,G,1,197,18384,M,RS1,920546,EUR,879811200,G,1,1,False,21.0,19.0,3.0,1.0,19.0,21.0,8.0,1.0,2.0,2.0,90.0,28.0,7.5,2.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11096539,home,Brighton & Hove Albion,Pascal Groß,pascal-gross,P. Groß,M,30,181,4700,M,pascalgross65,48480,EUR,676944000,D,13,13,False,66.0,59.0,5.0,3.0,14.0,14.0,4.0,,,,90.0,82.0,7.9,14.0,1,1.0,47.0,56.0,4.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,6.0,,,,,,,,,,,,,,,,,,,,
11096539,home,Brighton & Hove Albion,Adam Webster,adam-webster,A. Webster,D,4,191,499,M,,216308,EUR,789177600,D,4,4,False,119.0,111.0,5.0,5.0,52.0,54.0,8.0,,,,90.0,129.0,8.4,9.0,2,1.0,59.0,65.0,,,1.0,4.0,,1.0,2.0,2.0,1.0,1.0,,,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
11096539,home,Brighton & Hove Albion,Lewis Dunk,lewis-dunk,L. Dunk,D,5,190,1907,M,,115365,EUR,690681600,D,5,5,False,120.0,115.0,4.0,3.0,69.0,70.0,8.0,,,,78.0,126.0,7.1,6.0,0,,46.0,50.0,,,1.0,2.0,,,,,,,1.0,1.0,1.0,,1.0,,,1.0,,1.0,,True,1.0,,,,,,,,,,,
11096539,home,Brighton & Hove Albion,Pervis Estupiñán,pervis-estupinan,P. Estupiñán,D,2,175,14942,M,pervisestupinan,805465,EUR,885340800,D,30,30,False,63.0,57.0,4.0,1.0,27.0,28.0,5.0,,,,45.0,71.0,6.8,10.0,0,,30.0,35.0,,,2.0,3.0,,,,,,,1.0,1.0,4.0,,2.0,,,,,,,,2.0,,,,,,,,,,,
11096539,home,Brighton & Hove Albion,Moisés Caicedo,moises-caicedo,M. Caicedo,M,25,178,79211,M,MoisesCaicedo55,987650,EUR,1004659200,M,25,25,False,72.0,65.0,2.0,1.0,18.0,19.0,6.0,,,,90.0,80.0,7.2,10.0,3,,47.0,53.0,,,1.0,,,1.0,,,,2.0,,,2.0,1.0,,1.0,,,,2.0,,,,,,,,,,,,,,
11096539,home,Brighton & Hove Albion,Alexis Mac Allister,alexis-mac-allister,A. Mac Allister,M,10,176,71143,M,Macca10,895324,EUR,914457600,M,10,10,False,43.0,38.0,,,8.0,9.0,5.0,,,,78.0,52.0,7.1,9.0,0,1.0,30.0,34.0,,,4.0,3.0,,4.0,1.0,1.0,1.0,,1.0,1.0,,2.0,1.0,,,,,1.0,,,,,,,,,,,,,,
11096539,home,Brighton & Hove Albion,Solly March,solly-march,S. March,M,7,180,1253,M,,301288,EUR,774662400,M,7,7,False,38.0,34.0,2.0,2.0,7.0,8.0,1.0,,,,90.0,58.0,8.1,12.0,2,,28.0,37.0,7.0,1.0,3.0,7.0,,1.0,4.0,3.0,,,2.0,2.0,,4.0,1.0,1.0,1.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,
11096539,home,Brighton & Hove Albion,Deniz Undav,deniz-undav,D. Undav,F,26,179,7579,M,denizundav,794298,EUR,837734400,M,21,21,False,32.0,23.0,2.0,,4.0,5.0,1.0,,,,71.0,44.0,8.1,12.0,3,1.0,19.0,27.0,,,4.0,5.0,1.0,,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,,2.0,,,,,,,1.0,,,,1.0,1.0,2.0,,2.0,,,
11096539,home,Brighton & Hove Albion,Kaoru Mitoma,mitoma-kaoru,K. Mitoma,M,22,178,20697,M,KaoruM,936849,EUR,864086400,M,22,22,False,33.0,27.0,1.0,1.0,9.0,9.0,5.0,,,,90.0,48.0,7.1,11.0,5,,18.0,25.0,1.0,,2.0,4.0,,,3.0,1.0,,4.0,2.0,2.0,1.0,2.0,,1.0,,,,,,,,,,,1.0,1.0,,,2.0,,,
