match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_interceptionWon,stat_wasFouled,stat_fouls,stat_aerialLost,stat_lastManTackle,captain,stat_wonContest,stat_shotOffTarget,stat_blockedScoringAttempt,player_firstName,player_lastName,stat_hitWoodwork,stat_totalOffside,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_goalAssist,stat_bigChanceCreated,stat_bigChanceMissed
10433894,home,Sivasspor,Muammer Yıldırım,muammer-yildirim,M. Yıldırım,G,25,190.0,33,M,130582,EUR,653270400,G,25,25,False,26.0,20.0,8.0,3.0,19.0,24.0,1.0,2.0,1.0,1.0,2.0,10.0,1.0,1.0,1.0,1.0,90.0,36.0,6.7,6.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433894,home,Sivasspor,Murat Paluli,murat-paluli,M. Paluli,D,7,175.0,36,M,893014,EUR,776390400,D,2,2,False,23.0,17.0,3.0,2.0,10.0,13.0,9.0,13.0,,2.0,,6.0,,,,,69.0,44.0,6.5,14.0,0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
10433894,home,Sivasspor,Caner Osmanpaşa,caner-osmanpasa,C. Osmanpaşa,D,20,182.0,35,M,135941,EUR,569203200,D,88,88,False,50.0,42.0,4.0,2.0,19.0,20.0,23.0,31.0,4.0,5.0,2.0,4.0,,,,,90.0,61.0,7.7,9.0,1,1.0,,1.0,,,,,,,,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
10433894,home,Sivasspor,Samba Camara,samba-camara,S. Camara,D,14,190.0,68,M,837301,EUR,721699200,D,14,14,False,62.0,53.0,8.0,5.0,37.0,41.0,16.0,21.0,4.0,8.0,3.0,7.0,,,,,90.0,76.0,7.1,10.0,0,,,4.0,,1.0,,3.0,3.0,,1.0,,,,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,
10433894,home,Sivasspor,Uğur Çiftçi,ugur-ciftci,U. Çiftçi,D,58,180.0,65,M,142850,EUR,704937600,D,3,3,False,55.0,44.0,4.0,,19.0,21.0,25.0,42.0,,2.0,,8.0,,,,,90.0,84.0,6.3,24.0,0,8.0,,8.0,2.0,1.0,3.0,,,1.0,1.0,,,,1.0,,3.0,1.0,,True,2.0,,,,,,,,,,,
10433894,home,Sivasspor,Fredrik Ulvestad,fredrik-ulvestad,F. Ulvestad,M,8,183.0,122,M,36922,EUR,708739200,M,23,23,False,46.0,33.0,5.0,3.0,10.0,10.0,23.0,36.0,2.0,6.0,,6.0,,,,,90.0,58.0,6.9,14.0,2,,,8.0,,,2.0,2.0,1.0,,2.0,,,,2.0,1.0,4.0,3.0,,,1.0,1.0,1.0,,,,,,,,,
10433894,home,Sivasspor,Robin Yalçın,robin-yalcin,R. Yalçın,D,2,183.0,91,M,138154,EUR,759456000,M,8,8,False,41.0,34.0,2.0,2.0,18.0,19.0,16.0,23.0,5.0,11.0,1.0,3.0,,,,,90.0,57.0,7.2,9.0,2,1.0,,3.0,2.0,1.0,1.0,3.0,1.0,,,,,,,2.0,,,,,1.0,2.0,,,,1.0,,,,,,
10433894,home,Sivasspor,Charis Charisis,charis-charisis,C. Charisis,M,8,177.0,130,M,317297,EUR,789868800,M,15,15,False,49.0,44.0,5.0,4.0,14.0,16.0,30.0,35.0,1.0,10.0,1.0,6.0,,,,,90.0,68.0,7.4,11.0,2,2.0,,5.0,3.0,1.0,3.0,4.0,3.0,2.0,,1.0,,,,2.0,1.0,,,,3.0,1.0,,,,,,,,,,
10433894,home,Sivasspor,Emre Gökay,emre-gokay,E. Gökay,F,19,181.0,137,M,1393928,EUR,1140220800,F,21,21,False,12.0,9.0,1.0,1.0,1.0,1.0,8.0,11.0,,,,2.0,,,,,54.0,22.0,6.4,8.0,2,,,3.0,1.0,1.0,1.0,,,3.0,,1.0,,,1.0,,,,,,,,1.0,Emre Gökay,,,1.0,,,,,
10433894,home,Sivasspor,Leke James,leke-james,L. James,F,,188.0,128,,226716,EUR,720576000,F,90,90,False,21.0,17.0,,,3.0,5.0,14.0,16.0,2.0,7.0,,2.0,,,,,69.0,39.0,7.0,11.0,4,,,8.0,,2.0,3.0,1.0,1.0,4.0,2.0,,,,,2.0,3.0,2.0,,,2.0,1.0,3.0,,,,,,,,,
10433894,home,Sivasspor,Erdoğan Yeşilyurt,erdogan-yesilyurt,E. Yeşilyurt,D,17,178.0,77,M,142541,EUR,752544000,F,17,17,False,37.0,31.0,,,5.0,5.0,28.0,44.0,1.0,2.0,1.0,4.0,,,,,90.0,57.0,7.0,18.0,3,12.0,2.0,1.0,,,2.0,,,1.0,,,,,,,,,,,1.0,2.0,1.0,,,,,,,,,
10433894,home,Sivasspor,Clinton N'Jie,clinton-njie,C. N'Jie,F,,175.0,913,M,291665,EUR,745372800,F,10,10,True,13.0,11.0,,,1.0,1.0,10.0,14.0,,1.0,,3.0,,,,,36.0,22.0,6.5,8.0,0,2.0,,4.0,,,3.0,,,2.0,,,,,,,2.0,,,,1.0,,,,,,,,,,,
10433894,home,Sivasspor,Ahmed Musa,ahmed-musa,A. Musa,F,7,170.0,1704,M,139502,EUR,719020800,F,26,26,True,12.0,10.0,,,,,10.0,13.0,,2.0,,1.0,,,,,21.0,18.0,7.0,4.0,1,1.0,,1.0,,,2.0,,,1.0,1.0,,,,1.0,,,1.0,,,2.0,1.0,,,,,,,,,,
10433894,home,Sivasspor,Mustapha Yatabaré,mustapha-yatabare,M. Yatabaré,F,9,186.0,158,M,51558,EUR,507081600,F,9,9,True,12.0,9.0,,,1.0,1.0,8.0,11.0,1.0,1.0,,,,,,,21.0,16.0,6.4,6.0,0,,,4.0,,2.0,,,,1.0,,,,,,,,2.0,,,,,,,,,,,,,,
10433894,home,Sivasspor,Baver Kuckar,kuckar-baver,B. Kuçkar,G,,186.0,5,M,1063913,EUR,1045267200,G,16,16,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433894,home,Sivasspor,Emre Satılmış,satilmis-emre,E. Satılmış,G,18,198.0,9,M,863607,EUR,845164800,G,18,18,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433894,home,Sivasspor,Alaaddin Okumuş,alaaddin-okumus,A. Okumuş,D,22,175.0,23,M,844640,EUR,809136000,D,13,13,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433894,home,Sivasspor,Mehmet Albayrak,mehmet-albayrak,M. Albayrak,D,4,189.0,18,M,1141652,EUR,1073260800,D,96,96,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,Mehmet Albayrak,,,,,,,,
10433894,home,Sivasspor,Kader Keïta,kader-keita,K. Keïta,M,18,178.0,285,M,991653,EUR,973468800,M,28,28,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
