match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_aerialWon,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_fouls,stat_expectedGoals,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_totalClearance,stat_wonTackle,stat_expectedGoalsOnTarget,stat_aerialLost,player_firstName,player_lastName,stat_blockedScoringAttempt,captain,stat_goodHighClaim,stat_punches,stat_goals,stat_goalAssist,stat_totalOffside
11067576,home,Flamengo,Agustín Rossi,agustin-rossi,A. Rossi,G,1,195,10864,M,AgustinRossi,1140986,EUR,808963200,G,17,17,False,8.0,7.0,2.0,1.0,6.0,6.0,1.0,2.0,5.0,1.0,3.0,90.0,15.0,6.2,1.0,0.00033402,0,0.1235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067576,home,Flamengo,Matheuzinho,matheuzinho,Matheuzinho,D,2,171,7286,M,mateuzinhoo,931540,EUR,968371200,D,34,34,False,36.0,34.0,1.0,1.0,17.0,17.0,18.0,20.0,6.0,,,45.0,52.0,6.7,6.0,0.20547,0,,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,
11067576,home,Flamengo,Fabrício Bruno,fabricio-bruno,F. Bruno,D,15,192,6526,M,fabriciobruno96,840220,EUR,824083200,D,15,15,False,81.0,74.0,4.0,3.0,43.0,44.0,32.0,40.0,9.0,,,90.0,91.0,6.7,10.0,0.0578335,1,,3.0,1.0,3.0,5.0,1.0,1.0,,,,,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0195,,,,,,,,,,,,,,,
11067576,home,Flamengo,Léo Pereira,leo-pereira,L. Pereira,D,4,189,8450,M,leopereira4,358548,EUR,823046400,D,4,4,False,67.0,59.0,8.0,4.0,26.0,27.0,34.0,42.0,3.0,,,90.0,79.0,6.6,10.0,0.0359594,2,,2.0,1.0,3.0,7.0,1.0,,,,,1.0,,,4.0,,,1.0,3.0,2.0,0.2133,1.0,2.0,2.0,1.0,0.7015,,,,,,,,,,
11067576,home,Flamengo,Ayrton Lucas,ayrton-lucas,A. Lucas,D,6,180,7146,M,AyrtonLucas,818473,EUR,866678400,D,6,6,False,49.0,43.0,2.0,2.0,15.0,18.0,28.0,34.0,7.0,,,90.0,73.0,6.2,13.0,0.0240499,1,,3.0,,5.0,5.0,,2.0,2.0,1.0,,1.0,,,3.0,1.0,,,1.0,,0.019,,,1.0,1.0,,2.0,,,,,,,,,
11067576,home,Flamengo,Thiago Maia,thiago-maia,T. Maia,M,29,179,1392,M,,358550,EUR,859075200,M,8,8,False,48.0,43.0,1.0,,16.0,17.0,27.0,31.0,3.0,,,55.0,52.0,6.6,6.0,0.0522077,0,,,,1.0,,1.0,,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,
11067576,home,Flamengo,Gerson,gerson,Gerson,M,11,185,29672,M,gerson_santos,611876,EUR,864086400,M,20,20,False,63.0,61.0,4.0,4.0,13.0,13.0,48.0,50.0,5.0,,,90.0,74.0,6.8,4.0,0.0777779,2,,,,7.0,7.0,3.0,,4.0,3.0,,,2.0,2.0,1.0,1.0,,,1.0,2.0,0.0243,,,,1.0,,1.0,,,1.0,,,,,,
11067576,home,Flamengo,Bruno Henrique,bruno-henrique,B. Henrique,F,27,184,33811,M,B.henrique,795291,EUR,662515200,M,27,27,False,32.0,27.0,1.0,1.0,4.0,5.0,24.0,32.0,1.0,,,90.0,54.0,6.7,14.0,0.0448557,2,,5.0,1.0,6.0,9.0,1.0,,2.0,2.0,,4.0,2.0,1.0,3.0,1.0,,,2.0,3.0,0.2727,1.0,1.0,,,0.5055,2.0,,,,True,,,,,
11067576,home,Flamengo,Giorgian De Arrascaeta,giorgian-de-arrascaeta,Arrascaeta,M,10,173,86686,M,G10DeArrascaeta,333587,EUR,770428800,M,14,14,False,64.0,47.0,6.0,2.0,2.0,2.0,48.0,71.0,2.0,,,90.0,90.0,6.9,29.0,0.652168,3,,9.0,3.0,4.0,6.0,,,2.0,1.0,,4.0,3.0,2.0,2.0,2.0,,,,1.0,0.1262,,,,,,2.0,,,1.0,,,,,,
11067576,home,Flamengo,Everton,everton,Everton,M,11,174,12386,M,Evertons,386198,EUR,827452800,M,11,11,False,12.0,9.0,,,1.0,1.0,10.0,17.0,2.0,,,63.0,32.0,7.0,13.0,0.36583,2,,6.0,2.0,4.0,4.0,,,5.0,2.0,1.0,2.0,1.0,3.0,,2.0,1.0,,1.0,1.0,0.1094,,,,1.0,,,Everton,,,,,,,,
