match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_interceptionWon,stat_fouls,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_keyPass,stat_dispossessed,stat_shotOffTarget,captain,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_bigChanceCreated,stat_totalOffside,stat_bigChanceMissed,stat_goodHighClaim,player_sofascoreId
10388272,home,1. FC Union Berlin,Frederik Rønnow,frederik-ronnow,F. Rønnow,G,1,188,637,M,137692,EUR,712886400,G,1,1,False,27.0,17.0,18.0,8.0,9.0,10.0,8.0,17.0,1.0,1.0,1.0,8.0,1.0,2.0,1.0,90.0,33.0,6.6,10.0,0.0,0.0,0.00154993,0,-0.313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388272,home,1. FC Union Berlin,Paul Jaeckel,paul-jaeckel,P. Jaeckel,D,3,189,73,M,856668,EUR,901065600,D,3,3,False,31.0,26.0,7.0,4.0,12.0,12.0,14.0,19.0,1.0,1.0,4.0,1.0,,,,90.0,40.0,6.3,5.0,0.0,0.0,0.0263277,0,,,,1.0,6.0,2.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,
10388272,home,1. FC Union Berlin,Robin Knoche,robin-knoche,R. Knoche,D,31,190,148,M,130433,EUR,706492800,D,31,31,False,50.0,40.0,11.0,6.0,30.0,34.0,10.0,16.0,2.0,6.0,4.0,4.0,,,,90.0,63.0,8.0,10.0,0.0064,0.1665,0.0166226,1,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,,,,,,,,,,,,,
10388272,home,1. FC Union Berlin,Diogo Leite,leite-diogo,D. Leite,D,4,188,993,M,855663,EUR,917049600,D,4,4,False,57.0,47.0,13.0,7.0,33.0,37.0,14.0,20.0,1.0,3.0,3.0,7.0,,,,90.0,69.0,7.0,11.0,0.0186,0.0,0.0214642,1,,,,2.0,5.0,,3.0,2.0,,,,,,2.0,1.0,,,1.0,1.0,,,,,,,,,,,
10388272,home,1. FC Union Berlin,Christopher Trimmel,christopher-trimmel,C. Trimmel,M,28,189,354,M,48557,EUR,541123200,M,28,28,False,25.0,14.0,6.0,1.0,11.0,13.0,4.0,24.0,1.0,5.0,4.0,6.0,,,,90.0,63.0,7.0,27.0,0.0203,0.0201,0.0184677,1,,,,,8.0,3.0,3.0,3.0,2.0,,1.0,,,3.0,1.0,1.0,1.0,,,True,1.0,12.0,1.0,,,,,,,
10388272,home,1. FC Union Berlin,Genki Haraguchi,genki-haraguchi,G. Haraguchi,M,78,177,395,M,48243,EUR,673747200,M,24,24,False,19.0,16.0,1.0,1.0,5.0,6.0,11.0,13.0,3.0,8.0,1.0,3.0,,,,78.0,30.0,7.0,4.0,0.0769,0.0,0.0445291,1,,,,,3.0,3.0,,,1.0,1.0,,,,2.0,1.0,2.0,2.0,,,,,,,1.0,1.0,,,,,
10388272,home,1. FC Union Berlin,Rani Khedira,rani-khedira,R. Khedira,M,8,188,962,M,149479,EUR,759628800,M,8,8,False,36.0,29.0,2.0,1.0,11.0,11.0,18.0,25.0,,6.0,,7.0,,,,90.0,46.0,7.0,7.0,0.2206,0.0,0.0747048,3,,,,,6.0,3.0,,3.0,,,,,1.0,6.0,2.0,,1.0,,1.0,,,,,2.0,,,,,,
10388272,home,1. FC Union Berlin,Janik Haberer,janik-haberer,J. Haberer,M,19,187,178,M,168985,EUR,765244800,M,19,19,False,17.0,12.0,,,5.0,8.0,8.0,11.0,2.0,7.0,2.0,2.0,,,,70.0,33.0,7.6,9.0,0.0307,0.0,0.327699,1,,,,3.0,6.0,,,1.0,4.0,1.0,,,,1.0,1.0,3.0,4.0,,1.0,,1.0,2.0,1.0,,,1.0,1.0,,,
10388272,home,1. FC Union Berlin,Julian Ryerson,julian-ryerson,J. Ryerson,D,26,183,3446,M,800951,EUR,879724800,M,6,6,False,27.0,23.0,2.0,1.0,14.0,14.0,9.0,13.0,3.0,8.0,2.0,6.0,,,,64.0,51.0,7.3,9.0,0.2091,0.9212,0.0398553,4,,,,,2.0,1.0,,1.0,2.0,2.0,2.0,,,2.0,1.0,1.0,1.0,,1.0,,,,,1.0,1.0,,,1.0,,
10388272,home,1. FC Union Berlin,Sheraldo Becker,sheraldo-becker,S. Becker,F,23,180,1505,M,352544,EUR,792288000,F,27,27,False,18.0,14.0,3.0,3.0,3.0,3.0,13.0,20.0,,4.0,,4.0,,,,71.0,33.0,8.4,9.0,0.1649,1.1032,0.256527,3,,,,1.0,3.0,,,1.0,1.0,,2.0,1.0,,1.0,,3.0,2.0,,,,1.0,5.0,2.0,1.0,1.0,,,,,
10388272,home,1. FC Union Berlin,Jordan Siebatcheu,jordan-siebatcheu,J. Siebatcheu,F,29,190,661,M,788786,EUR,830476800,F,45,45,False,16.0,8.0,1.0,,4.0,5.0,4.0,11.0,9.0,9.0,,4.0,,,,78.0,28.0,7.8,13.0,0.3006,0.3953,0.05716,4,,,,6.0,12.0,2.0,,2.0,1.0,,2.0,1.0,,,,,2.0,1.0,1.0,,,,,1.0,3.0,1.0,1.0,,,
10388272,home,1. FC Union Berlin,Niko Giesselmann,niko-giesselmann,N. Giesselmann,D,,179,73,M,123915,EUR,685843200,D,23,23,True,8.0,8.0,1.0,1.0,5.0,5.0,4.0,4.0,1.0,3.0,1.0,,,,,26.0,20.0,6.9,3.0,0.0,0.0,0.0882515,0,,,,,2.0,,1.0,2.0,,,,,,2.0,,,1.0,,,,,1.0,1.0,,,,,,,
10388272,home,1. FC Union Berlin,András Schäfer,andras-schafer,A. Schäfer,M,13,179,2407,M,877302,EUR,923961600,M,13,13,True,5.0,4.0,,,1.0,2.0,3.0,3.0,,3.0,1.0,1.0,,,,20.0,10.0,6.7,1.0,0.0,0.0,0.00994893,0,,,,2.0,3.0,1.0,,,,,,,,2.0,2.0,1.0,1.0,,,,,,,,,,,,,
10388272,home,1. FC Union Berlin,Jamie Leweling,leweling-jamie,J. Leweling,M,18,184,1954,M,990201,EUR,983145600,F,40,40,True,4.0,3.0,,,1.0,1.0,2.0,3.0,1.0,3.0,,1.0,,,,19.0,13.0,6.4,7.0,0.0,0.0,0.00363024,0,,,,1.0,6.0,,1.0,2.0,2.0,,,,,1.0,1.0,1.0,,1.0,,,,,,,3.0,,,,,
10388272,home,1. FC Union Berlin,Miloš Pantović,milos-pantovic,M. Pantović,M,27,180,79,M,352610,EUR,836697600,M,32,32,True,6.0,4.0,,,1.0,1.0,4.0,8.0,,,,,,,,12.0,12.0,6.3,4.0,0.0,0.0,0.00627588,0,,,,,2.0,1.0,,1.0,,,,,,,,,,,,,,3.0,1.0,,,,,,,
10388272,home,1. FC Union Berlin,Kevin Behrens,kevin-behrens,K. Behrens,F,91,184,493,M,164171,EUR,665539200,F,17,17,True,7.0,6.0,,,1.0,1.0,5.0,6.0,4.0,5.0,,1.0,,,,12.0,9.0,6.7,2.0,0.0,0.0,0.0484712,0,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,
10388272,home,1. FC Union Berlin,Lennart Grill,lennart-grill,L. Grill,G,22,191,99,M,836710,EUR,917222400,G,37,37,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388272,home,1. FC Union Berlin,Danilho Doekhi,danilho-doekhi,D. Doekhi,D,5,187,772,M,830803,EUR,899164800,D,5,5,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388272,home,1. FC Union Berlin,Andreas Voglsammer,andreas-voglsammer,A. Voglsammer,F,9,178,131,M,123320,EUR,694915200,F,9,9,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388272,home,1. FC Union Berlin,Sven Michel,sven-michel,S. Michel,F,11,178,166,M,246431,EUR,648000000,F,11,11,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388272,away,Hertha BSC,Oliver Christensen,oliver-christensen,O. Christensen,G,53,190,517,M,860306,EUR,922060800,G,1,1,False,23.0,18.0,13.0,8.0,14.0,14.0,4.0,9.0,,,2.0,11.0,4.0,5.0,1.0,90.0,41.0,6.9,5.0,0.0,0.0,0.000982,0,-0.3937,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,
10388272,away,Hertha BSC,Jonjoe Kenny,jonjoe-kenny,J. Kenny,D,3,176,414,M,361310,EUR,858384000,D,16,16,False,55.0,38.0,8.0,1.0,19.0,28.0,20.0,29.0,4.0,8.0,5.0,3.0,,,,90.0,79.0,6.3,24.0,0.0,0.0,0.0517334,0,,,,1.0,5.0,3.0,,1.0,1.0,1.0,,,,3.0,2.0,,1.0,,,,,2.0,1.0,,2.0,,,,,
10388272,away,Hertha BSC,Filip Uremović,filip-uremovic,F. Uremović,D,22,186,976,M,805712,EUR,855619200,D,5,5,False,47.0,40.0,4.0,2.0,32.0,38.0,8.0,9.0,2.0,6.0,3.0,5.0,,,,90.0,60.0,6.9,7.0,0.0379,0.0,0.00425364,1,,,,8.0,11.0,,2.0,3.0,,,,,3.0,4.0,3.0,,,,,,,,,1.0,,,,,,
